3902    , -85072.4    , array([ 0.0172169  ,  1.01065    ,  3.26024e-33,  9.57744e-15,  0.0075834  ])
3903    , -85019.9    , array([ 0.0172341  ,  1.01065    ,  3.26024e-33,  9.57744e-15,  0.0075834  ])
3904    , -85075.3    , array([ 0.0172169  ,  1.01166    ,  3.26024e-33,  9.57744e-15,  0.0075834  ])
3905    , -85072.4    , array([ 0.0172169  ,  1.01065    ,  3.2635e-33 ,  9.57744e-15,  0.0075834  ])
3906    , -85072.4    , array([ 0.0172169  ,  1.01065    ,  3.26024e-33,  9.58702e-15,  0.0075834  ])
3907    , -85116.5    , array([ 0.0172169  ,  1.01065    ,  3.26024e-33,  9.57744e-15,  0.00759099 ])
3908    , -85072.4    , array([ 0.0172169  ,  1.01065    ,  3.26024e-33,  9.57744e-15,  0.0075834  ])
3909    , -51753.6    , array([ 0.0373035  ,  0.967915   ,  3.26024e-33,  9.57744e-15,  0.00396529 ])
3910    , -51753.6    , array([ 0.0373035  ,  0.967915   ,  3.26024e-33,  9.57744e-15,  0.00396529 ])
3911    , -51750.9    , array([ 0.0373409  ,  0.967915   ,  3.26024e-33,  9.57744e-15,  0.00396529 ])
3912    , -51755.7    , array([ 0.0373035  ,  0.968884   ,  3.26024e-33,  9.57744e-15,  0.00396529 ])
3913    , -51753.6    , array([ 0.0373035  ,  0.967915   ,  3.2635e-33 ,  9.57744e-15,  0.00396529 ])
3914    , -51753.6    , array([ 0.0373035  ,  0.967915   ,  3.26024e-33,  9.58702e-15,  0.00396529 ])
3915    , -51753      , array([ 0.0373035  ,  0.967915   ,  3.26024e-33,  9.57744e-15,  0.00396926 ])
3923    , -51746      , array([ 0.0373475  ,  0.966258   ,  3.26024e-33,  9.57744e-15,  0.00397064 ])
3924    , -51746      , array([ 0.0373475  ,  0.966258   ,  3.26024e-33,  9.57744e-15,  0.00397064 ])
3925    , -51743.3    , array([ 0.0373849  ,  0.966258   ,  3.26024e-33,  9.57744e-15,  0.00397064 ])
3926    , -51748.1    , array([ 0.0373475  ,  0.967225   ,  3.26024e-33,  9.57744e-15,  0.00397064 ])
3927    , -51746      , array([ 0.0373475  ,  0.966258   ,  3.2635e-33 ,  9.57744e-15,  0.00397064 ])
3928    , -51746      , array([ 0.0373475  ,  0.966258   ,  3.26024e-33,  9.58702e-15,  0.00397064 ])
3929    , -51745.4    , array([ 0.0373475  ,  0.966258   ,  3.26024e-33,  9.57744e-15,  0.00397461 ])
3930    , -51738.4    , array([ 0.0373917  ,  0.964601   ,  3.26024e-33,  9.57744e-15,  0.00397601 ])
3931    , -51738.4    , array([ 0.0373917  ,  0.964601   ,  3.26024e-33,  9.57744e-15,  0.00397601 ])
3932    , -51735.7    , array([ 0.0374291  ,  0.964601   ,  3.26024e-33,  9.57744e-15,  0.00397601 ])
3933    , -51740.5    , array([ 0.0373917  ,  0.965566   ,  3.26024e-33,  9.57744e-15,  0.00397601 ])
3934    , -51738.4    , array([ 0.0373917  ,  0.964601   ,  3.2635e-33 ,  9.57744e-15,  0.00397601 ])
3935    , -51738.4    , array([ 0.0373917  ,  0.964601   ,  3.26024e-33,  9.58702e-15,  0.00397601 ])
3936    , -51737.8    , array([ 0.0373917  ,  0.964601   ,  3.26024e-33,  9.57744e-15,  0.00397999 ])
3944    , -51736.4    , array([ 0.0374028  ,  0.964185   ,  3.26024e-33,  9.57744e-15,  0.00397736 ])
3945    , -51736.4    , array([ 0.0374028  ,  0.964185   ,  3.26024e-33,  9.57744e-15,  0.00397736 ])
3946    , -51733.8    , array([ 0.0374402  ,  0.964185   ,  3.26024e-33,  9.57744e-15,  0.00397736 ])
3947    , -51738.6    , array([ 0.0374028  ,  0.96515    ,  3.26024e-33,  9.57744e-15,  0.00397736 ])
3948    , -51736.4    , array([ 0.0374028  ,  0.964185   ,  3.2635e-33 ,  9.57744e-15,  0.00397736 ])
3949    , -51736.4    , array([ 0.0374028  ,  0.964185   ,  3.26024e-33,  9.58702e-15,  0.00397736 ])
3950    , -51735.8    , array([ 0.0374028  ,  0.964185   ,  3.26024e-33,  9.57744e-15,  0.00398134 ])
3951    , -51734.5    , array([ 0.0374138  ,  0.96377    ,  3.26024e-33,  9.57744e-15,  0.00397871 ])
3952    , -51734.5    , array([ 0.0374138  ,  0.96377    ,  3.26024e-33,  9.57744e-15,  0.00397871 ])
3953    , -51731.9    , array([ 0.0374513  ,  0.96377    ,  3.26024e-33,  9.57744e-15,  0.00397871 ])
3954    , -51736.7    , array([ 0.0374138  ,  0.964735   ,  3.26024e-33,  9.57744e-15,  0.00397871 ])
3955    , -51734.5    , array([ 0.0374138  ,  0.96377    ,  3.2635e-33 ,  9.57744e-15,  0.00397871 ])
3956    , -51734.5    , array([ 0.0374138  ,  0.96377    ,  3.26024e-33,  9.58702e-15,  0.00397871 ])
3957    , -51733.9    , array([ 0.0374138  ,  0.96377    ,  3.26024e-33,  9.57744e-15,  0.00398269 ])
3958    , -120230     , array([ 0.516919   ,  0.0212093  ,  3.26024e-33,  9.57744e-15,  0.0802189  ])
3959    , -120230     , array([ 0.516919   ,  0.0212093  ,  3.26024e-33,  9.57744e-15,  0.0802189  ])
3960    , -120225     , array([ 0.517436   ,  0.0212093  ,  3.26024e-33,  9.57744e-15,  0.0802189  ])
3961    , -120095     , array([ 0.516919   ,  0.0212305  ,  3.26024e-33,  9.57744e-15,  0.0802189  ])
3962    , -120230     , array([ 0.516919   ,  0.0212093  ,  3.2635e-33 ,  9.57744e-15,  0.0802189  ])
3963    , -120230     , array([ 0.516919   ,  0.0212093  ,  3.26024e-33,  9.58702e-15,  0.0802189  ])
3964    , -120368     , array([ 0.516919   ,  0.0212093  ,  3.26024e-33,  9.57744e-15,  0.0802992  ])
3965    , -34732.6    , array([ 0.0941913  ,  0.251878   ,  3.26024e-33,  9.57744e-15,  0.0114403  ])
3966    , -34732.6    , array([ 0.0941913  ,  0.251878   ,  3.26024e-33,  9.57744e-15,  0.0114403  ])
3967    , -34724.1    , array([ 0.0942855  ,  0.251878   ,  3.26024e-33,  9.57744e-15,  0.0114403  ])
3968    , -34745.9    , array([ 0.0941913  ,  0.25213    ,  3.26024e-33,  9.57744e-15,  0.0114403  ])
3969    , -34732.6    , array([ 0.0941913  ,  0.251878   ,  3.2635e-33 ,  9.57744e-15,  0.0114403  ])
3970    , -34732.6    , array([ 0.0941913  ,  0.251878   ,  3.26024e-33,  9.58702e-15,  0.0114403  ])
3971    , -34725.9    , array([ 0.0941913  ,  0.251878   ,  3.26024e-33,  9.57744e-15,  0.0114517  ])
3972    , -8619.71    , array([ 0.223534   ,  0.0717267  ,  3.26024e-33,  9.57744e-15,  0.0307463  ])
