160467  , -46080.3    , array([ 0.1771     ,  0.0195964  ,  2.78335e-14,  0.0146729  ,  0.0312818  ])
160468  , -46071.1    , array([ 0.177277   ,  0.0195964  ,  2.78335e-14,  0.0146729  ,  0.0312818  ])
160469  , -46024.3    , array([ 0.1771     ,  0.019616   ,  2.78335e-14,  0.0146729  ,  0.0312818  ])
160470  , -46080.3    , array([ 0.1771     ,  0.0195964  ,  2.78613e-14,  0.0146729  ,  0.0312818  ])
160471  , -46080.2    , array([ 0.1771     ,  0.0195964  ,  2.78335e-14,  0.0146876  ,  0.0312818  ])
160472  , -46142.3    , array([ 0.1771     ,  0.0195964  ,  2.78335e-14,  0.0146729  ,  0.0313131  ])
160473  , -46080.3    , array([ 0.1771     ,  0.0195964  ,  2.78335e-14,  0.0146729  ,  0.0312818  ])
160474  , -4460.09    , array([ 0.197754   ,  0.0383967  ,  2.78335e-14,  0.0146877  ,  0.0148457  ])
160475  , -4460.09    , array([ 0.197754   ,  0.0383967  ,  2.78335e-14,  0.0146877  ,  0.0148457  ])
160476  , -4454.95    , array([ 0.197951   ,  0.0383967  ,  2.78335e-14,  0.0146877  ,  0.0148457  ])
160477  , -4457.6     , array([ 0.197754   ,  0.0384351  ,  2.78335e-14,  0.0146877  ,  0.0148457  ])
160478  , -4460.09    , array([ 0.197754   ,  0.0383967  ,  2.78613e-14,  0.0146877  ,  0.0148457  ])
160479  , -4460.08    , array([ 0.197754   ,  0.0383967  ,  2.78335e-14,  0.0147024  ,  0.0148457  ])
160480  , -4466.74    , array([ 0.197754   ,  0.0383967  ,  2.78335e-14,  0.0146877  ,  0.0148606  ])
160488  , -4448.35    , array([ 0.198114   ,  0.0383643  ,  2.78335e-14,  0.0146877  ,  0.0148356  ])
160489  , -4448.35    , array([ 0.198114   ,  0.0383643  ,  2.78335e-14,  0.0146877  ,  0.0148356  ])
160490  , -4443.24    , array([ 0.198312   ,  0.0383643  ,  2.78335e-14,  0.0146877  ,  0.0148356  ])
160491  , -4445.86    , array([ 0.198114   ,  0.0384027  ,  2.78335e-14,  0.0146877  ,  0.0148356  ])
160492  , -4448.35    , array([ 0.198114   ,  0.0383643  ,  2.78613e-14,  0.0146877  ,  0.0148356  ])
160493  , -4448.35    , array([ 0.198114   ,  0.0383643  ,  2.78335e-14,  0.0147024  ,  0.0148356  ])
160494  , -4455       , array([ 0.198114   ,  0.0383643  ,  2.78335e-14,  0.0146877  ,  0.0148505  ])
160495  , -2833.21    , array([ 0.299865   ,  0.0316585  ,  2.78335e-14,  0.0146807  ,  0.0127016  ])
160496  , -2833.21    , array([ 0.299865   ,  0.0316585  ,  2.78335e-14,  0.0146807  ,  0.0127016  ])
160497  , -2831.33    , array([ 0.300165   ,  0.0316585  ,  2.78335e-14,  0.0146807  ,  0.0127016  ])
160498  , -2829.16    , array([ 0.299865   ,  0.0316902  ,  2.78335e-14,  0.0146807  ,  0.0127016  ])
160499  , -2833.21    , array([ 0.299865   ,  0.0316585  ,  2.78613e-14,  0.0146807  ,  0.0127016  ])
160500  , -2833.21    , array([ 0.299865   ,  0.0316585  ,  2.78335e-14,  0.0146953  ,  0.0127016  ])
160501  , -2838.42    , array([ 0.299865   ,  0.0316585  ,  2.78335e-14,  0.0146807  ,  0.0127143  ])
160509  , -2833.19    , array([ 0.299877   ,  0.0316598  ,  2.78335e-14,  0.0146806  ,  0.0127022  ])
160510  , -2833.19    , array([ 0.299877   ,  0.0316598  ,  2.78335e-14,  0.0146806  ,  0.0127022  ])
160511  , -2831.31    , array([ 0.300177   ,  0.0316598  ,  2.78335e-14,  0.0146806  ,  0.0127022  ])
160512  , -2829.14    , array([ 0.299877   ,  0.0316915  ,  2.78335e-14,  0.0146806  ,  0.0127022  ])
160513  , -2833.19    , array([ 0.299877   ,  0.0316598  ,  2.78613e-14,  0.0146806  ,  0.0127022  ])
160514  , -2833.19    , array([ 0.299877   ,  0.0316598  ,  2.78335e-14,  0.0146953  ,  0.0127022  ])
160515  , -2838.4     , array([ 0.299877   ,  0.0316598  ,  2.78335e-14,  0.0146806  ,  0.0127149  ])
160516  , -2833.17    , array([ 0.299889   ,  0.0316612  ,  2.78335e-14,  0.0146806  ,  0.0127027  ])
160517  , -2833.17    , array([ 0.299889   ,  0.0316612  ,  2.78335e-14,  0.0146806  ,  0.0127027  ])
160518  , -2831.29    , array([ 0.300189   ,  0.0316612  ,  2.78335e-14,  0.0146806  ,  0.0127027  ])
160519  , -2829.12    , array([ 0.299889   ,  0.0316929  ,  2.78335e-14,  0.0146806  ,  0.0127027  ])
160520  , -2833.17    , array([ 0.299889   ,  0.0316612  ,  2.78613e-14,  0.0146806  ,  0.0127027  ])
160521  , -2833.17    , array([ 0.299889   ,  0.0316612  ,  2.78335e-14,  0.0146953  ,  0.0127027  ])
160522  , -2838.38    , array([ 0.299889   ,  0.0316612  ,  2.78335e-14,  0.0146806  ,  0.0127154  ])
160523  , -32823.7    , array([ 11.1117    ,  1.47281    ,  2.78335e-14,  0.0127013  ,  0.673043   ])
160524  , -32823.7    , array([ 11.1117    ,  1.47281    ,  2.78335e-14,  0.0127013  ,  0.673043   ])
160525  , -32828.7    , array([ 11.1228    ,  1.47281    ,  2.78335e-14,  0.0127013  ,  0.673043   ])
160526  , -32821.1    , array([ 11.1117    ,  1.47428    ,  2.78335e-14,  0.0127013  ,  0.673043   ])
160527  , -32823.7    , array([ 11.1117    ,  1.47281    ,  2.78613e-14,  0.0127013  ,  0.673043   ])
160528  , -32823.5    , array([ 11.1117    ,  1.47281    ,  2.78335e-14,  0.012714   ,  0.673043   ])
160529  , -32847.5    , array([ 11.1117    ,  1.47281    ,  2.78335e-14,  0.0127013  ,  0.673717   ])
160530  , -2621.56    , array([ 0.461112   ,  0.0500196  ,  2.78335e-14,  0.0144296  ,  0.0203818  ])
160531  , -2621.56    , array([ 0.461112   ,  0.0500196  ,  2.78335e-14,  0.0144296  ,  0.0203818  ])
160532  , -2619.71    , array([ 0.461573   ,  0.0500196  ,  2.78335e-14,  0.0144296  ,  0.0203818  ])
160533  , -2617.39    , array([ 0.461112   ,  0.0500696  ,  2.78335e-14,  0.0144296  ,  0.0203818  ])
160534  , -2621.56    , array([ 0.461112   ,  0.0500196  ,  2.78613e-14,  0.0144296  ,  0.0203818  ])
160535  , -2621.55    , array([ 0.461112   ,  0.0500196  ,  2.78335e-14,  0.014444   ,  0.0203818  ])
160536  , -2626.9     , array([ 0.461112   ,  0.0500196  ,  2.78335e-14,  0.0144296  ,  0.0204022  ])
160537  , -2523.9     , array([ 0.61226    ,  0.067612   ,  2.78335e-14,  0.0142665  ,  0.0278331  ])
160538  , -2523.9     , array([ 0.61226    ,  0.067612   ,  2.78335e-14,  0.0142665  ,  0.0278331  ])
160539  , -2522.15    , array([ 0.612872   ,  0.067612   ,  2.78335e-14,  0.0142665  ,  0.0278331  ])
160540  , -2519.69    , array([ 0.61226    ,  0.0676797  ,  2.78335e-14,  0.0142665  ,  0.0278331  ])
160541  , -2523.9     , array([ 0.61226    ,  0.067612   ,  2.78613e-14,  0.0142665  ,  0.0278331  ])
160542  , -2523.9     , array([ 0.61226    ,  0.067612   ,  2.78335e-14,  0.0142808  ,  0.0278331  ])
160543  , -2529.42    , array([ 0.61226    ,  0.067612   ,  2.78335e-14,  0.0142665  ,  0.027861   ])
160544  , -2059.71    , array([ 0.889269   ,  0.0896274  ,  2.78335e-14,  0.00344266 ,  0.0346694  ])
160545  , -2059.71    , array([ 0.889269   ,  0.0896274  ,  2.78335e-14,  0.00344266 ,  0.0346694  ])
160546  , -2058.64    , array([ 0.890158   ,  0.0896274  ,  2.78335e-14,  0.00344266 ,  0.0346694  ])
160547  , -2057.53    , array([ 0.889269   ,  0.089717   ,  2.78335e-14,  0.00344266 ,  0.0346694  ])
160548  , -2059.71    , array([ 0.889269   ,  0.0896274  ,  2.78613e-14,  0.00344266 ,  0.0346694  ])
160549  , -2059.71    , array([ 0.889269   ,  0.0896274  ,  2.78335e-14,  0.00344611 ,  0.0346694  ])
160550  , -2063.06    , array([ 0.889269   ,  0.0896274  ,  2.78335e-14,  0.00344266 ,  0.0347041  ])
160551  , -1919.81    , array([ 0.623518   ,  0.0457969  ,  2.78335e-14,  1.75248e-06,  0.0150668  ])
160552  , -1919.81    , array([ 0.623518   ,  0.0457969  ,  2.78335e-14,  1.75248e-06,  0.0150668  ])
160553  , -1919.36    , array([ 0.624142   ,  0.0457969  ,  2.78335e-14,  1.75248e-06,  0.0150668  ])
160554  , -1921.79    , array([ 0.623518   ,  0.0458427  ,  2.78335e-14,  1.75248e-06,  0.0150668  ])
160555  , -1919.81    , array([ 0.623518   ,  0.0457969  ,  2.78613e-14,  1.75248e-06,  0.0150668  ])
160556  , -1919.81    , array([ 0.623518   ,  0.0457969  ,  2.78335e-14,  1.75424e-06,  0.0150668  ])
160557  , -1917.88    , array([ 0.623518   ,  0.0457969  ,  2.78335e-14,  1.75248e-06,  0.0150818  ])
160558  , -1711.29    , array([ 0.899485   ,  0.0629394  ,  2.78335e-14,  2.29607e-05,  0.021996   ])
160559  , -1711.29    , array([ 0.899485   ,  0.0629394  ,  2.78335e-14,  2.29607e-05,  0.021996   ])
160560  , -1710.93    , array([ 0.900385   ,  0.0629394  ,  2.78335e-14,  2.29607e-05,  0.021996   ])
160561  , -1711.79    , array([ 0.899485   ,  0.0630024  ,  2.78335e-14,  2.29607e-05,  0.021996   ])
160562  , -1711.29    , array([ 0.899485   ,  0.0629394  ,  2.78613e-14,  2.29607e-05,  0.021996   ])
160563  , -1711.29    , array([ 0.899485   ,  0.0629394  ,  2.78335e-14,  2.29837e-05,  0.021996   ])
160564  , -1710.93    , array([ 0.899485   ,  0.0629394  ,  2.78335e-14,  2.29607e-05,  0.022018   ])
160565  , -1668.55    , array([ 1.3545     ,  0.0841006  ,  2.78335e-14,  5.20102e-05,  0.0303026  ])
160566  , -1668.55    , array([ 1.3545     ,  0.0841006  ,  2.78335e-14,  5.20102e-05,  0.0303026  ])
160567  , -1668.42    , array([ 1.35586    ,  0.0841006  ,  2.78335e-14,  5.20102e-05,  0.0303026  ])
160568  , -1668.48    , array([ 1.3545     ,  0.0841847  ,  2.78335e-14,  5.20102e-05,  0.0303026  ])
160569  , -1668.55    , array([ 1.3545     ,  0.0841006  ,  2.78613e-14,  5.20102e-05,  0.0303026  ])
160570  , -1668.55    , array([ 1.3545     ,  0.0841006  ,  2.78335e-14,  5.20622e-05,  0.0303026  ])
160571  , -1668.99    , array([ 1.3545     ,  0.0841006  ,  2.78335e-14,  5.20102e-05,  0.0303329  ])
160572  , -1644.6     , array([ 1.22048    ,  0.0715102  ,  2.78335e-14,  3.94834e-05,  0.0255367  ])
160573  , -1644.6     , array([ 1.22048    ,  0.0715102  ,  2.78335e-14,  3.94834e-05,  0.0255367  ])
160574  , -1644.46    , array([ 1.2217     ,  0.0715102  ,  2.78335e-14,  3.94834e-05,  0.0255367  ])
160575  , -1644.66    , array([ 1.22048    ,  0.0715817  ,  2.78335e-14,  3.94834e-05,  0.0255367  ])
160576  , -1644.6     , array([ 1.22048    ,  0.0715102  ,  2.78613e-14,  3.94834e-05,  0.0255367  ])
160577  , -1644.6     , array([ 1.22048    ,  0.0715102  ,  2.78335e-14,  3.95229e-05,  0.0255367  ])
160578  , -1644.67    , array([ 1.22048    ,  0.0715102  ,  2.78335e-14,  3.94834e-05,  0.0255622  ])
160579  , -1636.75    , array([ 1.28317    ,  0.0688842  ,  2.78335e-14,  3.66222e-05,  0.0246138  ])
160580  , -1636.75    , array([ 1.28317    ,  0.0688842  ,  2.78335e-14,  3.66222e-05,  0.0246138  ])
160581  , -1636.67    , array([ 1.28445    ,  0.0688842  ,  2.78335e-14,  3.66222e-05,  0.0246138  ])
160582  , -1636.79    , array([ 1.28317    ,  0.0689531  ,  2.78335e-14,  3.66222e-05,  0.0246138  ])
160583  , -1636.75    , array([ 1.28317    ,  0.0688842  ,  2.78613e-14,  3.66222e-05,  0.0246138  ])
160584  , -1636.75    , array([ 1.28317    ,  0.0688842  ,  2.78335e-14,  3.66588e-05,  0.0246138  ])
160585  , -1636.77    , array([ 1.28317    ,  0.0688842  ,  2.78335e-14,  3.66222e-05,  0.0246384  ])
160586  , -1632.94    , array([ 1.38821    ,  0.0674888  ,  2.78335e-14,  3.42818e-05,  0.0241599  ])
160587  , -1632.94    , array([ 1.38821    ,  0.0674888  ,  2.78335e-14,  3.42818e-05,  0.0241599  ])
160588  , -1632.92    , array([ 1.3896     ,  0.0674888  ,  2.78335e-14,  3.42818e-05,  0.0241599  ])
160589  , -1632.94    , array([ 1.38821    ,  0.0675563  ,  2.78335e-14,  3.42818e-05,  0.0241599  ])
160590  , -1632.94    , array([ 1.38821    ,  0.0674888  ,  2.78613e-14,  3.42818e-05,  0.0241599  ])
160591  , -1632.94    , array([ 1.38821    ,  0.0674888  ,  2.78335e-14,  3.43161e-05,  0.0241599  ])
160592  , -1632.95    , array([ 1.38821    ,  0.0674888  ,  2.78335e-14,  3.42818e-05,  0.024184   ])
160593  , -1632.59    , array([ 1.42734    ,  0.0675419  ,  2.78335e-14,  3.30569e-05,  0.0241884  ])
160594  , -1632.59    , array([ 1.42734    ,  0.0675419  ,  2.78335e-14,  3.30569e-05,  0.0241884  ])
160595  , -1632.59    , array([ 1.42877    ,  0.0675419  ,  2.78335e-14,  3.30569e-05,  0.0241884  ])
160596  , -1632.59    , array([ 1.42734    ,  0.0676095  ,  2.78335e-14,  3.30569e-05,  0.0241884  ])
160597  , -1632.59    , array([ 1.42734    ,  0.0675419  ,  2.78613e-14,  3.30569e-05,  0.0241884  ])
160598  , -1632.59    , array([ 1.42734    ,  0.0675419  ,  2.78335e-14,  3.30899e-05,  0.0241884  ])
160599  , -1632.6     , array([ 1.42734    ,  0.0675419  ,  2.78335e-14,  3.30569e-05,  0.0242126  ])
160600  , -1632.54    , array([ 1.43606    ,  0.0676286  ,  2.78335e-14,  3.26537e-05,  0.0242192  ])
160601  , -1632.54    , array([ 1.43606    ,  0.0676286  ,  2.78335e-14,  3.26537e-05,  0.0242192  ])
160602  , -1632.54    , array([ 1.43749    ,  0.0676286  ,  2.78335e-14,  3.26537e-05,  0.0242192  ])
160603  , -1632.54    , array([ 1.43606    ,  0.0676963  ,  2.78335e-14,  3.26537e-05,  0.0242192  ])
160604  , -1632.54    , array([ 1.43606    ,  0.0676286  ,  2.78613e-14,  3.26537e-05,  0.0242192  ])
160605  , -1632.54    , array([ 1.43606    ,  0.0676286  ,  2.78335e-14,  3.26864e-05,  0.0242192  ])
