Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-11749.29	23516.58	1118.67	19954.15	9.2674,1.2267,0.3044,0.6223,0.5012,0.766,10.3722,0.2802,0.132
our_model	Round_1_Replicate_2	-11786.83	23591.66	1200.01	9603.82	3.169,2.4145,0.6562,1.3827,0.281,0.3357,4.7158,5.238,0.2196
our_model	Round_1_Replicate_3	-11761.23	23540.46	1146.3	8061.38	2.6813,2.8681,0.8178,1.674,0.1421,0.2473,3.7856,5.8997,0.2308
our_model	Round_1_Replicate_4	-11898.25	23814.5	1413.4	11775.51	9.6656,2.0975,0.4882,0.9409,0.4041,0.5992,6.5516,30.0,0.2931
our_model	Round_1_Replicate_5	-11815.86	23649.72	1253.21	13060.14	6.5561,1.858,0.4521,0.933,0.4462,0.5194,6.9341,4.576,0.213
our_model	Round_1_Replicate_6	-11600.67	23219.34	820.49	20268.96	6.5633,1.2263,0.3434,0.6095,0.2616,0.845,9.5939,0.1114,0.1095
our_model	Round_1_Replicate_7	-11834.87	23687.74	1292.52	12732.75	5.4223,1.8689,0.4697,0.9557,0.4327,0.5484,6.699,4.3946,0.209
our_model	Round_1_Replicate_8	-12079.47	24176.94	1754.52	10474.8	10.5306,2.2946,0.5457,1.0113,0.444,0.6407,5.8808,29.9999,0.3889
our_model	Round_1_Replicate_9	-11475.33	22968.66	587.17	20779.96	0.01,1.3046,0.343,0.6151,0.3901,1.0619,9.3513,0.0551,0.0932
our_model	Round_1_Replicate_10	-11968.17	23954.34	1556.66	13690.28	10.8859,1.7713,0.427,0.7583,0.3711,0.8722,7.7461,8.1996,0.2563
our_model	Round_2_Replicate_1	-11186.63	22391.26	16.62	20123.04	0.01,1.4731,0.4762,0.9019,0.4445,0.996,4.2747,0.0935,0.055
our_model	Round_2_Replicate_2	-11212.72	22443.44	67.8	20160.59	0.01,1.4678,0.452,0.8185,0.3864,0.9534,5.6633,0.0852,0.0629
our_model	Round_2_Replicate_3	-11313.69	22645.38	268.96	20037.85	0.708,1.5441,0.4096,0.8126,0.3229,0.6448,6.8423,0.0711,0.0763
our_model	Round_2_Replicate_4	-11488.7	22995.4	599.55	19781.93	4.0544,1.3677,0.3494,0.6966,0.5045,0.6244,8.9779,0.0805,0.1163
our_model	Round_2_Replicate_5	-11523.38	23064.76	695.13	20418.73	4.814,1.3956,0.3541,0.7345,0.189,0.3176,8.3656,0.0928,0.0794
our_model	Round_2_Replicate_6	-11250.22	22518.44	141.44	20329.8	0.01,1.4369,0.4098,0.8082,0.4683,0.8242,6.7141,0.0748,0.0704
our_model	Round_2_Replicate_7	-11451.82	22921.64	547.04	20164.7	3.7952,1.4391,0.3766,0.726,0.1529,0.4488,8.0313,0.0887,0.0815
our_model	Round_2_Replicate_8	-11476.77	22971.54	598.45	20321.18	3.7064,1.4357,0.3551,0.7303,0.261,0.4022,8.4757,0.0765,0.0853
our_model	Round_2_Replicate_9	-11409.32	22836.64	459.83	20290.1	1.1999,1.4482,0.3476,0.7652,0.5257,0.5023,8.4773,0.0599,0.0914
our_model	Round_2_Replicate_10	-11285.92	22589.84	211.39	20215.79	1.5218,1.3941,0.401,0.7971,0.3992,0.6937,7.0358,0.0903,0.073
our_model	Round_2_Replicate_11	-11447.68	22913.36	523.65	19780.05	1.4243,1.4739,0.3952,0.6319,0.135,0.9534,8.5617,0.0657,0.1045
our_model	Round_2_Replicate_12	-11369.74	22757.48	372.95	20370.76	0.01,1.4026,0.3712,0.6689,0.3836,0.8863,8.5756,0.0579,0.0911
our_model	Round_2_Replicate_13	-11392.68	22803.36	414.79	19888.89	0.0165,1.4882,0.379,0.7074,0.5079,0.7547,8.4119,0.0557,0.1021
our_model	Round_2_Replicate_14	-11502.8	23023.6	635.35	19489.19	3.9502,1.4365,0.3624,0.7495,0.6174,0.4445,8.4768,0.092,0.1123
our_model	Round_2_Replicate_15	-11283.93	22585.86	209.41	19974.53	2.6539,1.3877,0.4281,0.9158,0.2656,0.446,5.7601,0.1187,0.0628
our_model	Round_2_Replicate_16	-11319.04	22656.08	273.04	20003.06	0.3357,1.4679,0.4087,0.7027,0.2732,0.9159,7.6864,0.0706,0.0862
our_model	Round_2_Replicate_17	-11488.84	22995.68	599.69	19909.61	3.6173,1.371,0.3484,0.6601,0.4207,0.7051,9.177,0.0707,0.1163
our_model	Round_2_Replicate_18	-11449.16	22916.32	532.15	20447.78	0.01,1.4134,0.3574,0.6297,0.2677,0.8453,9.0869,0.0495,0.0963
our_model	Round_2_Replicate_19	-11499.41	23016.82	646.48	20531.46	3.7535,1.3624,0.3275,0.8067,0.5914,0.3544,8.7221,0.0781,0.086
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
