24982   , -30508.4    , array([ 0.0408283  ,  2.16112    ,  0.121289   ,  0.302658   ])
24983   , -30473.6    , array([ 0.0408691  ,  2.16112    ,  0.121289   ,  0.302658   ])
24984   , -30521.8    , array([ 0.0408283  ,  2.16328    ,  0.121289   ,  0.302658   ])
24985   , -30538      , array([ 0.0408283  ,  2.16112    ,  0.12141    ,  0.302658   ])
24986   , -30510.7    , array([ 0.0408283  ,  2.16112    ,  0.121289   ,  0.30296    ])
24987   , -30508.4    , array([ 0.0408283  ,  2.16112    ,  0.121289   ,  0.302658   ])
24988   , -5340.84    , array([ 0.0854002  ,  1.62767    ,  0.0648066  ,  0.288488   ])
24989   , -5340.84    , array([ 0.0854002  ,  1.62767    ,  0.0648066  ,  0.288488   ])
24990   , -5336.09    , array([ 0.0854856  ,  1.62767    ,  0.0648066  ,  0.288488   ])
24991   , -5345.24    , array([ 0.0854002  ,  1.62929    ,  0.0648066  ,  0.288488   ])
24992   , -5345.33    , array([ 0.0854002  ,  1.62767    ,  0.0648714  ,  0.288488   ])
24993   , -5344.31    , array([ 0.0854002  ,  1.62767    ,  0.0648066  ,  0.288776   ])
24994   , -1057.01    , array([ 0.018239   ,  0.00244452 ,  0.0690343  ,  5.20137e-05])
24995   , -1057.01    , array([ 0.018239   ,  0.00244452 ,  0.0690343  ,  5.20137e-05])
24996   , -1060.65    , array([ 0.0182573  ,  0.00244452 ,  0.0690343  ,  5.20137e-05])
24997   , -1056.58    , array([ 0.018239   ,  0.00244697 ,  0.0690343  ,  5.20137e-05])
24998   , -1052.16    , array([ 0.018239   ,  0.00244452 ,  0.0691034  ,  5.20137e-05])
24999   , -1057.38    , array([ 0.018239   ,  0.00244452 ,  0.0690343  ,  5.20657e-05])
25006   , -1056.89    , array([ 0.0182396  ,  0.00244442 ,  0.069038   ,  5.20132e-05])
25007   , -1056.89    , array([ 0.0182396  ,  0.00244442 ,  0.069038   ,  5.20132e-05])
25008   , -1060.52    , array([ 0.0182579  ,  0.00244442 ,  0.069038   ,  5.20132e-05])
25009   , -1056.45    , array([ 0.0182396  ,  0.00244687 ,  0.069038   ,  5.20132e-05])
25010   , -1052.04    , array([ 0.0182396  ,  0.00244442 ,  0.0691071  ,  5.20132e-05])
25011   , -1057.25    , array([ 0.0182396  ,  0.00244442 ,  0.069038   ,  5.20652e-05])
25012   , -1056.29    , array([ 0.0182425  ,  0.00244396 ,  0.0690556  ,  5.20108e-05])
25013   , -1056.29    , array([ 0.0182425  ,  0.00244396 ,  0.0690556  ,  5.20108e-05])
25014   , -1059.92    , array([ 0.0182608  ,  0.00244396 ,  0.0690556  ,  5.20108e-05])
25015   , -1055.85    , array([ 0.0182425  ,  0.0024464  ,  0.0690556  ,  5.20108e-05])
25016   , -1051.44    , array([ 0.0182425  ,  0.00244396 ,  0.0691247  ,  5.20108e-05])
25017   , -1056.65    , array([ 0.0182425  ,  0.00244396 ,  0.0690556  ,  5.20629e-05])
25024   , -1056.26    , array([ 0.0182427  ,  0.00244393 ,  0.0690565  ,  5.20107e-05])
25025   , -1056.26    , array([ 0.0182427  ,  0.00244393 ,  0.0690565  ,  5.20107e-05])
25026   , -1059.89    , array([ 0.0182609  ,  0.00244393 ,  0.0690565  ,  5.20107e-05])
25027   , -1055.82    , array([ 0.0182427  ,  0.00244638 ,  0.0690565  ,  5.20107e-05])
25028   , -1051.41    , array([ 0.0182427  ,  0.00244393 ,  0.0691256  ,  5.20107e-05])
25029   , -1056.62    , array([ 0.0182427  ,  0.00244393 ,  0.0690565  ,  5.20627e-05])
25030   , -1056.11    , array([ 0.0182434  ,  0.00244382 ,  0.0690609  ,  5.20101e-05])
25031   , -1056.11    , array([ 0.0182434  ,  0.00244382 ,  0.0690609  ,  5.20101e-05])
25032   , -1059.74    , array([ 0.0182616  ,  0.00244382 ,  0.0690609  ,  5.20101e-05])
25033   , -1055.67    , array([ 0.0182434  ,  0.00244626 ,  0.0690609  ,  5.20101e-05])
25034   , -1051.26    , array([ 0.0182434  ,  0.00244382 ,  0.06913    ,  5.20101e-05])
25035   , -1056.47    , array([ 0.0182434  ,  0.00244382 ,  0.0690609  ,  5.20621e-05])
25036   , -1247.88    , array([ 0.0322885  ,  0.00122773 ,  0.173827   ,  4.41029e-05])
25037   , -1247.88    , array([ 0.0322885  ,  0.00122773 ,  0.173827   ,  4.41029e-05])
25038   , -1245.88    , array([ 0.0323208  ,  0.00122773 ,  0.173827   ,  4.41029e-05])
25039   , -1247.86    , array([ 0.0322885  ,  0.00122896 ,  0.173827   ,  4.41029e-05])
25040   , -1250.36    , array([ 0.0322885  ,  0.00122773 ,  0.174001   ,  4.41029e-05])
25041   , -1247.89    , array([ 0.0322885  ,  0.00122773 ,  0.173827   ,  4.4147e-05 ])
25042   , -666.922    , array([ 0.0224262  ,  0.00190533 ,  0.0964233  ,  4.89995e-05])
25043   , -666.922    , array([ 0.0224262  ,  0.00190533 ,  0.0964233  ,  4.89995e-05])
25044   , -667.315    , array([ 0.0224486  ,  0.00190533 ,  0.0964233  ,  4.89995e-05])
25045   , -666.601    , array([ 0.0224262  ,  0.00190724 ,  0.0964233  ,  4.89995e-05])
25046   , -666.477    , array([ 0.0224262  ,  0.00190533 ,  0.0965197  ,  4.89995e-05])
25047   , -667.205    , array([ 0.0224262  ,  0.00190533 ,  0.0964233  ,  4.90485e-05])
25048   , -407.026    , array([ 0.0698569  ,  0.00811964 ,  0.208432   ,  1.08488e-05])
25049   , -407.026    , array([ 0.0698569  ,  0.00811964 ,  0.208432   ,  1.08488e-05])
25050   , -407.003    , array([ 0.0699267  ,  0.00811964 ,  0.208432   ,  1.08488e-05])
25051   , -407.01     , array([ 0.0698569  ,  0.00812777 ,  0.208432   ,  1.08488e-05])
25052   , -407.077    , array([ 0.0698569  ,  0.00811964 ,  0.20864    ,  1.08488e-05])
25053   , -407.039    , array([ 0.0698569  ,  0.00811964 ,  0.208432   ,  1.08597e-05])
