156195  , -75658.6    , array([ 1.6999     ,  0.341734   ,  2.06958e-16,  1.26456e-41,  0.0009019  ])
156196  , -75659      , array([ 1.7016     ,  0.341734   ,  2.06958e-16,  1.26456e-41,  0.0009019  ])
156197  , -75661.5    , array([ 1.6999     ,  0.342076   ,  2.06958e-16,  1.26456e-41,  0.0009019  ])
156198  , -75658.6    , array([ 1.6999     ,  0.341734   ,  2.07165e-16,  1.26456e-41,  0.0009019  ])
156199  , -75658.6    , array([ 1.6999     ,  0.341734   ,  2.06958e-16,  1.26583e-41,  0.0009019  ])
156200  , -75655.3    , array([ 1.6999     ,  0.341734   ,  2.06958e-16,  1.26456e-41,  0.000902802])
156201  , -75658.6    , array([ 1.6999     ,  0.341734   ,  2.06958e-16,  1.26456e-41,  0.0009019  ])
156202  , -66746.6    , array([ 1.55373    ,  0.176059   ,  2.06958e-16,  1.26456e-41,  0.00192161 ])
156203  , -66746.6    , array([ 1.55373    ,  0.176059   ,  2.06958e-16,  1.26456e-41,  0.00192161 ])
156204  , -66747.3    , array([ 1.55528    ,  0.176059   ,  2.06958e-16,  1.26456e-41,  0.00192161 ])
156205  , -66756.8    , array([ 1.55373    ,  0.176235   ,  2.06958e-16,  1.26456e-41,  0.00192161 ])
156206  , -66746.6    , array([ 1.55373    ,  0.176059   ,  2.07165e-16,  1.26456e-41,  0.00192161 ])
156207  , -66746.6    , array([ 1.55373    ,  0.176059   ,  2.06958e-16,  1.26583e-41,  0.00192161 ])
156208  , -66735.6    , array([ 1.55373    ,  0.176059   ,  2.06958e-16,  1.26456e-41,  0.00192354 ])
156209  , -98448.6    , array([ 1.08437    ,  0.0124035  ,  2.06958e-16,  1.26456e-41,  0.0396001  ])
156210  , -98448.6    , array([ 1.08437    ,  0.0124035  ,  2.06958e-16,  1.26456e-41,  0.0396001  ])
156211  , -98448.5    , array([ 1.08546    ,  0.0124035  ,  2.06958e-16,  1.26456e-41,  0.0396001  ])
156212  , -98333      , array([ 1.08437    ,  0.0124159  ,  2.06958e-16,  1.26456e-41,  0.0396001  ])
156213  , -98448.6    , array([ 1.08437    ,  0.0124035  ,  2.07165e-16,  1.26456e-41,  0.0396001  ])
156214  , -98448.6    , array([ 1.08437    ,  0.0124035  ,  2.06958e-16,  1.26583e-41,  0.0396001  ])
156215  , -98561.3    , array([ 1.08437    ,  0.0124035  ,  2.06958e-16,  1.26456e-41,  0.0396398  ])
156216  , -10730.7    , array([ 1.31195    ,  0.0505624  ,  2.06958e-16,  1.26456e-41,  0.00797342 ])
156217  , -10730.7    , array([ 1.31195    ,  0.0505624  ,  2.06958e-16,  1.26456e-41,  0.00797342 ])
156218  , -10731.1    , array([ 1.31326    ,  0.0505624  ,  2.06958e-16,  1.26456e-41,  0.00797342 ])
156219  , -10750.5    , array([ 1.31195    ,  0.050613   ,  2.06958e-16,  1.26456e-41,  0.00797342 ])
156220  , -10730.7    , array([ 1.31195    ,  0.0505624  ,  2.07165e-16,  1.26456e-41,  0.00797342 ])
156221  , -10730.7    , array([ 1.31195    ,  0.0505624  ,  2.06958e-16,  1.26583e-41,  0.00797342 ])
156222  , -10710.4    , array([ 1.31195    ,  0.0505624  ,  2.06958e-16,  1.26456e-41,  0.00798139 ])
156223  , -2244.82    , array([ 1.23328    ,  0.032044   ,  2.06958e-16,  1.26456e-41,  0.0134141  ])
156224  , -2244.82    , array([ 1.23328    ,  0.032044   ,  2.06958e-16,  1.26456e-41,  0.0134141  ])
156225  , -2244.84    , array([ 1.23452    ,  0.032044   ,  2.06958e-16,  1.26456e-41,  0.0134141  ])
156226  , -2239.45    , array([ 1.23328    ,  0.0320761  ,  2.06958e-16,  1.26456e-41,  0.0134141  ])
156227  , -2244.82    , array([ 1.23328    ,  0.032044   ,  2.07165e-16,  1.26456e-41,  0.0134141  ])
156228  , -2244.82    , array([ 1.23328    ,  0.032044   ,  2.06958e-16,  1.26583e-41,  0.0134141  ])
156229  , -2249.68    , array([ 1.23328    ,  0.032044   ,  2.06958e-16,  1.26456e-41,  0.0134276  ])
156230  , -1850.13    , array([ 1.24883    ,  0.0351468  ,  2.06958e-16,  1.26456e-41,  0.0120721  ])
156231  , -1850.13    , array([ 1.24883    ,  0.0351468  ,  2.06958e-16,  1.26456e-41,  0.0120721  ])
156232  , -1850.19    , array([ 1.25008    ,  0.0351468  ,  2.06958e-16,  1.26456e-41,  0.0120721  ])
156233  , -1850.95    , array([ 1.24883    ,  0.035182   ,  2.06958e-16,  1.26456e-41,  0.0120721  ])
156234  , -1850.13    , array([ 1.24883    ,  0.0351468  ,  2.07165e-16,  1.26456e-41,  0.0120721  ])
156235  , -1850.13    , array([ 1.24883    ,  0.0351468  ,  2.06958e-16,  1.26583e-41,  0.0120721  ])
156236  , -1848.89    , array([ 1.24883    ,  0.0351468  ,  2.06958e-16,  1.26456e-41,  0.0120842  ])
156244  , -1833.17    , array([ 1.26988    ,  0.0363037  ,  2.06958e-16,  1.26456e-41,  0.0125081  ])
156245  , -1833.17    , array([ 1.26988    ,  0.0363037  ,  2.06958e-16,  1.26456e-41,  0.0125081  ])
156246  , -1833.24    , array([ 1.27115    ,  0.0363037  ,  2.06958e-16,  1.26456e-41,  0.0125081  ])
156247  , -1833.93    , array([ 1.26988    ,  0.03634    ,  2.06958e-16,  1.26456e-41,  0.0125081  ])
156248  , -1833.17    , array([ 1.26988    ,  0.0363037  ,  2.07165e-16,  1.26456e-41,  0.0125081  ])
156249  , -1833.17    , array([ 1.26988    ,  0.0363037  ,  2.06958e-16,  1.26583e-41,  0.0125081  ])
156250  , -1832.01    , array([ 1.26988    ,  0.0363037  ,  2.06958e-16,  1.26456e-41,  0.0125206  ])
156251  , -1814.14    , array([ 1.29458    ,  0.0376838  ,  2.06958e-16,  1.26456e-41,  0.0130299  ])
156252  , -1814.14    , array([ 1.29458    ,  0.0376838  ,  2.06958e-16,  1.26456e-41,  0.0130299  ])
156253  , -1814.21    , array([ 1.29587    ,  0.0376838  ,  2.06958e-16,  1.26456e-41,  0.0130299  ])
156254  , -1814.82    , array([ 1.29458    ,  0.0377215  ,  2.06958e-16,  1.26456e-41,  0.0130299  ])
156255  , -1814.14    , array([ 1.29458    ,  0.0376838  ,  2.07165e-16,  1.26456e-41,  0.0130299  ])
156256  , -1814.14    , array([ 1.29458    ,  0.0376838  ,  2.06958e-16,  1.26583e-41,  0.0130299  ])
156257  , -1813.07    , array([ 1.29458    ,  0.0376838  ,  2.06958e-16,  1.26456e-41,  0.013043   ])
156265  , -1810.31    , array([ 1.2997     ,  0.0379734  ,  2.06958e-16,  1.26456e-41,  0.0131397  ])
156266  , -1810.31    , array([ 1.2997     ,  0.0379734  ,  2.06958e-16,  1.26456e-41,  0.0131397  ])
156267  , -1810.37    , array([ 1.301      ,  0.0379734  ,  2.06958e-16,  1.26456e-41,  0.0131397  ])
156268  , -1810.97    , array([ 1.2997     ,  0.0380113  ,  2.06958e-16,  1.26456e-41,  0.0131397  ])
156269  , -1810.31    , array([ 1.2997     ,  0.0379734  ,  2.07165e-16,  1.26456e-41,  0.0131397  ])
156270  , -1810.31    , array([ 1.2997     ,  0.0379734  ,  2.06958e-16,  1.26583e-41,  0.0131397  ])
156271  , -1809.26    , array([ 1.2997     ,  0.0379734  ,  2.06958e-16,  1.26456e-41,  0.0131528  ])
156272  , -1805.97    , array([ 1.30557    ,  0.0383062  ,  2.06958e-16,  1.26456e-41,  0.0132659  ])
156273  , -1805.97    , array([ 1.30557    ,  0.0383062  ,  2.06958e-16,  1.26456e-41,  0.0132659  ])
156274  , -1806.03    , array([ 1.30688    ,  0.0383062  ,  2.06958e-16,  1.26456e-41,  0.0132659  ])
156275  , -1806.61    , array([ 1.30557    ,  0.0383446  ,  2.06958e-16,  1.26456e-41,  0.0132659  ])
156276  , -1805.97    , array([ 1.30557    ,  0.0383062  ,  2.07165e-16,  1.26456e-41,  0.0132659  ])
156277  , -1805.97    , array([ 1.30557    ,  0.0383062  ,  2.06958e-16,  1.26583e-41,  0.0132659  ])
156278  , -1804.94    , array([ 1.30557    ,  0.0383062  ,  2.06958e-16,  1.26456e-41,  0.0132792  ])
156286  , -1805.04    , array([ 1.30684    ,  0.0383785  ,  2.06958e-16,  1.26456e-41,  0.0132933  ])
156287  , -1805.04    , array([ 1.30684    ,  0.0383785  ,  2.06958e-16,  1.26456e-41,  0.0132933  ])
156288  , -1805.1     , array([ 1.30815    ,  0.0383785  ,  2.06958e-16,  1.26456e-41,  0.0132933  ])
156289  , -1805.67    , array([ 1.30684    ,  0.0384169  ,  2.06958e-16,  1.26456e-41,  0.0132933  ])
156290  , -1805.04    , array([ 1.30684    ,  0.0383785  ,  2.07165e-16,  1.26456e-41,  0.0132933  ])
156291  , -1805.04    , array([ 1.30684    ,  0.0383785  ,  2.06958e-16,  1.26583e-41,  0.0132933  ])
156292  , -1804.01    , array([ 1.30684    ,  0.0383785  ,  2.06958e-16,  1.26456e-41,  0.0133066  ])
156293  , -1803.98    , array([ 1.30829    ,  0.0384608  ,  2.06958e-16,  1.26456e-41,  0.0133245  ])
156294  , -1803.98    , array([ 1.30829    ,  0.0384608  ,  2.06958e-16,  1.26456e-41,  0.0133245  ])
156295  , -1804.04    , array([ 1.3096     ,  0.0384608  ,  2.06958e-16,  1.26456e-41,  0.0133245  ])
156296  , -1804.61    , array([ 1.30829    ,  0.0384993  ,  2.06958e-16,  1.26456e-41,  0.0133245  ])
