474     , -78051.9    , array([ 0.413297   ,  0.230556   ,  6.74344e-41,  3.31461e-36,  0.000148745])
475     , -78052.2    , array([ 0.413711   ,  0.230556   ,  6.74344e-41,  3.31461e-36,  0.000148745])
476     , -78052.6    , array([ 0.413297   ,  0.230786   ,  6.74344e-41,  3.31461e-36,  0.000148745])
477     , -78051.9    , array([ 0.413297   ,  0.230556   ,  6.75018e-41,  3.31461e-36,  0.000148745])
478     , -78051.9    , array([ 0.413297   ,  0.230556   ,  6.74344e-41,  3.31793e-36,  0.000148745])
479     , -78050.9    , array([ 0.413297   ,  0.230556   ,  6.74344e-41,  3.31461e-36,  0.000148894])
480     , -78051.9    , array([ 0.413297   ,  0.230556   ,  6.74344e-41,  3.31461e-36,  0.000148745])
481     , -75414.2    , array([ 0.332358   ,  0.129319   ,  6.74344e-41,  3.31461e-36,  0.000330681])
482     , -75414.2    , array([ 0.332358   ,  0.129319   ,  6.74344e-41,  3.31461e-36,  0.000330681])
483     , -75414.9    , array([ 0.332691   ,  0.129319   ,  6.74344e-41,  3.31461e-36,  0.000330681])
484     , -75417      , array([ 0.332358   ,  0.129448   ,  6.74344e-41,  3.31461e-36,  0.000330681])
485     , -75414.2    , array([ 0.332358   ,  0.129319   ,  6.75018e-41,  3.31461e-36,  0.000330681])
486     , -75414.2    , array([ 0.332358   ,  0.129319   ,  6.74344e-41,  3.31793e-36,  0.000330681])
487     , -75410.7    , array([ 0.332358   ,  0.129319   ,  6.74344e-41,  3.31461e-36,  0.000331012])
488     , -9153.41    , array([ 0.13899    ,  0.0128     ,  6.74344e-41,  3.31461e-36,  0.0080774  ])
489     , -9153.41    , array([ 0.13899    ,  0.0128     ,  6.74344e-41,  3.31461e-36,  0.0080774  ])
490     , -9150.5     , array([ 0.139129   ,  0.0128     ,  6.74344e-41,  3.31461e-36,  0.0080774  ])
491     , -9134.36    , array([ 0.13899    ,  0.0128128  ,  6.74344e-41,  3.31461e-36,  0.0080774  ])
492     , -9153.41    , array([ 0.13899    ,  0.0128     ,  6.75018e-41,  3.31461e-36,  0.0080774  ])
493     , -9153.41    , array([ 0.13899    ,  0.0128     ,  6.74344e-41,  3.31793e-36,  0.0080774  ])
494     , -9174.44    , array([ 0.13899    ,  0.0128     ,  6.74344e-41,  3.31461e-36,  0.00808548 ])
495     , -71720.3    , array([ 0.294229   ,  0.0935981  ,  6.74344e-41,  3.31461e-36,  0.000516886])
496     , -71720.3    , array([ 0.294229   ,  0.0935981  ,  6.74344e-41,  3.31461e-36,  0.000516886])
497     , -71721.5    , array([ 0.294523   ,  0.0935981  ,  6.74344e-41,  3.31461e-36,  0.000516886])
498     , -71726      , array([ 0.294229   ,  0.0936917  ,  6.74344e-41,  3.31461e-36,  0.000516886])
499     , -71720.3    , array([ 0.294229   ,  0.0935981  ,  6.75018e-41,  3.31461e-36,  0.000516886])
500     , -71720.3    , array([ 0.294229   ,  0.0935981  ,  6.74344e-41,  3.31793e-36,  0.000516886])
501     , -71713.5    , array([ 0.294229   ,  0.0935981  ,  6.74344e-41,  3.31461e-36,  0.000517404])
502     , -2993.72    , array([ 0.15668    ,  0.017589   ,  6.74344e-41,  3.31461e-36,  0.00520657 ])
503     , -2993.72    , array([ 0.15668    ,  0.017589   ,  6.74344e-41,  3.31461e-36,  0.00520657 ])
504     , -2992.46    , array([ 0.156837   ,  0.017589   ,  6.74344e-41,  3.31461e-36,  0.00520657 ])
505     , -2998.02    , array([ 0.15668    ,  0.0176066  ,  6.74344e-41,  3.31461e-36,  0.00520657 ])
506     , -2993.72    , array([ 0.15668    ,  0.017589   ,  6.75018e-41,  3.31461e-36,  0.00520657 ])
507     , -2993.72    , array([ 0.15668    ,  0.017589   ,  6.74344e-41,  3.31793e-36,  0.00520657 ])
508     , -2990.33    , array([ 0.15668    ,  0.017589   ,  6.74344e-41,  3.31461e-36,  0.00521178 ])
509     , -2772.75    , array([ 0.153687   ,  0.0167115  ,  6.74344e-41,  3.31461e-36,  0.00558806 ])
510     , -2772.75    , array([ 0.153687   ,  0.0167115  ,  6.74344e-41,  3.31461e-36,  0.00558806 ])
511     , -2771.21    , array([ 0.15384    ,  0.0167115  ,  6.74344e-41,  3.31461e-36,  0.00558806 ])
512     , -2773.67    , array([ 0.153687   ,  0.0167282  ,  6.74344e-41,  3.31461e-36,  0.00558806 ])
513     , -2772.75    , array([ 0.153687   ,  0.0167115  ,  6.75018e-41,  3.31461e-36,  0.00558806 ])
514     , -2772.75    , array([ 0.153687   ,  0.0167115  ,  6.74344e-41,  3.31793e-36,  0.00558806 ])
515     , -2772.96    , array([ 0.153687   ,  0.0167115  ,  6.74344e-41,  3.31461e-36,  0.00559365 ])
523     , -2767.45    , array([ 0.155448   ,  0.0162597  ,  6.74344e-41,  3.31461e-36,  0.00570518 ])
524     , -2767.45    , array([ 0.155448   ,  0.0162597  ,  6.74344e-41,  3.31461e-36,  0.00570518 ])
525     , -2765.88    , array([ 0.155604   ,  0.0162597  ,  6.74344e-41,  3.31461e-36,  0.00570518 ])
526     , -2766.98    , array([ 0.155448   ,  0.0162759  ,  6.74344e-41,  3.31461e-36,  0.00570518 ])
527     , -2767.45    , array([ 0.155448   ,  0.0162597  ,  6.75018e-41,  3.31461e-36,  0.00570518 ])
528     , -2767.45    , array([ 0.155448   ,  0.0162597  ,  6.74344e-41,  3.31793e-36,  0.00570518 ])
529     , -2769.05    , array([ 0.155448   ,  0.0162597  ,  6.74344e-41,  3.31461e-36,  0.00571089 ])
530     , -2754.92    , array([ 0.162084   ,  0.0170453  ,  6.74344e-41,  3.31461e-36,  0.00598456 ])
531     , -2754.92    , array([ 0.162084   ,  0.0170453  ,  6.74344e-41,  3.31461e-36,  0.00598456 ])
532     , -2753.34    , array([ 0.162246   ,  0.0170453  ,  6.74344e-41,  3.31461e-36,  0.00598456 ])
533     , -2754.46    , array([ 0.162084   ,  0.0170623  ,  6.74344e-41,  3.31461e-36,  0.00598456 ])
534     , -2754.92    , array([ 0.162084   ,  0.0170453  ,  6.75018e-41,  3.31461e-36,  0.00598456 ])
535     , -2754.92    , array([ 0.162084   ,  0.0170453  ,  6.74344e-41,  3.31793e-36,  0.00598456 ])
536     , -2756.53    , array([ 0.162084   ,  0.0170453  ,  6.74344e-41,  3.31461e-36,  0.00599055 ])
537     , -2698.61    , array([ 0.191585   ,  0.0205861  ,  6.74344e-41,  3.31461e-36,  0.00724576 ])
538     , -2698.61    , array([ 0.191585   ,  0.0205861  ,  6.74344e-41,  3.31461e-36,  0.00724576 ])
539     , -2696.98    , array([ 0.191777   ,  0.0205861  ,  6.74344e-41,  3.31461e-36,  0.00724576 ])
540     , -2698.15    , array([ 0.191585   ,  0.0206067  ,  6.74344e-41,  3.31461e-36,  0.00724576 ])
541     , -2698.61    , array([ 0.191585   ,  0.0205861  ,  6.75018e-41,  3.31461e-36,  0.00724576 ])
542     , -2698.61    , array([ 0.191585   ,  0.0205861  ,  6.74344e-41,  3.31793e-36,  0.00724576 ])
543     , -2700.21    , array([ 0.191585   ,  0.0205861  ,  6.74344e-41,  3.31461e-36,  0.00725301 ])
544     , -2391.6     , array([ 0.37398    ,  0.0437978  ,  6.74344e-41,  3.31461e-36,  0.01557    ])
545     , -2391.6     , array([ 0.37398    ,  0.0437978  ,  6.74344e-41,  3.31461e-36,  0.01557    ])
546     , -2389.84    , array([ 0.374354   ,  0.0437978  ,  6.74344e-41,  3.31461e-36,  0.01557    ])
547     , -2391.24    , array([ 0.37398    ,  0.0438416  ,  6.74344e-41,  3.31461e-36,  0.01557    ])
548     , -2391.6     , array([ 0.37398    ,  0.0437978  ,  6.75018e-41,  3.31461e-36,  0.01557    ])
549     , -2391.6     , array([ 0.37398    ,  0.0437978  ,  6.74344e-41,  3.31793e-36,  0.01557    ])
550     , -2393.09    , array([ 0.37398    ,  0.0437978  ,  6.74344e-41,  3.31461e-36,  0.0155856  ])
551     , -17164.9    , array([ 5.42992    ,  0.897356   ,  6.74344e-41,  3.31461e-36,  0.33198    ])
552     , -17164.9    , array([ 5.42992    ,  0.897356   ,  6.74344e-41,  3.31461e-36,  0.33198    ])
553     , -17167.3    , array([ 5.43535    ,  0.897356   ,  6.74344e-41,  3.31461e-36,  0.33198    ])
554     , -17166.6    , array([ 5.42992    ,  0.898254   ,  6.74344e-41,  3.31461e-36,  0.33198    ])
555     , -17164.9    , array([ 5.42992    ,  0.897356   ,  6.75018e-41,  3.31461e-36,  0.33198    ])
556     , -17164.9    , array([ 5.42992    ,  0.897356   ,  6.74344e-41,  3.31793e-36,  0.33198    ])
557     , -17178.7    , array([ 5.42992    ,  0.897356   ,  6.74344e-41,  3.31461e-36,  0.332312   ])
558     , -2215.82    , array([ 0.56587    ,  0.0698993  ,  6.74344e-41,  3.31461e-36,  0.0250029  ])
559     , -2215.82    , array([ 0.56587    ,  0.0698993  ,  6.74344e-41,  3.31461e-36,  0.0250029  ])
560     , -2214.09    , array([ 0.566436   ,  0.0698993  ,  6.74344e-41,  3.31461e-36,  0.0250029  ])
561     , -2215.59    , array([ 0.56587    ,  0.0699692  ,  6.74344e-41,  3.31461e-36,  0.0250029  ])
562     , -2215.82    , array([ 0.56587    ,  0.0698993  ,  6.75018e-41,  3.31461e-36,  0.0250029  ])
563     , -2215.82    , array([ 0.56587    ,  0.0698993  ,  6.74344e-41,  3.31793e-36,  0.0250029  ])
564     , -2217.35    , array([ 0.56587    ,  0.0698993  ,  6.74344e-41,  3.31461e-36,  0.0250279  ])
565     , -2190.84    , array([ 0.643509   ,  0.0808162  ,  6.74344e-41,  3.31461e-36,  0.0289632  ])
566     , -2190.84    , array([ 0.643509   ,  0.0808162  ,  6.74344e-41,  3.31461e-36,  0.0289632  ])
567     , -2189.15    , array([ 0.644152   ,  0.0808162  ,  6.74344e-41,  3.31461e-36,  0.0289632  ])
568     , -2190.67    , array([ 0.643509   ,  0.0808971  ,  6.74344e-41,  3.31461e-36,  0.0289632  ])
569     , -2190.84    , array([ 0.643509   ,  0.0808162  ,  6.75018e-41,  3.31461e-36,  0.0289632  ])
570     , -2190.84    , array([ 0.643509   ,  0.0808162  ,  6.74344e-41,  3.31793e-36,  0.0289632  ])
571     , -2192.43    , array([ 0.643509   ,  0.0808162  ,  6.74344e-41,  3.31461e-36,  0.0289922  ])
572     , -2103.04    , array([ 2.0367     ,  0.13798    ,  6.74344e-41,  3.31461e-36,  0.0502357  ])
573     , -2103.04    , array([ 2.0367     ,  0.13798    ,  6.74344e-41,  3.31461e-36,  0.0502357  ])
574     , -2103.15    , array([ 2.03874    ,  0.13798    ,  6.74344e-41,  3.31461e-36,  0.0502357  ])
575     , -2103.19    , array([ 2.0367     ,  0.138118   ,  6.74344e-41,  3.31461e-36,  0.0502357  ])
576     , -2103.04    , array([ 2.0367     ,  0.13798    ,  6.75018e-41,  3.31461e-36,  0.0502357  ])
577     , -2103.04    , array([ 2.0367     ,  0.13798    ,  6.74344e-41,  3.31793e-36,  0.0502357  ])
578     , -2104.48    , array([ 2.0367     ,  0.13798    ,  6.74344e-41,  3.31461e-36,  0.050286   ])
579     , -1949.83    , array([ 2.03398    ,  0.123649   ,  6.74344e-41,  3.31461e-36,  0.0449564  ])
580     , -1949.83    , array([ 2.03398    ,  0.123649   ,  6.74344e-41,  3.31461e-36,  0.0449564  ])
581     , -1949.96    , array([ 2.03601    ,  0.123649   ,  6.74344e-41,  3.31461e-36,  0.0449564  ])
582     , -1949.94    , array([ 2.03398    ,  0.123772   ,  6.74344e-41,  3.31461e-36,  0.0449564  ])
583     , -1949.83    , array([ 2.03398    ,  0.123649   ,  6.75018e-41,  3.31461e-36,  0.0449564  ])
584     , -1949.83    , array([ 2.03398    ,  0.123649   ,  6.74344e-41,  3.31793e-36,  0.0449564  ])
585     , -1950.95    , array([ 2.03398    ,  0.123649   ,  6.74344e-41,  3.31461e-36,  0.0450014  ])
586     , -1731.09    , array([ 1.89435    ,  0.0972647  ,  6.74344e-41,  3.31461e-36,  0.0351955  ])
587     , -1731.09    , array([ 1.89435    ,  0.0972647  ,  6.74344e-41,  3.31461e-36,  0.0351955  ])
588     , -1731.19    , array([ 1.89625    ,  0.0972647  ,  6.74344e-41,  3.31461e-36,  0.0351955  ])
589     , -1731.13    , array([ 1.89435    ,  0.097362   ,  6.74344e-41,  3.31461e-36,  0.0351955  ])
590     , -1731.09    , array([ 1.89435    ,  0.0972647  ,  6.75018e-41,  3.31461e-36,  0.0351955  ])
591     , -1731.09    , array([ 1.89435    ,  0.0972647  ,  6.74344e-41,  3.31793e-36,  0.0351955  ])
592     , -1731.64    , array([ 1.89435    ,  0.0972647  ,  6.74344e-41,  3.31461e-36,  0.0352307  ])
593     , -1644.26    , array([ 1.69218    ,  0.077518   ,  6.74344e-41,  3.31461e-36,  0.027884   ])
594     , -1644.26    , array([ 1.69218    ,  0.077518   ,  6.74344e-41,  3.31461e-36,  0.027884   ])
595     , -1644.32    , array([ 1.69387    ,  0.077518   ,  6.74344e-41,  3.31461e-36,  0.027884   ])
596     , -1644.27    , array([ 1.69218    ,  0.0775956  ,  6.74344e-41,  3.31461e-36,  0.027884   ])
597     , -1644.26    , array([ 1.69218    ,  0.077518   ,  6.75018e-41,  3.31461e-36,  0.027884   ])
598     , -1644.26    , array([ 1.69218    ,  0.077518   ,  6.74344e-41,  3.31793e-36,  0.027884   ])
599     , -1644.41    , array([ 1.69218    ,  0.077518   ,  6.74344e-41,  3.31461e-36,  0.0279119  ])
600     , -1633.54    , array([ 1.56325    ,  0.0702418  ,  6.74344e-41,  3.31461e-36,  0.0251922  ])
601     , -1633.54    , array([ 1.56325    ,  0.0702418  ,  6.74344e-41,  3.31461e-36,  0.0251922  ])
602     , -1633.58    , array([ 1.56482    ,  0.0702418  ,  6.74344e-41,  3.31461e-36,  0.0251922  ])
603     , -1633.55    , array([ 1.56325    ,  0.0703121  ,  6.74344e-41,  3.31461e-36,  0.0251922  ])
