68561   , -79089.4    , array([ 0.00634644 ,  3.27251    ,  1.81908e-23,  3.37661e-16,  4.0396e-11 ])
68562   , -79089.4    , array([ 0.00635279 ,  3.27251    ,  1.81908e-23,  3.37661e-16,  4.0396e-11 ])
68563   , -79089.4    , array([ 0.00634644 ,  3.27579    ,  1.81908e-23,  3.37661e-16,  4.0396e-11 ])
68564   , -79089.4    , array([ 0.00634644 ,  3.27251    ,  1.8209e-23 ,  3.37661e-16,  4.0396e-11 ])
68565   , -79089.4    , array([ 0.00634644 ,  3.27251    ,  1.81908e-23,  3.37999e-16,  4.0396e-11 ])
68566   , -79089.4    , array([ 0.00634644 ,  3.27251    ,  1.81908e-23,  3.37661e-16,  4.04364e-11])
68567   , -79089.4    , array([ 0.00634644 ,  3.27251    ,  1.81908e-23,  3.37661e-16,  4.0396e-11 ])
68568   , -79089.4    , array([ 0.00631428 ,  3.27246    ,  1.81908e-23,  3.37661e-16,  4.06026e-11])
68569   , -79089.4    , array([ 0.00631428 ,  3.27246    ,  1.81908e-23,  3.37661e-16,  4.06026e-11])
68570   , -79089.4    , array([ 0.0063206  ,  3.27246    ,  1.81908e-23,  3.37661e-16,  4.06026e-11])
68571   , -79089.4    , array([ 0.00631428 ,  3.27574    ,  1.81908e-23,  3.37661e-16,  4.06026e-11])
68572   , -79089.4    , array([ 0.00631428 ,  3.27246    ,  1.8209e-23 ,  3.37661e-16,  4.06026e-11])
68573   , -79089.4    , array([ 0.00631428 ,  3.27246    ,  1.81908e-23,  3.37999e-16,  4.06026e-11])
68574   , -79089.4    , array([ 0.00631428 ,  3.27246    ,  1.81908e-23,  3.37661e-16,  4.06432e-11])
68575   , -79089.4    , array([ 0.00618725 ,  3.27227    ,  1.81908e-23,  3.37661e-16,  4.14396e-11])
68576   , -79089.4    , array([ 0.00618725 ,  3.27227    ,  1.81908e-23,  3.37661e-16,  4.14396e-11])
68577   , -79089.4    , array([ 0.00619344 ,  3.27227    ,  1.81908e-23,  3.37661e-16,  4.14396e-11])
68578   , -79089.4    , array([ 0.00618725 ,  3.27555    ,  1.81908e-23,  3.37661e-16,  4.14396e-11])
68579   , -79089.4    , array([ 0.00618725 ,  3.27227    ,  1.8209e-23 ,  3.37661e-16,  4.14396e-11])
68580   , -79089.4    , array([ 0.00618725 ,  3.27227    ,  1.81908e-23,  3.37999e-16,  4.14396e-11])
68581   , -79089.4    , array([ 0.00618725 ,  3.27227    ,  1.81908e-23,  3.37661e-16,  4.1481e-11 ])
68582   , -79089.4    , array([ 0.00570418 ,  3.27151    ,  1.81908e-23,  3.37661e-16,  4.49635e-11])
68583   , -79089.4    , array([ 0.00570418 ,  3.27151    ,  1.81908e-23,  3.37661e-16,  4.49635e-11])
68584   , -79089.4    , array([ 0.00570989 ,  3.27151    ,  1.81908e-23,  3.37661e-16,  4.49635e-11])
68585   , -79089.4    , array([ 0.00570418 ,  3.27479    ,  1.81908e-23,  3.37661e-16,  4.49635e-11])
68586   , -79089.4    , array([ 0.00570418 ,  3.27151    ,  1.8209e-23 ,  3.37661e-16,  4.49635e-11])
68587   , -79089.4    , array([ 0.00570418 ,  3.27151    ,  1.81908e-23,  3.37999e-16,  4.49635e-11])
68588   , -79089.4    , array([ 0.00570418 ,  3.27151    ,  1.81908e-23,  3.37661e-16,  4.50085e-11])
68589   , -79089.4    , array([ 0.00412073 ,  3.26847    ,  1.81908e-23,  3.37661e-16,  6.23218e-11])
68590   , -79089.4    , array([ 0.00412073 ,  3.26847    ,  1.81908e-23,  3.37661e-16,  6.23218e-11])
68591   , -79089.4    , array([ 0.00412486 ,  3.26847    ,  1.81908e-23,  3.37661e-16,  6.23218e-11])
68592   , -79089.4    , array([ 0.00412073 ,  3.27174    ,  1.81908e-23,  3.37661e-16,  6.23218e-11])
68593   , -79089.4    , array([ 0.00412073 ,  3.26847    ,  1.8209e-23 ,  3.37661e-16,  6.23218e-11])
68594   , -79089.4    , array([ 0.00412073 ,  3.26847    ,  1.81908e-23,  3.37999e-16,  6.23218e-11])
68595   , -79089.4    , array([ 0.00412073 ,  3.26847    ,  1.81908e-23,  3.37661e-16,  6.23842e-11])
68596   , -79089.3    , array([ 0.00112228 ,  3.25633    ,  1.81908e-23,  3.37661e-16,  2.30017e-10])
68597   , -79089.3    , array([ 0.00112228 ,  3.25633    ,  1.81908e-23,  3.37661e-16,  2.30017e-10])
68598   , -79089.3    , array([ 0.0011234  ,  3.25633    ,  1.81908e-23,  3.37661e-16,  2.30017e-10])
68599   , -79089.3    , array([ 0.00112228 ,  3.25959    ,  1.81908e-23,  3.37661e-16,  2.30017e-10])
68600   , -79089.3    , array([ 0.00112228 ,  3.25633    ,  1.8209e-23 ,  3.37661e-16,  2.30017e-10])
68601   , -79089.3    , array([ 0.00112228 ,  3.25633    ,  1.81908e-23,  3.37999e-16,  2.30017e-10])
68602   , -79089.3    , array([ 0.00112228 ,  3.25633    ,  1.81908e-23,  3.37661e-16,  2.30247e-10])
68610   , -79089.3    , array([ 0.00112228 ,  3.25633    ,  1.81908e-23,  3.37661e-16,  2.30017e-10])
68611   , -79089.3    , array([ 0.00112228 ,  3.25633    ,  1.81908e-23,  3.37661e-16,  2.30017e-10])
68612   , -79089.3    , array([ 0.0011234  ,  3.25633    ,  1.81908e-23,  3.37661e-16,  2.30017e-10])
68613   , -79089.3    , array([ 0.00112228 ,  3.25959    ,  1.81908e-23,  3.37661e-16,  2.30017e-10])
68614   , -79089.3    , array([ 0.00112228 ,  3.25633    ,  1.8209e-23 ,  3.37661e-16,  2.30017e-10])
