55177   , -79089.4    , array([ 1.11852    ,  4.33919    ,  9.31619e-38,  0.149685   ,  3.0476e-11 ])
55178   , -79089.4    , array([ 1.11964    ,  4.33919    ,  9.31619e-38,  0.149685   ,  3.0476e-11 ])
55179   , -79089.4    , array([ 1.11852    ,  4.34353    ,  9.31619e-38,  0.149685   ,  3.0476e-11 ])
55180   , -79089.4    , array([ 1.11852    ,  4.33919    ,  9.32552e-38,  0.149685   ,  3.0476e-11 ])
55181   , -79089.4    , array([ 1.11852    ,  4.33919    ,  9.31619e-38,  0.149835   ,  3.0476e-11 ])
55182   , -79089.4    , array([ 1.11852    ,  4.33919    ,  9.31619e-38,  0.149685   ,  3.05065e-11])
55183   , -79089.4    , array([ 1.11852    ,  4.33919    ,  9.31619e-38,  0.149685   ,  3.0476e-11 ])
55184   , -79089.4    , array([ 1.11849    ,  4.33916    ,  9.31619e-38,  0.149685   ,  3.04769e-11])
55185   , -79089.4    , array([ 1.11849    ,  4.33916    ,  9.31619e-38,  0.149685   ,  3.04769e-11])
55186   , -79089.4    , array([ 1.11961    ,  4.33916    ,  9.31619e-38,  0.149685   ,  3.04769e-11])
55187   , -79089.4    , array([ 1.11849    ,  4.3435     ,  9.31619e-38,  0.149685   ,  3.04769e-11])
55188   , -79089.4    , array([ 1.11849    ,  4.33916    ,  9.32552e-38,  0.149685   ,  3.04769e-11])
55189   , -79089.4    , array([ 1.11849    ,  4.33916    ,  9.31619e-38,  0.149835   ,  3.04769e-11])
55190   , -79089.4    , array([ 1.11849    ,  4.33916    ,  9.31619e-38,  0.149685   ,  3.05074e-11])
55191   , -79089.4    , array([ 1.1184     ,  4.33902    ,  9.31619e-38,  0.149685   ,  3.04807e-11])
55192   , -79089.4    , array([ 1.1184     ,  4.33902    ,  9.31619e-38,  0.149685   ,  3.04807e-11])
55193   , -79089.4    , array([ 1.11952    ,  4.33902    ,  9.31619e-38,  0.149685   ,  3.04807e-11])
55194   , -79089.4    , array([ 1.1184     ,  4.34336    ,  9.31619e-38,  0.149685   ,  3.04807e-11])
55195   , -79089.4    , array([ 1.1184     ,  4.33902    ,  9.32552e-38,  0.149685   ,  3.04807e-11])
55196   , -79089.4    , array([ 1.1184     ,  4.33902    ,  9.31619e-38,  0.149835   ,  3.04807e-11])
55197   , -79089.4    , array([ 1.1184     ,  4.33902    ,  9.31619e-38,  0.149685   ,  3.05112e-11])
55198   , -79089.4    , array([ 1.11802    ,  4.33845    ,  9.31619e-38,  0.149686   ,  3.04958e-11])
55199   , -79089.4    , array([ 1.11802    ,  4.33845    ,  9.31619e-38,  0.149686   ,  3.04958e-11])
55200   , -79089.4    , array([ 1.11913    ,  4.33845    ,  9.31619e-38,  0.149686   ,  3.04958e-11])
55201   , -79089.4    , array([ 1.11802    ,  4.34279    ,  9.31619e-38,  0.149686   ,  3.04958e-11])
55202   , -79089.4    , array([ 1.11802    ,  4.33845    ,  9.32552e-38,  0.149686   ,  3.04958e-11])
55203   , -79089.4    , array([ 1.11802    ,  4.33845    ,  9.31619e-38,  0.149835   ,  3.04958e-11])
55204   , -79089.4    , array([ 1.11802    ,  4.33845    ,  9.31619e-38,  0.149686   ,  3.05263e-11])
55205   , -79089.4    , array([ 1.11648    ,  4.33617    ,  9.31619e-38,  0.149687   ,  3.05563e-11])
55206   , -79089.4    , array([ 1.11648    ,  4.33617    ,  9.31619e-38,  0.149687   ,  3.05563e-11])
55207   , -79089.4    , array([ 1.1176     ,  4.33617    ,  9.31619e-38,  0.149687   ,  3.05563e-11])
55208   , -79089.4    , array([ 1.11648    ,  4.34051    ,  9.31619e-38,  0.149687   ,  3.05563e-11])
55209   , -79089.4    , array([ 1.11648    ,  4.33617    ,  9.32552e-38,  0.149687   ,  3.05563e-11])
55210   , -79089.4    , array([ 1.11648    ,  4.33617    ,  9.31619e-38,  0.149837   ,  3.05563e-11])
55211   , -79089.4    , array([ 1.11648    ,  4.33617    ,  9.31619e-38,  0.149687   ,  3.05869e-11])
55212   , -79089.4    , array([ 1.11038    ,  4.32707    ,  9.31619e-38,  0.149695   ,  3.07994e-11])
55213   , -79089.4    , array([ 1.11038    ,  4.32707    ,  9.31619e-38,  0.149695   ,  3.07994e-11])
55214   , -79089.4    , array([ 1.11149    ,  4.32707    ,  9.31619e-38,  0.149695   ,  3.07994e-11])
55215   , -79089.4    , array([ 1.11038    ,  4.3314     ,  9.31619e-38,  0.149695   ,  3.07994e-11])
55216   , -79089.4    , array([ 1.11038    ,  4.32707    ,  9.32552e-38,  0.149695   ,  3.07994e-11])
55217   , -79089.4    , array([ 1.11038    ,  4.32707    ,  9.31619e-38,  0.149844   ,  3.07994e-11])
55218   , -79089.4    , array([ 1.11038    ,  4.32707    ,  9.31619e-38,  0.149695   ,  3.08302e-11])
55219   , -79089.4    , array([ 1.08629    ,  4.29085    ,  9.31619e-38,  0.149724   ,  3.17912e-11])
55220   , -79089.4    , array([ 1.08629    ,  4.29085    ,  9.31619e-38,  0.149724   ,  3.17912e-11])
55221   , -79089.4    , array([ 1.08737    ,  4.29085    ,  9.31619e-38,  0.149724   ,  3.17912e-11])
55222   , -79089.4    , array([ 1.08629    ,  4.29515    ,  9.31619e-38,  0.149724   ,  3.17912e-11])
55223   , -79089.4    , array([ 1.08629    ,  4.29085    ,  9.32552e-38,  0.149724   ,  3.17912e-11])
55224   , -79089.4    , array([ 1.08629    ,  4.29085    ,  9.31619e-38,  0.149873   ,  3.17912e-11])
55225   , -79089.4    , array([ 1.08629    ,  4.29085    ,  9.31619e-38,  0.149724   ,  3.1823e-11 ])
55226   , -79089.4    , array([ 0.99504    ,  4.149      ,  9.31619e-38,  0.14984    ,  3.60883e-11])
55227   , -79089.4    , array([ 0.99504    ,  4.149      ,  9.31619e-38,  0.14984    ,  3.60883e-11])
55228   , -79089.4    , array([ 0.996036   ,  4.149      ,  9.31619e-38,  0.14984    ,  3.60883e-11])
55229   , -79089.4    , array([ 0.99504    ,  4.15316    ,  9.31619e-38,  0.14984    ,  3.60883e-11])
55230   , -79089.4    , array([ 0.99504    ,  4.149      ,  9.32552e-38,  0.14984    ,  3.60883e-11])
55231   , -79089.4    , array([ 0.99504    ,  4.149      ,  9.31619e-38,  0.14999    ,  3.60883e-11])
55232   , -79089.4    , array([ 0.99504    ,  4.149      ,  9.31619e-38,  0.14984    ,  3.61244e-11])
55233   , -79089.4    , array([ 0.700526   ,  3.62698    ,  9.31619e-38,  0.150305   ,  5.99244e-11])
55234   , -79089.4    , array([ 0.700526   ,  3.62698    ,  9.31619e-38,  0.150305   ,  5.99244e-11])
55235   , -79089.4    , array([ 0.701227   ,  3.62698    ,  9.31619e-38,  0.150305   ,  5.99244e-11])
55236   , -79089.4    , array([ 0.700526   ,  3.63061    ,  9.31619e-38,  0.150305   ,  5.99244e-11])
55237   , -79089.4    , array([ 0.700526   ,  3.62698    ,  9.32552e-38,  0.150305   ,  5.99244e-11])
55238   , -79089.4    , array([ 0.700526   ,  3.62698    ,  9.31619e-38,  0.150455   ,  5.99244e-11])
55239   , -79089.4    , array([ 0.700526   ,  3.62698    ,  9.31619e-38,  0.150305   ,  5.99844e-11])
55240   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55241   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55242   , -79089.4    , array([ 0.172263   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55243   , -79089.4    , array([ 0.172091   ,  2.12024    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55244   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.32552e-38,  0.15218    ,  4.5557e-10 ])
55245   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.152332   ,  4.5557e-10 ])
55246   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.56026e-10])
55254   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55255   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55256   , -79089.4    , array([ 0.172263   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55257   , -79089.4    , array([ 0.172091   ,  2.12024    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55258   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.32552e-38,  0.15218    ,  4.5557e-10 ])
55259   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.152332   ,  4.5557e-10 ])
55260   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.56026e-10])
55261   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55262   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55263   , -79089.4    , array([ 0.172263   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55264   , -79089.4    , array([ 0.172091   ,  2.12024    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55265   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.32552e-38,  0.15218    ,  4.5557e-10 ])
55266   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.152332   ,  4.5557e-10 ])
55267   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.56026e-10])
55268   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55269   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55270   , -79089.4    , array([ 0.172263   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55271   , -79089.4    , array([ 0.172091   ,  2.12024    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55272   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.32552e-38,  0.15218    ,  4.5557e-10 ])
55273   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.152332   ,  4.5557e-10 ])
55274   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.56026e-10])
55275   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55276   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55277   , -79089.4    , array([ 0.172263   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55278   , -79089.4    , array([ 0.172091   ,  2.12024    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55279   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.32552e-38,  0.15218    ,  4.5557e-10 ])
55280   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.152332   ,  4.5557e-10 ])
55281   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.56026e-10])
55282   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55283   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55284   , -79089.4    , array([ 0.172263   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55285   , -79089.4    , array([ 0.172091   ,  2.12024    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55286   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.32552e-38,  0.15218    ,  4.5557e-10 ])
55287   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.152332   ,  4.5557e-10 ])
55288   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.56026e-10])
55289   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55290   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55291   , -79089.4    , array([ 0.172263   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55292   , -79089.4    , array([ 0.172091   ,  2.12024    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55293   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.32552e-38,  0.15218    ,  4.5557e-10 ])
55294   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.152332   ,  4.5557e-10 ])
55295   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.56026e-10])
55296   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55297   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55298   , -79089.4    , array([ 0.172263   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55299   , -79089.4    , array([ 0.172091   ,  2.12024    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55300   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.32552e-38,  0.15218    ,  4.5557e-10 ])
55301   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.152332   ,  4.5557e-10 ])
55302   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.56026e-10])
55303   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55304   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55305   , -79089.4    , array([ 0.172263   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55306   , -79089.4    , array([ 0.172091   ,  2.12024    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
55307   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.32552e-38,  0.15218    ,  4.5557e-10 ])
55308   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.152332   ,  4.5557e-10 ])
55309   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.56026e-10])
55310   , -79089.4    , array([ 0.172091   ,  2.11812    ,  9.31619e-38,  0.15218    ,  4.5557e-10 ])
