43689   , -65328.5    , array([ 0.00702953 ,  0.913982   ,  1.1757e-37 ,  3.93105e-14,  0.000165973])
43690   , -65337.9    , array([ 0.00703657 ,  0.913982   ,  1.1757e-37 ,  3.93105e-14,  0.000165973])
43691   , -65328.6    , array([ 0.00702953 ,  0.914896   ,  1.1757e-37 ,  3.93105e-14,  0.000165973])
43692   , -65328.5    , array([ 0.00702953 ,  0.913982   ,  1.17688e-37,  3.93105e-14,  0.000165973])
43693   , -65328.5    , array([ 0.00702953 ,  0.913982   ,  1.1757e-37 ,  3.93498e-14,  0.000165973])
43694   , -65318.9    , array([ 0.00702953 ,  0.913982   ,  1.1757e-37 ,  3.93105e-14,  0.000166139])
43695   , -65328.5    , array([ 0.00702953 ,  0.913982   ,  1.1757e-37 ,  3.93105e-14,  0.000165973])
43696   , -54735.1    , array([ 0.00346523 ,  0.903123   ,  1.1757e-37 ,  3.93105e-14,  0.000341271])
43697   , -54735.1    , array([ 0.00346523 ,  0.903123   ,  1.1757e-37 ,  3.93105e-14,  0.000341271])
43698   , -54733.9    , array([ 0.0034687  ,  0.903123   ,  1.1757e-37 ,  3.93105e-14,  0.000341271])
43699   , -54735.3    , array([ 0.00346523 ,  0.904027   ,  1.1757e-37 ,  3.93105e-14,  0.000341271])
43700   , -54735.1    , array([ 0.00346523 ,  0.903123   ,  1.17688e-37,  3.93105e-14,  0.000341271])
43701   , -54735.1    , array([ 0.00346523 ,  0.903123   ,  1.1757e-37 ,  3.93498e-14,  0.000341271])
43702   , -54736      , array([ 0.00346523 ,  0.903123   ,  1.1757e-37 ,  3.93105e-14,  0.000341612])
43710   , -54734.3    , array([ 0.00346964 ,  0.901457   ,  1.1757e-37 ,  3.93105e-14,  0.000341713])
43711   , -54734.3    , array([ 0.00346964 ,  0.901457   ,  1.1757e-37 ,  3.93105e-14,  0.000341713])
43712   , -54733.2    , array([ 0.00347311 ,  0.901457   ,  1.1757e-37 ,  3.93105e-14,  0.000341713])
