13862   , -57319.5    , array([ 0.0297242  ,  0.317551   ,  2.57906e-05,  3.01475e-09,  0.00119442 ])
13863   , -57328.5    , array([ 0.029754   ,  0.317551   ,  2.57906e-05,  3.01475e-09,  0.00119442 ])
13864   , -57322.2    , array([ 0.0297242  ,  0.317868   ,  2.57906e-05,  3.01475e-09,  0.00119442 ])
13865   , -57319.5    , array([ 0.0297242  ,  0.317551   ,  2.58164e-05,  3.01475e-09,  0.00119442 ])
13866   , -57319.5    , array([ 0.0297242  ,  0.317551   ,  2.57906e-05,  3.01776e-09,  0.00119442 ])
13867   , -57307.6    , array([ 0.0297242  ,  0.317551   ,  2.57906e-05,  3.01475e-09,  0.00119561 ])
13868   , -57319.5    , array([ 0.0297242  ,  0.317551   ,  2.57906e-05,  3.01475e-09,  0.00119442 ])
13869   , -53181.1    , array([ 0.0162955  ,  0.265488   ,  2.57906e-05,  3.01475e-09,  0.00263618 ])
13870   , -53181.1    , array([ 0.0162955  ,  0.265488   ,  2.57906e-05,  3.01475e-09,  0.00263618 ])
13871   , -53165.3    , array([ 0.0163118  ,  0.265488   ,  2.57906e-05,  3.01475e-09,  0.00263618 ])
13872   , -53185.4    , array([ 0.0162955  ,  0.265753   ,  2.57906e-05,  3.01475e-09,  0.00263618 ])
13873   , -53181.1    , array([ 0.0162955  ,  0.265488   ,  2.58164e-05,  3.01475e-09,  0.00263618 ])
13874   , -53181.1    , array([ 0.0162955  ,  0.265488   ,  2.57906e-05,  3.01776e-09,  0.00263618 ])
13875   , -53191.5    , array([ 0.0162955  ,  0.265488   ,  2.57906e-05,  3.01475e-09,  0.00263882 ])
13876   , -51408.9    , array([ 0.0223387  ,  0.291646   ,  2.57906e-05,  3.01475e-09,  0.00173999 ])
13877   , -51408.9    , array([ 0.0223387  ,  0.291646   ,  2.57906e-05,  3.01475e-09,  0.00173999 ])
13878   , -51411.7    , array([ 0.022361   ,  0.291646   ,  2.57906e-05,  3.01475e-09,  0.00173999 ])
13879   , -51412.2    , array([ 0.0223387  ,  0.291938   ,  2.57906e-05,  3.01475e-09,  0.00173999 ])
13880   , -51408.9    , array([ 0.0223387  ,  0.291646   ,  2.58164e-05,  3.01475e-09,  0.00173999 ])
13881   , -51408.9    , array([ 0.0223387  ,  0.291646   ,  2.57906e-05,  3.01776e-09,  0.00173999 ])
13882   , -51402.3    , array([ 0.0223387  ,  0.291646   ,  2.57906e-05,  3.01475e-09,  0.00174173 ])
13883   , -18044.1    , array([ 0.0536315  ,  0.0458229  ,  2.57906e-05,  3.01475e-09,  0.00607421 ])
13884   , -18044.1    , array([ 0.0536315  ,  0.0458229  ,  2.57906e-05,  3.01475e-09,  0.00607421 ])
13885   , -18033.3    , array([ 0.0536851  ,  0.0458229  ,  2.57906e-05,  3.01475e-09,  0.00607421 ])
13886   , -18060.2    , array([ 0.0536315  ,  0.0458687  ,  2.57906e-05,  3.01475e-09,  0.00607421 ])
13887   , -18044.1    , array([ 0.0536315  ,  0.0458229  ,  2.58164e-05,  3.01475e-09,  0.00607421 ])
13888   , -18044.1    , array([ 0.0536315  ,  0.0458229  ,  2.57906e-05,  3.01776e-09,  0.00607421 ])
13889   , -18038.1    , array([ 0.0536315  ,  0.0458229  ,  2.57906e-05,  3.01475e-09,  0.00608029 ])
13897   , -17985.9    , array([ 0.05369    ,  0.0457173  ,  2.57906e-05,  3.01475e-09,  0.00608368 ])
13898   , -17985.9    , array([ 0.05369    ,  0.0457173  ,  2.57906e-05,  3.01475e-09,  0.00608368 ])
13899   , -17975.1    , array([ 0.0537437  ,  0.0457173  ,  2.57906e-05,  3.01475e-09,  0.00608368 ])
13900   , -18002      , array([ 0.05369    ,  0.0457631  ,  2.57906e-05,  3.01475e-09,  0.00608368 ])
13901   , -17985.9    , array([ 0.05369    ,  0.0457173  ,  2.58164e-05,  3.01475e-09,  0.00608368 ])
13902   , -17985.9    , array([ 0.05369    ,  0.0457173  ,  2.57906e-05,  3.01776e-09,  0.00608368 ])
13903   , -17979.9    , array([ 0.05369    ,  0.0457173  ,  2.57906e-05,  3.01475e-09,  0.00608977 ])
13904   , -16857.8    , array([ 0.0548583  ,  0.0436844  ,  2.57906e-05,  3.01475e-09,  0.00627351 ])
13905   , -16857.8    , array([ 0.0548583  ,  0.0436844  ,  2.57906e-05,  3.01475e-09,  0.00627351 ])
13906   , -16846.8    , array([ 0.0549131  ,  0.0436844  ,  2.57906e-05,  3.01475e-09,  0.00627351 ])
13907   , -16873.4    , array([ 0.0548583  ,  0.0437281  ,  2.57906e-05,  3.01475e-09,  0.00627351 ])
13908   , -16857.8    , array([ 0.0548583  ,  0.0436844  ,  2.58164e-05,  3.01475e-09,  0.00627351 ])
13909   , -16857.8    , array([ 0.0548583  ,  0.0436844  ,  2.57906e-05,  3.01776e-09,  0.00627351 ])
