261659  , -79067.5    , array([ 1.45097    ,  0.0110916  ,  0.055062   ,  3.34959e-09,  2.06187e-07])
261660  , -79067.5    , array([ 1.45242    ,  0.0110916  ,  0.055062   ,  3.34959e-09,  2.06187e-07])
261661  , -79067.5    , array([ 1.45097    ,  0.0111027  ,  0.055062   ,  3.34959e-09,  2.06187e-07])
261662  , -79067.5    , array([ 1.45097    ,  0.0110916  ,  0.0551171  ,  3.34959e-09,  2.06187e-07])
261663  , -79067.5    , array([ 1.45097    ,  0.0110916  ,  0.055062   ,  3.35294e-09,  2.06187e-07])
261664  , -79067.5    , array([ 1.45097    ,  0.0110916  ,  0.055062   ,  3.34959e-09,  2.06393e-07])
261665  , -79067.5    , array([ 1.45097    ,  0.0110916  ,  0.055062   ,  3.34959e-09,  2.06187e-07])
261666  , -78998.2    , array([ 1.44561    ,  0.00544276 ,  0.0550621  ,  3.34959e-09,  4.22089e-07])
261667  , -78998.2    , array([ 1.44561    ,  0.00544276 ,  0.0550621  ,  3.34959e-09,  4.22089e-07])
261668  , -78998.2    , array([ 1.44706    ,  0.00544276 ,  0.0550621  ,  3.34959e-09,  4.22089e-07])
261669  , -78998.2    , array([ 1.44561    ,  0.00544821 ,  0.0550621  ,  3.34959e-09,  4.22089e-07])
261670  , -78998.2    , array([ 1.44561    ,  0.00544276 ,  0.0551172  ,  3.34959e-09,  4.22089e-07])
261671  , -78998.2    , array([ 1.44561    ,  0.00544276 ,  0.0550621  ,  3.35294e-09,  4.22089e-07])
261672  , -78998.1    , array([ 1.44561    ,  0.00544276 ,  0.0550621  ,  3.34959e-09,  4.22511e-07])
261680  , -78998.2    , array([ 1.44561    ,  0.00544275 ,  0.0550621  ,  3.34959e-09,  4.2209e-07 ])
261681  , -78998.2    , array([ 1.44561    ,  0.00544275 ,  0.0550621  ,  3.34959e-09,  4.2209e-07 ])
261682  , -78998.2    , array([ 1.44706    ,  0.00544275 ,  0.0550621  ,  3.34959e-09,  4.2209e-07 ])
261683  , -78998.2    , array([ 1.44561    ,  0.00544819 ,  0.0550621  ,  3.34959e-09,  4.2209e-07 ])
261684  , -78998.2    , array([ 1.44561    ,  0.00544275 ,  0.0551172  ,  3.34959e-09,  4.2209e-07 ])
261685  , -78998.2    , array([ 1.44561    ,  0.00544275 ,  0.0550621  ,  3.35294e-09,  4.2209e-07 ])
261686  , -78998.1    , array([ 1.44561    ,  0.00544275 ,  0.0550621  ,  3.34959e-09,  4.22512e-07])
261687  , -78998.2    , array([ 1.44561    ,  0.00544273 ,  0.0550621  ,  3.34959e-09,  4.22091e-07])
261688  , -78998.2    , array([ 1.44561    ,  0.00544273 ,  0.0550621  ,  3.34959e-09,  4.22091e-07])
261689  , -78998.2    , array([ 1.44706    ,  0.00544273 ,  0.0550621  ,  3.34959e-09,  4.22091e-07])
261690  , -78998.2    , array([ 1.44561    ,  0.00544818 ,  0.0550621  ,  3.34959e-09,  4.22091e-07])
261691  , -78998.2    , array([ 1.44561    ,  0.00544273 ,  0.0551172  ,  3.34959e-09,  4.22091e-07])
261692  , -78998.2    , array([ 1.44561    ,  0.00544273 ,  0.0550621  ,  3.35294e-09,  4.22091e-07])
261693  , -78998.1    , array([ 1.44561    ,  0.00544273 ,  0.0550621  ,  3.34959e-09,  4.22514e-07])
261694  , -77524      , array([ 1.43496    ,  0.00131058 ,  0.0550622  ,  3.34959e-09,  1.76885e-06])
261695  , -77524      , array([ 1.43496    ,  0.00131058 ,  0.0550622  ,  3.34959e-09,  1.76885e-06])
261696  , -77524      , array([ 1.43639    ,  0.00131058 ,  0.0550622  ,  3.34959e-09,  1.76885e-06])
261697  , -77525.5    , array([ 1.43496    ,  0.00131189 ,  0.0550622  ,  3.34959e-09,  1.76885e-06])
