5604    , -2529.24    , array([ 15.5488    ,  3.39818    ,  5.97216e-25,  0.0126175  ])
5605    , -2529.24    , array([ 15.5643    ,  3.39818    ,  5.97216e-25,  0.0126175  ])
5606    , -2529.33    , array([ 15.5488    ,  3.40158    ,  5.97216e-25,  0.0126175  ])
5607    , -2529.24    , array([ 15.5488    ,  3.39818    ,  5.97813e-25,  0.0126175  ])
5608    , -2529.45    , array([ 15.5488    ,  3.39818    ,  5.97216e-25,  0.0126301  ])
5609    , -2529.24    , array([ 15.5488    ,  3.39818    ,  5.97216e-25,  0.0126175  ])
5610    , -2393.02    , array([ 15.5488    ,  2.28649    ,  5.97216e-25,  0.00498306 ])
5611    , -2393.02    , array([ 15.5488    ,  2.28649    ,  5.97216e-25,  0.00498306 ])
5612    , -2393.02    , array([ 15.5643    ,  2.28649    ,  5.97216e-25,  0.00498306 ])
5613    , -2393.07    , array([ 15.5488    ,  2.28878    ,  5.97216e-25,  0.00498306 ])
5614    , -2393.02    , array([ 15.5488    ,  2.28649    ,  5.97813e-25,  0.00498306 ])
5615    , -2393.08    , array([ 15.5488    ,  2.28649    ,  5.97216e-25,  0.00498805 ])
5622    , -2393.02    , array([ 15.5488    ,  2.28648    ,  5.97216e-25,  0.00498307 ])
5623    , -2393.02    , array([ 15.5488    ,  2.28648    ,  5.97216e-25,  0.00498307 ])
5624    , -2393.02    , array([ 15.5643    ,  2.28648    ,  5.97216e-25,  0.00498307 ])
5625    , -2393.07    , array([ 15.5488    ,  2.28877    ,  5.97216e-25,  0.00498307 ])
5626    , -2393.02    , array([ 15.5488    ,  2.28648    ,  5.97813e-25,  0.00498307 ])
5627    , -2393.08    , array([ 15.5488    ,  2.28648    ,  5.97216e-25,  0.00498806 ])
5628    , -2393.02    , array([ 15.5488    ,  2.28647    ,  5.97216e-25,  0.00498308 ])
5629    , -2393.02    , array([ 15.5488    ,  2.28647    ,  5.97216e-25,  0.00498308 ])
5630    , -2393.02    , array([ 15.5643    ,  2.28647    ,  5.97216e-25,  0.00498308 ])
5631    , -2393.06    , array([ 15.5488    ,  2.28876    ,  5.97216e-25,  0.00498308 ])
5632    , -2393.02    , array([ 15.5488    ,  2.28647    ,  5.97813e-25,  0.00498308 ])
5633    , -2393.08    , array([ 15.5488    ,  2.28647    ,  5.97216e-25,  0.00498806 ])
5634    , -5015.2     , array([ 15.5488    ,  0.0214201  ,  5.97216e-25,  0.0178913  ])
5635    , -5015.2     , array([ 15.5488    ,  0.0214201  ,  5.97216e-25,  0.0178913  ])
5636    , -5015.2     , array([ 15.5643    ,  0.0214201  ,  5.97216e-25,  0.0178913  ])
5637    , -5011.81    , array([ 15.5488    ,  0.0214415  ,  5.97216e-25,  0.0178913  ])
5638    , -5015.2     , array([ 15.5488    ,  0.0214201  ,  5.97813e-25,  0.0178913  ])
5639    , -5017.35    , array([ 15.5488    ,  0.0214201  ,  5.97216e-25,  0.0179092  ])
5640    , -2257.51    , array([ 15.5488    ,  0.62029    ,  5.97216e-25,  0.00712138 ])
5641    , -2257.51    , array([ 15.5488    ,  0.62029    ,  5.97216e-25,  0.00712138 ])
5642    , -2257.51    , array([ 15.5643    ,  0.62029    ,  5.97216e-25,  0.00712138 ])
5643    , -2257.71    , array([ 15.5488    ,  0.62091    ,  5.97216e-25,  0.00712138 ])
5644    , -2257.51    , array([ 15.5488    ,  0.62029    ,  5.97813e-25,  0.00712138 ])
5645    , -2257.44    , array([ 15.5488    ,  0.62029    ,  5.97216e-25,  0.00712851 ])
5646    , -1744.11    , array([ 15.5488    ,  0.149963   ,  5.97216e-25,  0.0105033  ])
5647    , -1744.11    , array([ 15.5488    ,  0.149963   ,  5.97216e-25,  0.0105033  ])
5648    , -1744.11    , array([ 15.5643    ,  0.149963   ,  5.97216e-25,  0.0105033  ])
5649    , -1744.38    , array([ 15.5488    ,  0.150113   ,  5.97216e-25,  0.0105033  ])
5650    , -1744.11    , array([ 15.5488    ,  0.149963   ,  5.97813e-25,  0.0105033  ])
5651    , -1743.82    , array([ 15.5488    ,  0.149963   ,  5.97216e-25,  0.0105138  ])
5652    , -1688.29    , array([ 15.5488    ,  0.12403    ,  5.97216e-25,  0.0110635  ])
5653    , -1688.29    , array([ 15.5488    ,  0.12403    ,  5.97216e-25,  0.0110635  ])
5654    , -1688.29    , array([ 15.5643    ,  0.12403    ,  5.97216e-25,  0.0110635  ])
5655    , -1688.45    , array([ 15.5488    ,  0.124155   ,  5.97216e-25,  0.0110635  ])
5656    , -1688.29    , array([ 15.5488    ,  0.12403    ,  5.97813e-25,  0.0110635  ])
5657    , -1688.06    , array([ 15.5488    ,  0.12403    ,  5.97216e-25,  0.0110746  ])
5658    , -1664.99    , array([ 15.5488    ,  0.100906   ,  5.97216e-25,  0.0117063  ])
5659    , -1664.99    , array([ 15.5488    ,  0.100906   ,  5.97216e-25,  0.0117063  ])
5660    , -1664.99    , array([ 15.5643    ,  0.100906   ,  5.97216e-25,  0.0117063  ])
5661    , -1664.94    , array([ 15.5488    ,  0.101007   ,  5.97216e-25,  0.0117063  ])
5662    , -1664.99    , array([ 15.5488    ,  0.100906   ,  5.97813e-25,  0.0117063  ])
5663    , -1664.89    , array([ 15.5488    ,  0.100906   ,  5.97216e-25,  0.011718   ])
5664    , -1738.02    , array([ 15.5488    ,  0.0867237  ,  5.97216e-25,  0.017033   ])
5665    , -1738.02    , array([ 15.5488    ,  0.0867237  ,  5.97216e-25,  0.017033   ])
5666    , -1738.02    , array([ 15.5643    ,  0.0867237  ,  5.97216e-25,  0.017033   ])
5667    , -1737.37    , array([ 15.5488    ,  0.0868105  ,  5.97216e-25,  0.017033   ])
5668    , -1738.02    , array([ 15.5488    ,  0.0867237  ,  5.97813e-25,  0.017033   ])
5669    , -1738.3     , array([ 15.5488    ,  0.0867237  ,  5.97216e-25,  0.01705    ])
5670    , -1662.13    , array([ 15.5488    ,  0.0984135  ,  5.97216e-25,  0.0124542  ])
5671    , -1662.13    , array([ 15.5488    ,  0.0984135  ,  5.97216e-25,  0.0124542  ])
5672    , -1662.13    , array([ 15.5643    ,  0.0984135  ,  5.97216e-25,  0.0124542  ])
5673    , -1662.01    , array([ 15.5488    ,  0.098512   ,  5.97216e-25,  0.0124542  ])
5674    , -1662.13    , array([ 15.5488    ,  0.0984135  ,  5.97813e-25,  0.0124542  ])
5675    , -1662.08    , array([ 15.5488    ,  0.0984135  ,  5.97216e-25,  0.0124667  ])
5676    , -1656.19    , array([ 15.5488    ,  0.101199   ,  5.97216e-25,  0.0130374  ])
5677    , -1656.19    , array([ 15.5488    ,  0.101199   ,  5.97216e-25,  0.0130374  ])
5678    , -1656.19    , array([ 15.5643    ,  0.101199   ,  5.97216e-25,  0.0130374  ])
5679    , -1656.07    , array([ 15.5488    ,  0.1013     ,  5.97216e-25,  0.0130374  ])
5680    , -1656.19    , array([ 15.5488    ,  0.101199   ,  5.97813e-25,  0.0130374  ])
5681    , -1656.14    , array([ 15.5488    ,  0.101199   ,  5.97216e-25,  0.0130504  ])
5682    , -1629.22    , array([ 15.5488    ,  0.113151   ,  5.97216e-25,  0.0156561  ])
5683    , -1629.22    , array([ 15.5488    ,  0.113151   ,  5.97216e-25,  0.0156561  ])
5684    , -1629.22    , array([ 15.5643    ,  0.113151   ,  5.97216e-25,  0.0156561  ])
5685    , -1629.08    , array([ 15.5488    ,  0.113264   ,  5.97216e-25,  0.0156561  ])
5686    , -1629.22    , array([ 15.5488    ,  0.113151   ,  5.97813e-25,  0.0156561  ])
5687    , -1629.15    , array([ 15.5488    ,  0.113151   ,  5.97216e-25,  0.0156717  ])
5688    , -1451.41    , array([ 15.5488    ,  0.176844   ,  5.97216e-25,  0.0325579  ])
5689    , -1451.41    , array([ 15.5488    ,  0.176844   ,  5.97216e-25,  0.0325579  ])
5690    , -1451.41    , array([ 15.5643    ,  0.176844   ,  5.97216e-25,  0.0325579  ])
5691    , -1451.27    , array([ 15.5488    ,  0.177021   ,  5.97216e-25,  0.0325579  ])
5692    , -1451.41    , array([ 15.5488    ,  0.176844   ,  5.97813e-25,  0.0325579  ])
5693    , -1451.16    , array([ 15.5488    ,  0.176844   ,  5.97216e-25,  0.0325905  ])
5694    , -2539.18    , array([ 15.5488    ,  1.05517    ,  5.97216e-25,  0.608909   ])
5695    , -2539.18    , array([ 15.5488    ,  1.05517    ,  5.97216e-25,  0.608909   ])
5696    , -2539.18    , array([ 15.5643    ,  1.05517    ,  5.97216e-25,  0.608909   ])
5697    , -2543.07    , array([ 15.5488    ,  1.05622    ,  5.97216e-25,  0.608909   ])
5698    , -2539.18    , array([ 15.5488    ,  1.05517    ,  5.97813e-25,  0.608909   ])
5699    , -2539.16    , array([ 15.5488    ,  1.05517    ,  5.97216e-25,  0.609518   ])
5700    , -1021.15    , array([ 15.5488    ,  0.335276   ,  5.97216e-25,  0.0929307  ])
5701    , -1021.15    , array([ 15.5488    ,  0.335276   ,  5.97216e-25,  0.0929307  ])
