17917   , -2357.3     , array([ 0.0793362  ,  6.05272    ,  1.83236e-18,  0.00125659 ])
17918   , -2357.3     , array([ 0.0794155  ,  6.05272    ,  1.83236e-18,  0.00125659 ])
17919   , -2357.3     , array([ 0.0793362  ,  6.05877    ,  1.83236e-18,  0.00125659 ])
17920   , -2357.3     , array([ 0.0793362  ,  6.05272    ,  1.8342e-18 ,  0.00125659 ])
17921   , -2357.32    , array([ 0.0793362  ,  6.05272    ,  1.83236e-18,  0.00125785 ])
17922   , -2357.3     , array([ 0.0793362  ,  6.05272    ,  1.83236e-18,  0.00125659 ])
17923   , -2344.01    , array([ 0.0793362  ,  4.9763     ,  1.83236e-18,  0.00046653 ])
17924   , -2344.01    , array([ 0.0793362  ,  4.9763     ,  1.83236e-18,  0.00046653 ])
17925   , -2344.01    , array([ 0.0794155  ,  4.9763     ,  1.83236e-18,  0.00046653 ])
17926   , -2344.01    , array([ 0.0793362  ,  4.98128    ,  1.83236e-18,  0.00046653 ])
17927   , -2344.01    , array([ 0.0793362  ,  4.9763     ,  1.8342e-18 ,  0.00046653 ])
17928   , -2344.02    , array([ 0.0793362  ,  4.9763     ,  1.83236e-18,  0.000466997])
17929   , -2340.29    , array([ 0.0793362  ,  2.50708    ,  1.83236e-18,  0.000300713])
17930   , -2340.29    , array([ 0.0793362  ,  2.50708    ,  1.83236e-18,  0.000300713])
17931   , -2340.29    , array([ 0.0794155  ,  2.50708    ,  1.83236e-18,  0.000300713])
17932   , -2340.29    , array([ 0.0793362  ,  2.50959    ,  1.83236e-18,  0.000300713])
17933   , -2340.29    , array([ 0.0793362  ,  2.50708    ,  1.8342e-18 ,  0.000300713])
17934   , -2340.29    , array([ 0.0793362  ,  2.50708    ,  1.83236e-18,  0.000301014])
17935   , -2325.11    , array([ 0.0793362  ,  0.221434   ,  1.83236e-18,  0.000174783])
17936   , -2325.11    , array([ 0.0793362  ,  0.221434   ,  1.83236e-18,  0.000174783])
