29627   , -2336.8     , array([ 0.0182345  ,  0.00384128 ,  0.130847   ,  0.065316   ])
29628   , -2336.8     , array([ 0.0182527  ,  0.00384128 ,  0.130847   ,  0.065316   ])
29629   , -2336.8     , array([ 0.0182345  ,  0.00384513 ,  0.130847   ,  0.065316   ])
29630   , -2336.8     , array([ 0.0182345  ,  0.00384128 ,  0.130978   ,  0.065316   ])
29631   , -2336.8     , array([ 0.0182345  ,  0.00384128 ,  0.130847   ,  0.0653814  ])
29632   , -2336.8     , array([ 0.0182345  ,  0.00384128 ,  0.130847   ,  0.065316   ])
29633   , -2336.8     , array([ 0.0182754  ,  0.00393055 ,  0.130781   ,  0.0637527  ])
29634   , -2336.8     , array([ 0.0182754  ,  0.00393055 ,  0.130781   ,  0.0637527  ])
29635   , -2336.8     , array([ 0.0182937  ,  0.00393055 ,  0.130781   ,  0.0637527  ])
29636   , -2336.8     , array([ 0.0182754  ,  0.00393448 ,  0.130781   ,  0.0637527  ])
29637   , -2336.8     , array([ 0.0182754  ,  0.00393055 ,  0.130911   ,  0.0637527  ])
29638   , -2336.8     , array([ 0.0182754  ,  0.00393055 ,  0.130781   ,  0.0638164  ])
29639   , -2336.76    , array([ 0.0184398  ,  0.00430885 ,  0.130516   ,  0.0578646  ])
29640   , -2336.76    , array([ 0.0184398  ,  0.00430885 ,  0.130516   ,  0.0578646  ])
29641   , -2336.76    , array([ 0.0184583  ,  0.00430885 ,  0.130516   ,  0.0578646  ])
29642   , -2336.76    , array([ 0.0184398  ,  0.00431316 ,  0.130516   ,  0.0578646  ])
29643   , -2336.76    , array([ 0.0184398  ,  0.00430885 ,  0.130647   ,  0.0578646  ])
29644   , -2336.76    , array([ 0.0184398  ,  0.00430885 ,  0.130516   ,  0.0579224  ])
29645   , -2299.22    , array([ 0.0191127  ,  0.0062229  ,  0.129463   ,  0.0392708  ])
29646   , -2299.22    , array([ 0.0191127  ,  0.0062229  ,  0.129463   ,  0.0392708  ])
29647   , -2299.15    , array([ 0.0191318  ,  0.0062229  ,  0.129463   ,  0.0392708  ])
29648   , -2299.04    , array([ 0.0191127  ,  0.00622912 ,  0.129463   ,  0.0392708  ])
29649   , -2299.24    , array([ 0.0191127  ,  0.0062229  ,  0.129593   ,  0.0392708  ])
29650   , -2299.45    , array([ 0.0191127  ,  0.0062229  ,  0.129463   ,  0.0393101  ])
29651   , -2128.08    , array([ 0.0220585  ,  0.0270719  ,  0.125336   ,  0.00833104 ])
29652   , -2128.08    , array([ 0.0220585  ,  0.0270719  ,  0.125336   ,  0.00833104 ])
29653   , -2120.91    , array([ 0.0220806  ,  0.0270719  ,  0.125336   ,  0.00833104 ])
29654   , -2131.08    , array([ 0.0220585  ,  0.027099   ,  0.125336   ,  0.00833104 ])
29655   , -2132.61    , array([ 0.0220585  ,  0.0270719  ,  0.125461   ,  0.00833104 ])
29656   , -2128.53    , array([ 0.0220585  ,  0.0270719  ,  0.125336   ,  0.00833937 ])
29657   , -1922.18    , array([ 0.0196761  ,  0.00838318 ,  0.128616   ,  0.0286808  ])
29658   , -1922.18    , array([ 0.0196761  ,  0.00838318 ,  0.128616   ,  0.0286808  ])
