229010  , -79089      , array([ 3.33954    ,  55.1823    ,  5.245e-06  ,  3.39711e-87,  1.54643e-06])
229011  , -79089      , array([ 3.34288    ,  55.1823    ,  5.245e-06  ,  3.39711e-87,  1.54643e-06])
229012  , -79089      , array([ 3.33954    ,  55.2375    ,  5.245e-06  ,  3.39711e-87,  1.54643e-06])
229013  , -79089      , array([ 3.33954    ,  55.1823    ,  5.25024e-06,  3.39711e-87,  1.54643e-06])
229014  , -79089      , array([ 3.33954    ,  55.1823    ,  5.245e-06  ,  3.4005e-87 ,  1.54643e-06])
229015  , -79089      , array([ 3.33954    ,  55.1823    ,  5.245e-06  ,  3.39711e-87,  1.54798e-06])
229016  , -79089      , array([ 3.33954    ,  55.1823    ,  5.245e-06  ,  3.39711e-87,  1.54643e-06])
229017  , -79088.5    , array([ 2.30759    ,  53.3958    ,  5.24499e-06,  3.39711e-87,  2.37395e-06])
229018  , -79088.5    , array([ 2.30759    ,  53.3958    ,  5.24499e-06,  3.39711e-87,  2.37395e-06])
229019  , -79088.5    , array([ 2.3099     ,  53.3958    ,  5.24499e-06,  3.39711e-87,  2.37395e-06])
229020  , -79088.5    , array([ 2.30759    ,  53.4492    ,  5.24499e-06,  3.39711e-87,  2.37395e-06])
229021  , -79088.5    , array([ 2.30759    ,  53.3958    ,  5.25024e-06,  3.39711e-87,  2.37395e-06])
229022  , -79088.5    , array([ 2.30759    ,  53.3958    ,  5.24499e-06,  3.4005e-87 ,  2.37395e-06])
229023  , -79088.5    , array([ 2.30759    ,  53.3958    ,  5.24499e-06,  3.39711e-87,  2.37632e-06])
229024  , -79068.9    , array([ 0.526077   ,  46.8097    ,  5.24499e-06,  3.39711e-87,  1.31836e-05])
229025  , -79068.9    , array([ 0.526077   ,  46.8097    ,  5.24499e-06,  3.39711e-87,  1.31836e-05])
229026  , -79068.9    , array([ 0.526603   ,  46.8097    ,  5.24499e-06,  3.39711e-87,  1.31836e-05])
229027  , -79068.9    , array([ 0.526077   ,  46.8565    ,  5.24499e-06,  3.39711e-87,  1.31836e-05])
229028  , -79068.9    , array([ 0.526077   ,  46.8097    ,  5.25024e-06,  3.39711e-87,  1.31836e-05])
229029  , -79068.9    , array([ 0.526077   ,  46.8097    ,  5.24499e-06,  3.4005e-87 ,  1.31836e-05])
229030  , -79068.9    , array([ 0.526077   ,  46.8097    ,  5.24499e-06,  3.39711e-87,  1.31968e-05])
229031  , -534436     , array([ 0.00142105 ,  27.6471    ,  5.24499e-06,  3.39711e-87,  0.0125396  ])
229032  , -534436     , array([ 0.00142105 ,  27.6471    ,  5.24499e-06,  3.39711e-87,  0.0125396  ])
229033  , -534063     , array([ 0.00142248 ,  27.6471    ,  5.24499e-06,  3.39711e-87,  0.0125396  ])
229034  , -534436     , array([ 0.00142105 ,  27.6747    ,  5.24499e-06,  3.39711e-87,  0.0125396  ])
229035  , -534436     , array([ 0.00142105 ,  27.6471    ,  5.25024e-06,  3.39711e-87,  0.0125396  ])
229036  , -534436     , array([ 0.00142105 ,  27.6471    ,  5.24499e-06,  3.4005e-87 ,  0.0125396  ])
229037  , -534779     , array([ 0.00142105 ,  27.6471    ,  5.24499e-06,  3.39711e-87,  0.0125521  ])
229038  , -78265.8    , array([ 0.0936512  ,  40.142     ,  5.24499e-06,  3.39711e-87,  9.75356e-05])
229039  , -78265.8    , array([ 0.0936512  ,  40.142     ,  5.24499e-06,  3.39711e-87,  9.75356e-05])
229040  , -78266.6    , array([ 0.0937449  ,  40.142     ,  5.24499e-06,  3.39711e-87,  9.75356e-05])
229041  , -78265.8    , array([ 0.0936512  ,  40.1822    ,  5.24499e-06,  3.39711e-87,  9.75356e-05])
229042  , -78265.8    , array([ 0.0936512  ,  40.142     ,  5.25024e-06,  3.39711e-87,  9.75356e-05])
229043  , -78265.8    , array([ 0.0936512  ,  40.142     ,  5.24499e-06,  3.4005e-87 ,  9.75356e-05])
229044  , -78265      , array([ 0.0936512  ,  40.142     ,  5.24499e-06,  3.39711e-87,  9.76331e-05])
229045  , -55916.8    , array([ 0.00997652 ,  32.8857    ,  5.24499e-06,  3.39711e-87,  0.00130879 ])
229046  , -55916.8    , array([ 0.00997652 ,  32.8857    ,  5.24499e-06,  3.39711e-87,  0.00130879 ])
229047  , -55908.3    , array([ 0.0099865  ,  32.8857    ,  5.24499e-06,  3.39711e-87,  0.00130879 ])
229048  , -55916.9    , array([ 0.00997652 ,  32.9186    ,  5.24499e-06,  3.39711e-87,  0.00130879 ])
229049  , -55916.8    , array([ 0.00997652 ,  32.8857    ,  5.25024e-06,  3.39711e-87,  0.00130879 ])
229050  , -55916.8    , array([ 0.00997652 ,  32.8857    ,  5.24499e-06,  3.4005e-87 ,  0.00130879 ])
229051  , -55924.9    , array([ 0.00997652 ,  32.8857    ,  5.24499e-06,  3.39711e-87,  0.0013101  ])
229052  , -77832.6    , array([ 0.0766799  ,  39.4337    ,  5.24499e-06,  3.39711e-87,  0.000122984])
229053  , -77832.6    , array([ 0.0766799  ,  39.4337    ,  5.24499e-06,  3.39711e-87,  0.000122984])
229054  , -77833.8    , array([ 0.0767567  ,  39.4337    ,  5.24499e-06,  3.39711e-87,  0.000122984])
229055  , -77832.6    , array([ 0.0766799  ,  39.4732    ,  5.24499e-06,  3.39711e-87,  0.000122984])
229056  , -77832.6    , array([ 0.0766799  ,  39.4337    ,  5.25024e-06,  3.39711e-87,  0.000122984])
229057  , -77832.6    , array([ 0.0766799  ,  39.4337    ,  5.24499e-06,  3.4005e-87 ,  0.000122984])
229058  , -77831.4    , array([ 0.0766799  ,  39.4337    ,  5.24499e-06,  3.39711e-87,  0.000123107])
229059  , -55981.2    , array([ 0.0137561  ,  33.8399    ,  5.24499e-06,  3.39711e-87,  0.000901768])
229060  , -55981.2    , array([ 0.0137561  ,  33.8399    ,  5.24499e-06,  3.39711e-87,  0.000901768])
229061  , -55987.4    , array([ 0.0137699  ,  33.8399    ,  5.24499e-06,  3.39711e-87,  0.000901768])
229062  , -55981.2    , array([ 0.0137561  ,  33.8738    ,  5.24499e-06,  3.39711e-87,  0.000901768])
229063  , -55981.2    , array([ 0.0137561  ,  33.8399    ,  5.25024e-06,  3.39711e-87,  0.000901768])
229064  , -55981.2    , array([ 0.0137561  ,  33.8399    ,  5.24499e-06,  3.4005e-87 ,  0.000901768])
229065  , -55974.7    , array([ 0.0137561  ,  33.8399    ,  5.24499e-06,  3.39711e-87,  0.00090267 ])
229066  , -54669.4    , array([ 0.0115632  ,  33.3207    ,  5.24499e-06,  3.39711e-87,  0.00110292 ])
229067  , -54669.4    , array([ 0.0115632  ,  33.3207    ,  5.24499e-06,  3.39711e-87,  0.00110292 ])
229068  , -54669.3    , array([ 0.0115748  ,  33.3207    ,  5.24499e-06,  3.39711e-87,  0.00110292 ])
229069  , -54669.5    , array([ 0.0115632  ,  33.3541    ,  5.24499e-06,  3.39711e-87,  0.00110292 ])
