321733  , -54402.3    , array([ 0.0324977  ,  1.56048    ,  5.57452e-30,  0.00384363 ,  0.00226786 ])
321756  , -47928.3    , array([ 0.0624022  ,  0.60751    ,  5.57452e-30,  0.0038424  ,  0.00627403 ])
321757  , -47935.1    , array([ 0.0623398  ,  0.608117   ,  5.57452e-30,  0.0038424  ,  0.00627403 ])
321758  , -47930.1    , array([ 0.0623398  ,  0.60751    ,  5.58009e-30,  0.0038424  ,  0.00627403 ])
321759  , -47930.1    , array([ 0.0623398  ,  0.60751    ,  5.57452e-30,  0.00384624 ,  0.00627403 ])
321760  , -47925.5    , array([ 0.0623398  ,  0.60751    ,  5.57452e-30,  0.0038424  ,  0.00628031 ])
321761  , -295031     , array([ 1.43683    ,  0.0152464  ,  5.57452e-30,  0.00383756 ,  0.188302   ])
321762  , -295031     , array([ 1.43683    ,  0.0152464  ,  5.57452e-30,  0.00383756 ,  0.188302   ])
321763  , -295033     , array([ 1.43827    ,  0.0152464  ,  5.57452e-30,  0.00383756 ,  0.188302   ])
321764  , -294980     , array([ 1.43683    ,  0.0152616  ,  5.57452e-30,  0.00383756 ,  0.188302   ])
321765  , -295031     , array([ 1.43683    ,  0.0152464  ,  5.58009e-30,  0.00383756 ,  0.188302   ])
321766  , -294997     , array([ 1.43683    ,  0.0152464  ,  5.57452e-30,  0.0038414  ,  0.188302   ])
321767  , -295046     , array([ 1.43683    ,  0.0152464  ,  5.57452e-30,  0.00383756 ,  0.188491   ])
321768  , -46384.6    , array([ 0.0696706  ,  0.533144   ,  5.57452e-30,  0.00384223 ,  0.00707774 ])
321769  , -46384.6    , array([ 0.0696706  ,  0.533144   ,  5.57452e-30,  0.00384223 ,  0.00707774 ])
321770  , -46382.4    , array([ 0.0697403  ,  0.533144   ,  5.57452e-30,  0.00384223 ,  0.00707774 ])
321771  , -46390.7    , array([ 0.0696706  ,  0.533677   ,  5.57452e-30,  0.00384223 ,  0.00707774 ])
321772  , -46384.6    , array([ 0.0696706  ,  0.533144   ,  5.58009e-30,  0.00384223 ,  0.00707774 ])
321773  , -46384.6    , array([ 0.0696706  ,  0.533144   ,  5.57452e-30,  0.00384607 ,  0.00707774 ])
321774  , -46379.3    , array([ 0.0696706  ,  0.533144   ,  5.57452e-30,  0.00384223 ,  0.00708482 ])
321775  , -44361.1    , array([ 0.0785541  ,  0.463054   ,  5.57452e-30,  0.00384204 ,  0.0080612  ])
321776  , -44361.1    , array([ 0.0785541  ,  0.463054   ,  5.57452e-30,  0.00384204 ,  0.0080612  ])
321777  , -44358.3    , array([ 0.0786327  ,  0.463054   ,  5.57452e-30,  0.00384204 ,  0.0080612  ])
321778  , -44368.7    , array([ 0.0785541  ,  0.463517   ,  5.57452e-30,  0.00384204 ,  0.0080612  ])
321779  , -44361.1    , array([ 0.0785541  ,  0.463054   ,  5.58009e-30,  0.00384204 ,  0.0080612  ])
321780  , -44361.1    , array([ 0.0785541  ,  0.463054   ,  5.57452e-30,  0.00384589 ,  0.0080612  ])
321781  , -44354.8    , array([ 0.0785541  ,  0.463054   ,  5.57452e-30,  0.00384204 ,  0.00806926 ])
321782  , -7038.47    , array([ 0.33596    ,  0.0840232  ,  5.57452e-30,  0.0038398  ,  0.0389608  ])
321783  , -7038.47    , array([ 0.33596    ,  0.0840232  ,  5.57452e-30,  0.0038398  ,  0.0389608  ])
321784  , -7030.25    , array([ 0.336296   ,  0.0840232  ,  5.57452e-30,  0.0038398  ,  0.0389608  ])
321785  , -7032.01    , array([ 0.33596    ,  0.0841073  ,  5.57452e-30,  0.0038398  ,  0.0389608  ])
321786  , -7038.47    , array([ 0.33596    ,  0.0840232  ,  5.58009e-30,  0.0038398  ,  0.0389608  ])
321787  , -7038.47    , array([ 0.33596    ,  0.0840232  ,  5.57452e-30,  0.00384364 ,  0.0389608  ])
321788  , -7052.01    , array([ 0.33596    ,  0.0840232  ,  5.57452e-30,  0.0038398  ,  0.0389997  ])
321789  , -18900.7    , array([ 0.179515   ,  0.175418   ,  5.57452e-30,  0.00384077 ,  0.0197486  ])
321790  , -18900.7    , array([ 0.179515   ,  0.175418   ,  5.57452e-30,  0.00384077 ,  0.0197486  ])
321791  , -18892.2    , array([ 0.179695   ,  0.175418   ,  5.57452e-30,  0.00384077 ,  0.0197486  ])
321792  , -18916.9    , array([ 0.179515   ,  0.175594   ,  5.57452e-30,  0.00384077 ,  0.0197486  ])
321793  , -18900.7    , array([ 0.179515   ,  0.175418   ,  5.58009e-30,  0.00384077 ,  0.0197486  ])
321794  , -18900.7    , array([ 0.179515   ,  0.175418   ,  5.57452e-30,  0.00384461 ,  0.0197486  ])
321795  , -18891.3    , array([ 0.179515   ,  0.175418   ,  5.57452e-30,  0.00384077 ,  0.0197684  ])
321796  , -6338.52    , array([ 0.303832   ,  0.0945519  ,  5.57452e-30,  0.00383996 ,  0.0349381  ])
321797  , -6338.52    , array([ 0.303832   ,  0.0945519  ,  5.57452e-30,  0.00383996 ,  0.0349381  ])
321798  , -6329.74    , array([ 0.304136   ,  0.0945519  ,  5.57452e-30,  0.00383996 ,  0.0349381  ])
321799  , -6338.19    , array([ 0.303832   ,  0.0946465  ,  5.57452e-30,  0.00383996 ,  0.0349381  ])
321800  , -6338.52    , array([ 0.303832   ,  0.0945519  ,  5.58009e-30,  0.00383996 ,  0.0349381  ])
321801  , -6338.52    , array([ 0.303832   ,  0.0945519  ,  5.57452e-30,  0.0038438  ,  0.0349381  ])
321802  , -6346.45    , array([ 0.303832   ,  0.0945519  ,  5.57452e-30,  0.00383996 ,  0.0349731  ])
321810  , -6323.1     , array([ 0.309475   ,  0.0963141  ,  5.57452e-30,  0.00384023 ,  0.0356172  ])
321811  , -6323.1     , array([ 0.309475   ,  0.0963141  ,  5.57452e-30,  0.00384023 ,  0.0356172  ])
321812  , -6314.34    , array([ 0.309784   ,  0.0963141  ,  5.57452e-30,  0.00384023 ,  0.0356172  ])
321813  , -6322.76    , array([ 0.309475   ,  0.0964105  ,  5.57452e-30,  0.00384023 ,  0.0356172  ])
321814  , -6323.1     , array([ 0.309475   ,  0.0963141  ,  5.58009e-30,  0.00384023 ,  0.0356172  ])
321815  , -6323.09    , array([ 0.309475   ,  0.0963141  ,  5.57452e-30,  0.00384407 ,  0.0356172  ])
321816  , -6331.04    , array([ 0.309475   ,  0.0963141  ,  5.57452e-30,  0.00384023 ,  0.0356529  ])
321817  , -6301.54    , array([ 0.3178     ,  0.0989141  ,  5.57452e-30,  0.00384062 ,  0.0366202  ])
321818  , -6301.54    , array([ 0.3178     ,  0.0989141  ,  5.57452e-30,  0.00384062 ,  0.0366202  ])
321819  , -6292.81    , array([ 0.318118   ,  0.0989141  ,  5.57452e-30,  0.00384062 ,  0.0366202  ])
321820  , -6301.18    , array([ 0.3178     ,  0.0990131  ,  5.57452e-30,  0.00384062 ,  0.0366202  ])
321821  , -6301.54    , array([ 0.3178     ,  0.0989141  ,  5.58009e-30,  0.00384062 ,  0.0366202  ])
321822  , -6301.53    , array([ 0.3178     ,  0.0989141  ,  5.57452e-30,  0.00384446 ,  0.0366202  ])
321823  , -6309.49    , array([ 0.3178     ,  0.0989141  ,  5.57452e-30,  0.00384062 ,  0.0366569  ])
321831  , -6298.12    , array([ 0.31917    ,  0.0993422  ,  5.57452e-30,  0.00384068 ,  0.0367855  ])
321832  , -6298.12    , array([ 0.31917    ,  0.0993422  ,  5.57452e-30,  0.00384068 ,  0.0367855  ])
321833  , -6289.4     , array([ 0.31949    ,  0.0993422  ,  5.57452e-30,  0.00384068 ,  0.0367855  ])
321834  , -6297.76    , array([ 0.31917    ,  0.0994416  ,  5.57452e-30,  0.00384068 ,  0.0367855  ])
321835  , -6298.12    , array([ 0.31917    ,  0.0993422  ,  5.58009e-30,  0.00384068 ,  0.0367855  ])
321836  , -6298.12    , array([ 0.31917    ,  0.0993422  ,  5.57452e-30,  0.00384452 ,  0.0367855  ])
321837  , -6306.08    , array([ 0.31917    ,  0.0993422  ,  5.57452e-30,  0.00384068 ,  0.0368223  ])
321838  , -6293.29    , array([ 0.321136   ,  0.0999562  ,  5.57452e-30,  0.00384077 ,  0.0370226  ])
321839  , -6293.29    , array([ 0.321136   ,  0.0999562  ,  5.57452e-30,  0.00384077 ,  0.0370226  ])
321840  , -6284.58    , array([ 0.321458   ,  0.0999562  ,  5.57452e-30,  0.00384077 ,  0.0370226  ])
321841  , -6292.93    , array([ 0.321136   ,  0.100056   ,  5.57452e-30,  0.00384077 ,  0.0370226  ])
321842  , -6293.29    , array([ 0.321136   ,  0.0999562  ,  5.58009e-30,  0.00384077 ,  0.0370226  ])
321843  , -6293.29    , array([ 0.321136   ,  0.0999562  ,  5.57452e-30,  0.00384461 ,  0.0370226  ])
321844  , -6301.25    , array([ 0.321136   ,  0.0999562  ,  5.57452e-30,  0.00384077 ,  0.0370596  ])
321852  , -6292.46    , array([ 0.321476   ,  0.100062   ,  5.57452e-30,  0.00384079 ,  0.0370635  ])
321853  , -6292.46    , array([ 0.321476   ,  0.100062   ,  5.57452e-30,  0.00384079 ,  0.0370635  ])
321854  , -6283.75    , array([ 0.321798   ,  0.100062   ,  5.57452e-30,  0.00384079 ,  0.0370635  ])
321855  , -6292.1     , array([ 0.321476   ,  0.100162   ,  5.57452e-30,  0.00384079 ,  0.0370635  ])
321856  , -6292.46    , array([ 0.321476   ,  0.100062   ,  5.58009e-30,  0.00384079 ,  0.0370635  ])
321857  , -6292.46    , array([ 0.321476   ,  0.100062   ,  5.57452e-30,  0.00384463 ,  0.0370635  ])
321858  , -6300.42    , array([ 0.321476   ,  0.100062   ,  5.57452e-30,  0.00384079 ,  0.0371006  ])
321859  , -6291.29    , array([ 0.32196    ,  0.100213   ,  5.57452e-30,  0.00384081 ,  0.0371219  ])
321860  , -6291.29    , array([ 0.32196    ,  0.100213   ,  5.57452e-30,  0.00384081 ,  0.0371219  ])
321861  , -6282.58    , array([ 0.322282   ,  0.100213   ,  5.57452e-30,  0.00384081 ,  0.0371219  ])
321862  , -6290.92    , array([ 0.32196    ,  0.100314   ,  5.57452e-30,  0.00384081 ,  0.0371219  ])
321863  , -6291.29    , array([ 0.32196    ,  0.100213   ,  5.58009e-30,  0.00384081 ,  0.0371219  ])
321864  , -6291.29    , array([ 0.32196    ,  0.100213   ,  5.57452e-30,  0.00384465 ,  0.0371219  ])
321865  , -6299.25    , array([ 0.32196    ,  0.100213   ,  5.57452e-30,  0.00384081 ,  0.037159   ])
321873  , -6291.08    , array([ 0.322044   ,  0.10024    ,  5.57452e-30,  0.00384081 ,  0.0371321  ])
321874  , -6291.08    , array([ 0.322044   ,  0.10024    ,  5.57452e-30,  0.00384081 ,  0.0371321  ])
321875  , -6282.37    , array([ 0.322367   ,  0.10024    ,  5.57452e-30,  0.00384081 ,  0.0371321  ])
321876  , -6290.72    , array([ 0.322044   ,  0.10034    ,  5.57452e-30,  0.00384081 ,  0.0371321  ])
321877  , -6291.08    , array([ 0.322044   ,  0.10024    ,  5.58009e-30,  0.00384081 ,  0.0371321  ])
321878  , -6291.08    , array([ 0.322044   ,  0.10024    ,  5.57452e-30,  0.00384465 ,  0.0371321  ])
321879  , -6299.05    , array([ 0.322044   ,  0.10024    ,  5.57452e-30,  0.00384081 ,  0.0371692  ])
321880  , -6290.79    , array([ 0.322165   ,  0.100278   ,  5.57452e-30,  0.00384082 ,  0.0371466  ])
321881  , -6290.79    , array([ 0.322165   ,  0.100278   ,  5.57452e-30,  0.00384082 ,  0.0371466  ])
321882  , -6282.08    , array([ 0.322487   ,  0.100278   ,  5.57452e-30,  0.00384082 ,  0.0371466  ])
321883  , -6290.43    , array([ 0.322165   ,  0.100378   ,  5.57452e-30,  0.00384082 ,  0.0371466  ])
321884  , -6290.79    , array([ 0.322165   ,  0.100278   ,  5.58009e-30,  0.00384082 ,  0.0371466  ])
321885  , -6290.79    , array([ 0.322165   ,  0.100278   ,  5.57452e-30,  0.00384466 ,  0.0371466  ])
321886  , -6298.76    , array([ 0.322165   ,  0.100278   ,  5.57452e-30,  0.00384082 ,  0.0371838  ])
321894  , -6290.74    , array([ 0.322186   ,  0.100284   ,  5.57452e-30,  0.00384082 ,  0.0371492  ])
321895  , -6290.74    , array([ 0.322186   ,  0.100284   ,  5.57452e-30,  0.00384082 ,  0.0371492  ])
321896  , -6282.03    , array([ 0.322508   ,  0.100284   ,  5.57452e-30,  0.00384082 ,  0.0371492  ])
321897  , -6290.38    , array([ 0.322186   ,  0.100384   ,  5.57452e-30,  0.00384082 ,  0.0371492  ])
321898  , -6290.74    , array([ 0.322186   ,  0.100284   ,  5.58009e-30,  0.00384082 ,  0.0371492  ])
321899  , -6290.74    , array([ 0.322186   ,  0.100284   ,  5.57452e-30,  0.00384466 ,  0.0371492  ])
321900  , -6298.7     , array([ 0.322186   ,  0.100284   ,  5.57452e-30,  0.00384082 ,  0.0371863  ])
321901  , -6290.67    , array([ 0.322216   ,  0.100294   ,  5.57452e-30,  0.00384082 ,  0.0371528  ])
321902  , -6290.67    , array([ 0.322216   ,  0.100294   ,  5.57452e-30,  0.00384082 ,  0.0371528  ])
321903  , -6281.96    , array([ 0.322539   ,  0.100294   ,  5.57452e-30,  0.00384082 ,  0.0371528  ])
321904  , -6290.3     , array([ 0.322216   ,  0.100394   ,  5.57452e-30,  0.00384082 ,  0.0371528  ])
321905  , -6290.67    , array([ 0.322216   ,  0.100294   ,  5.58009e-30,  0.00384082 ,  0.0371528  ])
321906  , -6290.67    , array([ 0.322216   ,  0.100294   ,  5.57452e-30,  0.00384466 ,  0.0371528  ])
321907  , -6298.63    , array([ 0.322216   ,  0.100294   ,  5.57452e-30,  0.00384082 ,  0.03719    ])
321908  , -55810.7    , array([ 12.2942    ,  3.87518    ,  5.57452e-30,  0.00389468 ,  1.6771     ])
321909  , -55810.7    , array([ 12.2942    ,  3.87518    ,  5.57452e-30,  0.00389468 ,  1.6771     ])
321910  , -55813.5    , array([ 12.3065    ,  3.87518    ,  5.57452e-30,  0.00389468 ,  1.6771     ])
321911  , -55810.2    , array([ 12.2942    ,  3.87905    ,  5.57452e-30,  0.00389468 ,  1.6771     ])
321912  , -55810.7    , array([ 12.2942    ,  3.87518    ,  5.58009e-30,  0.00389468 ,  1.6771     ])
321913  , -55810.1    , array([ 12.2942    ,  3.87518    ,  5.57452e-30,  0.00389857 ,  1.6771     ])
321914  , -55839.2    , array([ 12.2942    ,  3.87518    ,  5.57452e-30,  0.00389468 ,  1.67878    ])
321915  , -6212.34    , array([ 0.360571   ,  0.112276   ,  5.57452e-30,  0.00384247 ,  0.0417917  ])
321916  , -6212.34    , array([ 0.360571   ,  0.112276   ,  5.57452e-30,  0.00384247 ,  0.0417917  ])
321917  , -6203.79    , array([ 0.360932   ,  0.112276   ,  5.57452e-30,  0.00384247 ,  0.0417917  ])
321918  , -6211.9     , array([ 0.360571   ,  0.112388   ,  5.57452e-30,  0.00384247 ,  0.0417917  ])
321919  , -6212.34    , array([ 0.360571   ,  0.112276   ,  5.58009e-30,  0.00384247 ,  0.0417917  ])
321920  , -6212.34    , array([ 0.360571   ,  0.112276   ,  5.57452e-30,  0.00384632 ,  0.0417917  ])
321921  , -6220.39    , array([ 0.360571   ,  0.112276   ,  5.57452e-30,  0.00384247 ,  0.0418335  ])
321922  , -6268.66    , array([ 0.401828   ,  0.144867   ,  5.57452e-30,  0.00431138 ,  0.0460635  ])
321923  , -6268.66    , array([ 0.401828   ,  0.144867   ,  5.57452e-30,  0.00431138 ,  0.0460635  ])
321924  , -6260.25    , array([ 0.40223    ,  0.144867   ,  5.57452e-30,  0.00431138 ,  0.0460635  ])
321925  , -6272       , array([ 0.401828   ,  0.145012   ,  5.57452e-30,  0.00431138 ,  0.0460635  ])
321926  , -6268.66    , array([ 0.401828   ,  0.144867   ,  5.58009e-30,  0.00431138 ,  0.0460635  ])
321927  , -6268.66    , array([ 0.401828   ,  0.144867   ,  5.57452e-30,  0.00431569 ,  0.0460635  ])
321928  , -6273.07    , array([ 0.401828   ,  0.144867   ,  5.57452e-30,  0.00431138 ,  0.0461095  ])
321929  , -6159.98    , array([ 0.376902   ,  0.124607   ,  5.57452e-30,  0.0040277  ,  0.0434883  ])
321930  , -6159.98    , array([ 0.376902   ,  0.124607   ,  5.57452e-30,  0.0040277  ,  0.0434883  ])
321931  , -6151.47    , array([ 0.377279   ,  0.124607   ,  5.57452e-30,  0.0040277  ,  0.0434883  ])
321932  , -6161.14    , array([ 0.376902   ,  0.124732   ,  5.57452e-30,  0.0040277  ,  0.0434883  ])
321933  , -6159.98    , array([ 0.376902   ,  0.124607   ,  5.58009e-30,  0.0040277  ,  0.0434883  ])
321934  , -6159.98    , array([ 0.376902   ,  0.124607   ,  5.57452e-30,  0.00403173 ,  0.0434883  ])
321935  , -6166.49    , array([ 0.376902   ,  0.124607   ,  5.57452e-30,  0.0040277  ,  0.0435318  ])
321936  , -6055.03    , array([ 0.38339    ,  0.12518    ,  5.57452e-30,  0.0043349  ,  0.0437173  ])
321937  , -6055.03    , array([ 0.38339    ,  0.12518    ,  5.57452e-30,  0.0043349  ,  0.0437173  ])
321938  , -6046.68    , array([ 0.383773   ,  0.12518    ,  5.57452e-30,  0.0043349  ,  0.0437173  ])
321939  , -6056.16    , array([ 0.38339    ,  0.125306   ,  5.57452e-30,  0.0043349  ,  0.0437173  ])
321940  , -6055.03    , array([ 0.38339    ,  0.12518    ,  5.58009e-30,  0.0043349  ,  0.0437173  ])
321941  , -6055.03    , array([ 0.38339    ,  0.12518    ,  5.57452e-30,  0.00433923 ,  0.0437173  ])
321942  , -6061.44    , array([ 0.38339    ,  0.12518    ,  5.57452e-30,  0.0043349  ,  0.0437611  ])
321943  , -5656.16    , array([ 0.410476   ,  0.127501   ,  5.57452e-30,  0.00581654 ,  0.0446455  ])
321944  , -5656.16    , array([ 0.410476   ,  0.127501   ,  5.57452e-30,  0.00581654 ,  0.0446455  ])
321945  , -5648.45    , array([ 0.410886   ,  0.127501   ,  5.57452e-30,  0.00581654 ,  0.0446455  ])
321946  , -5657.18    , array([ 0.410476   ,  0.127628   ,  5.57452e-30,  0.00581654 ,  0.0446455  ])
321947  , -5656.16    , array([ 0.410476   ,  0.127501   ,  5.58009e-30,  0.00581654 ,  0.0446455  ])
321948  , -5656.16    , array([ 0.410476   ,  0.127501   ,  5.57452e-30,  0.00582236 ,  0.0446455  ])
321949  , -5662.19    , array([ 0.410476   ,  0.127501   ,  5.57452e-30,  0.00581654 ,  0.0446902  ])
321950  , -4368.72    , array([ 0.539356   ,  0.13722    ,  5.57452e-30,  0.0188543  ,  0.0485598  ])
321951  , -4368.72    , array([ 0.539356   ,  0.13722    ,  5.57452e-30,  0.0188543  ,  0.0485598  ])
321952  , -4363.23    , array([ 0.539896   ,  0.13722    ,  5.57452e-30,  0.0188543  ,  0.0485598  ])
321953  , -4369.37    , array([ 0.539356   ,  0.137357   ,  5.57452e-30,  0.0188543  ,  0.0485598  ])
321954  , -4368.72    , array([ 0.539356   ,  0.13722    ,  5.58009e-30,  0.0188543  ,  0.0485598  ])
321955  , -4368.71    , array([ 0.539356   ,  0.13722    ,  5.57452e-30,  0.0188731  ,  0.0485598  ])
321956  , -4373.44    , array([ 0.539356   ,  0.13722    ,  5.57452e-30,  0.0188543  ,  0.0486084  ])
321964  , -4368.7     , array([ 0.539356   ,  0.137219   ,  5.57452e-30,  0.0188557  ,  0.0485596  ])
321965  , -4368.7     , array([ 0.539356   ,  0.137219   ,  5.57452e-30,  0.0188557  ,  0.0485596  ])
321966  , -4363.21    , array([ 0.539896   ,  0.137219   ,  5.57452e-30,  0.0188557  ,  0.0485596  ])
321967  , -4369.35    , array([ 0.539356   ,  0.137356   ,  5.57452e-30,  0.0188557  ,  0.0485596  ])
321968  , -4368.7     , array([ 0.539356   ,  0.137219   ,  5.58009e-30,  0.0188557  ,  0.0485596  ])
321969  , -4368.69    , array([ 0.539356   ,  0.137219   ,  5.57452e-30,  0.0188745  ,  0.0485596  ])
321970  , -4373.42    , array([ 0.539356   ,  0.137219   ,  5.57452e-30,  0.0188557  ,  0.0486082  ])
321978  , -4368.69    , array([ 0.539356   ,  0.137219   ,  5.57452e-30,  0.0188563  ,  0.0485595  ])
321979  , -4368.69    , array([ 0.539356   ,  0.137219   ,  5.57452e-30,  0.0188563  ,  0.0485595  ])
321980  , -4363.2     , array([ 0.539896   ,  0.137219   ,  5.57452e-30,  0.0188563  ,  0.0485595  ])
321981  , -4369.34    , array([ 0.539356   ,  0.137356   ,  5.57452e-30,  0.0188563  ,  0.0485595  ])
321982  , -4368.69    , array([ 0.539356   ,  0.137219   ,  5.58009e-30,  0.0188563  ,  0.0485595  ])
321983  , -4368.68    , array([ 0.539356   ,  0.137219   ,  5.57452e-30,  0.0188752  ,  0.0485595  ])
321984  , -4373.41    , array([ 0.539356   ,  0.137219   ,  5.57452e-30,  0.0188563  ,  0.0486081  ])
321985  , -3849.01    , array([ 0.529613   ,  0.102131   ,  5.57452e-30,  5.05932    ,  0.0360534  ])
321986  , -3849.01    , array([ 0.529613   ,  0.102131   ,  5.57452e-30,  5.05932    ,  0.0360534  ])
321987  , -3845.77    , array([ 0.530143   ,  0.102131   ,  5.57452e-30,  5.05932    ,  0.0360534  ])
321988  , -3855.75    , array([ 0.529613   ,  0.102233   ,  5.57452e-30,  5.05932    ,  0.0360534  ])
321989  , -3849.01    , array([ 0.529613   ,  0.102131   ,  5.58009e-30,  5.05932    ,  0.0360534  ])
321990  , -3850.55    , array([ 0.529613   ,  0.102131   ,  5.57452e-30,  5.06438    ,  0.0360534  ])
321991  , -3846.57    , array([ 0.529613   ,  0.102131   ,  5.57452e-30,  5.05932    ,  0.0360895  ])
321992  , -4115.51    , array([ 0.53767    ,  0.130434   ,  5.57452e-30,  0.0492584  ,  0.0461389  ])
321993  , -4115.51    , array([ 0.53767    ,  0.130434   ,  5.57452e-30,  0.0492584  ,  0.0461389  ])
321994  , -4110.39    , array([ 0.538208   ,  0.130434   ,  5.57452e-30,  0.0492584  ,  0.0461389  ])
321995  , -4116.19    , array([ 0.53767    ,  0.130564   ,  5.57452e-30,  0.0492584  ,  0.0461389  ])
321996  , -4115.51    , array([ 0.53767    ,  0.130434   ,  5.58009e-30,  0.0492584  ,  0.0461389  ])
321997  , -4115.5     , array([ 0.53767    ,  0.130434   ,  5.57452e-30,  0.0493077  ,  0.0461389  ])
321998  , -4119.8     , array([ 0.53767    ,  0.130434   ,  5.57452e-30,  0.0492584  ,  0.0461851  ])
321999  , -3389.8     , array([ 0.532312   ,  0.110898   ,  5.57452e-30,  1.0636     ,  0.0391755  ])
322000  , -3389.8     , array([ 0.532312   ,  0.110898   ,  5.57452e-30,  1.0636     ,  0.0391755  ])
322001  , -3385.84    , array([ 0.532845   ,  0.110898   ,  5.57452e-30,  1.0636     ,  0.0391755  ])
322002  , -3392.02    , array([ 0.532312   ,  0.111009   ,  5.57452e-30,  1.0636     ,  0.0391755  ])
322003  , -3389.8     , array([ 0.532312   ,  0.110898   ,  5.58009e-30,  1.0636     ,  0.0391755  ])
322004  , -3389.82    , array([ 0.532312   ,  0.110898   ,  5.57452e-30,  1.06466    ,  0.0391755  ])
322005  , -3391.22    , array([ 0.532312   ,  0.110898   ,  5.57452e-30,  1.0636     ,  0.0392147  ])
322006  , -2400.59    , array([ 0.600473   ,  0.0744473  ,  5.57452e-30,  5.16429e-06,  0.0287567  ])
322007  , -2400.59    , array([ 0.600473   ,  0.0744473  ,  5.57452e-30,  5.16429e-06,  0.0287567  ])
322008  , -2398.64    , array([ 0.601074   ,  0.0744473  ,  5.57452e-30,  5.16429e-06,  0.0287567  ])
322009  , -2398.27    , array([ 0.600473   ,  0.0745218  ,  5.57452e-30,  5.16429e-06,  0.0287567  ])
322010  , -2400.59    , array([ 0.600473   ,  0.0744473  ,  5.58009e-30,  5.16429e-06,  0.0287567  ])
322011  , -2400.59    , array([ 0.600473   ,  0.0744473  ,  5.57452e-30,  5.16945e-06,  0.0287567  ])
322012  , -2404.46    , array([ 0.600473   ,  0.0744473  ,  5.57452e-30,  5.16429e-06,  0.0287855  ])
322013  , -1858.34    , array([ 0.82003    ,  0.0780425  ,  5.57452e-30,  1.40733e-10,  0.0281213  ])
322014  , -1858.34    , array([ 0.82003    ,  0.0780425  ,  5.57452e-30,  1.40733e-10,  0.0281213  ])
322015  , -1857.47    , array([ 0.820851   ,  0.0780425  ,  5.57452e-30,  1.40733e-10,  0.0281213  ])
322016  , -1858.06    , array([ 0.82003    ,  0.0781205  ,  5.57452e-30,  1.40733e-10,  0.0281213  ])
322017  , -1858.34    , array([ 0.82003    ,  0.0780425  ,  5.58009e-30,  1.40733e-10,  0.0281213  ])
322018  , -1858.34    , array([ 0.82003    ,  0.0780425  ,  5.57452e-30,  1.40874e-10,  0.0281213  ])
322019  , -1859.38    , array([ 0.82003    ,  0.0780425  ,  5.57452e-30,  1.40733e-10,  0.0281494  ])
322020  , -1703.89    , array([ 1.01453    ,  0.0759368  ,  5.57452e-30,  2.32665e-13,  0.0268103  ])
