Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1982.89	3975.78	1281.67	9049.81	2.2056,0.1629,1.396,5.2709,30.0
our_model	Round_1_Replicate_2	-1428.75	2867.5	231.85	19278.62	1.6038,0.0972,3.6159,2.5994,0.0465
our_model	Round_1_Replicate_3	-1457.26	2924.52	298.07	19917.85	0.9321,0.1378,5.8168,0.4417,0.0599
our_model	Round_1_Replicate_4	-2095.14	4200.28	1510.48	4277.31	4.446,0.4859,0.6368,1.7084,30.0
our_model	Round_1_Replicate_5	-1314.52	2639.04	7.17	19960.45	0.9965,0.1072,5.0844,2.0776,0.0529
our_model	Round_1_Replicate_6	-1358.49	2726.98	95.73	20245.08	0.856,0.1146,5.8219,1.362,0.0539
our_model	Round_1_Replicate_7	-2039.95	4089.9	1403.18	3170.56	6.1314,0.5802,0.4736,1.4504,30.0
our_model	Round_1_Replicate_8	-1408.28	2826.56	192.43	19344.02	1.5276,0.0955,3.6275,2.8038,0.0457
our_model	Round_1_Replicate_9	-1350.22	2710.44	77.85	20139.13	0.9922,0.0794,4.8066,4.6241,0.0423
our_model	Round_1_Replicate_10	-1374.14	2758.28	129.72	20005.97	0.9763,0.1136,5.6185,0.6494,0.0493
our_model	Round_2_Replicate_1	-1779.94	3569.88	1033.81	20407.91	0.9733,0.0259,0.0109,10.4418,0.011
our_model	Round_2_Replicate_2	-1314.72	2639.44	7.61	19985.14	0.9903,0.1059,5.1271,2.0173,0.0516
our_model	Round_2_Replicate_3	-1313.65	2637.3	5.47	20025.07	0.9997,0.1,5.1647,2.1282,0.0486
our_model	Round_2_Replicate_4	-1379.49	2768.98	138.61	20444.49	0.7829,0.1065,5.6065,2.4579,0.054
our_model	Round_2_Replicate_5	-1468.25	2946.5	329.63	20245.91	1.0093,0.0554,3.8163,4.4589,0.0245
our_model	Round_2_Replicate_6	-1389.64	2789.28	159.57	20177.19	1.0162,0.067,4.3722,5.2667,0.0345
our_model	Round_2_Replicate_7	-1326.58	2663.16	31.4	20225.32	0.8896,0.096,5.1978,2.4605,0.0466
our_model	Round_2_Replicate_8	-1371.48	2752.96	122.38	20337.67	0.8782,0.0744,4.7923,3.4639,0.0351
our_model	Round_2_Replicate_9	-1323.16	2656.32	24.69	20029.31	1.0316,0.0864,4.6935,3.0812,0.0424
our_model	Round_2_Replicate_10	-1439.6	2889.2	266.21	20235.61	0.9975,0.0583,3.93,4.9775,0.0269
our_model	Round_3_Replicate_1	-1510.14	3030.28	420.13	19918.02	1.5066,0.0532,3.1194,5.1613,0.0239
our_model	Round_3_Replicate_2	-1359.82	2729.64	99.87	20050.72	1.0729,0.0739,4.2348,3.5663,0.0352
our_model	Round_3_Replicate_3	-1315.55	2641.1	9.27	20100.59	0.9457,0.1032,5.3165,2.1382,0.0506
our_model	Round_3_Replicate_4	-1313.82	2637.64	5.8	19994.83	1.0238,0.0944,4.8541,2.5407,0.0462
our_model	Round_3_Replicate_5	-1532.12	3074.24	465.16	20219.77	1.0635,0.0477,2.955,5.5023,0.0207
our_model	Round_3_Replicate_6	-1311.73	2633.46	1.61	20006.94	0.9955,0.1026,5.1555,2.389,0.0515
our_model	Round_3_Replicate_7	-1318.9	2647.8	16.06	20064.79	1.0021,0.0888,4.8266,2.9937,0.044
our_model	Round_3_Replicate_8	-1374.3	2758.6	130.19	20097.54	0.926,0.1273,6.0976,1.459,0.0647
our_model	Round_3_Replicate_9	-1311.69	2633.38	1.51	19972.7	1.0098,0.099,4.8406,2.4524,0.0487
our_model	Round_3_Replicate_10	-1317.68	2645.36	13.45	19992.7	0.9755,0.1101,5.1994,2.0454,0.0554
our_model	Round_4_Replicate_1	-1312.0	2634.0	2.15	20014.46	1.0074,0.0961,4.9582,2.5912,0.0475
our_model	Round_4_Replicate_2	-1361.07	2732.14	101.7	20249.16	0.9514,0.0735,4.7916,4.3109,0.0372
our_model	Round_4_Replicate_3	-1311.21	2632.42	0.56	20014.55	0.9984,0.098,4.9784,2.6263,0.0491
our_model	Round_4_Replicate_4	-1332.7	2675.4	43.48	20111.81	0.9765,0.0833,4.6027,3.4288,0.0408
our_model	Round_4_Replicate_5	-1325.42	2660.84	28.77	19774.44	1.0682,0.1087,4.7374,2.7295,0.0568
our_model	Round_4_Replicate_6	-1314.7	2639.4	7.57	20050.18	0.991,0.0952,4.9716,2.335,0.0459
our_model	Round_4_Replicate_7	-1317.08	2644.16	12.29	19848.62	1.0602,0.106,4.9434,2.4413,0.0536
our_model	Round_4_Replicate_8	-1317.6	2645.2	13.45	19984.52	1.0361,0.0947,4.8761,2.2071,0.0453
