151578  , -79089.4    , array([ 6.95146    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151579  , -79089.4    , array([ 6.95146    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151580  , -79089.4    , array([ 7.95146    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151581  , -79089.4    , array([ 9.56949    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151582  , -79089.4    , array([ 7.95146    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151583  , -79089.4    , array([ 8.56949    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151584  , -79089.4    , array([ 8.95146    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151585  , -79089.4    , array([ 9.18752    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151586  , -79089.4    , array([ 9.33342    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151587  , -79089.4    , array([ 9.42359    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151588  , -79089.4    , array([ 9.47932    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151589  , -79089.4    , array([ 9.51376    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151590  , -79089.4    , array([ 9.53939    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151591  , -79089.4    , array([ 9.53939    ,  0.037049   ,  0.855809   ,  0.724192   ,  1.21274e-37])
151592  , -79089.4    , array([ 9.53939    ,  1.03705    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151593  , -79089.4    , array([ 9.53939    ,  2.65508    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151594  , -79089.4    , array([ 9.53939    ,  1.03705    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151595  , -79089.4    , array([ 9.53939    ,  1.65508    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151596  , -79089.4    , array([ 9.53939    ,  2.03705    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151597  , -79089.4    , array([ 9.53939    ,  2.27312    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151598  , -79089.4    , array([ 9.53939    ,  2.41902    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151599  , -79089.4    , array([ 9.53939    ,  2.50918    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151600  , -79089.4    , array([ 9.53939    ,  2.56491    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151601  , -79089.4    , array([ 9.53939    ,  2.59935    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151602  , -79089.4    , array([ 9.53939    ,  2.62498    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151603  , -79089.4    , array([ 9.53939    ,  2.62498    ,  0.855809   ,  0.724192   ,  1.21274e-37])
151604  , -79089.4    , array([ 9.53939    ,  2.62498    ,  1.85581    ,  0.724192   ,  1.21274e-37])
151605  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.47384    ,  0.724192   ,  1.21274e-37])
151606  , -79089.4    , array([ 9.53939    ,  2.62498    ,  1.85581    ,  0.724192   ,  1.21274e-37])
151607  , -79089.4    , array([ 9.53939    ,  2.62498    ,  2.47384    ,  0.724192   ,  1.21274e-37])
151608  , -79089.4    , array([ 9.53939    ,  2.62498    ,  2.85581    ,  0.724192   ,  1.21274e-37])
151609  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.09188    ,  0.724192   ,  1.21274e-37])
151610  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.23778    ,  0.724192   ,  1.21274e-37])
151611  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.32795    ,  0.724192   ,  1.21274e-37])
151612  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.38367    ,  0.724192   ,  1.21274e-37])
151613  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.41812    ,  0.724192   ,  1.21274e-37])
151614  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  0.724192   ,  1.21274e-37])
151615  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  0.724192   ,  1.21274e-37])
151616  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  1.72419    ,  1.21274e-37])
151617  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  3.34223    ,  1.21274e-37])
151618  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  1.72419    ,  1.21274e-37])
151619  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  2.34223    ,  1.21274e-37])
151620  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  2.72419    ,  1.21274e-37])
151621  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  2.96026    ,  1.21274e-37])
151622  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  3.10616    ,  1.21274e-37])
151623  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  3.19633    ,  1.21274e-37])
151624  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  3.25206    ,  1.21274e-37])
151625  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  3.2865     ,  1.21274e-37])
151626  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  3.31212    ,  1.21274e-37])
151627  , -79089.4    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  3.31212    ,  1.21274e-37])
151628  , -71849.8    , array([ 9.53939    ,  2.62498    ,  3.44374    ,  3.31212    ,  1          ])
