15263   , -2336.86    , array([ 21.0467    ,  3.12845    ,  2.1956e-58 ,  4.5994e-06 ])
15264   , -2336.86    , array([ 21.0678    ,  3.12845    ,  2.1956e-58 ,  4.5994e-06 ])
15265   , -2336.86    , array([ 21.0467    ,  3.13158    ,  2.1956e-58 ,  4.5994e-06 ])
15266   , -2336.86    , array([ 21.0467    ,  3.12845    ,  2.19779e-58,  4.5994e-06 ])
15267   , -2336.86    , array([ 21.0467    ,  3.12845    ,  2.1956e-58 ,  4.604e-06  ])
15268   , -2336.86    , array([ 21.0467    ,  3.12845    ,  2.1956e-58 ,  4.5994e-06 ])
15269   , -2336.86    , array([ 21.0467    ,  3.04136    ,  2.1956e-58 ,  4.33086e-06])
15270   , -2336.86    , array([ 21.0467    ,  3.04136    ,  2.1956e-58 ,  4.33086e-06])
15271   , -2336.86    , array([ 21.0678    ,  3.04136    ,  2.1956e-58 ,  4.33086e-06])
15272   , -2336.86    , array([ 21.0467    ,  3.0444     ,  2.1956e-58 ,  4.33086e-06])
15273   , -2336.86    , array([ 21.0467    ,  3.04136    ,  2.19779e-58,  4.33086e-06])
15274   , -2336.86    , array([ 21.0467    ,  3.04136    ,  2.1956e-58 ,  4.3352e-06 ])
15275   , -2336.85    , array([ 21.0467    ,  2.71654    ,  2.1956e-58 ,  3.40462e-06])
15276   , -2336.85    , array([ 21.0467    ,  2.71654    ,  2.1956e-58 ,  3.40462e-06])
15277   , -2336.85    , array([ 21.0678    ,  2.71654    ,  2.1956e-58 ,  3.40462e-06])
15278   , -2336.85    , array([ 21.0467    ,  2.71926    ,  2.1956e-58 ,  3.40462e-06])
15279   , -2336.85    , array([ 21.0467    ,  2.71654    ,  2.19779e-58,  3.40462e-06])
15280   , -2336.85    , array([ 21.0467    ,  2.71654    ,  2.1956e-58 ,  3.40802e-06])
15281   , -2336.82    , array([ 21.0467    ,  1.91338    ,  2.1956e-58 ,  1.66756e-06])
15282   , -2336.82    , array([ 21.0467    ,  1.91338    ,  2.1956e-58 ,  1.66756e-06])
15283   , -2336.82    , array([ 21.0678    ,  1.91338    ,  2.1956e-58 ,  1.66756e-06])
15284   , -2336.82    , array([ 21.0467    ,  1.91529    ,  2.1956e-58 ,  1.66756e-06])
15285   , -2336.82    , array([ 21.0467    ,  1.91338    ,  2.19779e-58,  1.66756e-06])
15286   , -2336.82    , array([ 21.0467    ,  1.91338    ,  2.1956e-58 ,  1.66923e-06])
15287   , -2336.81    , array([ 21.0467    ,  1.43191    ,  2.1956e-58 ,  9.49882e-07])
15288   , -2336.81    , array([ 21.0467    ,  1.43191    ,  2.1956e-58 ,  9.49882e-07])
15289   , -2336.81    , array([ 21.0678    ,  1.43191    ,  2.1956e-58 ,  9.49882e-07])
15290   , -2336.81    , array([ 21.0467    ,  1.43334    ,  2.1956e-58 ,  9.49882e-07])
15291   , -2336.81    , array([ 21.0467    ,  1.43191    ,  2.19779e-58,  9.49882e-07])
15292   , -2336.81    , array([ 21.0467    ,  1.43191    ,  2.1956e-58 ,  9.50832e-07])
15293   , -2336.8     , array([ 21.0467    ,  1.05634    ,  2.1956e-58 ,  5.37562e-07])
15294   , -2336.8     , array([ 21.0467    ,  1.05634    ,  2.1956e-58 ,  5.37562e-07])
15295   , -2336.8     , array([ 21.0678    ,  1.05634    ,  2.1956e-58 ,  5.37562e-07])
15296   , -2336.8     , array([ 21.0467    ,  1.0574     ,  2.1956e-58 ,  5.37562e-07])
15297   , -2336.8     , array([ 21.0467    ,  1.05634    ,  2.19779e-58,  5.37562e-07])
15298   , -2336.8     , array([ 21.0467    ,  1.05634    ,  2.1956e-58 ,  5.381e-07  ])
15299   , -2336.8     , array([ 21.0467    ,  0.801962   ,  2.1956e-58 ,  3.26641e-07])
15300   , -2336.8     , array([ 21.0467    ,  0.801962   ,  2.1956e-58 ,  3.26641e-07])
15301   , -2336.8     , array([ 21.0678    ,  0.801962   ,  2.1956e-58 ,  3.26641e-07])
15302   , -2336.8     , array([ 21.0467    ,  0.802765   ,  2.1956e-58 ,  3.26641e-07])
15303   , -2336.8     , array([ 21.0467    ,  0.801962   ,  2.19779e-58,  3.26641e-07])
15304   , -2336.8     , array([ 21.0467    ,  0.801962   ,  2.1956e-58 ,  3.26968e-07])
15305   , -2336.8     , array([ 21.0467    ,  0.62717    ,  2.1956e-58 ,  2.12573e-07])
15306   , -2336.8     , array([ 21.0467    ,  0.62717    ,  2.1956e-58 ,  2.12573e-07])
15307   , -2336.8     , array([ 21.0678    ,  0.62717    ,  2.1956e-58 ,  2.12573e-07])
15308   , -2336.8     , array([ 21.0467    ,  0.627797   ,  2.1956e-58 ,  2.12573e-07])
15309   , -2336.8     , array([ 21.0467    ,  0.62717    ,  2.19779e-58,  2.12573e-07])
15310   , -2336.8     , array([ 21.0467    ,  0.62717    ,  2.1956e-58 ,  2.12786e-07])
15311   , -2336.8     , array([ 21.0467    ,  0.513633   ,  2.1956e-58 ,  1.52034e-07])
15312   , -2336.8     , array([ 21.0467    ,  0.513633   ,  2.1956e-58 ,  1.52034e-07])
15313   , -2336.8     , array([ 21.0678    ,  0.513633   ,  2.1956e-58 ,  1.52034e-07])
15314   , -2336.8     , array([ 21.0467    ,  0.514146   ,  2.1956e-58 ,  1.52034e-07])
15315   , -2336.8     , array([ 21.0467    ,  0.513633   ,  2.19779e-58,  1.52034e-07])
15316   , -2336.8     , array([ 21.0467    ,  0.513633   ,  2.1956e-58 ,  1.52187e-07])
15317   , -2336.8     , array([ 21.0467    ,  0.440987   ,  2.1956e-58 ,  1.19362e-07])
15318   , -2336.8     , array([ 21.0467    ,  0.440987   ,  2.1956e-58 ,  1.19362e-07])
15319   , -2336.8     , array([ 21.0678    ,  0.440987   ,  2.1956e-58 ,  1.19362e-07])
15320   , -2336.8     , array([ 21.0467    ,  0.441428   ,  2.1956e-58 ,  1.19362e-07])
15321   , -2336.8     , array([ 21.0467    ,  0.440987   ,  2.19779e-58,  1.19362e-07])
15322   , -2336.8     , array([ 21.0467    ,  0.440987   ,  2.1956e-58 ,  1.19482e-07])
15323   , -2336.8     , array([ 21.0467    ,  0.387779   ,  2.1956e-58 ,  9.90085e-08])
15324   , -2336.8     , array([ 21.0467    ,  0.387779   ,  2.1956e-58 ,  9.90085e-08])
