284145  , -71657.9    , array([ 3.03907    ,  12.4623    ,  3.12535e-44,  0.000585218,  1.23067    ])
284146  , -71633.1    , array([ 3.04211    ,  12.4623    ,  3.12535e-44,  0.000585218,  1.23067    ])
284147  , -71671.3    , array([ 3.03907    ,  12.4748    ,  3.12535e-44,  0.000585218,  1.23067    ])
284148  , -71657.9    , array([ 3.03907    ,  12.4623    ,  3.12848e-44,  0.000585218,  1.23067    ])
284149  , -71657.9    , array([ 3.03907    ,  12.4623    ,  3.12535e-44,  0.000585803,  1.23067    ])
284150  , -71696.6    , array([ 3.03907    ,  12.4623    ,  3.12535e-44,  0.000585218,  1.2319     ])
284151  , -71657.9    , array([ 3.03907    ,  12.4623    ,  3.12535e-44,  0.000585218,  1.23067    ])
284152  , -49550.1    , array([ 5.13456    ,  9.39383    ,  3.12535e-44,  0.000585825,  0.544427   ])
284153  , -49550.1    , array([ 5.13456    ,  9.39383    ,  3.12535e-44,  0.000585825,  0.544427   ])
284154  , -49557.7    , array([ 5.1397     ,  9.39383    ,  3.12535e-44,  0.000585825,  0.544427   ])
284155  , -49564.2    , array([ 5.13456    ,  9.40323    ,  3.12535e-44,  0.000585825,  0.544427   ])
284156  , -49550.1    , array([ 5.13456    ,  9.39383    ,  3.12848e-44,  0.000585825,  0.544427   ])
284157  , -49550.1    , array([ 5.13456    ,  9.39383    ,  3.12535e-44,  0.000586411,  0.544427   ])
284158  , -49551.5    , array([ 5.13456    ,  9.39383    ,  3.12535e-44,  0.000585825,  0.544972   ])
284159  , -12337.4    , array([ 2.0717     ,  0.708722   ,  3.12535e-44,  0.000585806,  0.234104   ])
284160  , -12337.4    , array([ 2.0717     ,  0.708722   ,  3.12535e-44,  0.000585806,  0.234104   ])
284161  , -12334.3    , array([ 2.07377    ,  0.708722   ,  3.12535e-44,  0.000585806,  0.234104   ])
284162  , -12340.9    , array([ 2.0717     ,  0.709431   ,  3.12535e-44,  0.000585806,  0.234104   ])
284163  , -12337.4    , array([ 2.0717     ,  0.708722   ,  3.12848e-44,  0.000585806,  0.234104   ])
284164  , -12337.4    , array([ 2.0717     ,  0.708722   ,  3.12535e-44,  0.000586392,  0.234104   ])
284165  , -12348.3    , array([ 2.0717     ,  0.708722   ,  3.12535e-44,  0.000585806,  0.234338   ])
284173  , -12328      , array([ 2.0682     ,  0.709007   ,  3.12535e-44,  0.000585802,  0.23376    ])
284174  , -12328      , array([ 2.0682     ,  0.709007   ,  3.12535e-44,  0.000585802,  0.23376    ])
284175  , -12324.9    , array([ 2.07027    ,  0.709007   ,  3.12535e-44,  0.000585802,  0.23376    ])
284176  , -12331.6    , array([ 2.0682     ,  0.709717   ,  3.12535e-44,  0.000585802,  0.23376    ])
284177  , -12328      , array([ 2.0682     ,  0.709007   ,  3.12848e-44,  0.000585802,  0.23376    ])
284178  , -12328      , array([ 2.0682     ,  0.709007   ,  3.12535e-44,  0.000586388,  0.23376    ])
284179  , -12338.9    , array([ 2.0682     ,  0.709007   ,  3.12535e-44,  0.000585802,  0.233994   ])
284180  , -11872.7    , array([ 1.76331    ,  0.736459   ,  3.12535e-44,  0.000585395,  0.20347    ])
284181  , -11872.7    , array([ 1.76331    ,  0.736459   ,  3.12535e-44,  0.000585395,  0.20347    ])
284182  , -11869      , array([ 1.76508    ,  0.736459   ,  3.12535e-44,  0.000585395,  0.20347    ])
284183  , -11879.6    , array([ 1.76331    ,  0.737196   ,  3.12535e-44,  0.000585395,  0.20347    ])
284184  , -11872.7    , array([ 1.76331    ,  0.736459   ,  3.12848e-44,  0.000585395,  0.20347    ])
284185  , -11872.7    , array([ 1.76331    ,  0.736459   ,  3.12535e-44,  0.000585981,  0.20347    ])
284186  , -11879.3    , array([ 1.76331    ,  0.736459   ,  3.12535e-44,  0.000585395,  0.203674   ])
284187  , -10970.1    , array([ 1.67252    ,  0.667528   ,  3.12535e-44,  0.000304483,  0.189749   ])
284188  , -10970.1    , array([ 1.67252    ,  0.667528   ,  3.12535e-44,  0.000304483,  0.189749   ])
284189  , -10966.3    , array([ 1.67419    ,  0.667528   ,  3.12535e-44,  0.000304483,  0.189749   ])
284190  , -10976.4    , array([ 1.67252    ,  0.668196   ,  3.12535e-44,  0.000304483,  0.189749   ])
284191  , -10970.1    , array([ 1.67252    ,  0.667528   ,  3.12848e-44,  0.000304483,  0.189749   ])
284192  , -10970.1    , array([ 1.67252    ,  0.667528   ,  3.12535e-44,  0.000304787,  0.189749   ])
284193  , -10976.6    , array([ 1.67252    ,  0.667528   ,  3.12535e-44,  0.000304483,  0.189938   ])
284194  , -8017.7     , array([ 1.35374    ,  0.450562   ,  3.12535e-44,  2.22851e-05,  0.143513   ])
284195  , -8017.7     , array([ 1.35374    ,  0.450562   ,  3.12535e-44,  2.22851e-05,  0.143513   ])
284196  , -8013.47    , array([ 1.35509    ,  0.450562   ,  3.12535e-44,  2.22851e-05,  0.143513   ])
284197  , -8021.53    , array([ 1.35374    ,  0.451012   ,  3.12535e-44,  2.22851e-05,  0.143513   ])
284198  , -8017.7     , array([ 1.35374    ,  0.450562   ,  3.12848e-44,  2.22851e-05,  0.143513   ])
284199  , -8017.7     , array([ 1.35374    ,  0.450562   ,  3.12535e-44,  2.23074e-05,  0.143513   ])
284200  , -8024.26    , array([ 1.35374    ,  0.450562   ,  3.12535e-44,  2.22851e-05,  0.143657   ])
284201  , -3779.51    , array([ 0.944611   ,  0.17537    ,  3.12535e-44,  4.48122e-12,  0.0688254  ])
284202  , -3779.51    , array([ 0.944611   ,  0.17537    ,  3.12535e-44,  4.48122e-12,  0.0688254  ])
284203  , -3776.48    , array([ 0.945556   ,  0.17537    ,  3.12535e-44,  4.48122e-12,  0.0688254  ])
284204  , -3777.58    , array([ 0.944611   ,  0.175545   ,  3.12535e-44,  4.48122e-12,  0.0688254  ])
284205  , -3779.51    , array([ 0.944611   ,  0.17537    ,  3.12848e-44,  4.48122e-12,  0.0688254  ])
284206  , -3779.51    , array([ 0.944611   ,  0.17537    ,  3.12535e-44,  4.4857e-12 ,  0.0688254  ])
284207  , -3786.09    , array([ 0.944611   ,  0.17537    ,  3.12535e-44,  4.48122e-12,  0.0688943  ])
284208  , -2559.59    , array([ 0.809768   ,  0.121889   ,  3.12535e-44,  1.15562e-17,  0.0442882  ])
284209  , -2559.59    , array([ 0.809768   ,  0.121889   ,  3.12535e-44,  1.15562e-17,  0.0442882  ])
284210  , -2557.49    , array([ 0.810578   ,  0.121889   ,  3.12535e-44,  1.15562e-17,  0.0442882  ])
284211  , -2559.36    , array([ 0.809768   ,  0.122011   ,  3.12535e-44,  1.15562e-17,  0.0442882  ])
284212  , -2559.59    , array([ 0.809768   ,  0.121889   ,  3.12848e-44,  1.15562e-17,  0.0442882  ])
284213  , -2559.59    , array([ 0.809768   ,  0.121889   ,  3.12535e-44,  1.15677e-17,  0.0442882  ])
284214  , -2562.34    , array([ 0.809768   ,  0.121889   ,  3.12535e-44,  1.15562e-17,  0.0443325  ])
284215  , -1985.58    , array([ 0.763754   ,  0.0833431  ,  3.12535e-44,  1.10527e-23,  0.0299391  ])
284216  , -1985.58    , array([ 0.763754   ,  0.0833431  ,  3.12535e-44,  1.10527e-23,  0.0299391  ])
284217  , -1984.39    , array([ 0.764518   ,  0.0833431  ,  3.12535e-44,  1.10527e-23,  0.0299391  ])
284218  , -1985.4     , array([ 0.763754   ,  0.0834265  ,  3.12535e-44,  1.10527e-23,  0.0299391  ])
284219  , -1985.58    , array([ 0.763754   ,  0.0833431  ,  3.12848e-44,  1.10527e-23,  0.0299391  ])
284220  , -1985.58    , array([ 0.763754   ,  0.0833431  ,  3.12535e-44,  1.10638e-23,  0.0299391  ])
284221  , -1986.84    , array([ 0.763754   ,  0.0833431  ,  3.12535e-44,  1.10527e-23,  0.0299691  ])
284222  , -1807.28    , array([ 0.768424   ,  0.0659919  ,  3.12535e-44,  4.46882e-28,  0.0234951  ])
284223  , -1807.28    , array([ 0.768424   ,  0.0659919  ,  3.12535e-44,  4.46882e-28,  0.0234951  ])
284224  , -1806.56    , array([ 0.769193   ,  0.0659919  ,  3.12535e-44,  4.46882e-28,  0.0234951  ])
284225  , -1807.22    , array([ 0.768424   ,  0.0660579  ,  3.12535e-44,  4.46882e-28,  0.0234951  ])
284226  , -1807.28    , array([ 0.768424   ,  0.0659919  ,  3.12848e-44,  4.46882e-28,  0.0234951  ])
284227  , -1807.28    , array([ 0.768424   ,  0.0659919  ,  3.12535e-44,  4.47329e-28,  0.0234951  ])
284228  , -1807.78    , array([ 0.768424   ,  0.0659919  ,  3.12535e-44,  4.46882e-28,  0.0235186  ])
284229  , -1746.44    , array([ 0.802874   ,  0.0572798  ,  3.12535e-44,  2.72468e-31,  0.0203599  ])
284230  , -1746.44    , array([ 0.802874   ,  0.0572798  ,  3.12535e-44,  2.72468e-31,  0.0203599  ])
284231  , -1745.99    , array([ 0.803677   ,  0.0572798  ,  3.12535e-44,  2.72468e-31,  0.0203599  ])
284232  , -1746.37    , array([ 0.802874   ,  0.0573371  ,  3.12535e-44,  2.72468e-31,  0.0203599  ])
