15119   , -2326.22    , array([ 0.34294    ,  4.5494     ,  0.000290215,  8.23638e-07])
15120   , -2326.24    , array([ 0.343283   ,  4.5494     ,  0.000290215,  8.23638e-07])
15121   , -2326.22    , array([ 0.34294    ,  4.55395    ,  0.000290215,  8.23638e-07])
15122   , -2326.21    , array([ 0.34294    ,  4.5494     ,  0.000290506,  8.23638e-07])
15123   , -2326.22    , array([ 0.34294    ,  4.5494     ,  0.000290215,  8.24462e-07])
15124   , -2326.22    , array([ 0.34294    ,  4.5494     ,  0.000290215,  8.23638e-07])
15125   , -2283.07    , array([ 0.147492   ,  4.54858    ,  0.00050559 ,  8.23111e-07])
15126   , -2283.07    , array([ 0.147492   ,  4.54858    ,  0.00050559 ,  8.23111e-07])
15127   , -2283.13    , array([ 0.14764    ,  4.54858    ,  0.00050559 ,  8.23111e-07])
15128   , -2283.07    , array([ 0.147492   ,  4.55313    ,  0.00050559 ,  8.23111e-07])
15129   , -2283.02    , array([ 0.147492   ,  4.54858    ,  0.000506096,  8.23111e-07])
15130   , -2283.07    , array([ 0.147492   ,  4.54858    ,  0.00050559 ,  8.23934e-07])
15131   , -6426.09    , array([ 0.00504635 ,  4.5453     ,  0.00465703 ,  8.21005e-07])
15132   , -6426.09    , array([ 0.00504635 ,  4.5453     ,  0.00465703 ,  8.21005e-07])
15133   , -6422.24    , array([ 0.00505139 ,  4.5453     ,  0.00465703 ,  8.21005e-07])
15134   , -6426.09    , array([ 0.00504635 ,  4.54984    ,  0.00465703 ,  8.21005e-07])
15135   , -6429.5     , array([ 0.00504635 ,  4.5453     ,  0.00466169 ,  8.21005e-07])
15136   , -6426.09    , array([ 0.00504635 ,  4.5453     ,  0.00465703 ,  8.21827e-07])
15137   , -2142.33    , array([ 0.0663169  ,  4.5478     ,  0.000855416,  8.22612e-07])
15138   , -2142.33    , array([ 0.0663169  ,  4.5478     ,  0.000855416,  8.22612e-07])
15139   , -2142.5     , array([ 0.0663832  ,  4.5478     ,  0.000855416,  8.22612e-07])
15140   , -2142.33    , array([ 0.0663169  ,  4.55235    ,  0.000855416,  8.22612e-07])
15141   , -2142.17    , array([ 0.0663169  ,  4.5478     ,  0.000856271,  8.22612e-07])
15142   , -2142.33    , array([ 0.0663169  ,  4.5478     ,  0.000855416,  8.23435e-07])
15143   , -1879.07    , array([ 0.0322768  ,  4.5471     ,  0.00137378 ,  8.22162e-07])
15144   , -1879.07    , array([ 0.0322768  ,  4.5471     ,  0.00137378 ,  8.22162e-07])
15145   , -1879.3     , array([ 0.0323091  ,  4.5471     ,  0.00137378 ,  8.22162e-07])
15146   , -1879.07    , array([ 0.0322768  ,  4.55165    ,  0.00137378 ,  8.22162e-07])
15147   , -1878.84    , array([ 0.0322768  ,  4.5471     ,  0.00137515 ,  8.22162e-07])
15148   , -1879.07    , array([ 0.0322768  ,  4.5471     ,  0.00137378 ,  8.22985e-07])
15149   , -1820.48    , array([ 0.0273092  ,  4.54694    ,  0.00153344 ,  8.22058e-07])
15150   , -1820.48    , array([ 0.0273092  ,  4.54694    ,  0.00153344 ,  8.22058e-07])
15151   , -1820.66    , array([ 0.0273365  ,  4.54694    ,  0.00153344 ,  8.22058e-07])
15152   , -1820.48    , array([ 0.0273092  ,  4.55149    ,  0.00153344 ,  8.22058e-07])
15153   , -1820.29    , array([ 0.0273092  ,  4.54694    ,  0.00153498 ,  8.22058e-07])
15154   , -1820.48    , array([ 0.0273092  ,  4.54694    ,  0.00153344 ,  8.22881e-07])
15155   , -1778.3     , array([ 0.0207221  ,  4.54667    ,  0.00183878 ,  8.21886e-07])
15156   , -1778.3     , array([ 0.0207221  ,  4.54667    ,  0.00183878 ,  8.21886e-07])
15157   , -1778.26    , array([ 0.0207429  ,  4.54667    ,  0.00183878 ,  8.21886e-07])
15158   , -1778.3     , array([ 0.0207221  ,  4.55122    ,  0.00183878 ,  8.21886e-07])
15159   , -1778.31    , array([ 0.0207221  ,  4.54667    ,  0.00184062 ,  8.21886e-07])
15160   , -1778.3     , array([ 0.0207221  ,  4.54667    ,  0.00183878 ,  8.22708e-07])
15161   , -1777.72    , array([ 0.0215707  ,  4.54671    ,  0.00179087 ,  8.21911e-07])
15162   , -1777.72    , array([ 0.0215707  ,  4.54671    ,  0.00179087 ,  8.21911e-07])
15163   , -1777.72    , array([ 0.0215923  ,  4.54671    ,  0.00179087 ,  8.21911e-07])
15164   , -1777.72    , array([ 0.0215707  ,  4.55126    ,  0.00179087 ,  8.21911e-07])
15165   , -1777.69    , array([ 0.0215707  ,  4.54671    ,  0.00179266 ,  8.21911e-07])
15166   , -1777.72    , array([ 0.0215707  ,  4.54671    ,  0.00179087 ,  8.22733e-07])
15167   , -1777.58    , array([ 0.0213094  ,  4.5467     ,  0.00180528 ,  8.21903e-07])
15168   , -1777.58    , array([ 0.0213094  ,  4.5467     ,  0.00180528 ,  8.21903e-07])
15169   , -1777.58    , array([ 0.0213307  ,  4.5467     ,  0.00180528 ,  8.21903e-07])
15170   , -1777.58    , array([ 0.0213094  ,  4.55125    ,  0.00180528 ,  8.21903e-07])
15171   , -1777.57    , array([ 0.0213094  ,  4.5467     ,  0.00180709 ,  8.21903e-07])
15172   , -1777.58    , array([ 0.0213094  ,  4.5467     ,  0.00180528 ,  8.22726e-07])
15179   , -1777.58    , array([ 0.0213094  ,  4.5467     ,  0.0018053  ,  8.21903e-07])
15180   , -1777.58    , array([ 0.0213094  ,  4.5467     ,  0.0018053  ,  8.21903e-07])
15181   , -1777.58    , array([ 0.0213307  ,  4.5467     ,  0.0018053  ,  8.21903e-07])
15182   , -1777.58    , array([ 0.0213094  ,  4.55125    ,  0.0018053  ,  8.21903e-07])
15183   , -1777.57    , array([ 0.0213094  ,  4.5467     ,  0.0018071  ,  8.21903e-07])
15184   , -1777.58    , array([ 0.0213094  ,  4.5467     ,  0.0018053  ,  8.22726e-07])
15185   , -1777.58    , array([ 0.0213093  ,  4.5467     ,  0.00180533 ,  8.21903e-07])
15186   , -1777.58    , array([ 0.0213093  ,  4.5467     ,  0.00180533 ,  8.21903e-07])
15187   , -1777.58    , array([ 0.0213307  ,  4.5467     ,  0.00180533 ,  8.21903e-07])
15188   , -1777.58    , array([ 0.0213093  ,  4.55125    ,  0.00180533 ,  8.21903e-07])
15189   , -1777.57    , array([ 0.0213093  ,  4.5467     ,  0.00180714 ,  8.21903e-07])
15190   , -1777.58    , array([ 0.0213093  ,  4.5467     ,  0.00180533 ,  8.22726e-07])
15197   , -1777.58    , array([ 0.0213093  ,  4.5467     ,  0.00180533 ,  8.21903e-07])
15198   , -1777.58    , array([ 0.0213093  ,  4.5467     ,  0.00180533 ,  8.21903e-07])
15199   , -1777.58    , array([ 0.0213306  ,  4.5467     ,  0.00180533 ,  8.21903e-07])
15200   , -1777.58    , array([ 0.0213093  ,  4.55125    ,  0.00180533 ,  8.21903e-07])
15201   , -1777.57    , array([ 0.0213093  ,  4.5467     ,  0.00180714 ,  8.21903e-07])
15202   , -1777.58    , array([ 0.0213093  ,  4.5467     ,  0.00180533 ,  8.22726e-07])
15203   , -1777.58    , array([ 0.0213093  ,  4.5467     ,  0.00180534 ,  8.21903e-07])
15204   , -1777.58    , array([ 0.0213093  ,  4.5467     ,  0.00180534 ,  8.21903e-07])
15205   , -1777.58    , array([ 0.0213306  ,  4.5467     ,  0.00180534 ,  8.21903e-07])
15206   , -1777.58    , array([ 0.0213093  ,  4.55125    ,  0.00180534 ,  8.21903e-07])
15207   , -1777.57    , array([ 0.0213093  ,  4.5467     ,  0.00180715 ,  8.21903e-07])
15208   , -1777.58    , array([ 0.0213093  ,  4.5467     ,  0.00180534 ,  8.22726e-07])
15209   , -2337.97    , array([ 0.0134261  ,  4.54436    ,  0.239085   ,  8.26602e-07])
15210   , -2337.97    , array([ 0.0134261  ,  4.54436    ,  0.239085   ,  8.26602e-07])
15211   , -2337.97    , array([ 0.0134395  ,  4.54436    ,  0.239085   ,  8.26602e-07])
15212   , -2337.97    , array([ 0.0134261  ,  4.54891    ,  0.239085   ,  8.26602e-07])
15213   , -2337.97    , array([ 0.0134261  ,  4.54436    ,  0.239324   ,  8.26602e-07])
15214   , -2337.97    , array([ 0.0134261  ,  4.54436    ,  0.239085   ,  8.27429e-07])
15215   , -1779.04    , array([ 0.021147   ,  4.54666    ,  0.00195742 ,  8.21981e-07])
15216   , -1779.04    , array([ 0.021147   ,  4.54666    ,  0.00195742 ,  8.21981e-07])
15217   , -1778.97    , array([ 0.0211682  ,  4.54666    ,  0.00195742 ,  8.21981e-07])
15218   , -1779.04    , array([ 0.021147   ,  4.55121    ,  0.00195742 ,  8.21981e-07])
15219   , -1779.08    , array([ 0.021147   ,  4.54666    ,  0.00195938 ,  8.21981e-07])
15220   , -1779.04    , array([ 0.021147   ,  4.54666    ,  0.00195742 ,  8.22803e-07])
15221   , -1777.48    , array([ 0.0212759  ,  4.54669    ,  0.00183552 ,  8.21919e-07])
15222   , -1777.48    , array([ 0.0212759  ,  4.54669    ,  0.00183552 ,  8.21919e-07])
15223   , -1777.46    , array([ 0.0212972  ,  4.54669    ,  0.00183552 ,  8.21919e-07])
15224   , -1777.48    , array([ 0.0212759  ,  4.55124    ,  0.00183552 ,  8.21919e-07])
15225   , -1777.48    , array([ 0.0212759  ,  4.54669    ,  0.00183736 ,  8.21919e-07])
15226   , -1777.48    , array([ 0.0212759  ,  4.54669    ,  0.00183552 ,  8.22742e-07])
15227   , -1777.26    , array([ 0.0214793  ,  4.54663    ,  0.00185476 ,  8.21927e-07])
15228   , -1777.26    , array([ 0.0214793  ,  4.54663    ,  0.00185476 ,  8.21927e-07])
15229   , -1777.24    , array([ 0.0215008  ,  4.54663    ,  0.00185476 ,  8.21927e-07])
15230   , -1777.26    , array([ 0.0214793  ,  4.55118    ,  0.00185476 ,  8.21927e-07])
15231   , -1777.26    , array([ 0.0214793  ,  4.54663    ,  0.00185661 ,  8.21927e-07])
15232   , -1777.26    , array([ 0.0214793  ,  4.54663    ,  0.00185476 ,  8.22749e-07])
15233   , -1776.36    , array([ 0.0223122  ,  4.54639    ,  0.00193374 ,  8.21957e-07])
15234   , -1776.36    , array([ 0.0223122  ,  4.54639    ,  0.00193374 ,  8.21957e-07])
15235   , -1776.34    , array([ 0.0223346  ,  4.54639    ,  0.00193374 ,  8.21957e-07])
15236   , -1776.36    , array([ 0.0223122  ,  4.55094    ,  0.00193374 ,  8.21957e-07])
15237   , -1776.36    , array([ 0.0223122  ,  4.54639    ,  0.00193567 ,  8.21957e-07])
15238   , -1776.36    , array([ 0.0223122  ,  4.54639    ,  0.00193374 ,  8.22779e-07])
15239   , -1772.34    , array([ 0.0259799  ,  4.54545    ,  0.00228474 ,  8.22076e-07])
15240   , -1772.34    , array([ 0.0259799  ,  4.54545    ,  0.00228474 ,  8.22076e-07])
15241   , -1772.31    , array([ 0.0260059  ,  4.54545    ,  0.00228474 ,  8.22076e-07])
15242   , -1772.34    , array([ 0.0259799  ,  4.54999    ,  0.00228474 ,  8.22076e-07])
15243   , -1772.33    , array([ 0.0259799  ,  4.54545    ,  0.00228703 ,  8.22076e-07])
15244   , -1772.34    , array([ 0.0259799  ,  4.54545    ,  0.00228474 ,  8.22898e-07])
15245   , -1746.94    , array([ 0.0477545  ,  4.54166    ,  0.00445246 ,  8.22553e-07])
15246   , -1746.94    , array([ 0.0477545  ,  4.54166    ,  0.00445246 ,  8.22553e-07])
15247   , -1746.92    , array([ 0.0478023  ,  4.54166    ,  0.00445246 ,  8.22553e-07])
15248   , -1746.94    , array([ 0.0477545  ,  4.5462     ,  0.00445246 ,  8.22553e-07])
15249   , -1746.9     , array([ 0.0477545  ,  4.54166    ,  0.00445692 ,  8.22553e-07])
15250   , -1746.94    , array([ 0.0477545  ,  4.54166    ,  0.00445246 ,  8.23376e-07])
15251   , -1645.38    , array([ 0.545159   ,  4.52655    ,  0.064217   ,  8.24466e-07])
15252   , -1645.38    , array([ 0.545159   ,  4.52655    ,  0.064217   ,  8.24466e-07])
15253   , -1646.41    , array([ 0.545704   ,  4.52655    ,  0.064217   ,  8.24466e-07])
15254   , -1645.38    , array([ 0.545159   ,  4.53108    ,  0.064217   ,  8.24466e-07])
15255   , -1644.87    , array([ 0.545159   ,  4.52655    ,  0.0642813  ,  8.24466e-07])
15256   , -1645.38    , array([ 0.545159   ,  4.52655    ,  0.064217   ,  8.2529e-07 ])
15257   , -1730.03    , array([ 0.0617216  ,  4.54007    ,  0.00589823 ,  8.22754e-07])
15258   , -1730.03    , array([ 0.0617216  ,  4.54007    ,  0.00589823 ,  8.22754e-07])
15259   , -1730.02    , array([ 0.0617834  ,  4.54007    ,  0.00589823 ,  8.22754e-07])
15260   , -1730.03    , array([ 0.0617216  ,  4.54461    ,  0.00589823 ,  8.22754e-07])
15261   , -1729.96    , array([ 0.0617216  ,  4.54007    ,  0.00590413 ,  8.22754e-07])
15262   , -1730.03    , array([ 0.0617216  ,  4.54007    ,  0.00589823 ,  8.23578e-07])
15263   , -1554.91    , array([ 0.278547   ,  4.53071    ,  0.0307627  ,  8.23938e-07])
15264   , -1554.91    , array([ 0.278547   ,  4.53071    ,  0.0307627  ,  8.23938e-07])
15265   , -1555.33    , array([ 0.278826   ,  4.53071    ,  0.0307627  ,  8.23938e-07])
15266   , -1554.91    , array([ 0.278547   ,  4.53524    ,  0.0307627  ,  8.23938e-07])
15267   , -1554.45    , array([ 0.278547   ,  4.53071    ,  0.0307935  ,  8.23938e-07])
15268   , -1554.91    , array([ 0.278547   ,  4.53071    ,  0.0307627  ,  8.24762e-07])
15269   , -1547.35    , array([ 0.33762    ,  4.52952    ,  0.0379816  ,  8.24089e-07])
15270   , -1547.35    , array([ 0.33762    ,  4.52952    ,  0.0379816  ,  8.24089e-07])
15271   , -1547.91    , array([ 0.337958   ,  4.52952    ,  0.0379816  ,  8.24089e-07])
15272   , -1547.35    , array([ 0.33762    ,  4.53405    ,  0.0379816  ,  8.24089e-07])
15273   , -1546.84    , array([ 0.33762    ,  4.52952    ,  0.0380196  ,  8.24089e-07])
15274   , -1547.35    , array([ 0.33762    ,  4.52952    ,  0.0379816  ,  8.24913e-07])
15281   , -1547.35    , array([ 0.337622   ,  4.52952    ,  0.0379819  ,  8.24089e-07])
15282   , -1547.35    , array([ 0.337622   ,  4.52952    ,  0.0379819  ,  8.24089e-07])
15283   , -1547.91    , array([ 0.337959   ,  4.52952    ,  0.0379819  ,  8.24089e-07])
15284   , -1547.35    , array([ 0.337622   ,  4.53405    ,  0.0379819  ,  8.24089e-07])
15285   , -1546.84    , array([ 0.337622   ,  4.52952    ,  0.0380199  ,  8.24089e-07])
15286   , -1547.35    , array([ 0.337622   ,  4.52952    ,  0.0379819  ,  8.24913e-07])
15287   , -1547.35    , array([ 0.337628   ,  4.52952    ,  0.0379827  ,  8.24089e-07])
15288   , -1547.35    , array([ 0.337628   ,  4.52952    ,  0.0379827  ,  8.24089e-07])
15289   , -1547.91    , array([ 0.337966   ,  4.52952    ,  0.0379827  ,  8.24089e-07])
15290   , -1547.35    , array([ 0.337628   ,  4.53405    ,  0.0379827  ,  8.24089e-07])
15291   , -1546.84    , array([ 0.337628   ,  4.52952    ,  0.0380207  ,  8.24089e-07])
15292   , -1547.35    , array([ 0.337628   ,  4.52952    ,  0.0379827  ,  8.24913e-07])
15299   , -1547.35    , array([ 0.337628   ,  4.52952    ,  0.0379827  ,  8.24089e-07])
15300   , -1547.35    , array([ 0.337628   ,  4.52952    ,  0.0379827  ,  8.24089e-07])
15301   , -1547.91    , array([ 0.337966   ,  4.52952    ,  0.0379827  ,  8.24089e-07])
15302   , -1547.35    , array([ 0.337628   ,  4.53405    ,  0.0379827  ,  8.24089e-07])
15303   , -1546.84    , array([ 0.337628   ,  4.52952    ,  0.0380207  ,  8.24089e-07])
15304   , -1547.35    , array([ 0.337628   ,  4.52952    ,  0.0379827  ,  8.24913e-07])
15305   , -1547.35    , array([ 0.33763    ,  4.52952    ,  0.0379829  ,  8.24089e-07])
15306   , -1547.35    , array([ 0.33763    ,  4.52952    ,  0.0379829  ,  8.24089e-07])
15307   , -1547.91    , array([ 0.337968   ,  4.52952    ,  0.0379829  ,  8.24089e-07])
15308   , -1547.35    , array([ 0.33763    ,  4.53405    ,  0.0379829  ,  8.24089e-07])
