27734   , -78690.1    , array([ 1.05262    ,  0.623263   ,  3.81595e-51,  0.000566162,  0.000150683])
27735   , -78690.2    , array([ 1.05367    ,  0.623263   ,  3.81595e-51,  0.000566162,  0.000150683])
27736   , -78690.4    , array([ 1.05262    ,  0.623887   ,  3.81595e-51,  0.000566162,  0.000150683])
27737   , -78690.1    , array([ 1.05262    ,  0.623263   ,  3.81976e-51,  0.000566162,  0.000150683])
27738   , -78690.1    , array([ 1.05262    ,  0.623263   ,  3.81595e-51,  0.000566729,  0.000150683])
27739   , -78689.7    , array([ 1.05262    ,  0.623263   ,  3.81595e-51,  0.000566162,  0.000150834])
27740   , -78690.1    , array([ 1.05262    ,  0.623263   ,  3.81595e-51,  0.000566162,  0.000150683])
27741   , -77662.8    , array([ 0.837635   ,  0.352948   ,  3.81595e-51,  0.000566162,  0.000336305])
27742   , -77662.8    , array([ 0.837635   ,  0.352948   ,  3.81595e-51,  0.000566162,  0.000336305])
27743   , -77663.1    , array([ 0.838473   ,  0.352948   ,  3.81595e-51,  0.000566162,  0.000336305])
27744   , -77663.9    , array([ 0.837635   ,  0.353301   ,  3.81595e-51,  0.000566162,  0.000336305])
27745   , -77662.8    , array([ 0.837635   ,  0.352948   ,  3.81976e-51,  0.000566162,  0.000336305])
27746   , -77662.8    , array([ 0.837635   ,  0.352948   ,  3.81595e-51,  0.000566729,  0.000336305])
27747   , -77661.4    , array([ 0.837635   ,  0.352948   ,  3.81595e-51,  0.000566162,  0.000336641])
27748   , -4528.81    , array([ 0.335881   ,  0.0362965  ,  3.81595e-51,  0.000566161,  0.00834452 ])
27749   , -4528.81    , array([ 0.335881   ,  0.0362965  ,  3.81595e-51,  0.000566161,  0.00834452 ])
27750   , -4528.43    , array([ 0.336217   ,  0.0362965  ,  3.81595e-51,  0.000566161,  0.00834452 ])
27751   , -4539.73    , array([ 0.335881   ,  0.0363328  ,  3.81595e-51,  0.000566161,  0.00834452 ])
27752   , -4528.81    , array([ 0.335881   ,  0.0362965  ,  3.81976e-51,  0.000566161,  0.00834452 ])
27753   , -4528.81    , array([ 0.335881   ,  0.0362965  ,  3.81595e-51,  0.000566728,  0.00834452 ])
27754   , -4517.95    , array([ 0.335881   ,  0.0362965  ,  3.81595e-51,  0.000566161,  0.00835287 ])
27762   , -4435.79    , array([ 0.335396   ,  0.0361661  ,  3.81595e-51,  0.000566161,  0.00838701 ])
27763   , -4435.79    , array([ 0.335396   ,  0.0361661  ,  3.81595e-51,  0.000566161,  0.00838701 ])
27764   , -4435.4     , array([ 0.335732   ,  0.0361661  ,  3.81595e-51,  0.000566161,  0.00838701 ])
27765   , -4446.51    , array([ 0.335396   ,  0.0362023  ,  3.81595e-51,  0.000566161,  0.00838701 ])
27766   , -4435.79    , array([ 0.335396   ,  0.0361661  ,  3.81976e-51,  0.000566161,  0.00838701 ])
27767   , -4435.79    , array([ 0.335396   ,  0.0361661  ,  3.81595e-51,  0.000566728,  0.00838701 ])
27768   , -4425.14    , array([ 0.335396   ,  0.0361661  ,  3.81595e-51,  0.000566161,  0.00839541 ])
27769   , -3007.85    , array([ 0.326087   ,  0.033719   ,  3.81595e-51,  0.000566161,  0.00925903 ])
27770   , -3007.85    , array([ 0.326087   ,  0.033719   ,  3.81595e-51,  0.000566161,  0.00925903 ])
