79638   , -76559.9    , array([ 0.0424067  ,  3.60251    ,  0.877606   ,  8.77271e-24,  0.00013839 ])
79700   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  0.0106431  ,  0.00013839 ])
79702   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  0.00406531 ,  0.00013839 ])
79704   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  0.00155281 ,  0.00013839 ])
79706   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  0.000593121,  0.00013839 ])
79708   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  0.000226552,  0.00013839 ])
79710   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.65351e-05,  0.00013839 ])
79712   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  3.30535e-05,  0.00013839 ])
79714   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  1.26253e-05,  0.00013839 ])
79716   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  4.82244e-06,  0.00013839 ])
79718   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  1.84201e-06,  0.00013839 ])
79720   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  7.03584e-07,  0.00013839 ])
79722   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  2.68745e-07,  0.00013839 ])
79724   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  1.02651e-07,  0.00013839 ])
79726   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  3.92094e-08,  0.00013839 ])
79728   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  1.49767e-08,  0.00013839 ])
79730   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  5.72057e-09,  0.00013839 ])
79732   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  2.18506e-09,  0.00013839 ])
79734   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.3462e-10 ,  0.00013839 ])
79736   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  3.18796e-10,  0.00013839 ])
79738   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  1.21769e-10,  0.00013839 ])
79740   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  4.65118e-11,  0.00013839 ])
79742   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  1.77659e-11,  0.00013839 ])
79744   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00013839 ])
79745   , -581933     , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  1.00014    ])
79747   , -66887      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00013839 ])
79749   , -555961     , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.382104   ])
79750   , -534741     , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.187193   ])
79753   , -379238     , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.071587   ])
79755   , -181233     , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.0274293  ])
79757   , -97735.3    , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.0105626  ])
79759   , -57159      , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00412008 ])
79760   , -53308.8    , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.003586   ])
79761   , -46248.1    , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00256557 ])
79762   , -41672.9    , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00163847 ])
79763   , -42033.9    , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00106549 ])
79764   , -41332.3    , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00143691 ])
79765   , -41315.1    , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00140243 ])
79766   , -41311.7    , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00137044 ])
79767   , -41311.5    , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79769   , -41311.5    , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79770   , -48147.6    , array([ 1.0103     ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79772   , -41311.5    , array([ 0.0102995  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79774   , -47328      , array([ 0.392266   ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79775   , -46157      , array([ 0.201234   ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79778   , -43354.9    , array([ 0.0832299  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79780   , -39812.4    , array([ 0.0381565  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79781   , -39916.7    , array([ 0.0390483  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79782   , -38665.4    , array([ 0.0287592  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79783   , -37966.7    , array([ 0.0217082  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79784   , -37972.3    , array([ 0.0173505  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79785   , -37892.2    , array([ 0.0196026  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79786   , -37891.6    , array([ 0.0195096  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79787   , -37891.4    , array([ 0.0193434  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79788   , -37902.6    , array([ 0.0185821  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79789   , -37891.6    , array([ 0.0192529  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79790   , -37891.4    , array([ 0.0193434  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79791   , -54557      , array([ 0.0193434  ,  1.03936    ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79793   , -37891.4    , array([ 0.0193434  ,  0.0393633  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79795   , -53367.8    , array([ 0.0193434  ,  0.421329   ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79796   , -51763      , array([ 0.0193434  ,  0.230221   ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79799   , -48276.4    , array([ 0.0193434  ,  0.112265   ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79801   , -44150.6    , array([ 0.0193434  ,  0.0672091  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79802   , -31695      , array([ 0.0193434  ,  0.0262077  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79803   , -25166.9    , array([ 0.0193434  ,  0.0180771  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79804   , -19161.3    , array([ 0.0193434  ,  0.0130521  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79806   , -21689.5    , array([ 0.0193434  ,  0.0149715  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79807   , -17433.6    , array([ 0.0193434  ,  0.0118659  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79808   , -16299.7    , array([ 0.0193434  ,  0.0111327  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79809   , -15573.6    , array([ 0.0193434  ,  0.0106796  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79810   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79811   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79812   , -15109.4    , array([ 0.0193434  ,  0.0103928  ,  1.00222    ,  8.77271e-24,  0.00138276 ])
79814   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  0.00221736 ,  8.77271e-24,  0.00138276 ])
79816   , -15106.1    , array([ 0.0193434  ,  0.0103928  ,  0.384183   ,  8.77271e-24,  0.00138276 ])
79817   , -15105.1    , array([ 0.0193434  ,  0.0103928  ,  0.1932     ,  8.77271e-24,  0.00138276 ])
79820   , -15104.5    , array([ 0.0193434  ,  0.0103928  ,  0.0751664  ,  8.77271e-24,  0.00138276 ])
79822   , -15104.3    , array([ 0.0193434  ,  0.0103928  ,  0.0300814  ,  8.77271e-24,  0.00138276 ])
79824   , -15104.2    , array([ 0.0193434  ,  0.0103928  ,  0.0128605  ,  8.77271e-24,  0.00138276 ])
79826   , -15104.2    , array([ 0.0193434  ,  0.0103928  ,  0.00628267 ,  8.77271e-24,  0.00138276 ])
79827   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  0.000297985,  8.77271e-24,  0.00138276 ])
79829   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  0.00103112 ,  8.77271e-24,  0.00138276 ])
79831   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  0.000578019,  8.77271e-24,  0.00138276 ])
79832   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  0.000124915,  8.77271e-24,  0.00138276 ])
79833   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00138276 ])
79835   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  5.88078e-05,  8.77271e-24,  0.00138276 ])
79837   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00138276 ])
79838   , -15141      , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  1          ,  0.00138276 ])
79840   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00138276 ])
79842   , -15118.2    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  0.381966   ,  0.00138276 ])
79843   , -15111.2    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  0.190983   ,  0.00138276 ])
79846   , -15106.8    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  0.072949   ,  0.00138276 ])
79848   , -15105.2    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  0.027864   ,  0.00138276 ])
79850   , -15104.5    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  0.0106431  ,  0.00138276 ])
79852   , -15104.3    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  0.00406531 ,  0.00138276 ])
79854   , -15104.2    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  0.00155281 ,  0.00138276 ])
79856   , -15104.2    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  0.00059312 ,  0.00138276 ])
79858   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  0.000226552,  0.00138276 ])
79860   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.65351e-05,  0.00138276 ])
79862   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  3.30535e-05,  0.00138276 ])
79864   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  1.26253e-05,  0.00138276 ])
79866   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  4.82243e-06,  0.00138276 ])
79868   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  1.84201e-06,  0.00138276 ])
79870   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  7.03583e-07,  0.00138276 ])
79872   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  2.68745e-07,  0.00138276 ])
79874   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  1.02651e-07,  0.00138276 ])
79876   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  3.92094e-08,  0.00138276 ])
79878   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  1.49766e-08,  0.00138276 ])
79880   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  5.72057e-09,  0.00138276 ])
79882   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  2.18506e-09,  0.00138276 ])
79884   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.3462e-10 ,  0.00138276 ])
79886   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  3.18796e-10,  0.00138276 ])
79888   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  1.21769e-10,  0.00138276 ])
79890   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  4.65118e-11,  0.00138276 ])
79892   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  1.77659e-11,  0.00138276 ])
79894   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00138276 ])
79895   , -808327     , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  1.00138    ])
79897   , -15104.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00138276 ])
79899   , -782254     , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.383349   ])
79900   , -752211     , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.186235   ])
79903   , -405825     , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.0719899  ])
79905   , -155468     , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.0283523  ])
79907   , -61959.2    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.0116842  ])
79909   , -24923.4    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00531756 ])
79911   , -13185.6    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00288572 ])
79912   , -12371.3    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00254573 ])
79913   , -12104.6    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00233641 ])
79914   , -12240.4    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00197215 ])
79915   , -12054.6    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.0022192  ])
79916   , -12054.1    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00221084 ])
79917   , -12054      , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79918   , -12080.8    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00211455 ])
79919   , -12054.4    , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00219436 ])
79921   , -12054      , array([ 0.0193434  ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79922   , -6023.86    , array([ 1.01934    ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79923   , -6083.78    , array([ 2.63738    ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79924   , -6023.86    , array([ 1.01934    ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79925   , -6059.97    , array([ 1.63738    ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79926   , -5971.32    , array([ 0.637377   ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79927   , -5900.26    , array([ 0.401309   ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79928   , -5816.35    , array([ 0.255411   ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79929   , -5743.89    , array([ 0.165241   ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79930   , -5739.21    , array([ 0.109513   ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79931   , -5727.74    , array([ 0.128869   ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79932   , -5728.24    , array([ 0.135122   ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79933   , -5727.73    , array([ 0.130456   ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79934   , -5727.78    , array([ 0.131567   ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79935   , -5727.73    , array([ 0.130456   ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79936   , -66295.9    , array([ 0.130456   ,  1.01039    ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79938   , -5727.73    , array([ 0.130456   ,  0.0103928  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79940   , -63277.3    , array([ 0.130456   ,  0.392359   ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79941   , -58913.5    , array([ 0.130456   ,  0.200911   ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79944   , -48198.3    , array([ 0.130456   ,  0.0831641  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79946   , -32878.7    , array([ 0.130456   ,  0.038189   ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79948   , -18972.9    , array([ 0.130456   ,  0.02101    ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79950   , -11045.6    , array([ 0.130456   ,  0.0144482  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79952   , -7722.19    , array([ 0.130456   ,  0.0119418  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79954   , -6474.43    , array([ 0.130456   ,  0.0109845  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79955   , -5384.23    , array([ 0.130456   ,  0.0101128  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79957   , -5514.55    , array([ 0.130456   ,  0.0102197  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79958   , -5304.26    , array([ 0.130456   ,  0.0100466  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79959   , -5255.08    , array([ 0.130456   ,  0.0100058  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79961   , -5273.84    , array([ 0.130456   ,  0.0100214  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79963   , -5262.24    , array([ 0.130456   ,  0.0100118  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79964   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79965   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79966   , -5268.79    , array([ 0.130456   ,  0.0100019  ,  1.00002    ,  8.77271e-24,  0.00220256 ])
79968   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  1.79515e-05,  8.77271e-24,  0.00220256 ])
79970   , -5257.42    , array([ 0.130456   ,  0.0100019  ,  0.381984   ,  8.77271e-24,  0.00220256 ])
79971   , -5253.92    , array([ 0.130456   ,  0.0100019  ,  0.191001   ,  8.77271e-24,  0.00220256 ])
79974   , -5251.76    , array([ 0.130456   ,  0.0100019  ,  0.0729669  ,  8.77271e-24,  0.00220256 ])
79976   , -5250.94    , array([ 0.130456   ,  0.0100019  ,  0.027882   ,  8.77271e-24,  0.00220256 ])
79978   , -5250.62    , array([ 0.130456   ,  0.0100019  ,  0.0106611  ,  8.77271e-24,  0.00220256 ])
79980   , -5250.5     , array([ 0.130456   ,  0.0100019  ,  0.00408326 ,  8.77271e-24,  0.00220256 ])
79982   , -5250.46    , array([ 0.130456   ,  0.0100019  ,  0.00157076 ,  8.77271e-24,  0.00220256 ])
79984   , -5250.44    , array([ 0.130456   ,  0.0100019  ,  0.000611072,  8.77271e-24,  0.00220256 ])
79986   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  0.000244503,  8.77271e-24,  0.00220256 ])
79988   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  0.000104487,  8.77271e-24,  0.00220256 ])
79990   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  5.1005e-05 ,  8.77271e-24,  0.00220256 ])
79991   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  2.34578e-06,  8.77271e-24,  0.00220256 ])
79993   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  8.30663e-06,  8.77271e-24,  0.00220256 ])
79995   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  4.62262e-06,  8.77271e-24,  0.00220256 ])
79996   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  9.38608e-07,  8.77271e-24,  0.00220256 ])
79997   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  6.89306e-08,  8.77271e-24,  0.00220256 ])
79999   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  4.01118e-07,  8.77271e-24,  0.00220256 ])
80001   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  6.89306e-08,  8.77271e-24,  0.00220256 ])
80002   , -5285.73    , array([ 0.130456   ,  0.0100019  ,  6.89306e-08,  1          ,  0.00220256 ])
80004   , -5250.43    , array([ 0.130456   ,  0.0100019  ,  6.89306e-08,  8.77271e-24,  0.00220256 ])
80006   , -5263.89    , array([ 0.130456   ,  0.0100019  ,  6.89306e-08,  0.381966   ,  0.00220256 ])
80007   , -5257.15    , array([ 0.130456   ,  0.0100019  ,  6.89306e-08,  0.190983   ,  0.00220256 ])
80010   , -5253       , array([ 0.130456   ,  0.0100019  ,  6.89306e-08,  0.072949   ,  0.00220256 ])
80012   , -5251.41    , array([ 0.130456   ,  0.0100019  ,  6.89306e-08,  0.027864   ,  0.00220256 ])
80014   , -5250.8     , array([ 0.130456   ,  0.0100019  ,  6.89306e-08,  0.0106431  ,  0.00220256 ])
80016   , -5250.57    , array([ 0.130456   ,  0.0100019  ,  6.89306e-08,  0.00406531 ,  0.00220256 ])
