40452   , -79089.4    , array([ 3.75259    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40453   , -79089.4    , array([ 3.75259    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40454   , -79089.4    , array([ 4.75259    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40455   , -79089.4    , array([ 6.37063    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40456   , -79089.4    , array([ 4.75259    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40457   , -79089.4    , array([ 5.37063    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40458   , -79089.4    , array([ 5.75259    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40459   , -79089.4    , array([ 5.98866    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40460   , -79089.4    , array([ 6.13456    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40461   , -79089.4    , array([ 6.22473    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40462   , -79089.4    , array([ 6.28046    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40463   , -79089.4    , array([ 6.3149     ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40464   , -79089.4    , array([ 6.34052    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40465   , -79089.4    , array([ 6.34052    ,  0.509939   ,  0.000223214,  9.89001e-24,  7.64622e-38])
40466   , -79089.4    , array([ 6.34052    ,  1.50994    ,  0.000223214,  9.89001e-24,  7.64622e-38])
40467   , -79089.4    , array([ 6.34052    ,  3.12797    ,  0.000223214,  9.89001e-24,  7.64622e-38])
40468   , -79089.4    , array([ 6.34052    ,  1.50994    ,  0.000223214,  9.89001e-24,  7.64622e-38])
40469   , -79089.4    , array([ 6.34052    ,  2.12797    ,  0.000223214,  9.89001e-24,  7.64622e-38])
40470   , -79089.4    , array([ 6.34052    ,  2.50994    ,  0.000223214,  9.89001e-24,  7.64622e-38])
40471   , -79089.4    , array([ 6.34052    ,  2.74601    ,  0.000223214,  9.89001e-24,  7.64622e-38])
40472   , -79089.4    , array([ 6.34052    ,  2.89191    ,  0.000223214,  9.89001e-24,  7.64622e-38])
40473   , -79089.4    , array([ 6.34052    ,  2.98208    ,  0.000223214,  9.89001e-24,  7.64622e-38])
40474   , -79089.4    , array([ 6.34052    ,  3.0378     ,  0.000223214,  9.89001e-24,  7.64622e-38])
40475   , -79089.4    , array([ 6.34052    ,  3.07225    ,  0.000223214,  9.89001e-24,  7.64622e-38])
40476   , -79089.4    , array([ 6.34052    ,  3.09787    ,  0.000223214,  9.89001e-24,  7.64622e-38])
40477   , -79089.4    , array([ 6.34052    ,  3.09787    ,  0.000223214,  9.89001e-24,  7.64622e-38])
40478   , -79089.4    , array([ 6.34052    ,  3.09787    ,  1.00022    ,  9.89001e-24,  7.64622e-38])
40479   , -79089.4    , array([ 6.34052    ,  3.09787    ,  2.61826    ,  9.89001e-24,  7.64622e-38])
40480   , -79089.4    , array([ 6.34052    ,  3.09787    ,  1.00022    ,  9.89001e-24,  7.64622e-38])
