1       , -32173.9    , array([ 5.76611    ,  0.330316   ,  9.9        ,  5.85358    ,  0.0356181  ])
2       , -32175.1    , array([ 5.77188    ,  0.330316   ,  9.9        ,  5.85358    ,  0.0356181  ])
3       , -32199.9    , array([ 5.76611    ,  0.330647   ,  9.9        ,  5.85358    ,  0.0356181  ])
4       , -32179.8    , array([ 5.76611    ,  0.330316   ,  9.9099     ,  5.85358    ,  0.0356181  ])
5       , -32179      , array([ 5.76611    ,  0.330316   ,  9.9        ,  5.85944    ,  0.0356181  ])
6       , -32159.7    , array([ 5.76611    ,  0.330316   ,  9.9        ,  5.85358    ,  0.0356537  ])
7       , -32173.9    , array([ 5.76611    ,  0.330316   ,  9.9        ,  5.85358    ,  0.0356181  ])
8       , -6470.63    , array([ 5.55559    ,  0.140364   ,  8.16915    ,  4.94969    ,  0.0570095  ])
9       , -6470.63    , array([ 5.55559    ,  0.140364   ,  8.16915    ,  4.94969    ,  0.0570095  ])
10      , -6471.41    , array([ 5.56115    ,  0.140364   ,  8.16915    ,  4.94969    ,  0.0570095  ])
11      , -6483.61    , array([ 5.55559    ,  0.140505   ,  8.16915    ,  4.94969    ,  0.0570095  ])
12      , -6474.78    , array([ 5.55559    ,  0.140364   ,  8.17733    ,  4.94969    ,  0.0570095  ])
13      , -6474.26    , array([ 5.55559    ,  0.140364   ,  8.16915    ,  4.95464    ,  0.0570095  ])
14      , -6466.67    , array([ 5.55559    ,  0.140364   ,  8.16915    ,  4.94969    ,  0.0570666  ])
15      , -37730.1    , array([ 2.83045    ,  0.00406759 ,  0.200308   ,  0.189887   ,  0.000224492])
16      , -37730.1    , array([ 2.83045    ,  0.00406759 ,  0.200308   ,  0.189887   ,  0.000224492])
17      , -37730.1    , array([ 2.83328    ,  0.00406759 ,  0.200308   ,  0.189887   ,  0.000224492])
18      , -37756      , array([ 2.83045    ,  0.00407166 ,  0.200308   ,  0.189887   ,  0.000224492])
19      , -37730.1    , array([ 2.83045    ,  0.00406759 ,  0.200508   ,  0.189887   ,  0.000224492])
20      , -37730.1    , array([ 2.83045    ,  0.00406759 ,  0.200308   ,  0.190077   ,  0.000224492])
21      , -37704.2    , array([ 2.83045    ,  0.00406759 ,  0.200308   ,  0.189887   ,  0.000224716])
22      , -4111.65    , array([ 4.83793    ,  0.0678918  ,  3.81817    ,  2.53588    ,  0.0183111  ])
23      , -4111.65    , array([ 4.83793    ,  0.0678918  ,  3.81817    ,  2.53588    ,  0.0183111  ])
24      , -4111.84    , array([ 4.84277    ,  0.0678918  ,  3.81817    ,  2.53588    ,  0.0183111  ])
25      , -4122.83    , array([ 4.83793    ,  0.0679597  ,  3.81817    ,  2.53588    ,  0.0183111  ])
26      , -4112.25    , array([ 4.83793    ,  0.0678918  ,  3.82199    ,  2.53588    ,  0.0183111  ])
27      , -4112.29    , array([ 4.83793    ,  0.0678918  ,  3.81817    ,  2.53841    ,  0.0183111  ])
28      , -4101.66    , array([ 4.83793    ,  0.0678918  ,  3.81817    ,  2.53588    ,  0.0183295  ])
36      , -4111.62    , array([ 4.83794    ,  0.0678884  ,  3.81846    ,  2.53595    ,  0.0183103  ])
37      , -4111.62    , array([ 4.83794    ,  0.0678884  ,  3.81846    ,  2.53595    ,  0.0183103  ])
38      , -4111.8     , array([ 4.84278    ,  0.0678884  ,  3.81846    ,  2.53595    ,  0.0183103  ])
39      , -4122.8     , array([ 4.83794    ,  0.0679563  ,  3.81846    ,  2.53595    ,  0.0183103  ])
40      , -4112.22    , array([ 4.83794    ,  0.0678884  ,  3.82228    ,  2.53595    ,  0.0183103  ])
41      , -4112.26    , array([ 4.83794    ,  0.0678884  ,  3.81846    ,  2.53849    ,  0.0183103  ])
42      , -4101.63    , array([ 4.83794    ,  0.0678884  ,  3.81846    ,  2.53595    ,  0.0183286  ])
43      , -3876.91    , array([ 4.96825    ,  0.0380508  ,  9.2909     ,  3.61325    ,  0.0108025  ])
44      , -3876.91    , array([ 4.96825    ,  0.0380508  ,  9.2909     ,  3.61325    ,  0.0108025  ])
45      , -3877.01    , array([ 4.97322    ,  0.0380508  ,  9.2909     ,  3.61325    ,  0.0108025  ])
