2383    , -4711.73    , array([ 3.63023    ,  0.00640867 ,  2.93509e-40,  0.00376073 ])
2384    , -4711.73    , array([ 3.63386    ,  0.00640867 ,  2.93509e-40,  0.00376073 ])
2385    , -4707.95    , array([ 3.63023    ,  0.00641509 ,  2.93509e-40,  0.00376073 ])
2386    , -4711.73    , array([ 3.63023    ,  0.00640867 ,  2.93803e-40,  0.00376073 ])
2387    , -4715.24    , array([ 3.63023    ,  0.00640867 ,  2.93509e-40,  0.00376449 ])
2388    , -4711.73    , array([ 3.63023    ,  0.00640867 ,  2.93509e-40,  0.00376073 ])
2389    , -1896.33    , array([ 3.63023    ,  0.0134314  ,  2.93509e-40,  0.00189111 ])
2390    , -1896.33    , array([ 3.63023    ,  0.0134314  ,  2.93509e-40,  0.00189111 ])
2391    , -1896.33    , array([ 3.63386    ,  0.0134314  ,  2.93509e-40,  0.00189111 ])
2392    , -1895.81    , array([ 3.63023    ,  0.0134448  ,  2.93509e-40,  0.00189111 ])
2393    , -1896.33    , array([ 3.63023    ,  0.0134314  ,  2.93803e-40,  0.00189111 ])
2394    , -1896.81    , array([ 3.63023    ,  0.0134314  ,  2.93509e-40,  0.001893   ])
2395    , -3115.75    , array([ 3.63023    ,  1.30884    ,  2.93509e-40,  0.2036     ])
2396    , -3115.75    , array([ 3.63023    ,  1.30884    ,  2.93509e-40,  0.2036     ])
2397    , -3115.75    , array([ 3.63386    ,  1.30884    ,  2.93509e-40,  0.2036     ])
2398    , -3118.74    , array([ 3.63023    ,  1.31015    ,  2.93509e-40,  0.2036     ])
2399    , -3115.75    , array([ 3.63023    ,  1.30884    ,  2.93803e-40,  0.2036     ])
2400    , -3116.23    , array([ 3.63023    ,  1.30884    ,  2.93509e-40,  0.203804   ])
2401    , -1756.42    , array([ 3.63023    ,  0.0611579  ,  2.93509e-40,  0.0088998  ])
2402    , -1756.42    , array([ 3.63023    ,  0.0611579  ,  2.93509e-40,  0.0088998  ])
2403    , -1756.42    , array([ 3.63386    ,  0.0611579  ,  2.93509e-40,  0.0088998  ])
2404    , -1756.04    , array([ 3.63023    ,  0.0612191  ,  2.93509e-40,  0.0088998  ])
2405    , -1756.42    , array([ 3.63023    ,  0.0611579  ,  2.93803e-40,  0.0088998  ])
2406    , -1756.63    , array([ 3.63023    ,  0.0611579  ,  2.93509e-40,  0.0089087  ])
2407    , -1391.08    , array([ 3.63023    ,  0.321403   ,  2.93509e-40,  0.0484914  ])
2408    , -1391.08    , array([ 3.63023    ,  0.321403   ,  2.93509e-40,  0.0484914  ])
2409    , -1391.08    , array([ 3.63386    ,  0.321403   ,  2.93509e-40,  0.0484914  ])
2410    , -1391.58    , array([ 3.63023    ,  0.321724   ,  2.93509e-40,  0.0484914  ])
