181661  , -18406.8    , array([ 0.228771   ,  0.0378622  ,  3.75847e-73,  0.548015   ,  0.0330699  ])
181662  , -18397.9    , array([ 0.229      ,  0.0378622  ,  3.75847e-73,  0.548015   ,  0.0330699  ])
181663  , -18381.3    , array([ 0.228771   ,  0.0379001  ,  3.75847e-73,  0.548015   ,  0.0330699  ])
181664  , -18406.8    , array([ 0.228771   ,  0.0378622  ,  3.76224e-73,  0.548015   ,  0.0330699  ])
181665  , -18405.7    , array([ 0.228771   ,  0.0378622  ,  3.75847e-73,  0.548564   ,  0.0330699  ])
181666  , -18438      , array([ 0.228771   ,  0.0378622  ,  3.75847e-73,  0.548015   ,  0.033103   ])
181667  , -18406.8    , array([ 0.228771   ,  0.0378622  ,  3.75847e-73,  0.548015   ,  0.0330699  ])
181668  , -5968.22    , array([ 0.284574   ,  0.0707124  ,  3.75847e-73,  0.563826   ,  0.0154268  ])
181669  , -5968.22    , array([ 0.284574   ,  0.0707124  ,  3.75847e-73,  0.563826   ,  0.0154268  ])
181670  , -5965.53    , array([ 0.284859   ,  0.0707124  ,  3.75847e-73,  0.563826   ,  0.0154268  ])
181671  , -5979.63    , array([ 0.284574   ,  0.0707831  ,  3.75847e-73,  0.563826   ,  0.0154268  ])
181672  , -5968.22    , array([ 0.284574   ,  0.0707124  ,  3.76224e-73,  0.563826   ,  0.0154268  ])
181673  , -5968.36    , array([ 0.284574   ,  0.0707124  ,  3.75847e-73,  0.564391   ,  0.0154268  ])
181674  , -5959.03    , array([ 0.284574   ,  0.0707124  ,  3.75847e-73,  0.563826   ,  0.0154422  ])
181675  , -5230.62    , array([ 27.6056    ,  0.00865853 ,  3.75847e-73,  0.693652   ,  0.00460506 ])
181676  , -5230.62    , array([ 27.6056    ,  0.00865853 ,  3.75847e-73,  0.693652   ,  0.00460506 ])
181677  , -5230.62    , array([ 27.6332    ,  0.00865853 ,  3.75847e-73,  0.693652   ,  0.00460506 ])
181678  , -5216.45    , array([ 27.6056    ,  0.00866719 ,  3.75847e-73,  0.693652   ,  0.00460506 ])
181679  , -5230.62    , array([ 27.6056    ,  0.00865853 ,  3.76224e-73,  0.693652   ,  0.00460506 ])
181680  , -5230.53    , array([ 27.6056    ,  0.00865853 ,  3.75847e-73,  0.694346   ,  0.00460506 ])
181681  , -5244.21    , array([ 27.6056    ,  0.00865853 ,  3.75847e-73,  0.693652   ,  0.00460967 ])
181689  , -5230.62    , array([ 27.6057    ,  0.00865857 ,  3.75847e-73,  0.693641   ,  0.00460508 ])
181690  , -5230.62    , array([ 27.6057    ,  0.00865857 ,  3.75847e-73,  0.693641   ,  0.00460508 ])
181691  , -5230.62    , array([ 27.6333    ,  0.00865857 ,  3.75847e-73,  0.693641   ,  0.00460508 ])
181692  , -5216.45    , array([ 27.6057    ,  0.00866723 ,  3.75847e-73,  0.693641   ,  0.00460508 ])
181693  , -5230.62    , array([ 27.6057    ,  0.00865857 ,  3.76224e-73,  0.693641   ,  0.00460508 ])
181694  , -5230.52    , array([ 27.6057    ,  0.00865857 ,  3.75847e-73,  0.694335   ,  0.00460508 ])
181695  , -5244.2     , array([ 27.6057    ,  0.00865857 ,  3.75847e-73,  0.693641   ,  0.00460969 ])
181696  , -5230.61    , array([ 27.6058    ,  0.0086586  ,  3.75847e-73,  0.69363    ,  0.0046051  ])
181697  , -5230.61    , array([ 27.6058    ,  0.0086586  ,  3.75847e-73,  0.69363    ,  0.0046051  ])
181698  , -5230.62    , array([ 27.6335    ,  0.0086586  ,  3.75847e-73,  0.69363    ,  0.0046051  ])
181699  , -5216.44    , array([ 27.6058    ,  0.00866727 ,  3.75847e-73,  0.69363    ,  0.0046051  ])
181700  , -5230.61    , array([ 27.6058    ,  0.0086586  ,  3.76224e-73,  0.69363    ,  0.0046051  ])
181701  , -5230.52    , array([ 27.6058    ,  0.0086586  ,  3.75847e-73,  0.694324   ,  0.0046051  ])
181702  , -5244.2     , array([ 27.6058    ,  0.0086586  ,  3.75847e-73,  0.69363    ,  0.00460971 ])
181703  , -4283.22    , array([ 65.5647    ,  0.0201232  ,  3.75847e-73,  0.0321231  ,  0.0102809  ])
181704  , -4283.22    , array([ 65.5647    ,  0.0201232  ,  3.75847e-73,  0.0321231  ,  0.0102809  ])
181705  , -4283.23    , array([ 65.6303    ,  0.0201232  ,  3.75847e-73,  0.0321231  ,  0.0102809  ])
181706  , -4270.9     , array([ 65.5647    ,  0.0201433  ,  3.75847e-73,  0.0321231  ,  0.0102809  ])
181707  , -4283.22    , array([ 65.5647    ,  0.0201232  ,  3.76224e-73,  0.0321231  ,  0.0102809  ])
181708  , -4283.21    , array([ 65.5647    ,  0.0201232  ,  3.75847e-73,  0.0321552  ,  0.0102809  ])
181709  , -4294.91    , array([ 65.5647    ,  0.0201232  ,  3.75847e-73,  0.0321231  ,  0.0102912  ])
181710  , -4283.22    , array([ 65.5648    ,  0.0201232  ,  3.75847e-73,  0.0321229  ,  0.0102809  ])
181711  , -4283.22    , array([ 65.5648    ,  0.0201232  ,  3.75847e-73,  0.0321229  ,  0.0102809  ])
181712  , -4283.23    , array([ 65.6304    ,  0.0201232  ,  3.75847e-73,  0.0321229  ,  0.0102809  ])
181713  , -4270.9     , array([ 65.5648    ,  0.0201433  ,  3.75847e-73,  0.0321229  ,  0.0102809  ])
181714  , -4283.22    , array([ 65.5648    ,  0.0201232  ,  3.76224e-73,  0.0321229  ,  0.0102809  ])
181715  , -4283.21    , array([ 65.5648    ,  0.0201232  ,  3.75847e-73,  0.0321551  ,  0.0102809  ])
181716  , -4294.91    , array([ 65.5648    ,  0.0201232  ,  3.75847e-73,  0.0321229  ,  0.0102912  ])
181717  , -4283.22    , array([ 65.565     ,  0.0201232  ,  3.75847e-73,  0.0321226  ,  0.010281   ])
181718  , -4283.22    , array([ 65.565     ,  0.0201232  ,  3.75847e-73,  0.0321226  ,  0.010281   ])
181719  , -4283.22    , array([ 65.6306    ,  0.0201232  ,  3.75847e-73,  0.0321226  ,  0.010281   ])
181720  , -4270.9     , array([ 65.565     ,  0.0201434  ,  3.75847e-73,  0.0321226  ,  0.010281   ])
181721  , -4283.22    , array([ 65.565     ,  0.0201232  ,  3.76224e-73,  0.0321226  ,  0.010281   ])
181722  , -4283.21    , array([ 65.565     ,  0.0201232  ,  3.75847e-73,  0.0321547  ,  0.010281   ])
181723  , -4294.9     , array([ 65.565     ,  0.0201232  ,  3.75847e-73,  0.0321226  ,  0.0102913  ])
181731  , -4283.22    , array([ 65.565     ,  0.0201232  ,  3.75847e-73,  0.0321226  ,  0.010281   ])
181732  , -4283.22    , array([ 65.565     ,  0.0201232  ,  3.75847e-73,  0.0321226  ,  0.010281   ])
181733  , -4283.22    , array([ 65.6306    ,  0.0201232  ,  3.75847e-73,  0.0321226  ,  0.010281   ])
181734  , -4270.89    , array([ 65.565     ,  0.0201434  ,  3.75847e-73,  0.0321226  ,  0.010281   ])
181735  , -4283.22    , array([ 65.565     ,  0.0201232  ,  3.76224e-73,  0.0321226  ,  0.010281   ])
181736  , -4283.21    , array([ 65.565     ,  0.0201232  ,  3.75847e-73,  0.0321547  ,  0.010281   ])
181737  , -4294.9     , array([ 65.565     ,  0.0201232  ,  3.75847e-73,  0.0321226  ,  0.0102913  ])
181738  , -4283.22    , array([ 65.5651    ,  0.0201233  ,  3.75847e-73,  0.0321225  ,  0.010281   ])
181739  , -4283.22    , array([ 65.5651    ,  0.0201233  ,  3.75847e-73,  0.0321225  ,  0.010281   ])
181740  , -4283.22    , array([ 65.6307    ,  0.0201233  ,  3.75847e-73,  0.0321225  ,  0.010281   ])
181741  , -4270.89    , array([ 65.5651    ,  0.0201434  ,  3.75847e-73,  0.0321225  ,  0.010281   ])
181742  , -4283.22    , array([ 65.5651    ,  0.0201233  ,  3.76224e-73,  0.0321225  ,  0.010281   ])
181743  , -4283.21    , array([ 65.5651    ,  0.0201233  ,  3.75847e-73,  0.0321546  ,  0.010281   ])
181744  , -4294.9     , array([ 65.5651    ,  0.0201233  ,  3.75847e-73,  0.0321225  ,  0.0102913  ])
181745  , -4035.3     , array([ 81.3934    ,  0.0248462  ,  3.75847e-73,  0.0149016  ,  0.012567   ])
181746  , -4035.3     , array([ 81.3934    ,  0.0248462  ,  3.75847e-73,  0.0149016  ,  0.012567   ])
181747  , -4035.3     , array([ 81.4748    ,  0.0248462  ,  3.75847e-73,  0.0149016  ,  0.012567   ])
181748  , -4023.52    , array([ 81.3934    ,  0.024871   ,  3.75847e-73,  0.0149016  ,  0.012567   ])
181749  , -4035.3     , array([ 81.3934    ,  0.0248462  ,  3.76224e-73,  0.0149016  ,  0.012567   ])
181750  , -4035.29    , array([ 81.3934    ,  0.0248462  ,  3.75847e-73,  0.0149165  ,  0.012567   ])
181751  , -4046.47    , array([ 81.3934    ,  0.0248462  ,  3.75847e-73,  0.0149016  ,  0.0125796  ])
181752  , -3879.43    , array([ 93.8802    ,  0.0285555  ,  3.75847e-73,  0.00897582 ,  0.0143477  ])
