101055  , -79089.4    , array([ 0.0242676  ,  0.335108   ,  0.00543174 ,  2.32668e-64,  7.15177e-11])
101056  , -79089.4    , array([ 0.0242918  ,  0.335108   ,  0.00543174 ,  2.32668e-64,  7.15177e-11])
101057  , -79089.4    , array([ 0.0242676  ,  0.335444   ,  0.00543174 ,  2.32668e-64,  7.15177e-11])
101058  , -79089.4    , array([ 0.0242676  ,  0.335108   ,  0.00543718 ,  2.32668e-64,  7.15177e-11])
101059  , -79089.4    , array([ 0.0242676  ,  0.335108   ,  0.00543174 ,  2.32901e-64,  7.15177e-11])
101060  , -79089.4    , array([ 0.0242676  ,  0.335108   ,  0.00543174 ,  2.32668e-64,  7.15892e-11])
101061  , -79089.4    , array([ 0.0242676  ,  0.335108   ,  0.00543174 ,  2.32668e-64,  7.15177e-11])
101062  , -79089.4    , array([ 0.0242105  ,  0.335024   ,  0.00543174 ,  2.32668e-64,  7.17043e-11])
101063  , -79089.4    , array([ 0.0242105  ,  0.335024   ,  0.00543174 ,  2.32668e-64,  7.17043e-11])
101064  , -79089.4    , array([ 0.0242347  ,  0.335024   ,  0.00543174 ,  2.32668e-64,  7.17043e-11])
101065  , -79089.4    , array([ 0.0242105  ,  0.33536    ,  0.00543174 ,  2.32668e-64,  7.17043e-11])
101066  , -79089.4    , array([ 0.0242105  ,  0.335024   ,  0.00543718 ,  2.32668e-64,  7.17043e-11])
101067  , -79089.4    , array([ 0.0242105  ,  0.335024   ,  0.00543174 ,  2.32901e-64,  7.17043e-11])
101068  , -79089.4    , array([ 0.0242105  ,  0.335024   ,  0.00543174 ,  2.32668e-64,  7.17761e-11])
101069  , -79089.4    , array([ 0.0239838  ,  0.334689   ,  0.00543174 ,  2.32668e-64,  7.24559e-11])
101070  , -79089.4    , array([ 0.0239838  ,  0.334689   ,  0.00543174 ,  2.32668e-64,  7.24559e-11])
101071  , -79089.4    , array([ 0.0240078  ,  0.334689   ,  0.00543174 ,  2.32668e-64,  7.24559e-11])
101072  , -79089.4    , array([ 0.0239838  ,  0.335023   ,  0.00543174 ,  2.32668e-64,  7.24559e-11])
101073  , -79089.4    , array([ 0.0239838  ,  0.334689   ,  0.00543718 ,  2.32668e-64,  7.24559e-11])
101074  , -79089.4    , array([ 0.0239838  ,  0.334689   ,  0.00543174 ,  2.32901e-64,  7.24559e-11])
101075  , -79089.4    , array([ 0.0239838  ,  0.334689   ,  0.00543174 ,  2.32668e-64,  7.25284e-11])
101076  , -79089.4    , array([ 0.0230977  ,  0.333349   ,  0.00543174 ,  2.32668e-64,  7.55415e-11])
101077  , -79089.4    , array([ 0.0230977  ,  0.333349   ,  0.00543174 ,  2.32668e-64,  7.55415e-11])
101078  , -79089.4    , array([ 0.0231208  ,  0.333349   ,  0.00543174 ,  2.32668e-64,  7.55415e-11])
101079  , -79089.4    , array([ 0.0230977  ,  0.333682   ,  0.00543174 ,  2.32668e-64,  7.55415e-11])
101080  , -79089.4    , array([ 0.0230977  ,  0.333349   ,  0.00543718 ,  2.32668e-64,  7.55415e-11])
