216169  , -1.94684e+06, array([ 0.0045095  ,  0.182327   ,  5.57222e-23,  5.75718e-37,  0.280273   ])
216170  , -1.95909e+06, array([ 0.00451402 ,  0.182327   ,  5.57222e-23,  5.75718e-37,  0.280273   ])
216171  , -1.94681e+06, array([ 0.0045095  ,  0.18251    ,  5.57222e-23,  5.75718e-37,  0.280273   ])
216172  , -1.9468e+06 , array([ 0.0045095  ,  0.182327   ,  5.57779e-23,  5.75718e-37,  0.280273   ])
216173  , -1.94684e+06, array([ 0.0045095  ,  0.182327   ,  5.57222e-23,  5.76294e-37,  0.280273   ])
216174  , -2.18985e+06, array([ 0.0045095  ,  0.182327   ,  5.57222e-23,  5.75718e-37,  0.280554   ])
216175  , -1.94684e+06, array([ 0.0045095  ,  0.182327   ,  5.57222e-23,  5.75718e-37,  0.280273   ])
216176  , -1.04814e+06, array([ 0.00428605 ,  0.182349   ,  5.57321e-23,  5.75718e-37,  0.102211   ])
216177  , -1.04814e+06, array([ 0.00428605 ,  0.182349   ,  5.57321e-23,  5.75718e-37,  0.102211   ])
216178  , -1.0472e+06 , array([ 0.00429034 ,  0.182349   ,  5.57321e-23,  5.75718e-37,  0.102211   ])
216179  , -1.04815e+06, array([ 0.00428605 ,  0.182532   ,  5.57321e-23,  5.75718e-37,  0.102211   ])
216180  , -1.04814e+06, array([ 0.00428605 ,  0.182349   ,  5.57879e-23,  5.75718e-37,  0.102211   ])
216181  , -1.04814e+06, array([ 0.00428605 ,  0.182349   ,  5.57321e-23,  5.76294e-37,  0.102211   ])
216182  , -1.04905e+06, array([ 0.00428605 ,  0.182349   ,  5.57321e-23,  5.75718e-37,  0.102314   ])
216183  , -204585     , array([ 0.0267109  ,  0.17989    ,  5.57164e-23,  5.75718e-37,  0.0925165  ])
216184  , -204585     , array([ 0.0267109  ,  0.17989    ,  5.57164e-23,  5.75718e-37,  0.0925165  ])
216185  , -204415     , array([ 0.0267376  ,  0.17989    ,  5.57164e-23,  5.75718e-37,  0.0925165  ])
216186  , -204594     , array([ 0.0267109  ,  0.18007    ,  5.57164e-23,  5.75718e-37,  0.0925165  ])
216187  , -204585     , array([ 0.0267109  ,  0.17989    ,  5.57721e-23,  5.75718e-37,  0.0925165  ])
216188  , -204585     , array([ 0.0267109  ,  0.17989    ,  5.57164e-23,  5.76294e-37,  0.0925165  ])
216189  , -204729     , array([ 0.0267109  ,  0.17989    ,  5.57164e-23,  5.75718e-37,  0.0926091  ])
216197  , -202249     , array([ 0.0267425  ,  0.109437   ,  5.57289e-23,  5.75718e-37,  0.0925037  ])
216198  , -202249     , array([ 0.0267425  ,  0.109437   ,  5.57289e-23,  5.75718e-37,  0.0925037  ])
216199  , -202079     , array([ 0.0267692  ,  0.109437   ,  5.57289e-23,  5.75718e-37,  0.0925037  ])
216200  , -202247     , array([ 0.0267425  ,  0.109547   ,  5.57289e-23,  5.75718e-37,  0.0925037  ])
216201  , -202249     , array([ 0.0267425  ,  0.109437   ,  5.57847e-23,  5.75718e-37,  0.0925037  ])
216202  , -202249     , array([ 0.0267425  ,  0.109437   ,  5.57289e-23,  5.76294e-37,  0.0925037  ])
216203  , -202405     , array([ 0.0267425  ,  0.109437   ,  5.57289e-23,  5.75718e-37,  0.0925962  ])
216204  , -197582     , array([ 0.0274582  ,  0.109748   ,  6.66087e-23,  5.75718e-37,  0.0923741  ])
216205  , -197582     , array([ 0.0274582  ,  0.109748   ,  6.66087e-23,  5.75718e-37,  0.0923741  ])
216206  , -197415     , array([ 0.0274857  ,  0.109748   ,  6.66087e-23,  5.75718e-37,  0.0923741  ])
216207  , -197580     , array([ 0.0274582  ,  0.109857   ,  6.66087e-23,  5.75718e-37,  0.0923741  ])
216208  , -197582     , array([ 0.0274582  ,  0.109748   ,  6.66753e-23,  5.75718e-37,  0.0923741  ])
