10515   , -71262      , array([ 0.0622225  ,  0.0489375  ,  2.63323e-07,  4.19256e-43,  0.0540846  ])
10516   , -71209.3    , array([ 0.0622848  ,  0.0489375  ,  2.63323e-07,  4.19256e-43,  0.0540846  ])
10517   , -71239.5    , array([ 0.0622225  ,  0.0489865  ,  2.63323e-07,  4.19256e-43,  0.0540846  ])
10518   , -71262      , array([ 0.0622225  ,  0.0489375  ,  2.63587e-07,  4.19256e-43,  0.0540846  ])
10519   , -71262      , array([ 0.0622225  ,  0.0489375  ,  2.63323e-07,  4.19675e-43,  0.0540846  ])
10520   , -71330.6    , array([ 0.0622225  ,  0.0489375  ,  2.63323e-07,  4.19256e-43,  0.0541387  ])
10521   , -71262      , array([ 0.0622225  ,  0.0489375  ,  2.63323e-07,  4.19256e-43,  0.0540846  ])
10522   , -16306.7    , array([ 0.112914   ,  0.0630921  ,  2.63323e-07,  4.19256e-43,  0.0249198  ])
10523   , -16306.7    , array([ 0.112914   ,  0.0630921  ,  2.63323e-07,  4.19256e-43,  0.0249198  ])
10524   , -16285.9    , array([ 0.113027   ,  0.0630921  ,  2.63323e-07,  4.19256e-43,  0.0249198  ])
10525   , -16307      , array([ 0.112914   ,  0.0631552  ,  2.63323e-07,  4.19256e-43,  0.0249198  ])
10526   , -16306.7    , array([ 0.112914   ,  0.0630921  ,  2.63587e-07,  4.19256e-43,  0.0249198  ])
10527   , -16306.7    , array([ 0.112914   ,  0.0630921  ,  2.63323e-07,  4.19675e-43,  0.0249198  ])
10528   , -16324.9    , array([ 0.112914   ,  0.0630921  ,  2.63323e-07,  4.19256e-43,  0.0249447  ])
10536   , -16286.2    , array([ 0.11304    ,  0.0630173  ,  2.63323e-07,  4.19256e-43,  0.0249241  ])
10537   , -16286.2    , array([ 0.11304    ,  0.0630173  ,  2.63323e-07,  4.19256e-43,  0.0249241  ])
10538   , -16265.4    , array([ 0.113154   ,  0.0630173  ,  2.63323e-07,  4.19256e-43,  0.0249241  ])
10539   , -16286.5    , array([ 0.11304    ,  0.0630804  ,  2.63323e-07,  4.19256e-43,  0.0249241  ])
10540   , -16286.2    , array([ 0.11304    ,  0.0630173  ,  2.63587e-07,  4.19256e-43,  0.0249241  ])
10541   , -16286.2    , array([ 0.11304    ,  0.0630173  ,  2.63323e-07,  4.19675e-43,  0.0249241  ])
10542   , -16304.4    , array([ 0.11304    ,  0.0630173  ,  2.63323e-07,  4.19256e-43,  0.0249491  ])
10543   , -15409.3    , array([ 0.119194   ,  0.0595795  ,  2.63323e-07,  4.19256e-43,  0.0251292  ])
10544   , -15409.3    , array([ 0.119194   ,  0.0595795  ,  2.63323e-07,  4.19256e-43,  0.0251292  ])
10545   , -15389.9    , array([ 0.119313   ,  0.0595795  ,  2.63323e-07,  4.19256e-43,  0.0251292  ])
10546   , -15407.7    , array([ 0.119194   ,  0.0596391  ,  2.63323e-07,  4.19256e-43,  0.0251292  ])
10547   , -15409.3    , array([ 0.119194   ,  0.0595795  ,  2.63587e-07,  4.19256e-43,  0.0251292  ])
10548   , -15409.3    , array([ 0.119194   ,  0.0595795  ,  2.63323e-07,  4.19675e-43,  0.0251292  ])
10549   , -15428.1    , array([ 0.119194   ,  0.0595795  ,  2.63323e-07,  4.19256e-43,  0.0251544  ])
10550   , -53235.8    , array([ 4.32667    ,  2.85085    ,  2.6331e-07 ,  4.19256e-43,  1.32837    ])
10551   , -53235.8    , array([ 4.32667    ,  2.85085    ,  2.6331e-07 ,  4.19256e-43,  1.32837    ])
10552   , -53222.8    , array([ 4.331      ,  2.85085    ,  2.6331e-07 ,  4.19256e-43,  1.32837    ])
