Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-11303.91	22623.82	246.47	20004.18	1.4509,0.5029,0.7842,0.5833,1.5608,4.3653,0.1118,0.0514
our_model	Round_1_Replicate_2	-13948.56	27913.12	5435.15	9082.05	2.0498,0.4915,1.0632,0.7883,0.591,6.1736,2.0746,1.5753
our_model	Round_1_Replicate_3	-11446.65	22909.3	538.92	20929.8	1.2958,0.4329,0.6215,0.2393,1.6555,6.3016,0.0872,0.0566
our_model	Round_1_Replicate_4	-11455.92	22927.84	537.95	20089.97	1.3139,0.5333,0.9353,0.8404,1.7728,2.5641,0.121,0.0445
our_model	Round_1_Replicate_5	-13937.15	27890.3	5407.74	11579.98	1.5926,0.3924,0.8353,0.8944,0.8685,7.6793,1.3999,1.1815
our_model	Round_1_Replicate_6	-11267.84	22551.68	177.36	20263.94	1.4263,0.5071,0.8117,0.4476,1.5409,2.6749,0.1098,0.0444
our_model	Round_1_Replicate_7	-13977.39	27970.78	5503.29	7991.65	2.2986,0.5722,1.1761,0.5862,0.6154,5.309,2.5328,1.7562
our_model	Round_1_Replicate_8	-11354.82	22725.64	356.55	20389.62	1.4329,0.5258,0.7339,0.4169,1.807,1.4959,0.1135,0.0383
our_model	Round_1_Replicate_9	-13984.04	27984.08	5487.87	8458.66	2.1485,0.5661,1.0712,0.5918,0.6986,5.6003,2.3719,1.5892
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-11408.86	22833.72	458.24	19903.26	1.5155,0.5564,0.7631,0.5497,1.9904,1.6257,0.1282,0.0381
our_model	Round_1_Replicate_2	-13938.08	27892.16	5412.97	9310.96	1.9699,0.4735,1.0743,0.8113,0.6131,6.2885,2.0271,1.5299
our_model	Round_1_Replicate_3	-13941.67	27899.34	5408.28	10503.37	1.742,0.4369,0.914,0.8239,0.7731,6.9951,1.6745,1.301
our_model	Round_1_Replicate_4	-13951.22	27918.44	5451.89	8488.41	2.1616,0.5223,1.1602,0.7079,0.5669,5.7321,2.3264,1.6737
our_model	Round_1_Replicate_5	-11449.82	22915.64	537.72	19152.03	1.6217,0.5975,0.8854,0.6518,1.6955,2.4328,0.1306,0.0469
our_model	Round_1_Replicate_6	-11328.87	22673.74	301.01	20279.29	1.439,0.5228,0.7457,0.3753,1.7504,2.2155,0.1126,0.0415
our_model	Round_1_Replicate_7	-11541.73	23099.46	728.51	20576.2	1.3717,0.3756,0.5531,0.0323,1.2368,9.383,0.0537,0.0938
our_model	Round_1_Replicate_8	-13940.3	27896.6	5404.2	10950.22	1.6733,0.4214,0.8734,0.8467,0.8155,7.2811,1.5562,1.2361
our_model	Round_1_Replicate_9	-11352.86	22721.72	346.3	19812.85	1.4995,0.5684,0.837,0.5772,1.7998,0.01,0.1306,0.0373
our_model	Round_1_Replicate_10	-13955.69	27927.38	5437.27	12002.93	1.5274,0.3973,0.7601,0.8066,1.006,7.9028,1.2921,1.1389
our_model	Round_2_Replicate_1	-11296.87	22609.74	234.85	19513.94	1.5468,0.594,0.9632,0.6237,1.5963,0.01,0.1285,0.0394
our_model	Round_2_Replicate_2	-11190.02	22396.04	23.28	20049.25	1.4861,0.4658,0.9299,0.5045,0.8974,4.626,0.091,0.0585
our_model	Round_2_Replicate_3	-11182.19	22380.38	7.84	19987.71	1.4967,0.5046,0.9402,0.4631,1.0838,3.1519,0.1018,0.0501
our_model	Round_2_Replicate_4	-11191.98	22399.96	27.32	19841.56	1.507,0.5363,0.9996,0.5113,1.1754,1.8594,0.1097,0.0457
our_model	Round_2_Replicate_5	-11187.2	22390.4	17.9	20068.79	1.4859,0.5131,0.9488,0.4505,1.1278,2.3744,0.1031,0.0465
our_model	Round_2_Replicate_6	-11182.44	22380.88	8.27	19932.28	1.5051,0.4917,0.9388,0.4625,0.998,3.9115,0.0973,0.0548
our_model	Round_2_Replicate_7	-11234.95	22485.9	113.9	20052.84	1.4822,0.5509,0.9466,0.5081,1.4175,0.01,0.114,0.0384
our_model	Round_2_Replicate_8	-11271.09	22558.18	186.66	20140.74	1.4666,0.5528,0.8679,0.4653,1.5529,0.01,0.1145,0.0374
our_model	Round_2_Replicate_9	-11217.35	22450.7	78.32	19857.7	1.5161,0.5541,0.9697,0.4987,1.3142,0.8237,0.1156,0.0409
our_model	Round_2_Replicate_10	-11264.8	22545.6	173.44	20073.03	1.4743,0.5562,0.8846,0.4926,1.5521,0.01,0.1159,0.0376
our_model	Round_2_Replicate_11	-11264.8	22545.6	172.39	19927.24	1.4915,0.5656,0.9056,0.5354,1.5718,0.01,0.1193,0.0381
our_model	Round_2_Replicate_12	-11230.38	22476.76	105.68	20260.78	1.4617,0.5323,0.9637,0.4612,1.287,0.01,0.1076,0.0383
our_model	Round_2_Replicate_13	-11278.26	22572.52	198.2	19647.62	1.5294,0.5845,0.9467,0.5915,1.5773,0.01,0.1253,0.039
our_model	Round_2_Replicate_14	-11207.08	22430.16	58.62	20034.7	1.4998,0.5422,1.05,0.5078,1.1955,0.0182,0.1101,0.0395
our_model	Round_2_Replicate_15	-11179.36	22374.72	2.16	20000.26	1.501,0.4912,0.9941,0.5153,0.9589,3.3894,0.098,0.052
our_model	Round_2_Replicate_16	-11199.58	22415.16	43.02	19889.85	1.5246,0.5467,1.0377,0.5082,1.1288,0.6818,0.11,0.042
our_model	Round_2_Replicate_17	-11182.48	22380.96	8.44	20067.2	1.4864,0.4973,0.9307,0.4408,1.0489,3.3439,0.0984,0.0507
our_model	Round_2_Replicate_18	-11213.11	22442.22	70.29	20051.93	1.49,0.5439,1.0269,0.539,1.2836,0.0488,0.1121,0.0388
our_model	Round_2_Replicate_19	-11339.91	22695.82	319.26	19758.93	1.5044,0.5862,0.8461,0.587,1.8229,0.01,0.1274,0.0374
our_model	Round_2_Replicate_20	-11206.1	22428.2	56.3	20216.45	1.4847,0.4754,1.1287,0.5463,0.7562,2.9521,0.0923,0.0493
