138136  , -36036.2    , array([ 1.25459    ,  0.53633    ,  1.10069    ,  1.89005e-10,  0.0264044  ])
138137  , -36040.7    , array([ 1.25584    ,  0.53633    ,  1.10069    ,  1.89005e-10,  0.0264044  ])
138138  , -36057      , array([ 1.25459    ,  0.536867   ,  1.10069    ,  1.89005e-10,  0.0264044  ])
138139  , -36036.8    , array([ 1.25459    ,  0.53633    ,  1.10179    ,  1.89005e-10,  0.0264044  ])
138140  , -36036.2    , array([ 1.25459    ,  0.53633    ,  1.10069    ,  1.89194e-10,  0.0264044  ])
138141  , -36012.2    , array([ 1.25459    ,  0.53633    ,  1.10069    ,  1.89005e-10,  0.0264308  ])
138142  , -36036.2    , array([ 1.25459    ,  0.53633    ,  1.10069    ,  1.89005e-10,  0.0264044  ])
138143  , -6963.25    , array([ 1.08894    ,  0.278937   ,  1.08195    ,  1.89005e-10,  0.0562648  ])
138144  , -6963.25    , array([ 1.08894    ,  0.278937   ,  1.08195    ,  1.89005e-10,  0.0562648  ])
138145  , -6963.02    , array([ 1.09003    ,  0.278937   ,  1.08195    ,  1.89005e-10,  0.0562648  ])
138146  , -6977.24    , array([ 1.08894    ,  0.279217   ,  1.08195    ,  1.89005e-10,  0.0562648  ])
138147  , -6963.5     , array([ 1.08894    ,  0.278937   ,  1.08303    ,  1.89005e-10,  0.0562648  ])
138148  , -6963.25    , array([ 1.08894    ,  0.278937   ,  1.08195    ,  1.89194e-10,  0.0562648  ])
138149  , -6951.41    , array([ 1.08894    ,  0.278937   ,  1.08195    ,  1.89005e-10,  0.056321   ])
138150  , -349592     , array([ 76.3927    ,  0.00160959 ,  1.14173    ,  1.89005e-10,  0.0167082  ])
138151  , -349592     , array([ 76.3927    ,  0.00160959 ,  1.14173    ,  1.89005e-10,  0.0167082  ])
138152  , -349592     , array([ 76.4692    ,  0.00160959 ,  1.14173    ,  1.89005e-10,  0.0167082  ])
138153  , -349257     , array([ 76.3927    ,  0.0016112  ,  1.14173    ,  1.89005e-10,  0.0167082  ])
138154  , -349588     , array([ 76.3927    ,  0.00160959 ,  1.14287    ,  1.89005e-10,  0.0167082  ])
138155  , -349592     , array([ 76.3927    ,  0.00160959 ,  1.14173    ,  1.89194e-10,  0.0167082  ])
138156  , -349916     , array([ 76.3927    ,  0.00160959 ,  1.14173    ,  1.89005e-10,  0.0167249  ])
138157  , -2146.28    , array([ 2.51025    ,  0.101304   ,  1.09344    ,  1.89005e-10,  0.0443231  ])
138158  , -2146.28    , array([ 2.51025    ,  0.101304   ,  1.09344    ,  1.89005e-10,  0.0443231  ])
138159  , -2146.59    , array([ 2.51276    ,  0.101304   ,  1.09344    ,  1.89005e-10,  0.0443231  ])
138160  , -2141.72    , array([ 2.51025    ,  0.101405   ,  1.09344    ,  1.89005e-10,  0.0443231  ])
138161  , -2146.03    , array([ 2.51025    ,  0.101304   ,  1.09454    ,  1.89005e-10,  0.0443231  ])
138162  , -2146.28    , array([ 2.51025    ,  0.101304   ,  1.09344    ,  1.89194e-10,  0.0443231  ])
138163  , -2151.33    , array([ 2.51025    ,  0.101304   ,  1.09344    ,  1.89005e-10,  0.0443675  ])
138171  , -2146.13    , array([ 2.50983    ,  0.101291   ,  1.09349    ,  1.89005e-10,  0.0443171  ])
138172  , -2146.13    , array([ 2.50983    ,  0.101291   ,  1.09349    ,  1.89005e-10,  0.0443171  ])
138173  , -2146.43    , array([ 2.51234    ,  0.101291   ,  1.09349    ,  1.89005e-10,  0.0443171  ])
138174  , -2141.56    , array([ 2.50983    ,  0.101392   ,  1.09349    ,  1.89005e-10,  0.0443171  ])
138175  , -2145.88    , array([ 2.50983    ,  0.101291   ,  1.09459    ,  1.89005e-10,  0.0443171  ])
138176  , -2146.13    , array([ 2.50983    ,  0.101291   ,  1.09349    ,  1.89194e-10,  0.0443171  ])
138177  , -2151.18    , array([ 2.50983    ,  0.101291   ,  1.09349    ,  1.89005e-10,  0.0443614  ])
138178  , -1937.7     , array([ 1.67196    ,  0.0739975  ,  1.22529    ,  1.89005e-10,  0.0318903  ])
138179  , -1937.7     , array([ 1.67196    ,  0.0739975  ,  1.22529    ,  1.89005e-10,  0.0318903  ])
138180  , -1937.8     , array([ 1.67364    ,  0.0739975  ,  1.22529    ,  1.89005e-10,  0.0318903  ])
138181  , -1932.97    , array([ 1.67196    ,  0.0740716  ,  1.22529    ,  1.89005e-10,  0.0318903  ])
138182  , -1937.52    , array([ 1.67196    ,  0.0739975  ,  1.22652    ,  1.89005e-10,  0.0318903  ])
