Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-2544.23	5098.46	2327.52	5191.4	3.3931,0.5969,0.7749,1.3179,30.0
our_model	Round_1_Replicate_2	-2708.34	5426.68	2615.02	3582.03	4.8351,0.9418,0.5385,0.824,30.0
our_model	Round_1_Replicate_3	-1335.77	2681.54	49.31	19674.59	1.2058,0.0992,4.5039,2.7022,0.0499
our_model	Round_1_Replicate_4	-1332.79	2675.58	44.4	19959.99	0.9916,0.1112,5.2517,1.3259,0.0514
our_model	Round_1_Replicate_5	-2037.48	4084.96	1397.38	4955.71	3.9016,0.3751,0.7435,2.2396,30.0
our_model	Round_1_Replicate_6	-2106.07	4222.14	1531.1	8288.64	2.2849,0.2554,1.2327,3.2429,30.0
our_model	Round_1_Replicate_7	-2135.49	4280.98	1589.42	3013.45	6.2918,0.7223,0.4451,1.1441,30.0
our_model	Round_1_Replicate_8	-1334.65	2679.3	46.73	19901.3	1.0103,0.1044,4.8283,3.3973,0.0569
our_model	Round_1_Replicate_9	-1322.63	2655.26	23.68	19968.74	0.9956,0.1093,5.2511,1.6383,0.052
our_model	Round_1_Replicate_10	-2314.67	4639.34	1918.07	6688.33	2.7197,0.3965,0.9913,2.0309,30.0
our_model	Round_2_Replicate_1	-1593.28	3196.56	597.58	20240.99	1.1151,0.0394,2.392,8.7986,0.0184
our_model	Round_2_Replicate_2	-1313.91	2637.82	5.96	20045.4	0.9986,0.0933,4.9218,2.8889,0.0469
our_model	Round_2_Replicate_3	-1341.14	2692.28	61.17	20003.76	1.0794,0.0794,4.4668,3.6927,0.0391
our_model	Round_2_Replicate_4	-1350.65	2711.3	78.92	19579.34	1.1578,0.1117,4.5177,2.8664,0.0595
our_model	Round_2_Replicate_5	-1311.77	2633.54	1.68	19939.94	1.0206,0.1027,4.9575,2.4207,0.0513
our_model	Round_2_Replicate_6	-1314.19	2638.38	6.55	20060.23	0.993,0.093,4.9539,2.8928,0.0468
our_model	Round_2_Replicate_7	-1321.26	2652.52	20.95	20086.18	1.0031,0.0878,4.9728,2.8765,0.0428
our_model	Round_2_Replicate_8	-1418.21	2846.42	223.1	19995.72	1.2121,0.0641,3.848,3.9744,0.0291
our_model	Round_2_Replicate_9	-1548.93	3107.86	504.55	20000.11	1.4321,0.0476,2.501,5.5546,0.0207
our_model	Round_2_Replicate_10	-1311.51	2633.02	1.16	19970.6	1.0062,0.1018,4.9575,2.3176,0.0502
our_model	Round_3_Replicate_1	-1321.7	2653.4	21.69	19924.46	1.0923,0.0911,4.7946,2.728,0.0443
our_model	Round_3_Replicate_2	-1321.44	2652.88	20.87	19946.99	0.9899,0.1119,5.1432,2.3056,0.0584
our_model	Round_3_Replicate_3	-1311.53	2633.06	1.19	20001.78	0.9924,0.1023,5.0824,2.4733,0.0514
our_model	Round_3_Replicate_4	-1316.63	2643.26	11.32	19893.16	1.0164,0.1096,4.9733,2.1284,0.0546
our_model	Round_3_Replicate_5	-1312.09	2634.18	2.32	19975.16	0.9993,0.1044,5.0627,2.3265,0.0523
our_model	Round_3_Replicate_6	-1336.22	2682.44	50.89	20248.52	0.926,0.0824,5.0575,3.6009,0.0416
our_model	Round_3_Replicate_7	-1311.23	2632.46	0.61	20035.72	0.983,0.1,5.0838,2.4694,0.0499
our_model	Round_3_Replicate_8	-1320.86	2651.72	19.82	19797.1	1.0813,0.1075,4.8898,2.4176,0.0545
our_model	Round_3_Replicate_9	-1331.42	2672.84	41.46	20115.57	0.9956,0.0824,4.7821,3.3673,0.0404
our_model	Round_3_Replicate_10	-1331.21	2672.42	40.14	19916.05	1.0678,0.0865,4.2015,3.5221,0.0427
our_model	Round_3_Replicate_11	-1314.42	2638.84	6.97	19924.46	1.0539,0.0971,4.8734,2.8476,0.0492
our_model	Round_3_Replicate_12	-1310.97	2631.94	0.09	20001.38	1.0009,0.0998,5.0079,2.4586,0.0497
our_model	Round_3_Replicate_13	-1336.16	2682.32	51.27	19961.98	1.1152,0.0847,4.8869,3.0974,0.0412
our_model	Round_3_Replicate_14	-1320.17	2650.34	18.66	20054.2	1.0078,0.0899,4.8803,2.5434,0.0429
our_model	Round_3_Replicate_15	-1312.74	2635.48	3.61	19985.3	0.9904,0.1054,5.0971,2.2926,0.0529
our_model	Round_3_Replicate_16	-1369.25	2748.5	120.55	20060.66	0.9511,0.1222,6.0779,1.1719,0.0582
our_model	Round_3_Replicate_17	-1312.41	2634.82	2.97	19981.89	1.0169,0.0987,4.9692,2.3189,0.048
our_model	Round_3_Replicate_18	-1310.93	2631.86	0.0	20002.31	0.9991,0.1,5.0051,2.4962,0.05
our_model	Round_3_Replicate_19	-1311.01	2632.02	0.16	20013.93	0.9961,0.0996,5.0373,2.5527,0.0501
our_model	Round_3_Replicate_20	-1316.11	2642.22	10.43	19988.36	0.9922,0.107,5.2491,2.011,0.0523
