1248    , -2663.67    , array([ 0.294178   ,  14.2535    ,  7.30474e-65,  0.015257   ])
1249    , -2663.67    , array([ 0.294472   ,  14.2535    ,  7.30474e-65,  0.015257   ])
1250    , -2663.7     , array([ 0.294178   ,  14.2678    ,  7.30474e-65,  0.015257   ])
1251    , -2663.67    , array([ 0.294178   ,  14.2535    ,  7.31205e-65,  0.015257   ])
1252    , -2664.04    , array([ 0.294178   ,  14.2535    ,  7.30474e-65,  0.0152723  ])
1253    , -2663.67    , array([ 0.294178   ,  14.2535    ,  7.30474e-65,  0.015257   ])
1254    , -2443.62    , array([ 0.294178   ,  13.1686    ,  7.30474e-65,  0.0055742  ])
1255    , -2443.62    , array([ 0.294178   ,  13.1686    ,  7.30474e-65,  0.0055742  ])
1256    , -2443.62    , array([ 0.294472   ,  13.1686    ,  7.30474e-65,  0.0055742  ])
1257    , -2443.63    , array([ 0.294178   ,  13.1817    ,  7.30474e-65,  0.0055742  ])
1258    , -2443.62    , array([ 0.294178   ,  13.1686    ,  7.31205e-65,  0.0055742  ])
1259    , -2443.73    , array([ 0.294178   ,  13.1686    ,  7.30474e-65,  0.00557978 ])
1260    , -2401.29    , array([ 0.294178   ,  6.70284    ,  7.30474e-65,  0.00375681 ])
1261    , -2401.29    , array([ 0.294178   ,  6.70284    ,  7.30474e-65,  0.00375681 ])
1262    , -2401.29    , array([ 0.294472   ,  6.70284    ,  7.30474e-65,  0.00375681 ])
1263    , -2401.31    , array([ 0.294178   ,  6.70955    ,  7.30474e-65,  0.00375681 ])
1264    , -2401.29    , array([ 0.294178   ,  6.70284    ,  7.31205e-65,  0.00375681 ])
1265    , -2401.36    , array([ 0.294178   ,  6.70284    ,  7.30474e-65,  0.00376057 ])
1266    , -1830.44    , array([ 0.294178   ,  0.0478699  ,  7.30474e-65,  0.00251827 ])
1267    , -1830.44    , array([ 0.294178   ,  0.0478699  ,  7.30474e-65,  0.00251827 ])
1268    , -1830.44    , array([ 0.294472   ,  0.0478699  ,  7.30474e-65,  0.00251827 ])
1269    , -1830.66    , array([ 0.294178   ,  0.0479178  ,  7.30474e-65,  0.00251827 ])
1270    , -1830.44    , array([ 0.294178   ,  0.0478699  ,  7.31205e-65,  0.00251827 ])
1271    , -1830.22    , array([ 0.294178   ,  0.0478699  ,  7.30474e-65,  0.00252079 ])
1278    , -1830.42    , array([ 0.294178   ,  0.0478638  ,  7.30474e-65,  0.00251824 ])
1279    , -1830.42    , array([ 0.294178   ,  0.0478638  ,  7.30474e-65,  0.00251824 ])
1280    , -1830.42    , array([ 0.294472   ,  0.0478638  ,  7.30474e-65,  0.00251824 ])
1281    , -1830.63    , array([ 0.294178   ,  0.0479117  ,  7.30474e-65,  0.00251824 ])
1282    , -1830.42    , array([ 0.294178   ,  0.0478638  ,  7.31205e-65,  0.00251824 ])
1283    , -1830.2     , array([ 0.294178   ,  0.0478638  ,  7.30474e-65,  0.00252076 ])
