16396   , -2334.87    , array([ 0.328884   ,  0.981013   ,  1.25425e-24,  0.00520142 ])
16397   , -2334.87    , array([ 0.329213   ,  0.981013   ,  1.25425e-24,  0.00520142 ])
16398   , -2334.97    , array([ 0.328884   ,  0.981995   ,  1.25425e-24,  0.00520142 ])
16399   , -2334.87    , array([ 0.328884   ,  0.981013   ,  1.2555e-24 ,  0.00520142 ])
16400   , -2334.87    , array([ 0.328884   ,  0.981013   ,  1.25425e-24,  0.00520662 ])
16401   , -2334.87    , array([ 0.328884   ,  0.981013   ,  1.25425e-24,  0.00520142 ])
16402   , -2175.25    , array([ 0.328884   ,  0.357369   ,  1.25425e-24,  0.00530238 ])
16403   , -2175.25    , array([ 0.328884   ,  0.357369   ,  1.25425e-24,  0.00530238 ])
16404   , -2175.25    , array([ 0.329213   ,  0.357369   ,  1.25425e-24,  0.00530238 ])
16405   , -2175.47    , array([ 0.328884   ,  0.357727   ,  1.25425e-24,  0.00530238 ])
16406   , -2175.25    , array([ 0.328884   ,  0.357369   ,  1.2555e-24 ,  0.00530238 ])
16407   , -2175.11    , array([ 0.328884   ,  0.357369   ,  1.25425e-24,  0.00530769 ])
16408   , -6275.69    , array([ 0.328884   ,  0.0062934  ,  1.25425e-24,  0.00572623 ])
16409   , -6275.69    , array([ 0.328884   ,  0.0062934  ,  1.25425e-24,  0.00572623 ])
16410   , -6275.69    , array([ 0.329213   ,  0.0062934  ,  1.25425e-24,  0.00572623 ])
16411   , -6271.88    , array([ 0.328884   ,  0.00629969 ,  1.25425e-24,  0.00572623 ])
16412   , -6275.69    , array([ 0.328884   ,  0.0062934  ,  1.2555e-24 ,  0.00572623 ])
16413   , -6278.99    , array([ 0.328884   ,  0.0062934  ,  1.25425e-24,  0.00573196 ])
16414   , -1957.56    , array([ 0.328884   ,  0.160311   ,  1.25425e-24,  0.00538393 ])
16415   , -1957.56    , array([ 0.328884   ,  0.160311   ,  1.25425e-24,  0.00538393 ])
16416   , -1957.56    , array([ 0.329213   ,  0.160311   ,  1.25425e-24,  0.00538393 ])
16417   , -1957.86    , array([ 0.328884   ,  0.160472   ,  1.25425e-24,  0.00538393 ])
16418   , -1957.56    , array([ 0.328884   ,  0.160311   ,  1.2555e-24 ,  0.00538393 ])
16419   , -1957.3     , array([ 0.328884   ,  0.160311   ,  1.25425e-24,  0.00538932 ])
16420   , -1807.01    , array([ 0.328884   ,  0.0954834  ,  1.25425e-24,  0.0054373  ])
16421   , -1807.01    , array([ 0.328884   ,  0.0954834  ,  1.25425e-24,  0.0054373  ])
16422   , -1807.01    , array([ 0.329213   ,  0.0954834  ,  1.25425e-24,  0.0054373  ])
16423   , -1807.26    , array([ 0.328884   ,  0.0955789  ,  1.25425e-24,  0.0054373  ])
16424   , -1807.01    , array([ 0.328884   ,  0.0954834  ,  1.2555e-24 ,  0.0054373  ])
16425   , -1806.76    , array([ 0.328884   ,  0.0954834  ,  1.25425e-24,  0.00544274 ])
16426   , -2207.27    , array([ 0.328884   ,  0.0245136  ,  1.25425e-24,  0.0055799  ])
16427   , -2207.27    , array([ 0.328884   ,  0.0245136  ,  1.25425e-24,  0.0055799  ])
16428   , -2207.27    , array([ 0.329213   ,  0.0245136  ,  1.25425e-24,  0.0055799  ])
16429   , -2205.98    , array([ 0.328884   ,  0.0245381  ,  1.25425e-24,  0.0055799  ])
16430   , -2207.27    , array([ 0.328884   ,  0.0245136  ,  1.2555e-24 ,  0.0055799  ])
16431   , -2208.36    , array([ 0.328884   ,  0.0245136  ,  1.25425e-24,  0.00558548 ])
16432   , -1737.35    , array([ 0.328884   ,  0.0634219  ,  1.25425e-24,  0.00547982 ])
16433   , -1737.35    , array([ 0.328884   ,  0.0634219  ,  1.25425e-24,  0.00547982 ])
16434   , -1737.35    , array([ 0.329213   ,  0.0634219  ,  1.25425e-24,  0.00547982 ])
16435   , -1737.41    , array([ 0.328884   ,  0.0634853  ,  1.25425e-24,  0.00547982 ])
16436   , -1737.35    , array([ 0.328884   ,  0.0634219  ,  1.2555e-24 ,  0.00547982 ])
16437   , -1737.24    , array([ 0.328884   ,  0.0634219  ,  1.25425e-24,  0.00548531 ])
16444   , -1737.35    , array([ 0.328884   ,  0.0634204  ,  1.25425e-24,  0.00547987 ])
16445   , -1737.35    , array([ 0.328884   ,  0.0634204  ,  1.25425e-24,  0.00547987 ])
16446   , -1737.35    , array([ 0.329213   ,  0.0634204  ,  1.25425e-24,  0.00547987 ])
16447   , -1737.41    , array([ 0.328884   ,  0.0634838  ,  1.25425e-24,  0.00547987 ])
16448   , -1737.35    , array([ 0.328884   ,  0.0634204  ,  1.2555e-24 ,  0.00547987 ])
16449   , -1737.23    , array([ 0.328884   ,  0.0634204  ,  1.25425e-24,  0.00548536 ])
16450   , -1733.17    , array([ 0.328884   ,  0.0580056  ,  1.25425e-24,  0.00567096 ])
16451   , -1733.17    , array([ 0.328884   ,  0.0580056  ,  1.25425e-24,  0.00567096 ])
16452   , -1733.17    , array([ 0.329213   ,  0.0580056  ,  1.25425e-24,  0.00567096 ])
16453   , -1733.14    , array([ 0.328884   ,  0.0580636  ,  1.25425e-24,  0.00567096 ])
16454   , -1733.17    , array([ 0.328884   ,  0.0580056  ,  1.2555e-24 ,  0.00567096 ])
16455   , -1733.13    , array([ 0.328884   ,  0.0580056  ,  1.25425e-24,  0.00567664 ])
16456   , -1724.05    , array([ 0.328884   ,  0.0647481  ,  1.25425e-24,  0.00645751 ])
16457   , -1724.05    , array([ 0.328884   ,  0.0647481  ,  1.25425e-24,  0.00645751 ])
16458   , -1724.05    , array([ 0.329213   ,  0.0647481  ,  1.25425e-24,  0.00645751 ])
16459   , -1724.02    , array([ 0.328884   ,  0.0648129  ,  1.25425e-24,  0.00645751 ])
16460   , -1724.05    , array([ 0.328884   ,  0.0647481  ,  1.2555e-24 ,  0.00645751 ])
16461   , -1724       , array([ 0.328884   ,  0.0647481  ,  1.25425e-24,  0.00646397 ])
16462   , -1673.61    , array([ 0.328884   ,  0.100521   ,  1.25425e-24,  0.0108567  ])
16463   , -1673.61    , array([ 0.328884   ,  0.100521   ,  1.25425e-24,  0.0108567  ])
16464   , -1673.61    , array([ 0.329213   ,  0.100521   ,  1.25425e-24,  0.0108567  ])
16465   , -1673.61    , array([ 0.328884   ,  0.100621   ,  1.25425e-24,  0.0108567  ])
16466   , -1673.61    , array([ 0.328884   ,  0.100521   ,  1.2555e-24 ,  0.0108567  ])
16467   , -1673.48    , array([ 0.328884   ,  0.100521   ,  1.25425e-24,  0.0108675  ])
16468   , -1567.95    , array([ 0.328884   ,  0.583941   ,  1.25425e-24,  0.0867412  ])
16469   , -1567.95    , array([ 0.328884   ,  0.583941   ,  1.25425e-24,  0.0867412  ])
16470   , -1567.95    , array([ 0.329213   ,  0.583941   ,  1.25425e-24,  0.0867412  ])
16471   , -1569.22    , array([ 0.328884   ,  0.584525   ,  1.25425e-24,  0.0867412  ])
16472   , -1567.95    , array([ 0.328884   ,  0.583941   ,  1.2555e-24 ,  0.0867412  ])
16473   , -1567.42    , array([ 0.328884   ,  0.583941   ,  1.25425e-24,  0.086828   ])
16474   , -1620.68    , array([ 0.328884   ,  0.138365   ,  1.25425e-24,  0.0158345  ])
16475   , -1620.68    , array([ 0.328884   ,  0.138365   ,  1.25425e-24,  0.0158345  ])
16476   , -1620.68    , array([ 0.329213   ,  0.138365   ,  1.25425e-24,  0.0158345  ])
16477   , -1620.75    , array([ 0.328884   ,  0.138503   ,  1.25425e-24,  0.0158345  ])
16478   , -1620.68    , array([ 0.328884   ,  0.138365   ,  1.2555e-24 ,  0.0158345  ])
16479   , -1620.47    , array([ 0.328884   ,  0.138365   ,  1.25425e-24,  0.0158503  ])
16480   , -1449.97    , array([ 0.328884   ,  0.356202   ,  1.25425e-24,  0.04838    ])
16481   , -1449.97    , array([ 0.328884   ,  0.356202   ,  1.25425e-24,  0.04838    ])
16482   , -1449.97    , array([ 0.329213   ,  0.356202   ,  1.25425e-24,  0.04838    ])
16483   , -1450.58    , array([ 0.328884   ,  0.356558   ,  1.25425e-24,  0.04838    ])
16484   , -1449.97    , array([ 0.328884   ,  0.356202   ,  1.2555e-24 ,  0.04838    ])
16485   , -1449.41    , array([ 0.328884   ,  0.356202   ,  1.25425e-24,  0.0484284  ])
16492   , -1449.97    , array([ 0.328884   ,  0.356204   ,  1.25425e-24,  0.0483804  ])
16493   , -1449.97    , array([ 0.328884   ,  0.356204   ,  1.25425e-24,  0.0483804  ])
16494   , -1449.97    , array([ 0.329213   ,  0.356204   ,  1.25425e-24,  0.0483804  ])
16495   , -1450.58    , array([ 0.328884   ,  0.356561   ,  1.25425e-24,  0.0483804  ])
16496   , -1449.97    , array([ 0.328884   ,  0.356204   ,  1.2555e-24 ,  0.0483804  ])
16497   , -1449.41    , array([ 0.328884   ,  0.356204   ,  1.25425e-24,  0.0484288  ])
16498   , -1449.96    , array([ 0.328884   ,  0.356218   ,  1.25425e-24,  0.0483828  ])
16499   , -1449.96    , array([ 0.328884   ,  0.356218   ,  1.25425e-24,  0.0483828  ])
16500   , -1449.96    , array([ 0.329213   ,  0.356218   ,  1.25425e-24,  0.0483828  ])
16501   , -1450.58    , array([ 0.328884   ,  0.356575   ,  1.25425e-24,  0.0483828  ])
16502   , -1449.96    , array([ 0.328884   ,  0.356218   ,  1.2555e-24 ,  0.0483828  ])
16503   , -1449.4     , array([ 0.328884   ,  0.356218   ,  1.25425e-24,  0.0484312  ])
16504   , -24580.4    , array([ 0.328884   ,  14.4211    ,  1.25425e-24,  4.75191    ])
16505   , -24580.4    , array([ 0.328884   ,  14.4211    ,  1.25425e-24,  4.75191    ])
16506   , -24580.4    , array([ 0.329213   ,  14.4211    ,  1.25425e-24,  4.75191    ])
16507   , -24599      , array([ 0.328884   ,  14.4355    ,  1.25425e-24,  4.75191    ])
16508   , -24580.4    , array([ 0.328884   ,  14.4211    ,  1.2555e-24 ,  4.75191    ])
16509   , -24572.1    , array([ 0.328884   ,  14.4211    ,  1.25425e-24,  4.75666    ])
16510   , -1448.99    , array([ 0.328884   ,  0.361022   ,  1.25425e-24,  0.0491927  ])
16511   , -1448.99    , array([ 0.328884   ,  0.361022   ,  1.25425e-24,  0.0491927  ])
16512   , -1448.99    , array([ 0.329213   ,  0.361022   ,  1.25425e-24,  0.0491927  ])
16513   , -1449.62    , array([ 0.328884   ,  0.361383   ,  1.25425e-24,  0.0491927  ])
16514   , -1448.99    , array([ 0.328884   ,  0.361022   ,  1.2555e-24 ,  0.0491927  ])
16515   , -1448.43    , array([ 0.328884   ,  0.361022   ,  1.25425e-24,  0.0492419  ])
16516   , -1447.01    , array([ 0.328884   ,  0.362295   ,  1.25425e-24,  0.0495612  ])
16517   , -1447.01    , array([ 0.328884   ,  0.362295   ,  1.25425e-24,  0.0495612  ])
16518   , -1447.01    , array([ 0.329213   ,  0.362295   ,  1.25425e-24,  0.0495612  ])
16519   , -1447.64    , array([ 0.328884   ,  0.362657   ,  1.25425e-24,  0.0495612  ])
16520   , -1447.01    , array([ 0.328884   ,  0.362295   ,  1.2555e-24 ,  0.0495612  ])
16521   , -1446.45    , array([ 0.328884   ,  0.362295   ,  1.25425e-24,  0.0496108  ])
16522   , -1439.12    , array([ 0.328884   ,  0.367433   ,  1.25425e-24,  0.0510632  ])
16523   , -1439.12    , array([ 0.328884   ,  0.367433   ,  1.25425e-24,  0.0510632  ])
16524   , -1439.12    , array([ 0.329213   ,  0.367433   ,  1.25425e-24,  0.0510632  ])
16525   , -1439.77    , array([ 0.328884   ,  0.367801   ,  1.25425e-24,  0.0510632  ])
16526   , -1439.12    , array([ 0.328884   ,  0.367433   ,  1.2555e-24 ,  0.0510632  ])
16527   , -1438.56    , array([ 0.328884   ,  0.367433   ,  1.25425e-24,  0.0511143  ])
16528   , -1408.18    , array([ 0.328884   ,  0.388724   ,  1.25425e-24,  0.0575402  ])
16529   , -1408.18    , array([ 0.328884   ,  0.388724   ,  1.25425e-24,  0.0575402  ])
16530   , -1408.18    , array([ 0.329213   ,  0.388724   ,  1.25425e-24,  0.0575402  ])
16531   , -1408.89    , array([ 0.328884   ,  0.389113   ,  1.25425e-24,  0.0575402  ])
16532   , -1408.18    , array([ 0.328884   ,  0.388724   ,  1.2555e-24 ,  0.0575402  ])
16533   , -1407.59    , array([ 0.328884   ,  0.388724   ,  1.25425e-24,  0.0575977  ])
16534   , -1312.72    , array([ 0.328884   ,  0.486964   ,  1.25425e-24,  0.0927734  ])
16535   , -1312.72    , array([ 0.328884   ,  0.486964   ,  1.25425e-24,  0.0927734  ])
16536   , -1312.72    , array([ 0.329213   ,  0.486964   ,  1.25425e-24,  0.0927734  ])
16537   , -1313.82    , array([ 0.328884   ,  0.487451   ,  1.25425e-24,  0.0927734  ])
16538   , -1312.72    , array([ 0.328884   ,  0.486964   ,  1.2555e-24 ,  0.0927734  ])
16539   , -1312.09    , array([ 0.328884   ,  0.486964   ,  1.25425e-24,  0.0928662  ])
16540   , -1118.76    , array([ 0.328884   ,  0.584919   ,  1.25425e-24,  0.197352   ])
16541   , -1118.76    , array([ 0.328884   ,  0.584919   ,  1.25425e-24,  0.197352   ])
16542   , -1118.76    , array([ 0.329213   ,  0.584919   ,  1.25425e-24,  0.197352   ])
16543   , -1120.47    , array([ 0.328884   ,  0.585504   ,  1.25425e-24,  0.197352   ])
16544   , -1118.76    , array([ 0.328884   ,  0.584919   ,  1.2555e-24 ,  0.197352   ])
16545   , -1118.26    , array([ 0.328884   ,  0.584919   ,  1.25425e-24,  0.19755    ])
16546   , -813.983    , array([ 0.328884   ,  0.543476   ,  1.25425e-24,  0.337834   ])
16547   , -813.983    , array([ 0.328884   ,  0.543476   ,  1.25425e-24,  0.337834   ])
16548   , -813.983    , array([ 0.329213   ,  0.543476   ,  1.25425e-24,  0.337834   ])
16549   , -815.454    , array([ 0.328884   ,  0.54402    ,  1.25425e-24,  0.337834   ])
16550   , -813.983    , array([ 0.328884   ,  0.543476   ,  1.2555e-24 ,  0.337834   ])
16551   , -813.856    , array([ 0.328884   ,  0.543476   ,  1.25425e-24,  0.338172   ])
16552   , -468.18     , array([ 0.328884   ,  0.361214   ,  1.25425e-24,  0.37891    ])
16553   , -468.18     , array([ 0.328884   ,  0.361214   ,  1.25425e-24,  0.37891    ])
16554   , -468.18     , array([ 0.329213   ,  0.361214   ,  1.25425e-24,  0.37891    ])
16555   , -468.537    , array([ 0.328884   ,  0.361575   ,  1.25425e-24,  0.37891    ])
16556   , -468.18     , array([ 0.328884   ,  0.361214   ,  1.2555e-24 ,  0.37891    ])
16557   , -468.295    , array([ 0.328884   ,  0.361214   ,  1.25425e-24,  0.37929    ])
16558   , -442.754    , array([ 0.328884   ,  0.305062   ,  1.25425e-24,  0.301392   ])
16559   , -442.754    , array([ 0.328884   ,  0.305062   ,  1.25425e-24,  0.301392   ])
16560   , -442.754    , array([ 0.329213   ,  0.305062   ,  1.25425e-24,  0.301392   ])
16561   , -442.835    , array([ 0.328884   ,  0.305367   ,  1.25425e-24,  0.301392   ])
16562   , -442.754    , array([ 0.328884   ,  0.305062   ,  1.2555e-24 ,  0.301392   ])
16563   , -442.542    , array([ 0.328884   ,  0.305062   ,  1.25425e-24,  0.301693   ])
16564   , -419.612    , array([ 0.328884   ,  0.293831   ,  1.25425e-24,  0.346147   ])
16565   , -419.612    , array([ 0.328884   ,  0.293831   ,  1.25425e-24,  0.346147   ])
16566   , -419.612    , array([ 0.329213   ,  0.293831   ,  1.25425e-24,  0.346147   ])
16567   , -419.721    , array([ 0.328884   ,  0.294125   ,  1.25425e-24,  0.346147   ])
16568   , -419.612    , array([ 0.328884   ,  0.293831   ,  1.2555e-24 ,  0.346147   ])
16569   , -419.559    , array([ 0.328884   ,  0.293831   ,  1.25425e-24,  0.346493   ])
16570   , -412.512    , array([ 0.328884   ,  0.264821   ,  1.25425e-24,  0.378938   ])
16571   , -412.512    , array([ 0.328884   ,  0.264821   ,  1.25425e-24,  0.378938   ])
16572   , -412.512    , array([ 0.329213   ,  0.264821   ,  1.25425e-24,  0.378938   ])
16573   , -412.574    , array([ 0.328884   ,  0.265086   ,  1.25425e-24,  0.378938   ])
16574   , -412.512    , array([ 0.328884   ,  0.264821   ,  1.2555e-24 ,  0.378938   ])
16575   , -412.637    , array([ 0.328884   ,  0.264821   ,  1.25425e-24,  0.379318   ])
16576   , -407.163    , array([ 0.328884   ,  0.254216   ,  1.25425e-24,  0.364912   ])
16577   , -407.163    , array([ 0.328884   ,  0.254216   ,  1.25425e-24,  0.364912   ])
16578   , -407.163    , array([ 0.329213   ,  0.254216   ,  1.25425e-24,  0.364912   ])
16579   , -407.216    , array([ 0.328884   ,  0.25447    ,  1.25425e-24,  0.364912   ])
16580   , -407.163    , array([ 0.328884   ,  0.254216   ,  1.2555e-24 ,  0.364912   ])
16581   , -407.198    , array([ 0.328884   ,  0.254216   ,  1.25425e-24,  0.365277   ])
16582   , -401.605    , array([ 0.328884   ,  0.223031   ,  1.25425e-24,  0.355601   ])
16583   , -401.605    , array([ 0.328884   ,  0.223031   ,  1.25425e-24,  0.355601   ])
16584   , -401.605    , array([ 0.329213   ,  0.223031   ,  1.25425e-24,  0.355601   ])
16585   , -401.635    , array([ 0.328884   ,  0.223254   ,  1.25425e-24,  0.355601   ])
16586   , -401.605    , array([ 0.328884   ,  0.223031   ,  1.2555e-24 ,  0.355601   ])
16587   , -401.606    , array([ 0.328884   ,  0.223031   ,  1.25425e-24,  0.355957   ])
