217475  , -74235.2    , array([ 0.242736   ,  4.40197    ,  0.0057173  ,  0.62417    ,  0.0014777  ])
217476  , -74239.3    , array([ 0.242979   ,  4.40197    ,  0.0057173  ,  0.62417    ,  0.0014777  ])
217477  , -74235.6    , array([ 0.242736   ,  4.40638    ,  0.0057173  ,  0.62417    ,  0.0014777  ])
217478  , -74235.2    , array([ 0.242736   ,  4.40197    ,  0.00572302 ,  0.62417    ,  0.0014777  ])
217479  , -74235.2    , array([ 0.242736   ,  4.40197    ,  0.0057173  ,  0.624795   ,  0.0014777  ])
217480  , -74230.8    , array([ 0.242736   ,  4.40197    ,  0.0057173  ,  0.62417    ,  0.00147918 ])
217481  , -74235.2    , array([ 0.242736   ,  4.40197    ,  0.0057173  ,  0.62417    ,  0.0014777  ])
217482  , -63924      , array([ 0.123191   ,  4.14582    ,  0.00571729 ,  0.623487   ,  0.00311577 ])
217483  , -63924      , array([ 0.123191   ,  4.14582    ,  0.00571729 ,  0.623487   ,  0.00311577 ])
217484  , -63933.7    , array([ 0.123315   ,  4.14582    ,  0.00571729 ,  0.623487   ,  0.00311577 ])
217485  , -63924.7    , array([ 0.123191   ,  4.14997    ,  0.00571729 ,  0.623487   ,  0.00311577 ])
217486  , -63924      , array([ 0.123191   ,  4.14582    ,  0.00572301 ,  0.623487   ,  0.00311577 ])
217487  , -63924.1    , array([ 0.123191   ,  4.14582    ,  0.00571729 ,  0.624111   ,  0.00311577 ])
217488  , -63913.4    , array([ 0.123191   ,  4.14582    ,  0.00571729 ,  0.623487   ,  0.00311889 ])
217489  , -417360     , array([ 0.00817269 ,  3.26185    ,  0.00571722 ,  0.620763   ,  0.0615862  ])
217490  , -417360     , array([ 0.00817269 ,  3.26185    ,  0.00571722 ,  0.620763   ,  0.0615862  ])
217491  , -417098     , array([ 0.00818087 ,  3.26185    ,  0.00571722 ,  0.620763   ,  0.0615862  ])
217492  , -417365     , array([ 0.00817269 ,  3.26511    ,  0.00571722 ,  0.620763   ,  0.0615862  ])
217493  , -417354     , array([ 0.00817269 ,  3.26185    ,  0.00572294 ,  0.620763   ,  0.0615862  ])
217494  , -417357     , array([ 0.00817269 ,  3.26185    ,  0.00571722 ,  0.621384   ,  0.0615862  ])
217495  , -417583     , array([ 0.00817269 ,  3.26185    ,  0.00571722 ,  0.620763   ,  0.0616478  ])
217496  , -53381.7    , array([ 0.0728263  ,  3.95759    ,  0.00571727 ,  0.622958   ,  0.00555474 ])
217497  , -53381.7    , array([ 0.0728263  ,  3.95759    ,  0.00571727 ,  0.622958   ,  0.00555474 ])
217498  , -53386.3    , array([ 0.0728992  ,  3.95759    ,  0.00571727 ,  0.622958   ,  0.00555474 ])
217499  , -53382.5    , array([ 0.0728263  ,  3.96155    ,  0.00571727 ,  0.622958   ,  0.00555474 ])
217500  , -53381.7    , array([ 0.0728263  ,  3.95759    ,  0.00572299 ,  0.622958   ,  0.00555474 ])
217501  , -53381.8    , array([ 0.0728263  ,  3.95759    ,  0.00571727 ,  0.623582   ,  0.00555474 ])
217502  , -53375.1    , array([ 0.0728263  ,  3.95759    ,  0.00571727 ,  0.622958   ,  0.0055603  ])
217503  , -52448.5    , array([ 0.0612716  ,  3.89761    ,  0.00571727 ,  0.622785   ,  0.00671719 ])
217504  , -52448.5    , array([ 0.0612716  ,  3.89761    ,  0.00571727 ,  0.622785   ,  0.00671719 ])
217505  , -52446      , array([ 0.0613329  ,  3.89761    ,  0.00571727 ,  0.622785   ,  0.00671719 ])
217506  , -52449.4    , array([ 0.0612716  ,  3.90151    ,  0.00571727 ,  0.622785   ,  0.00671719 ])
217507  , -52448.5    , array([ 0.0612716  ,  3.89761    ,  0.00572299 ,  0.622785   ,  0.00671719 ])
217508  , -52448.6    , array([ 0.0612716  ,  3.89761    ,  0.00571727 ,  0.623408   ,  0.00671719 ])
217509  , -52448.3    , array([ 0.0612716  ,  3.89761    ,  0.00571727 ,  0.622785   ,  0.00672391 ])
217517  , -52445.2    , array([ 0.0613278  ,  3.89402    ,  0.00571727 ,  0.622708   ,  0.00672716 ])
217518  , -52445.2    , array([ 0.0613278  ,  3.89402    ,  0.00571727 ,  0.622708   ,  0.00672716 ])
217519  , -52442.8    , array([ 0.0613892  ,  3.89402    ,  0.00571727 ,  0.622708   ,  0.00672716 ])
217520  , -52446.1    , array([ 0.0613278  ,  3.89792    ,  0.00571727 ,  0.622708   ,  0.00672716 ])
217521  , -52445.2    , array([ 0.0613278  ,  3.89402    ,  0.00572299 ,  0.622708   ,  0.00672716 ])
217522  , -52445.3    , array([ 0.0613278  ,  3.89402    ,  0.00571727 ,  0.623331   ,  0.00672716 ])
217523  , -52445.1    , array([ 0.0613278  ,  3.89402    ,  0.00571727 ,  0.622708   ,  0.00673389 ])
217524  , -52441.9    , array([ 0.061384   ,  3.89043    ,  0.00571727 ,  0.622632   ,  0.00673714 ])
217525  , -52441.9    , array([ 0.061384   ,  3.89043    ,  0.00571727 ,  0.622632   ,  0.00673714 ])
217526  , -52439.5    , array([ 0.0614455  ,  3.89043    ,  0.00571727 ,  0.622632   ,  0.00673714 ])
217527  , -52442.8    , array([ 0.061384   ,  3.89433    ,  0.00571727 ,  0.622632   ,  0.00673714 ])
217528  , -52441.9    , array([ 0.061384   ,  3.89043    ,  0.00572299 ,  0.622632   ,  0.00673714 ])
217529  , -52442.1    , array([ 0.061384   ,  3.89043    ,  0.00571727 ,  0.623255   ,  0.00673714 ])
217530  , -52441.8    , array([ 0.061384   ,  3.89043    ,  0.00571727 ,  0.622632   ,  0.00674388 ])
217538  , -52441.1    , array([ 0.0613981  ,  3.88954    ,  0.00571727 ,  0.622612   ,  0.00673963 ])
217539  , -52441.1    , array([ 0.0613981  ,  3.88954    ,  0.00571727 ,  0.622612   ,  0.00673963 ])
217540  , -52438.7    , array([ 0.0614595  ,  3.88954    ,  0.00571727 ,  0.622612   ,  0.00673963 ])
217541  , -52442      , array([ 0.0613981  ,  3.89343    ,  0.00571727 ,  0.622612   ,  0.00673963 ])
217542  , -52441.1    , array([ 0.0613981  ,  3.88954    ,  0.00572299 ,  0.622612   ,  0.00673963 ])
217543  , -52441.3    , array([ 0.0613981  ,  3.88954    ,  0.00571727 ,  0.623235   ,  0.00673963 ])
217544  , -52441      , array([ 0.0613981  ,  3.88954    ,  0.00571727 ,  0.622612   ,  0.00674638 ])
217545  , -52440.3    , array([ 0.0614122  ,  3.88864    ,  0.00571727 ,  0.622593   ,  0.00674213 ])
217546  , -52440.3    , array([ 0.0614122  ,  3.88864    ,  0.00571727 ,  0.622593   ,  0.00674213 ])
217547  , -52437.9    , array([ 0.0614736  ,  3.88864    ,  0.00571727 ,  0.622593   ,  0.00674213 ])
217548  , -52441.2    , array([ 0.0614122  ,  3.89253    ,  0.00571727 ,  0.622593   ,  0.00674213 ])
217549  , -52440.3    , array([ 0.0614122  ,  3.88864    ,  0.00572299 ,  0.622593   ,  0.00674213 ])
217550  , -52440.4    , array([ 0.0614122  ,  3.88864    ,  0.00571727 ,  0.623216   ,  0.00674213 ])
217551  , -52440.2    , array([ 0.0614122  ,  3.88864    ,  0.00571727 ,  0.622593   ,  0.00674888 ])
217552  , -62986      , array([ 1.39379    ,  0.168307   ,  0.00572123 ,  0.409555   ,  1.05077    ])
217553  , -62986      , array([ 1.39379    ,  0.168307   ,  0.00572123 ,  0.409555   ,  1.05077    ])
217554  , -62974.3    , array([ 1.39519    ,  0.168307   ,  0.00572123 ,  0.409555   ,  1.05077    ])
217555  , -62960.8    , array([ 1.39379    ,  0.168475   ,  0.00572123 ,  0.409555   ,  1.05077    ])
217556  , -62985.5    , array([ 1.39379    ,  0.168307   ,  0.00572695 ,  0.409555   ,  1.05077    ])
217557  , -62955      , array([ 1.39379    ,  0.168307   ,  0.00572123 ,  0.409965   ,  1.05077    ])
217558  , -62995.7    , array([ 1.39379    ,  0.168307   ,  0.00572123 ,  0.409555   ,  1.05182    ])
217559  , -39642.2    , array([ 0.218901   ,  1.08305    ,  0.00571888 ,  0.524998   ,  0.052654   ])
217560  , -39642.2    , array([ 0.218901   ,  1.08305    ,  0.00571888 ,  0.524998   ,  0.052654   ])
217561  , -39620.4    , array([ 0.21912    ,  1.08305    ,  0.00571888 ,  0.524998   ,  0.052654   ])
217562  , -39653.1    , array([ 0.218901   ,  1.08413    ,  0.00571888 ,  0.524998   ,  0.052654   ])
217563  , -39642.2    , array([ 0.218901   ,  1.08305    ,  0.0057246  ,  0.524998   ,  0.052654   ])
217564  , -39642.9    , array([ 0.218901   ,  1.08305    ,  0.00571888 ,  0.525523   ,  0.052654   ])
217565  , -39649.2    , array([ 0.218901   ,  1.08305    ,  0.00571888 ,  0.524998   ,  0.0527067  ])
217566  , -28896.5    , array([ 0.350319   ,  0.674939   ,  0.00571948 ,  0.492905   ,  0.112634   ])
217567  , -28896.5    , array([ 0.350319   ,  0.674939   ,  0.00571948 ,  0.492905   ,  0.112634   ])
217568  , -28869.4    , array([ 0.35067    ,  0.674939   ,  0.00571948 ,  0.492905   ,  0.112634   ])
217569  , -28909.8    , array([ 0.350319   ,  0.675614   ,  0.00571948 ,  0.492905   ,  0.112634   ])
217570  , -28896.5    , array([ 0.350319   ,  0.674939   ,  0.0057252  ,  0.492905   ,  0.112634   ])
217571  , -28896.9    , array([ 0.350319   ,  0.674939   ,  0.00571948 ,  0.493398   ,  0.112634   ])
217572  , -28909.3    , array([ 0.350319   ,  0.674939   ,  0.00571948 ,  0.492905   ,  0.112747   ])
217573  , -25460.9    , array([ 0.5106     ,  0.462074   ,  0.00571996 ,  0.468613   ,  0.207137   ])
217574  , -25460.9    , array([ 0.5106     ,  0.462074   ,  0.00571996 ,  0.468613   ,  0.207137   ])
217575  , -25434.4    , array([ 0.511111   ,  0.462074   ,  0.00571996 ,  0.468613   ,  0.207137   ])
217576  , -25465.5    , array([ 0.5106     ,  0.462536   ,  0.00571996 ,  0.468613   ,  0.207137   ])
217577  , -25460.8    , array([ 0.5106     ,  0.462074   ,  0.00572568 ,  0.468613   ,  0.207137   ])
217578  , -25458.9    , array([ 0.5106     ,  0.462074   ,  0.00571996 ,  0.469082   ,  0.207137   ])
217579  , -25483.5    , array([ 0.5106     ,  0.462074   ,  0.00571996 ,  0.468613   ,  0.207344   ])
217580  , -25316.3    , array([ 0.469917   ,  0.502316   ,  0.00571985 ,  0.473862   ,  0.181111   ])
217581  , -25316.3    , array([ 0.469917   ,  0.502316   ,  0.00571985 ,  0.473862   ,  0.181111   ])
217582  , -25289.2    , array([ 0.470387   ,  0.502316   ,  0.00571985 ,  0.473862   ,  0.181111   ])
217583  , -25323.9    , array([ 0.469917   ,  0.502819   ,  0.00571985 ,  0.473862   ,  0.181111   ])
217584  , -25316.3    , array([ 0.469917   ,  0.502316   ,  0.00572557 ,  0.473862   ,  0.181111   ])
217585  , -25315.2    , array([ 0.469917   ,  0.502316   ,  0.00571985 ,  0.474336   ,  0.181111   ])
217586  , -25336.5    , array([ 0.469917   ,  0.502316   ,  0.00571985 ,  0.473862   ,  0.181292   ])
217594  , -25311.4    , array([ 0.470533   ,  0.501431   ,  0.00571988 ,  0.473831   ,  0.181504   ])
217595  , -25311.4    , array([ 0.470533   ,  0.501431   ,  0.00571988 ,  0.473831   ,  0.181504   ])
217596  , -25284.3    , array([ 0.471004   ,  0.501431   ,  0.00571988 ,  0.473831   ,  0.181504   ])
217597  , -25318.9    , array([ 0.470533   ,  0.501933   ,  0.00571988 ,  0.473831   ,  0.181504   ])
217598  , -25311.3    , array([ 0.470533   ,  0.501431   ,  0.0057256  ,  0.473831   ,  0.181504   ])
217599  , -25310.2    , array([ 0.470533   ,  0.501431   ,  0.00571988 ,  0.474305   ,  0.181504   ])
217600  , -25331.6    , array([ 0.470533   ,  0.501431   ,  0.00571988 ,  0.473831   ,  0.181686   ])
217601  , -25292.8    , array([ 0.473116   ,  0.497745   ,  0.00571998 ,  0.4737     ,  0.183158   ])
217602  , -25292.8    , array([ 0.473116   ,  0.497745   ,  0.00571998 ,  0.4737     ,  0.183158   ])
217603  , -25265.7    , array([ 0.47359    ,  0.497745   ,  0.00571998 ,  0.4737     ,  0.183158   ])
217604  , -25300      , array([ 0.473116   ,  0.498243   ,  0.00571998 ,  0.4737     ,  0.183158   ])
217605  , -25292.7    , array([ 0.473116   ,  0.497745   ,  0.0057257  ,  0.4737     ,  0.183158   ])
217606  , -25291.5    , array([ 0.473116   ,  0.497745   ,  0.00571998 ,  0.474174   ,  0.183158   ])
217607  , -25313.1    , array([ 0.473116   ,  0.497745   ,  0.00571998 ,  0.4737     ,  0.183341   ])
217608  , -25238.3    , array([ 0.485854   ,  0.502578   ,  0.00573506 ,  0.519636   ,  0.189691   ])
217609  , -25238.3    , array([ 0.485854   ,  0.502578   ,  0.00573506 ,  0.519636   ,  0.189691   ])
217610  , -25211.4    , array([ 0.48634    ,  0.502578   ,  0.00573506 ,  0.519636   ,  0.189691   ])
217611  , -25245.6    , array([ 0.485854   ,  0.503081   ,  0.00573506 ,  0.519636   ,  0.189691   ])
217612  , -25238.2    , array([ 0.485854   ,  0.502578   ,  0.0057408  ,  0.519636   ,  0.189691   ])
