297901  , -30169      , array([ 11.2626    ,  0.572847   ,  5.5554e-39 ,  7.61878e-21,  0.0437535  ])
297902  , -30170.1    , array([ 11.2738    ,  0.572847   ,  5.5554e-39 ,  7.61878e-21,  0.0437535  ])
297903  , -30195.4    , array([ 11.2626    ,  0.57342    ,  5.5554e-39 ,  7.61878e-21,  0.0437535  ])
297904  , -30169      , array([ 11.2626    ,  0.572847   ,  5.56095e-39,  7.61878e-21,  0.0437535  ])
297905  , -30169      , array([ 11.2626    ,  0.572847   ,  5.5554e-39 ,  7.6264e-21 ,  0.0437535  ])
297906  , -30145      , array([ 11.2626    ,  0.572847   ,  5.5554e-39 ,  7.61878e-21,  0.0437973  ])
297907  , -30169      , array([ 11.2626    ,  0.572847   ,  5.5554e-39 ,  7.61878e-21,  0.0437535  ])
297908  , -5118.54    , array([ 10.9278    ,  0.271785   ,  5.5554e-39 ,  7.61878e-21,  0.0864188  ])
297909  , -5118.54    , array([ 10.9278    ,  0.271785   ,  5.5554e-39 ,  7.61878e-21,  0.0864188  ])
297910  , -5119.21    , array([ 10.9387    ,  0.271785   ,  5.5554e-39 ,  7.61878e-21,  0.0864188  ])
297911  , -5124       , array([ 10.9278    ,  0.272057   ,  5.5554e-39 ,  7.61878e-21,  0.0864188  ])
297912  , -5118.54    , array([ 10.9278    ,  0.271785   ,  5.56095e-39,  7.61878e-21,  0.0864188  ])
297913  , -5118.54    , array([ 10.9278    ,  0.271785   ,  5.5554e-39 ,  7.6264e-21 ,  0.0864188  ])
297914  , -5118.64    , array([ 10.9278    ,  0.271785   ,  5.5554e-39 ,  7.61878e-21,  0.0865053  ])
297922  , -5114.3     , array([ 10.9262    ,  0.271581   ,  5.5554e-39 ,  7.61878e-21,  0.0863625  ])
297923  , -5114.3     , array([ 10.9262    ,  0.271581   ,  5.5554e-39 ,  7.61878e-21,  0.0863625  ])
297924  , -5114.96    , array([ 10.9371    ,  0.271581   ,  5.5554e-39 ,  7.61878e-21,  0.0863625  ])
297925  , -5119.75    , array([ 10.9262    ,  0.271853   ,  5.5554e-39 ,  7.61878e-21,  0.0863625  ])
