207586  , -37828.5    , array([ 7.6589     ,  1.0568     ,  6.89613e-67,  3.9039e-28 ,  0.742042   ])
207587  , -37831.7    , array([ 7.66657    ,  1.0568     ,  6.89613e-67,  3.9039e-28 ,  0.742042   ])
207588  , -37812.3    , array([ 7.6589     ,  1.05786    ,  6.89613e-67,  3.9039e-28 ,  0.742042   ])
207589  , -37828.5    , array([ 7.6589     ,  1.0568     ,  6.90303e-67,  3.9039e-28 ,  0.742042   ])
207590  , -37828.5    , array([ 7.6589     ,  1.0568     ,  6.89613e-67,  3.90781e-28,  0.742042   ])
207591  , -37866.9    , array([ 7.6589     ,  1.0568     ,  6.89613e-67,  3.9039e-28 ,  0.742785   ])
207592  , -37828.5    , array([ 7.6589     ,  1.0568     ,  6.89613e-67,  3.9039e-28 ,  0.742042   ])
207593  , -22645.1    , array([ 7.0835     ,  1.56339    ,  6.89613e-67,  3.9039e-28 ,  0.293447   ])
207594  , -22645.1    , array([ 7.0835     ,  1.56339    ,  6.89613e-67,  3.9039e-28 ,  0.293447   ])
207595  , -22649.5    , array([ 7.09059    ,  1.56339    ,  6.89613e-67,  3.9039e-28 ,  0.293447   ])
207596  , -22661.2    , array([ 7.0835     ,  1.56496    ,  6.89613e-67,  3.9039e-28 ,  0.293447   ])
207597  , -22645.1    , array([ 7.0835     ,  1.56339    ,  6.90303e-67,  3.9039e-28 ,  0.293447   ])
207598  , -22645.1    , array([ 7.0835     ,  1.56339    ,  6.89613e-67,  3.90781e-28,  0.293447   ])
207599  , -22643      , array([ 7.0835     ,  1.56339    ,  6.89613e-67,  3.9039e-28 ,  0.293741   ])
207600  , -4268.41    , array([ 2.96197    ,  0.243748   ,  6.89613e-67,  3.9039e-28 ,  0.0648172  ])
207601  , -4268.41    , array([ 2.96197    ,  0.243748   ,  6.89613e-67,  3.9039e-28 ,  0.0648172  ])
207602  , -4269.12    , array([ 2.96494    ,  0.243748   ,  6.89613e-67,  3.9039e-28 ,  0.0648172  ])
207603  , -4277.4     , array([ 2.96197    ,  0.243992   ,  6.89613e-67,  3.9039e-28 ,  0.0648172  ])
207604  , -4268.41    , array([ 2.96197    ,  0.243748   ,  6.90303e-67,  3.9039e-28 ,  0.0648172  ])
207605  , -4268.41    , array([ 2.96197    ,  0.243748   ,  6.89613e-67,  3.90781e-28,  0.0648172  ])
207606  , -4262.21    , array([ 2.96197    ,  0.243748   ,  6.89613e-67,  3.9039e-28 ,  0.0648821  ])
207614  , -4266.13    , array([ 2.96926    ,  0.24353    ,  6.89613e-67,  3.9039e-28 ,  0.0647755  ])
207615  , -4266.13    , array([ 2.96926    ,  0.24353    ,  6.89613e-67,  3.9039e-28 ,  0.0647755  ])
207616  , -4266.85    , array([ 2.97223    ,  0.24353    ,  6.89613e-67,  3.9039e-28 ,  0.0647755  ])
207617  , -4275.12    , array([ 2.96926    ,  0.243774   ,  6.89613e-67,  3.9039e-28 ,  0.0647755  ])
207618  , -4266.13    , array([ 2.96926    ,  0.24353    ,  6.90303e-67,  3.9039e-28 ,  0.0647755  ])
207619  , -4266.13    , array([ 2.96926    ,  0.24353    ,  6.89613e-67,  3.90781e-28,  0.0647755  ])
207620  , -4259.94    , array([ 2.96926    ,  0.24353    ,  6.89613e-67,  3.9039e-28 ,  0.0648403  ])
207621  , -2461.42    , array([ 23.499     ,  0.114775   ,  6.89613e-67,  3.9039e-28 ,  0.0376734  ])
207622  , -2461.42    , array([ 23.499     ,  0.114775   ,  6.89613e-67,  3.9039e-28 ,  0.0376734  ])
207623  , -2461.51    , array([ 23.5225    ,  0.114775   ,  6.89613e-67,  3.9039e-28 ,  0.0376734  ])
207624  , -2465.06    , array([ 23.499     ,  0.11489    ,  6.89613e-67,  3.9039e-28 ,  0.0376734  ])
207625  , -2461.42    , array([ 23.499     ,  0.114775   ,  6.90303e-67,  3.9039e-28 ,  0.0376734  ])
207626  , -2461.42    , array([ 23.499     ,  0.114775   ,  6.89613e-67,  3.90781e-28,  0.0376734  ])
207627  , -2459.29    , array([ 23.499     ,  0.114775   ,  6.89613e-67,  3.9039e-28 ,  0.0377111  ])
207635  , -2461.4     , array([ 23.5       ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207636  , -2461.4     , array([ 23.5       ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207637  , -2461.49    , array([ 23.5235    ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207638  , -2465.04    , array([ 23.5       ,  0.114889   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207639  , -2461.4     , array([ 23.5       ,  0.114774   ,  6.90303e-67,  3.9039e-28 ,  0.037673   ])
207640  , -2461.4     , array([ 23.5       ,  0.114774   ,  6.89613e-67,  3.90781e-28,  0.037673   ])
207641  , -2459.27    , array([ 23.5       ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.0377107  ])
207649  , -2461.39    , array([ 23.5001    ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207650  , -2461.39    , array([ 23.5001    ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207651  , -2461.49    , array([ 23.5236    ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207652  , -2465.03    , array([ 23.5001    ,  0.114889   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207653  , -2461.39    , array([ 23.5001    ,  0.114774   ,  6.90303e-67,  3.9039e-28 ,  0.037673   ])
207654  , -2461.39    , array([ 23.5001    ,  0.114774   ,  6.89613e-67,  3.90781e-28,  0.037673   ])
207655  , -2459.26    , array([ 23.5001    ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.0377107  ])
207663  , -2461.39    , array([ 23.5001    ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207664  , -2461.39    , array([ 23.5001    ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207665  , -2461.49    , array([ 23.5236    ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207666  , -2465.03    , array([ 23.5001    ,  0.114889   ,  6.89613e-67,  3.9039e-28 ,  0.037673   ])
207667  , -2461.39    , array([ 23.5001    ,  0.114774   ,  6.90303e-67,  3.9039e-28 ,  0.037673   ])
207668  , -2461.39    , array([ 23.5001    ,  0.114774   ,  6.89613e-67,  3.90781e-28,  0.037673   ])
207669  , -2459.26    , array([ 23.5001    ,  0.114774   ,  6.89613e-67,  3.9039e-28 ,  0.0377107  ])
207670  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207671  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207672  , -2069.88    , array([ 63.9118    ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207673  , -2070.98    , array([ 63.848     ,  0.0840199  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207674  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.90303e-67,  3.9039e-28 ,  0.0296574  ])
207675  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.90781e-28,  0.0296574  ])
207676  , -2069.53    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296871  ])
207684  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207685  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207686  , -2069.88    , array([ 63.9119    ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207687  , -2070.98    , array([ 63.848     ,  0.0840199  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207688  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.90303e-67,  3.9039e-28 ,  0.0296574  ])
207689  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.90781e-28,  0.0296574  ])
207690  , -2069.53    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296871  ])
207698  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207699  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207700  , -2069.88    , array([ 63.9119    ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207701  , -2070.98    , array([ 63.848     ,  0.0840199  ,  6.89613e-67,  3.9039e-28 ,  0.0296574  ])
207702  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.90303e-67,  3.9039e-28 ,  0.0296574  ])
207703  , -2069.86    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.90781e-28,  0.0296574  ])
207704  , -2069.53    , array([ 63.848     ,  0.0839359  ,  6.89613e-67,  3.9039e-28 ,  0.0296871  ])
207705  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207706  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207707  , -1989.03    , array([ 96.8449    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207708  , -1989.32    , array([ 96.7481    ,  0.0731496  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207709  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.90303e-67,  3.9039e-28 ,  0.0263924  ])
207710  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.90781e-28,  0.0263924  ])
207711  , -1989.24    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0264188  ])
207719  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207720  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207721  , -1989.03    , array([ 96.8449    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207722  , -1989.32    , array([ 96.7481    ,  0.0731496  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207723  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.90303e-67,  3.9039e-28 ,  0.0263924  ])
207724  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.90781e-28,  0.0263924  ])
207725  , -1989.24    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0264188  ])
207733  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207734  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207735  , -1989.03    , array([ 96.8449    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207736  , -1989.32    , array([ 96.7481    ,  0.0731496  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207737  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.90303e-67,  3.9039e-28 ,  0.0263924  ])
207738  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.90781e-28,  0.0263924  ])
207739  , -1989.24    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0264188  ])
207747  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207748  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207749  , -1989.03    , array([ 96.8449    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207750  , -1989.32    , array([ 96.7481    ,  0.0731496  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207751  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.90303e-67,  3.9039e-28 ,  0.0263924  ])
207752  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.90781e-28,  0.0263924  ])
207753  , -1989.24    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0264188  ])
207761  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207762  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207763  , -1989.03    , array([ 96.8449    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207764  , -1989.32    , array([ 96.7481    ,  0.0731496  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207765  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.90303e-67,  3.9039e-28 ,  0.0263924  ])
207766  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.90781e-28,  0.0263924  ])
207767  , -1989.24    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0264188  ])
207775  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207776  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207777  , -1989.03    , array([ 96.8449    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207778  , -1989.32    , array([ 96.7481    ,  0.0731496  ,  6.89613e-67,  3.9039e-28 ,  0.0263924  ])
207779  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.90303e-67,  3.9039e-28 ,  0.0263924  ])
207780  , -1989.02    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.90781e-28,  0.0263924  ])
207781  , -1989.24    , array([ 96.7481    ,  0.0730765  ,  6.89613e-67,  3.9039e-28 ,  0.0264188  ])
