120486  , -75147.3    , array([ 4.58436    ,  0.00865629 ,  3.6094e-45 ,  1.85026e-82,  3.002e-05  ])
120487  , -75147.3    , array([ 4.58894    ,  0.00865629 ,  3.6094e-45 ,  1.85026e-82,  3.002e-05  ])
120488  , -75151.1    , array([ 4.58436    ,  0.00866495 ,  3.6094e-45 ,  1.85026e-82,  3.002e-05  ])
120489  , -75147.3    , array([ 4.58436    ,  0.00865629 ,  3.61301e-45,  1.85026e-82,  3.002e-05  ])
120490  , -75147.3    , array([ 4.58436    ,  0.00865629 ,  3.6094e-45 ,  1.85211e-82,  3.002e-05  ])
120491  , -75143.4    , array([ 4.58436    ,  0.00865629 ,  3.6094e-45 ,  1.85026e-82,  3.00501e-05])
120492  , -75147.3    , array([ 4.58436    ,  0.00865629 ,  3.6094e-45 ,  1.85026e-82,  3.002e-05  ])
120493  , -64252.6    , array([ 4.58019    ,  0.00424159 ,  3.6094e-45 ,  1.85026e-82,  6.1367e-05 ])
120494  , -64252.6    , array([ 4.58019    ,  0.00424159 ,  3.6094e-45 ,  1.85026e-82,  6.1367e-05 ])
120495  , -64252.6    , array([ 4.58477    ,  0.00424159 ,  3.6094e-45 ,  1.85026e-82,  6.1367e-05 ])
120496  , -64265.5    , array([ 4.58019    ,  0.00424584 ,  3.6094e-45 ,  1.85026e-82,  6.1367e-05 ])
120497  , -64252.6    , array([ 4.58019    ,  0.00424159 ,  3.61301e-45,  1.85026e-82,  6.1367e-05 ])
120498  , -64252.6    , array([ 4.58019    ,  0.00424159 ,  3.6094e-45 ,  1.85211e-82,  6.1367e-05 ])
120499  , -64239.7    , array([ 4.58019    ,  0.00424159 ,  3.6094e-45 ,  1.85026e-82,  6.14284e-05])
120507  , -64243.5    , array([ 4.58019    ,  0.0042401  ,  3.6094e-45 ,  1.85026e-82,  6.13886e-05])
120508  , -64243.5    , array([ 4.58019    ,  0.0042401  ,  3.6094e-45 ,  1.85026e-82,  6.13886e-05])
120509  , -64243.5    , array([ 4.58477    ,  0.0042401  ,  3.6094e-45 ,  1.85026e-82,  6.13886e-05])
