8380    , -2082.42    , array([ 0.474124   ,  22.0257    ,  0.0142686  ,  2.0166e-45 ])
8381    , -2082.82    , array([ 0.474598   ,  22.0257    ,  0.0142686  ,  2.0166e-45 ])
8382    , -2082.42    , array([ 0.474124   ,  22.0478    ,  0.0142686  ,  2.0166e-45 ])
8383    , -2082.2     , array([ 0.474124   ,  22.0257    ,  0.0142829  ,  2.0166e-45 ])
8384    , -2082.42    , array([ 0.474124   ,  22.0257    ,  0.0142686  ,  2.01862e-45])
8385    , -2082.42    , array([ 0.474124   ,  22.0257    ,  0.0142686  ,  2.0166e-45 ])
8386    , -1559.37    , array([ 0.195522   ,  22.0257    ,  0.0231805  ,  2.0166e-45 ])
8387    , -1559.37    , array([ 0.195522   ,  22.0257    ,  0.0231805  ,  2.0166e-45 ])
8388    , -1559.57    , array([ 0.195718   ,  22.0257    ,  0.0231805  ,  2.0166e-45 ])
8389    , -1559.37    , array([ 0.195522   ,  22.0478    ,  0.0231805  ,  2.0166e-45 ])
8390    , -1559.03    , array([ 0.195522   ,  22.0257    ,  0.0232037  ,  2.0166e-45 ])
8391    , -1559.37    , array([ 0.195522   ,  22.0257    ,  0.0231805  ,  2.01862e-45])
8392    , -1093.87    , array([ 0.0476068  ,  22.0257    ,  0.219197   ,  2.0166e-45 ])
8393    , -1093.87    , array([ 0.0476068  ,  22.0257    ,  0.219197   ,  2.0166e-45 ])
8394    , -1091.09    , array([ 0.0476544  ,  22.0257    ,  0.219197   ,  2.0166e-45 ])
8395    , -1093.87    , array([ 0.0476068  ,  22.0478    ,  0.219197   ,  2.0166e-45 ])
8396    , -1097.48    , array([ 0.0476068  ,  22.0257    ,  0.219417   ,  2.0166e-45 ])
8397    , -1093.87    , array([ 0.0476068  ,  22.0257    ,  0.219197   ,  2.01862e-45])
8398    , -1493.04    , array([ 0.174452   ,  22.0257    ,  0.0277893  ,  2.0166e-45 ])
8399    , -1493.04    , array([ 0.174452   ,  22.0257    ,  0.0277893  ,  2.0166e-45 ])
8400    , -1493.01    , array([ 0.174626   ,  22.0257    ,  0.0277893  ,  2.0166e-45 ])
8401    , -1493.04    , array([ 0.174452   ,  22.0478    ,  0.0277893  ,  2.0166e-45 ])
8402    , -1492.78    , array([ 0.174452   ,  22.0257    ,  0.0278171  ,  2.0166e-45 ])
8403    , -1493.04    , array([ 0.174452   ,  22.0257    ,  0.0277893  ,  2.01862e-45])
8404    , -1348.89    , array([ 0.189525   ,  22.0257    ,  0.0458135  ,  2.0166e-45 ])
8405    , -1348.89    , array([ 0.189525   ,  22.0257    ,  0.0458135  ,  2.0166e-45 ])
8406    , -1348.57    , array([ 0.189715   ,  22.0257    ,  0.0458135  ,  2.0166e-45 ])
8407    , -1348.89    , array([ 0.189525   ,  22.0478    ,  0.0458135  ,  2.0166e-45 ])
8408    , -1348.63    , array([ 0.189525   ,  22.0257    ,  0.0458593  ,  2.0166e-45 ])
8409    , -1348.89    , array([ 0.189525   ,  22.0257    ,  0.0458135  ,  2.01862e-45])
8410    , -413.32     , array([ 0.264018   ,  22.0257    ,  0.33842    ,  2.0166e-45 ])
8411    , -413.32     , array([ 0.264018   ,  22.0257    ,  0.33842    ,  2.0166e-45 ])
8412    , -413.374    , array([ 0.264283   ,  22.0257    ,  0.33842    ,  2.0166e-45 ])
8413    , -413.32     , array([ 0.264018   ,  22.0478    ,  0.33842    ,  2.0166e-45 ])
8414    , -413.193    , array([ 0.264018   ,  22.0257    ,  0.338758   ,  2.0166e-45 ])
8415    , -413.32     , array([ 0.264018   ,  22.0257    ,  0.33842    ,  2.01862e-45])
8416    , -2326.54    , array([ 0.342687   ,  22.0257    ,  2.55312    ,  2.0166e-45 ])
8417    , -2326.54    , array([ 0.342687   ,  22.0257    ,  2.55312    ,  2.0166e-45 ])
8418    , -2326.48    , array([ 0.34303    ,  22.0257    ,  2.55312    ,  2.0166e-45 ])
8419    , -2326.54    , array([ 0.342687   ,  22.0478    ,  2.55312    ,  2.0166e-45 ])
8420    , -2326.62    , array([ 0.342687   ,  22.0257    ,  2.55568    ,  2.0166e-45 ])
8421    , -2326.54    , array([ 0.342687   ,  22.0257    ,  2.55312    ,  2.01862e-45])
8422    , -410.042    , array([ 0.265425   ,  22.0257    ,  0.352647   ,  2.0166e-45 ])
8423    , -410.042    , array([ 0.265425   ,  22.0257    ,  0.352647   ,  2.0166e-45 ])
8424    , -410.108    , array([ 0.265691   ,  22.0257    ,  0.352647   ,  2.0166e-45 ])
8425    , -410.042    , array([ 0.265425   ,  22.0478    ,  0.352647   ,  2.0166e-45 ])
