49706   , -58942.1    , array([ 0.143676   ,  0.844357   ,  3.4541e-35 ,  6.36957e-48,  0.00422305 ])
49707   , -58951.3    , array([ 0.14382    ,  0.844357   ,  3.4541e-35 ,  6.36957e-48,  0.00422305 ])
49708   , -58945.9    , array([ 0.143676   ,  0.845202   ,  3.4541e-35 ,  6.36957e-48,  0.00422305 ])
49709   , -58942.1    , array([ 0.143676   ,  0.844357   ,  3.45756e-35,  6.36957e-48,  0.00422305 ])
49710   , -58942.1    , array([ 0.143676   ,  0.844357   ,  3.4541e-35 ,  6.37594e-48,  0.00422305 ])
49711   , -58928.6    , array([ 0.143676   ,  0.844357   ,  3.4541e-35 ,  6.36957e-48,  0.00422728 ])
49712   , -58942.1    , array([ 0.143676   ,  0.844357   ,  3.4541e-35 ,  6.36957e-48,  0.00422305 ])
49713   , -45910.1    , array([ 0.0822716  ,  0.671173   ,  3.4541e-35 ,  6.36957e-48,  0.00949575 ])
49714   , -45910.1    , array([ 0.0822716  ,  0.671173   ,  3.4541e-35 ,  6.36957e-48,  0.00949575 ])
49715   , -45905.3    , array([ 0.0823539  ,  0.671173   ,  3.4541e-35 ,  6.36957e-48,  0.00949575 ])
49716   , -45916.2    , array([ 0.0822716  ,  0.671845   ,  3.4541e-35 ,  6.36957e-48,  0.00949575 ])
49717   , -45910.1    , array([ 0.0822716  ,  0.671173   ,  3.45756e-35,  6.36957e-48,  0.00949575 ])
49718   , -45910.1    , array([ 0.0822716  ,  0.671173   ,  3.4541e-35 ,  6.37594e-48,  0.00949575 ])
49719   , -45906.7    , array([ 0.0822716  ,  0.671173   ,  3.4541e-35 ,  6.36957e-48,  0.00950525 ])
49720   , -35049.9    , array([ 0.237342   ,  0.0643946  ,  3.4541e-35 ,  6.36957e-48,  0.0719007  ])
49721   , -35049.9    , array([ 0.237342   ,  0.0643946  ,  3.4541e-35 ,  6.36957e-48,  0.0719007  ])
49722   , -35031.5    , array([ 0.23758    ,  0.0643946  ,  3.4541e-35 ,  6.36957e-48,  0.0719007  ])
49723   , -35016.7    , array([ 0.237342   ,  0.064459   ,  3.4541e-35 ,  6.36957e-48,  0.0719007  ])
49724   , -35049.9    , array([ 0.237342   ,  0.0643946  ,  3.45756e-35,  6.36957e-48,  0.0719007  ])
49725   , -35049.9    , array([ 0.237342   ,  0.0643946  ,  3.4541e-35 ,  6.37594e-48,  0.0719007  ])
49726   , -35098.8    , array([ 0.237342   ,  0.0643946  ,  3.4541e-35 ,  6.36957e-48,  0.0719727  ])
49727   , -41365      , array([ 0.0957657  ,  0.479627   ,  3.4541e-35 ,  6.36957e-48,  0.012693   ])
49728   , -41365      , array([ 0.0957657  ,  0.479627   ,  3.4541e-35 ,  6.36957e-48,  0.012693   ])
49729   , -41356.1    , array([ 0.0958615  ,  0.479627   ,  3.4541e-35 ,  6.36957e-48,  0.012693   ])
49730   , -41374.4    , array([ 0.0957657  ,  0.480107   ,  3.4541e-35 ,  6.36957e-48,  0.012693   ])
49731   , -41365      , array([ 0.0957657  ,  0.479627   ,  3.45756e-35,  6.36957e-48,  0.012693   ])
49732   , -41365      , array([ 0.0957657  ,  0.479627   ,  3.4541e-35 ,  6.37594e-48,  0.012693   ])
49733   , -41362      , array([ 0.0957657  ,  0.479627   ,  3.4541e-35 ,  6.36957e-48,  0.0127057  ])
49734   , -16512.6    , array([ 0.17409    ,  0.127833   ,  3.4541e-35 ,  6.36957e-48,  0.0397683  ])
49735   , -16512.6    , array([ 0.17409    ,  0.127833   ,  3.4541e-35 ,  6.36957e-48,  0.0397683  ])
49736   , -16491      , array([ 0.174264   ,  0.127833   ,  3.4541e-35 ,  6.36957e-48,  0.0397683  ])
49737   , -16518      , array([ 0.17409    ,  0.127961   ,  3.4541e-35 ,  6.36957e-48,  0.0397683  ])
49738   , -16512.6    , array([ 0.17409    ,  0.127833   ,  3.45756e-35,  6.36957e-48,  0.0397683  ])
49739   , -16512.6    , array([ 0.17409    ,  0.127833   ,  3.4541e-35 ,  6.37594e-48,  0.0397683  ])
49740   , -16526.1    , array([ 0.17409    ,  0.127833   ,  3.4541e-35 ,  6.36957e-48,  0.0398081  ])
49748   , -16507      , array([ 0.173224   ,  0.126837   ,  3.4541e-35 ,  6.36957e-48,  0.0395594  ])
