267608  , -78363.9    , array([ 1.67651    ,  1.01162    ,  1.14922e-81,  0.00514309 ,  0.000441743])
267609  , -78364.1    , array([ 1.67819    ,  1.01162    ,  1.14922e-81,  0.00514309 ,  0.000441743])
267610  , -78364.4    , array([ 1.67651    ,  1.01263    ,  1.14922e-81,  0.00514309 ,  0.000441743])
267611  , -78363.9    , array([ 1.67651    ,  1.01162    ,  1.15037e-81,  0.00514309 ,  0.000441743])
267612  , -78363.9    , array([ 1.67651    ,  1.01162    ,  1.14922e-81,  0.00514823 ,  0.000441743])
267613  , -78363.1    , array([ 1.67651    ,  1.01162    ,  1.14922e-81,  0.00514309 ,  0.000442185])
267614  , -78363.9    , array([ 1.67651    ,  1.01162    ,  1.14922e-81,  0.00514309 ,  0.000441743])
267615  , -76525      , array([ 1.33036    ,  0.574906   ,  1.14922e-81,  0.00514306 ,  0.000987587])
267616  , -76525      , array([ 1.33036    ,  0.574906   ,  1.14922e-81,  0.00514306 ,  0.000987587])
267617  , -76525.5    , array([ 1.3317     ,  0.574906   ,  1.14922e-81,  0.00514306 ,  0.000987587])
267618  , -76526.9    , array([ 1.33036    ,  0.575481   ,  1.14922e-81,  0.00514306 ,  0.000987587])
267619  , -76525      , array([ 1.33036    ,  0.574906   ,  1.15037e-81,  0.00514306 ,  0.000987587])
267620  , -76525      , array([ 1.33036    ,  0.574906   ,  1.14922e-81,  0.0051482  ,  0.000987587])
267621  , -76522.5    , array([ 1.33036    ,  0.574906   ,  1.14922e-81,  0.00514306 ,  0.000988575])
267622  , -2643.51    , array([ 0.527509   ,  0.0599675  ,  1.14922e-81,  0.00514294 ,  0.0246717  ])
267623  , -2643.51    , array([ 0.527509   ,  0.0599675  ,  1.14922e-81,  0.00514294 ,  0.0246717  ])
267624  , -2641.56    , array([ 0.528037   ,  0.0599675  ,  1.14922e-81,  0.00514294 ,  0.0246717  ])
267625  , -2639.21    , array([ 0.527509   ,  0.0600275  ,  1.14922e-81,  0.00514294 ,  0.0246717  ])
267626  , -2643.51    , array([ 0.527509   ,  0.0599675  ,  1.15037e-81,  0.00514294 ,  0.0246717  ])
267627  , -2643.51    , array([ 0.527509   ,  0.0599675  ,  1.14922e-81,  0.00514808 ,  0.0246717  ])
267628  , -2649.18    , array([ 0.527509   ,  0.0599675  ,  1.14922e-81,  0.00514294 ,  0.0246964  ])
267629  , -67673.4    , array([ 1.00527    ,  0.289894   ,  1.14922e-81,  0.00514302 ,  0.00261773 ])
267630  , -67673.4    , array([ 1.00527    ,  0.289894   ,  1.14922e-81,  0.00514302 ,  0.00261773 ])
267631  , -67675      , array([ 1.00627    ,  0.289894   ,  1.14922e-81,  0.00514302 ,  0.00261773 ])
267632  , -67682      , array([ 1.00527    ,  0.290184   ,  1.14922e-81,  0.00514302 ,  0.00261773 ])
267633  , -67673.4    , array([ 1.00527    ,  0.289894   ,  1.15037e-81,  0.00514302 ,  0.00261773 ])
267634  , -67673.4    , array([ 1.00527    ,  0.289894   ,  1.14922e-81,  0.00514817 ,  0.00261773 ])
267635  , -67663.2    , array([ 1.00527    ,  0.289894   ,  1.14922e-81,  0.00514302 ,  0.00262035 ])
267636  , -2166.05    , array([ 0.546438   ,  0.0653627  ,  1.14922e-81,  0.00514294 ,  0.0218239  ])
267637  , -2166.05    , array([ 0.546438   ,  0.0653627  ,  1.14922e-81,  0.00514294 ,  0.0218239  ])
267638  , -2164.61    , array([ 0.546985   ,  0.0653627  ,  1.14922e-81,  0.00514294 ,  0.0218239  ])
267639  , -2167.67    , array([ 0.546438   ,  0.0654281  ,  1.14922e-81,  0.00514294 ,  0.0218239  ])
267640  , -2166.05    , array([ 0.546438   ,  0.0653627  ,  1.15037e-81,  0.00514294 ,  0.0218239  ])
267641  , -2166.05    , array([ 0.546438   ,  0.0653627  ,  1.14922e-81,  0.00514809 ,  0.0218239  ])
267642  , -2165.43    , array([ 0.546438   ,  0.0653627  ,  1.14922e-81,  0.00514294 ,  0.0218457  ])
267643  , -2155.21    , array([ 0.543927   ,  0.0646311  ,  1.14922e-81,  0.00514294 ,  0.0221765  ])
267644  , -2155.21    , array([ 0.543927   ,  0.0646311  ,  1.14922e-81,  0.00514294 ,  0.0221765  ])
267645  , -2153.7     , array([ 0.544471   ,  0.0646311  ,  1.14922e-81,  0.00514294 ,  0.0221765  ])
267646  , -2156.08    , array([ 0.543927   ,  0.0646957  ,  1.14922e-81,  0.00514294 ,  0.0221765  ])
267647  , -2155.21    , array([ 0.543927   ,  0.0646311  ,  1.15037e-81,  0.00514294 ,  0.0221765  ])
267648  , -2155.21    , array([ 0.543927   ,  0.0646311  ,  1.14922e-81,  0.00514808 ,  0.0221765  ])
267649  , -2155.39    , array([ 0.543927   ,  0.0646311  ,  1.14922e-81,  0.00514294 ,  0.0221986  ])
267657  , -2180.62    , array([ 0.549085   ,  0.0623672  ,  1.14922e-81,  0.00514294 ,  0.0229074  ])
267658  , -2180.62    , array([ 0.549085   ,  0.0623672  ,  1.14922e-81,  0.00514294 ,  0.0229074  ])
267659  , -2179.04    , array([ 0.549635   ,  0.0623672  ,  1.14922e-81,  0.00514294 ,  0.0229074  ])
267660  , -2179.58    , array([ 0.549085   ,  0.0624296  ,  1.14922e-81,  0.00514294 ,  0.0229074  ])
267661  , -2180.62    , array([ 0.549085   ,  0.0623672  ,  1.15037e-81,  0.00514294 ,  0.0229074  ])
267662  , -2180.62    , array([ 0.549085   ,  0.0623672  ,  1.14922e-81,  0.00514809 ,  0.0229074  ])
267663  , -2182.74    , array([ 0.549085   ,  0.0623672  ,  1.14922e-81,  0.00514294 ,  0.0229303  ])
267664  , -2149.17    , array([ 0.545495   ,  0.0639321  ,  1.14922e-81,  0.00514294 ,  0.0223969  ])
267665  , -2149.17    , array([ 0.545495   ,  0.0639321  ,  1.14922e-81,  0.00514294 ,  0.0223969  ])
267666  , -2147.64    , array([ 0.54604    ,  0.0639321  ,  1.14922e-81,  0.00514294 ,  0.0223969  ])
267667  , -2149.47    , array([ 0.545495   ,  0.0639961  ,  1.14922e-81,  0.00514294 ,  0.0223969  ])
267668  , -2149.17    , array([ 0.545495   ,  0.0639321  ,  1.15037e-81,  0.00514294 ,  0.0223969  ])
267669  , -2149.17    , array([ 0.545495   ,  0.0639321  ,  1.14922e-81,  0.00514809 ,  0.0223969  ])
267670  , -2149.94    , array([ 0.545495   ,  0.0639321  ,  1.14922e-81,  0.00514294 ,  0.0224193  ])
267671  , -2136.39    , array([ 0.573307   ,  0.0678505  ,  1.14922e-81,  0.00514438 ,  0.0237871  ])
