48860   , -9186.6     , array([ 1.44091    ,  0.410698   ,  6.02466e-67,  4.3023e-07 ,  0.167489   ])
48861   , -9182.01    , array([ 1.44235    ,  0.410698   ,  6.02466e-67,  4.3023e-07 ,  0.167489   ])
48862   , -9184.8     , array([ 1.44091    ,  0.411109   ,  6.02466e-67,  4.3023e-07 ,  0.167489   ])
48863   , -9186.6     , array([ 1.44091    ,  0.410698   ,  6.03069e-67,  4.3023e-07 ,  0.167489   ])
48864   , -9186.6     , array([ 1.44091    ,  0.410698   ,  6.02466e-67,  4.3066e-07 ,  0.167489   ])
48865   , -9200.18    , array([ 1.44091    ,  0.410698   ,  6.02466e-67,  4.3023e-07 ,  0.167656   ])
48866   , -9186.6     , array([ 1.44091    ,  0.410698   ,  6.02466e-67,  4.3023e-07 ,  0.167489   ])
48867   , -13493.5    , array([ 1.98671    ,  0.465839   ,  6.02466e-67,  4.3023e-07 ,  0.0648241  ])
48868   , -13493.5    , array([ 1.98671    ,  0.465839   ,  6.02466e-67,  4.3023e-07 ,  0.0648241  ])
48869   , -13495.3    , array([ 1.9887     ,  0.465839   ,  6.02466e-67,  4.3023e-07 ,  0.0648241  ])
48870   , -13512.7    , array([ 1.98671    ,  0.466305   ,  6.02466e-67,  4.3023e-07 ,  0.0648241  ])
48871   , -13493.5    , array([ 1.98671    ,  0.465839   ,  6.03069e-67,  4.3023e-07 ,  0.0648241  ])
48872   , -13493.5    , array([ 1.98671    ,  0.465839   ,  6.02466e-67,  4.30661e-07,  0.0648241  ])
48873   , -13475.9    , array([ 1.98671    ,  0.465839   ,  6.02466e-67,  4.3023e-07 ,  0.0648889  ])
48874   , -6635.23    , array([ 1.61514    ,  0.429503   ,  6.02466e-67,  4.3023e-07 ,  0.119532   ])
48875   , -6635.23    , array([ 1.61514    ,  0.429503   ,  6.02466e-67,  4.3023e-07 ,  0.119532   ])
48876   , -6633.64    , array([ 1.61675    ,  0.429503   ,  6.02466e-67,  4.3023e-07 ,  0.119532   ])
48877   , -6642.07    , array([ 1.61514    ,  0.429933   ,  6.02466e-67,  4.3023e-07 ,  0.119532   ])
