186756  , -59500.2    , array([ 0.643905   ,  17.0272    ,  0.0177671  ,  1.14909e-15,  0.0216291  ])
186898  , -31876.4    , array([ 2.16985    ,  2.34925    ,  0.0209721  ,  1.14909e-15,  0.522428   ])
186899  , -31898.9    , array([ 2.16768    ,  2.35161    ,  0.0209721  ,  1.14909e-15,  0.522428   ])
186900  , -31887.9    , array([ 2.16768    ,  2.34925    ,  0.0209931  ,  1.14909e-15,  0.522428   ])
186901  , -31888.3    , array([ 2.16768    ,  2.34925    ,  0.0209721  ,  1.15024e-15,  0.522428   ])
186902  , -31907.6    , array([ 2.16768    ,  2.34925    ,  0.0209721  ,  1.14909e-15,  0.52295    ])
186903  , -18671      , array([ 2.85654    ,  1.64464    ,  0.928476   ,  1.14909e-15,  0.745671   ])
186904  , -18671      , array([ 2.85654    ,  1.64464    ,  0.928476   ,  1.14909e-15,  0.745671   ])
186905  , -18671.1    , array([ 2.8594     ,  1.64464    ,  0.928476   ,  1.14909e-15,  0.745671   ])
186906  , -18681.5    , array([ 2.85654    ,  1.64628    ,  0.928476   ,  1.14909e-15,  0.745671   ])
186907  , -18666      , array([ 2.85654    ,  1.64464    ,  0.929405   ,  1.14909e-15,  0.745671   ])
186908  , -18671      , array([ 2.85654    ,  1.64464    ,  0.928476   ,  1.15024e-15,  0.745671   ])
186909  , -18671.6    , array([ 2.85654    ,  1.64464    ,  0.928476   ,  1.14909e-15,  0.746417   ])
186910  , -16653.9    , array([ 2.9679     ,  1.56534    ,  1.57002    ,  1.14909e-15,  0.783362   ])
186911  , -16653.9    , array([ 2.9679     ,  1.56534    ,  1.57002    ,  1.14909e-15,  0.783362   ])
186912  , -16658      , array([ 2.97087    ,  1.56534    ,  1.57002    ,  1.14909e-15,  0.783362   ])
186913  , -16667.2    , array([ 2.9679     ,  1.56691    ,  1.57002    ,  1.14909e-15,  0.783362   ])
186914  , -16654.1    , array([ 2.9679     ,  1.56534    ,  1.57159    ,  1.14909e-15,  0.783362   ])
186915  , -16653.9    , array([ 2.9679     ,  1.56534    ,  1.57002    ,  1.15024e-15,  0.783362   ])
186916  , -16651.4    , array([ 2.9679     ,  1.56534    ,  1.57002    ,  1.14909e-15,  0.784145   ])
186917  , -16624.7    , array([ 2.98122    ,  1.5563     ,  1.66965    ,  1.14909e-15,  0.787899   ])
186918  , -16624.7    , array([ 2.98122    ,  1.5563     ,  1.66965    ,  1.14909e-15,  0.787899   ])
186919  , -16629.3    , array([ 2.98421    ,  1.5563     ,  1.66965    ,  1.14909e-15,  0.787899   ])
186920  , -16638.5    , array([ 2.98122    ,  1.55786    ,  1.66965    ,  1.14909e-15,  0.787899   ])
186921  , -16625.9    , array([ 2.98122    ,  1.5563     ,  1.67132    ,  1.14909e-15,  0.787899   ])
186922  , -16624.7    , array([ 2.98122    ,  1.5563     ,  1.66965    ,  1.15024e-15,  0.787899   ])
186923  , -16622.1    , array([ 2.98122    ,  1.5563     ,  1.66965    ,  1.14909e-15,  0.788687   ])
186931  , -16623.1    , array([ 2.98191    ,  1.55577    ,  1.67364    ,  1.14909e-15,  0.788139   ])
186932  , -16623.1    , array([ 2.98191    ,  1.55577    ,  1.67364    ,  1.14909e-15,  0.788139   ])
186933  , -16627.8    , array([ 2.9849     ,  1.55577    ,  1.67364    ,  1.14909e-15,  0.788139   ])
186934  , -16636.9    , array([ 2.98191    ,  1.55733    ,  1.67364    ,  1.14909e-15,  0.788139   ])
186935  , -16624.4    , array([ 2.98191    ,  1.55577    ,  1.67531    ,  1.14909e-15,  0.788139   ])
186936  , -16623.1    , array([ 2.98191    ,  1.55577    ,  1.67364    ,  1.15024e-15,  0.788139   ])
186937  , -16620.6    , array([ 2.98191    ,  1.55577    ,  1.67364    ,  1.14909e-15,  0.788927   ])
186938  , -16618.9    , array([ 2.98402    ,  1.55414    ,  1.68584    ,  1.14909e-15,  0.788871   ])
186939  , -16618.9    , array([ 2.98402    ,  1.55414    ,  1.68584    ,  1.14909e-15,  0.788871   ])
186940  , -16623.5    , array([ 2.98701    ,  1.55414    ,  1.68584    ,  1.14909e-15,  0.788871   ])
186941  , -16632.7    , array([ 2.98402    ,  1.55569    ,  1.68584    ,  1.14909e-15,  0.788871   ])
186942  , -16620.2    , array([ 2.98402    ,  1.55414    ,  1.68753    ,  1.14909e-15,  0.788871   ])
186943  , -16618.9    , array([ 2.98402    ,  1.55414    ,  1.68584    ,  1.15024e-15,  0.788871   ])
186944  , -16616.3    , array([ 2.98402    ,  1.55414    ,  1.68584    ,  1.14909e-15,  0.789661   ])
186945  , -16607.1    , array([ 2.98709    ,  1.55249    ,  1.68578    ,  1.14909e-15,  0.78944    ])
186946  , -16607.1    , array([ 2.98709    ,  1.55249    ,  1.68578    ,  1.14909e-15,  0.78944    ])
186947  , -16611.8    , array([ 2.99007    ,  1.55249    ,  1.68578    ,  1.14909e-15,  0.78944    ])
186948  , -16620.9    , array([ 2.98709    ,  1.55404    ,  1.68578    ,  1.14909e-15,  0.78944    ])
186949  , -16608.4    , array([ 2.98709    ,  1.55249    ,  1.68746    ,  1.14909e-15,  0.78944    ])
186950  , -16607.1    , array([ 2.98709    ,  1.55249    ,  1.68578    ,  1.15024e-15,  0.78944    ])
186951  , -16604.5    , array([ 2.98709    ,  1.55249    ,  1.68578    ,  1.14909e-15,  0.79023    ])
186952  , -16560.3    , array([ 2.99938    ,  1.54589    ,  1.68551    ,  1.14909e-15,  0.791717   ])
186953  , -16560.3    , array([ 2.99938    ,  1.54589    ,  1.68551    ,  1.14909e-15,  0.791717   ])
186954  , -16565      , array([ 3.00238    ,  1.54589    ,  1.68551    ,  1.14909e-15,  0.791717   ])
186955  , -16574      , array([ 2.99938    ,  1.54744    ,  1.68551    ,  1.14909e-15,  0.791717   ])
186956  , -16561.6    , array([ 2.99938    ,  1.54589    ,  1.6872     ,  1.14909e-15,  0.791717   ])
186957  , -16560.3    , array([ 2.99938    ,  1.54589    ,  1.68551    ,  1.15024e-15,  0.791717   ])
186958  , -16557.7    , array([ 2.99938    ,  1.54589    ,  1.68551    ,  1.14909e-15,  0.792509   ])
186959  , -16380.5    , array([ 3.04905    ,  1.51979    ,  1.68444    ,  1.14909e-15,  0.800892   ])
186960  , -16380.5    , array([ 3.04905    ,  1.51979    ,  1.68444    ,  1.14909e-15,  0.800892   ])
186961  , -16385.4    , array([ 3.0521     ,  1.51979    ,  1.68444    ,  1.14909e-15,  0.800892   ])
186962  , -16393.8    , array([ 3.04905    ,  1.52131    ,  1.68444    ,  1.14909e-15,  0.800892   ])
186963  , -16381.8    , array([ 3.04905    ,  1.51979    ,  1.68612    ,  1.14909e-15,  0.800892   ])
186964  , -16380.5    , array([ 3.04905    ,  1.51979    ,  1.68444    ,  1.15024e-15,  0.800892   ])
186965  , -16378.1    , array([ 3.04905    ,  1.51979    ,  1.68444    ,  1.14909e-15,  0.801694   ])
186966  , -15785.7    , array([ 3.2561     ,  1.41973    ,  1.68016    ,  1.14909e-15,  0.838668   ])
186967  , -15785.7    , array([ 3.2561     ,  1.41973    ,  1.68016    ,  1.14909e-15,  0.838668   ])
186968  , -15791.1    , array([ 3.25936    ,  1.41973    ,  1.68016    ,  1.14909e-15,  0.838668   ])
186969  , -15796.9    , array([ 3.2561     ,  1.42115    ,  1.68016    ,  1.14909e-15,  0.838668   ])
186970  , -15786.4    , array([ 3.2561     ,  1.41973    ,  1.68184    ,  1.14909e-15,  0.838668   ])
186971  , -15785.7    , array([ 3.2561     ,  1.41973    ,  1.68016    ,  1.15024e-15,  0.838668   ])
186972  , -15784      , array([ 3.2561     ,  1.41973    ,  1.68016    ,  1.14909e-15,  0.839508   ])
186973  , -14174.3    , array([ 2.95992    ,  1.25953    ,  1.85448    ,  1.14909e-15,  0.78784    ])
186974  , -14174.3    , array([ 2.95992    ,  1.25953    ,  1.85448    ,  1.14909e-15,  0.78784    ])
186975  , -14179.4    , array([ 2.96288    ,  1.25953    ,  1.85448    ,  1.14909e-15,  0.78784    ])
186976  , -14184.2    , array([ 2.95992    ,  1.26079    ,  1.85448    ,  1.14909e-15,  0.78784    ])
186977  , -14175      , array([ 2.95992    ,  1.25953    ,  1.85634    ,  1.14909e-15,  0.78784    ])
186978  , -14174.3    , array([ 2.95992    ,  1.25953    ,  1.85448    ,  1.15024e-15,  0.78784    ])
186979  , -14173.3    , array([ 2.95992    ,  1.25953    ,  1.85448    ,  1.14909e-15,  0.788629   ])
186980  , -9180.38    , array([ 2.02117    ,  0.780249   ,  2.75237    ,  1.14909e-15,  0.613522   ])
186981  , -9180.38    , array([ 2.02117    ,  0.780249   ,  2.75237    ,  1.14909e-15,  0.613522   ])
186982  , -9184.49    , array([ 2.0232     ,  0.780249   ,  2.75237    ,  1.14909e-15,  0.613522   ])
186983  , -9184.31    , array([ 2.02117    ,  0.78103    ,  2.75237    ,  1.14909e-15,  0.613522   ])
186984  , -9180.7     , array([ 2.02117    ,  0.780249   ,  2.75512    ,  1.14909e-15,  0.613522   ])
186985  , -9180.38    , array([ 2.02117    ,  0.780249   ,  2.75237    ,  1.15024e-15,  0.613522   ])
186986  , -9182.34    , array([ 2.02117    ,  0.780249   ,  2.75237    ,  1.14909e-15,  0.614136   ])
186987  , -4128.66    , array([ 0.521932   ,  0.308544   ,  7.08163    ,  1.14909e-15,  0.243258   ])
186988  , -4128.66    , array([ 0.521932   ,  0.308544   ,  7.08163    ,  1.14909e-15,  0.243258   ])
186989  , -4125.04    , array([ 0.522454   ,  0.308544   ,  7.08163    ,  1.14909e-15,  0.243258   ])
186990  , -4129.68    , array([ 0.521932   ,  0.308853   ,  7.08163    ,  1.14909e-15,  0.243258   ])
186991  , -4127.01    , array([ 0.521932   ,  0.308544   ,  7.08872    ,  1.14909e-15,  0.243258   ])
186992  , -4128.66    , array([ 0.521932   ,  0.308544   ,  7.08163    ,  1.15024e-15,  0.243258   ])
186993  , -4130.44    , array([ 0.521932   ,  0.308544   ,  7.08163    ,  1.14909e-15,  0.243502   ])
186994  , -3960.99    , array([ 0.571319   ,  0.2946     ,  7.72883    ,  1.14909e-15,  0.258427   ])
186995  , -3960.99    , array([ 0.571319   ,  0.2946     ,  7.72883    ,  1.14909e-15,  0.258427   ])
186996  , -3959.7     , array([ 0.571891   ,  0.2946     ,  7.72883    ,  1.14909e-15,  0.258427   ])
186997  , -3960.68    , array([ 0.571319   ,  0.294895   ,  7.72883    ,  1.14909e-15,  0.258427   ])
186998  , -3961.16    , array([ 0.571319   ,  0.2946     ,  7.73656    ,  1.14909e-15,  0.258427   ])
186999  , -3960.99    , array([ 0.571319   ,  0.2946     ,  7.72883    ,  1.15024e-15,  0.258427   ])
187000  , -3963.67    , array([ 0.571319   ,  0.2946     ,  7.72883    ,  1.14909e-15,  0.258685   ])
187001  , -3931.67    , array([ 0.559082   ,  0.293759   ,  7.70449    ,  1.14909e-15,  0.252328   ])
187002  , -3931.67    , array([ 0.559082   ,  0.293759   ,  7.70449    ,  1.14909e-15,  0.252328   ])
187003  , -3930.01    , array([ 0.559641   ,  0.293759   ,  7.70449    ,  1.14909e-15,  0.252328   ])
187004  , -3931.57    , array([ 0.559082   ,  0.294053   ,  7.70449    ,  1.14909e-15,  0.252328   ])
187005  , -3931.61    , array([ 0.559082   ,  0.293759   ,  7.7122     ,  1.14909e-15,  0.252328   ])
187006  , -3931.67    , array([ 0.559082   ,  0.293759   ,  7.70449    ,  1.15024e-15,  0.252328   ])
187007  , -3934.18    , array([ 0.559082   ,  0.293759   ,  7.70449    ,  1.14909e-15,  0.25258    ])
187008  , -3879.29    , array([ 0.547777   ,  0.291291   ,  7.68391    ,  1.14909e-15,  0.243061   ])
187009  , -3879.29    , array([ 0.547777   ,  0.291291   ,  7.68391    ,  1.14909e-15,  0.243061   ])
187010  , -3877.27    , array([ 0.548325   ,  0.291291   ,  7.68391    ,  1.14909e-15,  0.243061   ])
187011  , -3879.41    , array([ 0.547777   ,  0.291582   ,  7.68391    ,  1.14909e-15,  0.243061   ])
187012  , -3879       , array([ 0.547777   ,  0.291291   ,  7.6916     ,  1.14909e-15,  0.243061   ])
187013  , -3879.29    , array([ 0.547777   ,  0.291291   ,  7.68391    ,  1.15024e-15,  0.243061   ])
187014  , -3881.62    , array([ 0.547777   ,  0.291291   ,  7.68391    ,  1.14909e-15,  0.243304   ])
187015  , -3783.51    , array([ 0.537706   ,  0.286651   ,  7.64945    ,  1.14909e-15,  0.228642   ])
187016  , -3783.51    , array([ 0.537706   ,  0.286651   ,  7.64945    ,  1.14909e-15,  0.228642   ])
187017  , -3781.09    , array([ 0.538244   ,  0.286651   ,  7.64945    ,  1.14909e-15,  0.228642   ])
187018  , -3783.89    , array([ 0.537706   ,  0.286937   ,  7.64945    ,  1.14909e-15,  0.228642   ])
187019  , -3782.96    , array([ 0.537706   ,  0.286651   ,  7.65711    ,  1.14909e-15,  0.228642   ])
187020  , -3783.51    , array([ 0.537706   ,  0.286651   ,  7.64945    ,  1.15024e-15,  0.228642   ])
187021  , -3785.6     , array([ 0.537706   ,  0.286651   ,  7.64945    ,  1.14909e-15,  0.228871   ])
187022  , -3609.09    , array([ 0.529677   ,  0.277827   ,  7.5839     ,  1.14909e-15,  0.205591   ])
187023  , -3609.09    , array([ 0.529677   ,  0.277827   ,  7.5839     ,  1.14909e-15,  0.205591   ])
187024  , -3606.21    , array([ 0.530207   ,  0.277827   ,  7.5839     ,  1.14909e-15,  0.205591   ])
187025  , -3609.86    , array([ 0.529677   ,  0.278105   ,  7.5839     ,  1.14909e-15,  0.205591   ])
187026  , -3608.25    , array([ 0.529677   ,  0.277827   ,  7.59149    ,  1.14909e-15,  0.205591   ])
187027  , -3609.09    , array([ 0.529677   ,  0.277827   ,  7.5839     ,  1.15024e-15,  0.205591   ])
187028  , -3610.82    , array([ 0.529677   ,  0.277827   ,  7.5839     ,  1.14909e-15,  0.205796   ])
187029  , -3302.2     , array([ 0.526948   ,  0.26058    ,  7.45292    ,  1.14909e-15,  0.169597   ])
187030  , -3302.2     , array([ 0.526948   ,  0.26058    ,  7.45292    ,  1.14909e-15,  0.169597   ])
187031  , -3298.86    , array([ 0.527475   ,  0.26058    ,  7.45292    ,  1.14909e-15,  0.169597   ])
187032  , -3303.6     , array([ 0.526948   ,  0.260841   ,  7.45292    ,  1.14909e-15,  0.169597   ])
187033  , -3301.11    , array([ 0.526948   ,  0.26058    ,  7.46037    ,  1.14909e-15,  0.169597   ])
187034  , -3302.2     , array([ 0.526948   ,  0.26058    ,  7.45292    ,  1.15024e-15,  0.169597   ])
187035  , -3303.29    , array([ 0.526948   ,  0.26058    ,  7.45292    ,  1.14909e-15,  0.169766   ])
187036  , -2814.52    , array([ 0.538695   ,  0.226312   ,  7.16361    ,  1.14909e-15,  0.118514   ])
187037  , -2814.52    , array([ 0.538695   ,  0.226312   ,  7.16361    ,  1.14909e-15,  0.118514   ])
