4110    , -2336.99    , array([ 6.55549    ,  0.205978   ,  1.14761e-05,  5.49971e-11])
4111    , -2336.99    , array([ 6.56205    ,  0.205978   ,  1.14761e-05,  5.49971e-11])
4112    , -2336.99    , array([ 6.55549    ,  0.206184   ,  1.14761e-05,  5.49971e-11])
4113    , -2336.99    , array([ 6.55549    ,  0.205978   ,  1.14876e-05,  5.49971e-11])
4114    , -2336.99    , array([ 6.55549    ,  0.205978   ,  1.14761e-05,  5.50521e-11])
4115    , -2336.99    , array([ 6.55549    ,  0.205978   ,  1.14761e-05,  5.49971e-11])
4116    , -2336.96    , array([ 6.3387     ,  0.205977   ,  9.51866e-06,  5.49973e-11])
4117    , -2336.96    , array([ 6.3387     ,  0.205977   ,  9.51866e-06,  5.49973e-11])
4118    , -2336.96    , array([ 6.34504    ,  0.205977   ,  9.51866e-06,  5.49973e-11])
4119    , -2336.96    , array([ 6.3387     ,  0.206183   ,  9.51866e-06,  5.49973e-11])
4120    , -2336.96    , array([ 6.3387     ,  0.205977   ,  9.52818e-06,  5.49973e-11])
4121    , -2336.96    , array([ 6.3387     ,  0.205977   ,  9.51866e-06,  5.50524e-11])
4122    , -2336.9     , array([ 5.86431    ,  0.205974   ,  6.28104e-06,  5.49979e-11])
4123    , -2336.9     , array([ 5.86431    ,  0.205974   ,  6.28104e-06,  5.49979e-11])
4124    , -2336.9     , array([ 5.87018    ,  0.205974   ,  6.28104e-06,  5.49979e-11])
4125    , -2336.9     , array([ 5.86431    ,  0.206181   ,  6.28104e-06,  5.49979e-11])
4126    , -2336.9     , array([ 5.86431    ,  0.205974   ,  6.28733e-06,  5.49979e-11])
4127    , -2336.9     , array([ 5.86431    ,  0.205974   ,  6.28104e-06,  5.5053e-11 ])
4128    , -2336.85    , array([ 5.04333    ,  0.205968   ,  2.88524e-06,  5.49993e-11])
4129    , -2336.85    , array([ 5.04333    ,  0.205968   ,  2.88524e-06,  5.49993e-11])
4130    , -2336.85    , array([ 5.04838    ,  0.205968   ,  2.88524e-06,  5.49993e-11])
4131    , -2336.85    , array([ 5.04333    ,  0.206174   ,  2.88524e-06,  5.49993e-11])
4132    , -2336.85    , array([ 5.04333    ,  0.205968   ,  2.88813e-06,  5.49993e-11])
4133    , -2336.85    , array([ 5.04333    ,  0.205968   ,  2.88524e-06,  5.50543e-11])
4134    , -2336.83    , array([ 4.4492     ,  0.205962   ,  1.5378e-06 ,  5.50006e-11])
4135    , -2336.83    , array([ 4.4492     ,  0.205962   ,  1.5378e-06 ,  5.50006e-11])
4136    , -2336.83    , array([ 4.45365    ,  0.205962   ,  1.5378e-06 ,  5.50006e-11])
4137    , -2336.83    , array([ 4.4492     ,  0.206168   ,  1.5378e-06 ,  5.50006e-11])
4138    , -2336.83    , array([ 4.4492     ,  0.205962   ,  1.53933e-06,  5.50006e-11])
4139    , -2336.83    , array([ 4.4492     ,  0.205962   ,  1.5378e-06 ,  5.50556e-11])
4140    , -2336.82    , array([ 3.87777    ,  0.205954   ,  7.79056e-07,  5.50023e-11])
4141    , -2336.82    , array([ 3.87777    ,  0.205954   ,  7.79056e-07,  5.50023e-11])
4142    , -2336.82    , array([ 3.88165    ,  0.205954   ,  7.79056e-07,  5.50023e-11])
4143    , -2336.82    , array([ 3.87777    ,  0.20616    ,  7.79056e-07,  5.50023e-11])
4144    , -2336.82    , array([ 3.87777    ,  0.205954   ,  7.79835e-07,  5.50023e-11])
4145    , -2336.82    , array([ 3.87777    ,  0.205954   ,  7.79056e-07,  5.50573e-11])
4146    , -2336.81    , array([ 3.39349    ,  0.205945   ,  4.05156e-07,  5.50041e-11])
4147    , -2336.81    , array([ 3.39349    ,  0.205945   ,  4.05156e-07,  5.50041e-11])
4148    , -2336.81    , array([ 3.39689    ,  0.205945   ,  4.05156e-07,  5.50041e-11])
4149    , -2336.81    , array([ 3.39349    ,  0.206151   ,  4.05156e-07,  5.50041e-11])
4150    , -2336.81    , array([ 3.39349    ,  0.205945   ,  4.05561e-07,  5.50041e-11])
4151    , -2336.81    , array([ 3.39349    ,  0.205945   ,  4.05156e-07,  5.50591e-11])
4152    , -2336.81    , array([ 2.96619    ,  0.205936   ,  2.10262e-07,  5.50061e-11])
4153    , -2336.81    , array([ 2.96619    ,  0.205936   ,  2.10262e-07,  5.50061e-11])
