61997   , -78862.4    , array([ 0.903771   ,  0.00809467 ,  6.83265e-74,  5.48544e-73,  1.5577e-06 ])
61998   , -78862.4    , array([ 0.904675   ,  0.00809467 ,  6.83265e-74,  5.48544e-73,  1.5577e-06 ])
61999   , -78862.6    , array([ 0.903771   ,  0.00810277 ,  6.83265e-74,  5.48544e-73,  1.5577e-06 ])
62000   , -78862.4    , array([ 0.903771   ,  0.00809467 ,  6.83949e-74,  5.48544e-73,  1.5577e-06 ])
62001   , -78862.4    , array([ 0.903771   ,  0.00809467 ,  6.83265e-74,  5.49093e-73,  1.5577e-06 ])
62002   , -78862.2    , array([ 0.903771   ,  0.00809467 ,  6.83265e-74,  5.48544e-73,  1.55926e-06])
62003   , -78862.4    , array([ 0.903771   ,  0.00809467 ,  6.83265e-74,  5.48544e-73,  1.5577e-06 ])
62004   , -78150.9    , array([ 0.899866   ,  0.00397332 ,  6.83265e-74,  5.48544e-73,  3.18974e-06])
62005   , -78150.9    , array([ 0.899866   ,  0.00397332 ,  6.83265e-74,  5.48544e-73,  3.18974e-06])
62006   , -78150.9    , array([ 0.900766   ,  0.00397332 ,  6.83265e-74,  5.48544e-73,  3.18974e-06])
62007   , -78151.9    , array([ 0.899866   ,  0.00397729 ,  6.83265e-74,  5.48544e-73,  3.18974e-06])
62008   , -78150.9    , array([ 0.899866   ,  0.00397332 ,  6.83949e-74,  5.48544e-73,  3.18974e-06])
62009   , -78150.9    , array([ 0.899866   ,  0.00397332 ,  6.83265e-74,  5.49093e-73,  3.18974e-06])
62010   , -78150      , array([ 0.899866   ,  0.00397332 ,  6.83265e-74,  5.48544e-73,  3.19293e-06])
62018   , -78150.9    , array([ 0.899866   ,  0.00397322 ,  6.83265e-74,  5.48544e-73,  3.18982e-06])
62019   , -78150.9    , array([ 0.899866   ,  0.00397322 ,  6.83265e-74,  5.48544e-73,  3.18982e-06])
62020   , -78150.9    , array([ 0.900766   ,  0.00397322 ,  6.83265e-74,  5.48544e-73,  3.18982e-06])
62021   , -78151.8    , array([ 0.899866   ,  0.00397719 ,  6.83265e-74,  5.48544e-73,  3.18982e-06])
62022   , -78150.9    , array([ 0.899866   ,  0.00397322 ,  6.83949e-74,  5.48544e-73,  3.18982e-06])
62023   , -78150.9    , array([ 0.899866   ,  0.00397322 ,  6.83265e-74,  5.49093e-73,  3.18982e-06])
62024   , -78150      , array([ 0.899866   ,  0.00397322 ,  6.83265e-74,  5.48544e-73,  3.19301e-06])
62025   , -78150.9    , array([ 0.899866   ,  0.00397312 ,  6.83265e-74,  5.48544e-73,  3.1899e-06 ])
62026   , -78150.9    , array([ 0.899866   ,  0.00397312 ,  6.83265e-74,  5.48544e-73,  3.1899e-06 ])
62027   , -78150.9    , array([ 0.900766   ,  0.00397312 ,  6.83265e-74,  5.48544e-73,  3.1899e-06 ])
62028   , -78151.8    , array([ 0.899866   ,  0.00397709 ,  6.83265e-74,  5.48544e-73,  3.1899e-06 ])
62029   , -78150.9    , array([ 0.899866   ,  0.00397312 ,  6.83949e-74,  5.48544e-73,  3.1899e-06 ])
62030   , -78150.9    , array([ 0.899866   ,  0.00397312 ,  6.83265e-74,  5.49093e-73,  3.1899e-06 ])
62031   , -78149.9    , array([ 0.899866   ,  0.00397312 ,  6.83265e-74,  5.48544e-73,  3.19309e-06])
62039   , -78150.8    , array([ 0.899866   ,  0.00397309 ,  6.83265e-74,  5.48544e-73,  3.18992e-06])
62040   , -78150.8    , array([ 0.899866   ,  0.00397309 ,  6.83265e-74,  5.48544e-73,  3.18992e-06])
62041   , -78150.8    , array([ 0.900766   ,  0.00397309 ,  6.83265e-74,  5.48544e-73,  3.18992e-06])
62042   , -78151.8    , array([ 0.899866   ,  0.00397707 ,  6.83265e-74,  5.48544e-73,  3.18992e-06])
62043   , -78150.8    , array([ 0.899866   ,  0.00397309 ,  6.83949e-74,  5.48544e-73,  3.18992e-06])
62044   , -78150.8    , array([ 0.899866   ,  0.00397309 ,  6.83265e-74,  5.49093e-73,  3.18992e-06])
62045   , -78149.9    , array([ 0.899866   ,  0.00397309 ,  6.83265e-74,  5.48544e-73,  3.19312e-06])
62046   , -78150.8    , array([ 0.899866   ,  0.00397307 ,  6.83265e-74,  5.48544e-73,  3.18994e-06])
62047   , -78150.8    , array([ 0.899866   ,  0.00397307 ,  6.83265e-74,  5.48544e-73,  3.18994e-06])
62048   , -78150.8    , array([ 0.900766   ,  0.00397307 ,  6.83265e-74,  5.48544e-73,  3.18994e-06])
62049   , -78151.8    , array([ 0.899866   ,  0.00397704 ,  6.83265e-74,  5.48544e-73,  3.18994e-06])
62050   , -78150.8    , array([ 0.899866   ,  0.00397307 ,  6.83949e-74,  5.48544e-73,  3.18994e-06])
62051   , -78150.8    , array([ 0.899866   ,  0.00397307 ,  6.83265e-74,  5.49093e-73,  3.18994e-06])
62052   , -78149.9    , array([ 0.899866   ,  0.00397307 ,  6.83265e-74,  5.48544e-73,  3.19314e-06])
62053   , -75277.3    , array([ 0.895977   ,  0.00195024 ,  6.83265e-74,  5.48544e-73,  6.532e-06  ])
62054   , -75277.3    , array([ 0.895977   ,  0.00195024 ,  6.83265e-74,  5.48544e-73,  6.532e-06  ])
62055   , -75277.4    , array([ 0.896874   ,  0.00195024 ,  6.83265e-74,  5.48544e-73,  6.532e-06  ])
62056   , -75281      , array([ 0.895977   ,  0.00195219 ,  6.83265e-74,  5.48544e-73,  6.532e-06  ])
62057   , -75277.3    , array([ 0.895977   ,  0.00195024 ,  6.83949e-74,  5.48544e-73,  6.532e-06  ])
62058   , -75277.3    , array([ 0.895977   ,  0.00195024 ,  6.83265e-74,  5.49093e-73,  6.532e-06  ])
62059   , -75273.7    , array([ 0.895977   ,  0.00195024 ,  6.83265e-74,  5.48544e-73,  6.53854e-06])
62060   , -75277.3    , array([ 0.895977   ,  0.00195023 ,  6.83265e-74,  5.48544e-73,  6.53204e-06])
62061   , -75277.3    , array([ 0.895977   ,  0.00195023 ,  6.83265e-74,  5.48544e-73,  6.53204e-06])
62062   , -75277.3    , array([ 0.896874   ,  0.00195023 ,  6.83265e-74,  5.48544e-73,  6.53204e-06])
62063   , -75281      , array([ 0.895977   ,  0.00195218 ,  6.83265e-74,  5.48544e-73,  6.53204e-06])
62064   , -75277.3    , array([ 0.895977   ,  0.00195023 ,  6.83949e-74,  5.48544e-73,  6.53204e-06])
62065   , -75277.3    , array([ 0.895977   ,  0.00195023 ,  6.83265e-74,  5.49093e-73,  6.53204e-06])
