194896  , -79089      , array([ 0.0385431  ,  0.00511687 ,  1.30347e-50,  2.52593e-63,  1.71407e-09])
194897  , -79089      , array([ 0.0385816  ,  0.00511687 ,  1.30347e-50,  2.52593e-63,  1.71407e-09])
194898  , -79089      , array([ 0.0385431  ,  0.00512198 ,  1.30347e-50,  2.52593e-63,  1.71407e-09])
194899  , -79089      , array([ 0.0385431  ,  0.00511687 ,  1.30477e-50,  2.52593e-63,  1.71407e-09])
194900  , -79089      , array([ 0.0385431  ,  0.00511687 ,  1.30347e-50,  2.52845e-63,  1.71407e-09])
194901  , -79089      , array([ 0.0385431  ,  0.00511687 ,  1.30347e-50,  2.52593e-63,  1.71579e-09])
194902  , -79089      , array([ 0.0385431  ,  0.00511687 ,  1.30347e-50,  2.52593e-63,  1.71407e-09])
194903  , -79088.5    , array([ 0.0371989  ,  0.00345266 ,  1.30347e-50,  2.52593e-63,  2.63327e-09])
194904  , -79088.5    , array([ 0.0371989  ,  0.00345266 ,  1.30347e-50,  2.52593e-63,  2.63327e-09])
194905  , -79088.5    , array([ 0.0372361  ,  0.00345266 ,  1.30347e-50,  2.52593e-63,  2.63327e-09])
194906  , -79088.5    , array([ 0.0371989  ,  0.00345612 ,  1.30347e-50,  2.52593e-63,  2.63327e-09])
194907  , -79088.5    , array([ 0.0371989  ,  0.00345266 ,  1.30477e-50,  2.52593e-63,  2.63327e-09])
194908  , -79088.5    , array([ 0.0371989  ,  0.00345266 ,  1.30347e-50,  2.52845e-63,  2.63327e-09])
194909  , -79088.5    , array([ 0.0371989  ,  0.00345266 ,  1.30347e-50,  2.52593e-63,  2.6359e-09 ])
194917  , -79088.5    , array([ 0.0371989  ,  0.00345266 ,  1.30347e-50,  2.52593e-63,  2.63327e-09])
194918  , -79088.5    , array([ 0.0371989  ,  0.00345266 ,  1.30347e-50,  2.52593e-63,  2.63327e-09])
194919  , -79088.5    , array([ 0.0372361  ,  0.00345266 ,  1.30347e-50,  2.52593e-63,  2.63327e-09])
194920  , -79088.5    , array([ 0.0371989  ,  0.00345612 ,  1.30347e-50,  2.52593e-63,  2.63327e-09])
194921  , -79088.5    , array([ 0.0371989  ,  0.00345266 ,  1.30477e-50,  2.52593e-63,  2.63327e-09])
194922  , -79088.5    , array([ 0.0371989  ,  0.00345266 ,  1.30347e-50,  2.52845e-63,  2.63327e-09])
194923  , -79088.5    , array([ 0.0371989  ,  0.00345266 ,  1.30347e-50,  2.52593e-63,  2.6359e-09 ])
194924  , -79088.2    , array([ 0.0367578  ,  0.00302509 ,  1.30347e-50,  2.52593e-63,  3.04199e-09])
194925  , -79088.2    , array([ 0.0367578  ,  0.00302509 ,  1.30347e-50,  2.52593e-63,  3.04199e-09])
194926  , -79088.2    , array([ 0.0367945  ,  0.00302509 ,  1.30347e-50,  2.52593e-63,  3.04199e-09])
194927  , -79088.2    , array([ 0.0367578  ,  0.00302812 ,  1.30347e-50,  2.52593e-63,  3.04199e-09])
194928  , -79088.2    , array([ 0.0367578  ,  0.00302509 ,  1.30477e-50,  2.52593e-63,  3.04199e-09])
194929  , -79088.2    , array([ 0.0367578  ,  0.00302509 ,  1.30347e-50,  2.52845e-63,  3.04199e-09])
194930  , -79088.2    , array([ 0.0367578  ,  0.00302509 ,  1.30347e-50,  2.52593e-63,  3.04503e-09])
194931  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194932  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194933  , -79084      , array([ 0.0344779  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194934  , -79084      , array([ 0.0344434  ,  0.00147292 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194935  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30477e-50,  2.52593e-63,  6.6797e-09 ])
194936  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52845e-63,  6.6797e-09 ])
194937  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.68638e-09])
194938  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194939  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194940  , -79084      , array([ 0.0344779  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194941  , -79084      , array([ 0.0344434  ,  0.00147292 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194942  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30477e-50,  2.52593e-63,  6.6797e-09 ])
194943  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52845e-63,  6.6797e-09 ])
194944  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.68638e-09])
194945  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194946  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194947  , -79084      , array([ 0.0344779  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194948  , -79084      , array([ 0.0344434  ,  0.00147292 ,  1.30347e-50,  2.52593e-63,  6.6797e-09 ])
194949  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30477e-50,  2.52593e-63,  6.6797e-09 ])
194950  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52845e-63,  6.6797e-09 ])
194951  , -79084      , array([ 0.0344434  ,  0.00147145 ,  1.30347e-50,  2.52593e-63,  6.68638e-09])
194952  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194953  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194954  , -79077.9    , array([ 0.0333749  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194955  , -79077.9    , array([ 0.0333415  ,  0.00102727 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194956  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30477e-50,  2.52593e-63,  9.8982e-09 ])
194957  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52845e-63,  9.8982e-09 ])
194958  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.9081e-09 ])
194959  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194960  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194961  , -79077.9    , array([ 0.0333749  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194962  , -79077.9    , array([ 0.0333415  ,  0.00102727 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194963  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30477e-50,  2.52593e-63,  9.8982e-09 ])
194964  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52845e-63,  9.8982e-09 ])
194965  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.9081e-09 ])
194966  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194967  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194968  , -79077.9    , array([ 0.0333749  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194969  , -79077.9    , array([ 0.0333415  ,  0.00102727 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194970  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30477e-50,  2.52593e-63,  9.8982e-09 ])
194971  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52845e-63,  9.8982e-09 ])
194972  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.9081e-09 ])
194980  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194981  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194982  , -79077.9    , array([ 0.0333749  ,  0.00102624 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194983  , -79077.9    , array([ 0.0333415  ,  0.00102727 ,  1.30347e-50,  2.52593e-63,  9.8982e-09 ])
194984  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30477e-50,  2.52593e-63,  9.8982e-09 ])
194985  , -79077.9    , array([ 0.0333415  ,  0.00102624 ,  1.30347e-50,  2.52845e-63,  9.8982e-09 ])
