58437   , -78643      , array([ 1.92075    ,  2.08197    ,  1.73912e-25,  1.68823e-40,  0.000450221])
58438   , -78643.2    , array([ 1.92267    ,  2.08197    ,  1.73912e-25,  1.68823e-40,  0.000450221])
58439   , -78643.2    , array([ 1.92075    ,  2.08405    ,  1.73912e-25,  1.68823e-40,  0.000450221])
58440   , -78643      , array([ 1.92075    ,  2.08197    ,  1.74086e-25,  1.68823e-40,  0.000450221])
58441   , -78643      , array([ 1.92075    ,  2.08197    ,  1.73912e-25,  1.68992e-40,  0.000450221])
58442   , -78642.5    , array([ 1.92075    ,  2.08197    ,  1.73912e-25,  1.68823e-40,  0.000450671])
58443   , -78643      , array([ 1.92075    ,  2.08197    ,  1.73912e-25,  1.68823e-40,  0.000450221])
58444   , -77566.5    , array([ 1.36099    ,  1.3036     ,  1.73912e-25,  1.68823e-40,  0.00102835 ])
58445   , -77566.5    , array([ 1.36099    ,  1.3036     ,  1.73912e-25,  1.68823e-40,  0.00102835 ])
58446   , -77567.1    , array([ 1.36236    ,  1.3036     ,  1.73912e-25,  1.68823e-40,  0.00102835 ])
58447   , -77567.4    , array([ 1.36099    ,  1.30491    ,  1.73912e-25,  1.68823e-40,  0.00102835 ])
58448   , -77566.5    , array([ 1.36099    ,  1.3036     ,  1.74086e-25,  1.68823e-40,  0.00102835 ])
58449   , -77566.5    , array([ 1.36099    ,  1.3036     ,  1.73912e-25,  1.68992e-40,  0.00102835 ])
58450   , -77565      , array([ 1.36099    ,  1.3036     ,  1.73912e-25,  1.68823e-40,  0.00102937 ])
58451   , -13093.9    , array([ 0.343081   ,  0.200368   ,  1.73912e-25,  1.68823e-40,  0.0279894  ])
58452   , -13093.9    , array([ 0.343081   ,  0.200368   ,  1.73912e-25,  1.68823e-40,  0.0279894  ])
58453   , -13089.6    , array([ 0.343425   ,  0.200368   ,  1.73912e-25,  1.68823e-40,  0.0279894  ])
58454   , -13109.9    , array([ 0.343081   ,  0.200568   ,  1.73912e-25,  1.68823e-40,  0.0279894  ])
58455   , -13093.9    , array([ 0.343081   ,  0.200368   ,  1.74086e-25,  1.68823e-40,  0.0279894  ])
58456   , -13093.9    , array([ 0.343081   ,  0.200368   ,  1.73912e-25,  1.68992e-40,  0.0279894  ])
58457   , -13081.5    , array([ 0.343081   ,  0.200368   ,  1.73912e-25,  1.68823e-40,  0.0280174  ])
58465   , -12982.2    , array([ 0.342264   ,  0.19972    ,  1.73912e-25,  1.68823e-40,  0.0281499  ])
58466   , -12982.2    , array([ 0.342264   ,  0.19972    ,  1.73912e-25,  1.68823e-40,  0.0281499  ])
58467   , -12977.8    , array([ 0.342606   ,  0.19972    ,  1.73912e-25,  1.68823e-40,  0.0281499  ])
58468   , -12998.1    , array([ 0.342264   ,  0.199919   ,  1.73912e-25,  1.68823e-40,  0.0281499  ])
58469   , -12982.2    , array([ 0.342264   ,  0.19972    ,  1.74086e-25,  1.68823e-40,  0.0281499  ])
58470   , -12982.2    , array([ 0.342264   ,  0.19972    ,  1.73912e-25,  1.68992e-40,  0.0281499  ])
58471   , -12970      , array([ 0.342264   ,  0.19972    ,  1.73912e-25,  1.68823e-40,  0.0281781  ])
58472   , -11252      , array([ 0.327794   ,  0.188333   ,  1.73912e-25,  1.68823e-40,  0.0312216  ])
58473   , -11252      , array([ 0.327794   ,  0.188333   ,  1.73912e-25,  1.68823e-40,  0.0312216  ])
58474   , -11245.5    , array([ 0.328122   ,  0.188333   ,  1.73912e-25,  1.68823e-40,  0.0312216  ])
58475   , -11266      , array([ 0.327794   ,  0.188521   ,  1.73912e-25,  1.68823e-40,  0.0312216  ])
58476   , -11252      , array([ 0.327794   ,  0.188333   ,  1.74086e-25,  1.68823e-40,  0.0312216  ])
58477   , -11252      , array([ 0.327794   ,  0.188333   ,  1.73912e-25,  1.68992e-40,  0.0312216  ])
58478   , -11243.3    , array([ 0.327794   ,  0.188333   ,  1.73912e-25,  1.68823e-40,  0.0312529  ])
58486   , -11238.1    , array([ 0.327658   ,  0.188226   ,  1.73912e-25,  1.68823e-40,  0.0312527  ])
58487   , -11238.1    , array([ 0.327658   ,  0.188226   ,  1.73912e-25,  1.68823e-40,  0.0312527  ])
58488   , -11231.7    , array([ 0.327986   ,  0.188226   ,  1.73912e-25,  1.68823e-40,  0.0312527  ])
58489   , -11252.2    , array([ 0.327658   ,  0.188415   ,  1.73912e-25,  1.68823e-40,  0.0312527  ])
58490   , -11238.1    , array([ 0.327658   ,  0.188226   ,  1.74086e-25,  1.68823e-40,  0.0312527  ])
58491   , -11238.1    , array([ 0.327658   ,  0.188226   ,  1.73912e-25,  1.68992e-40,  0.0312527  ])
58492   , -11229.6    , array([ 0.327658   ,  0.188226   ,  1.73912e-25,  1.68823e-40,  0.031284   ])
58493   , -11008.7    , array([ 0.325323   ,  0.186406   ,  1.73912e-25,  1.68823e-40,  0.0317932  ])
58494   , -11008.7    , array([ 0.325323   ,  0.186406   ,  1.73912e-25,  1.68823e-40,  0.0317932  ])
58495   , -11002      , array([ 0.325649   ,  0.186406   ,  1.73912e-25,  1.68823e-40,  0.0317932  ])
58496   , -11022.4    , array([ 0.325323   ,  0.186592   ,  1.73912e-25,  1.68823e-40,  0.0317932  ])
58497   , -11008.7    , array([ 0.325323   ,  0.186406   ,  1.74086e-25,  1.68823e-40,  0.0317932  ])
58498   , -11008.7    , array([ 0.325323   ,  0.186406   ,  1.73912e-25,  1.68992e-40,  0.0317932  ])
58499   , -11000.8    , array([ 0.325323   ,  0.186406   ,  1.73912e-25,  1.68823e-40,  0.031825   ])
58500   , -644858     , array([ 0.0832622  ,  0.0292483  ,  1.73912e-25,  1.68823e-40,  0.834418   ])
58501   , -644858     , array([ 0.0832622  ,  0.0292483  ,  1.73912e-25,  1.68823e-40,  0.834418   ])
58502   , -644869     , array([ 0.0833455  ,  0.0292483  ,  1.73912e-25,  1.68823e-40,  0.834418   ])
58503   , -645795     , array([ 0.0832622  ,  0.0292776  ,  1.73912e-25,  1.68823e-40,  0.834418   ])
58504   , -644858     , array([ 0.0832622  ,  0.0292483  ,  1.74086e-25,  1.68823e-40,  0.834418   ])
58505   , -644858     , array([ 0.0832622  ,  0.0292483  ,  1.73912e-25,  1.68992e-40,  0.834418   ])
58506   , -644098     , array([ 0.0832622  ,  0.0292483  ,  1.73912e-25,  1.68823e-40,  0.835253   ])
58507   , -10869      , array([ 0.323819   ,  0.185236   ,  1.73912e-25,  1.68823e-40,  0.0321484  ])
58508   , -10869      , array([ 0.323819   ,  0.185236   ,  1.73912e-25,  1.68823e-40,  0.0321484  ])
58509   , -10862      , array([ 0.324143   ,  0.185236   ,  1.73912e-25,  1.68823e-40,  0.0321484  ])
58510   , -10882.5    , array([ 0.323819   ,  0.185421   ,  1.73912e-25,  1.68823e-40,  0.0321484  ])
58511   , -10869      , array([ 0.323819   ,  0.185236   ,  1.74086e-25,  1.68823e-40,  0.0321484  ])
58512   , -10869      , array([ 0.323819   ,  0.185236   ,  1.73912e-25,  1.68992e-40,  0.0321484  ])
58513   , -10861.5    , array([ 0.323819   ,  0.185236   ,  1.73912e-25,  1.68823e-40,  0.0321805  ])
58514   , -9834.58    , array([ 0.308235   ,  0.173226   ,  1.73912e-25,  1.68823e-40,  0.036184   ])
58515   , -9834.58    , array([ 0.308235   ,  0.173226   ,  1.73912e-25,  1.68823e-40,  0.036184   ])
58516   , -9825.23    , array([ 0.308543   ,  0.173226   ,  1.73912e-25,  1.68823e-40,  0.036184   ])
58517   , -9845.54    , array([ 0.308235   ,  0.173399   ,  1.73912e-25,  1.68823e-40,  0.036184   ])
