7679    , -2321.64    , array([ 0.0311406  ,  3.35369    ,  2.56809e-05,  3.2971e-43 ])
7680    , -2321.66    , array([ 0.0311717  ,  3.35369    ,  2.56809e-05,  3.2971e-43 ])
7681    , -2321.64    , array([ 0.0311406  ,  3.35704    ,  2.56809e-05,  3.2971e-43 ])
7682    , -2321.63    , array([ 0.0311406  ,  3.35369    ,  2.57066e-05,  3.2971e-43 ])
7683    , -2321.64    , array([ 0.0311406  ,  3.35369    ,  2.56809e-05,  3.30039e-43])
7684    , -2321.64    , array([ 0.0311406  ,  3.35369    ,  2.56809e-05,  3.2971e-43 ])
7685    , -2274.98    , array([ 0.0150817  ,  3.35369    ,  5.18785e-05,  3.2971e-43 ])
7686    , -2274.98    , array([ 0.0150817  ,  3.35369    ,  5.18785e-05,  3.2971e-43 ])
7687    , -2275.04    , array([ 0.0150968  ,  3.35369    ,  5.18785e-05,  3.2971e-43 ])
7688    , -2274.98    , array([ 0.0150817  ,  3.35704    ,  5.18785e-05,  3.2971e-43 ])
7689    , -2274.92    , array([ 0.0150817  ,  3.35369    ,  5.19304e-05,  3.2971e-43 ])
7690    , -2274.98    , array([ 0.0150817  ,  3.35369    ,  5.18785e-05,  3.30039e-43])
7697    , -2274.98    , array([ 0.0150816  ,  3.35369    ,  5.18786e-05,  3.2971e-43 ])
7698    , -2274.98    , array([ 0.0150816  ,  3.35369    ,  5.18786e-05,  3.2971e-43 ])
7699    , -2275.04    , array([ 0.0150967  ,  3.35369    ,  5.18786e-05,  3.2971e-43 ])
7700    , -2274.98    , array([ 0.0150816  ,  3.35704    ,  5.18786e-05,  3.2971e-43 ])
7701    , -2274.92    , array([ 0.0150816  ,  3.35369    ,  5.19305e-05,  3.2971e-43 ])
7702    , -2274.98    , array([ 0.0150816  ,  3.35369    ,  5.18786e-05,  3.30039e-43])
7703    , -2274.98    , array([ 0.0150816  ,  3.35369    ,  5.18787e-05,  3.2971e-43 ])
7704    , -2274.98    , array([ 0.0150816  ,  3.35369    ,  5.18787e-05,  3.2971e-43 ])
7705    , -2275.04    , array([ 0.0150967  ,  3.35369    ,  5.18787e-05,  3.2971e-43 ])
7706    , -2274.98    , array([ 0.0150816  ,  3.35704    ,  5.18787e-05,  3.2971e-43 ])
7707    , -2274.92    , array([ 0.0150816  ,  3.35369    ,  5.19306e-05,  3.2971e-43 ])
7708    , -2274.98    , array([ 0.0150816  ,  3.35369    ,  5.18787e-05,  3.30039e-43])
7709    , -1817       , array([ 0.00353748 ,  3.35369    ,  0.000211711,  3.2971e-43 ])
7710    , -1817       , array([ 0.00353748 ,  3.35369    ,  0.000211711,  3.2971e-43 ])
7711    , -1817.13    , array([ 0.00354102 ,  3.35369    ,  0.000211711,  3.2971e-43 ])
