141450  , -79077.5    , array([ 46.0095    ,  16.5041    ,  2.49059e-87,  0.00794995 ,  0.000113622])
141451  , -79077.5    , array([ 46.0556    ,  16.5041    ,  2.49059e-87,  0.00794995 ,  0.000113622])
141452  , -79077.5    , array([ 46.0095    ,  16.5206    ,  2.49059e-87,  0.00794995 ,  0.000113622])
141453  , -79077.5    , array([ 46.0095    ,  16.5041    ,  2.49308e-87,  0.00794995 ,  0.000113622])
141454  , -79077.5    , array([ 46.0095    ,  16.5041    ,  2.49059e-87,  0.0079579  ,  0.000113622])
141455  , -79077.5    , array([ 46.0095    ,  16.5041    ,  2.49059e-87,  0.00794995 ,  0.000113736])
141456  , -79077.5    , array([ 46.0095    ,  16.5041    ,  2.49059e-87,  0.00794995 ,  0.000113622])
141457  , -79047.7    , array([ 40.1041    ,  9.39845    ,  2.49059e-87,  0.00794914 ,  0.000259832])
141458  , -79047.7    , array([ 40.1041    ,  9.39845    ,  2.49059e-87,  0.00794914 ,  0.000259832])
141459  , -79047.7    , array([ 40.1442    ,  9.39845    ,  2.49059e-87,  0.00794914 ,  0.000259832])
141460  , -79047.7    , array([ 40.1041    ,  9.40786    ,  2.49059e-87,  0.00794914 ,  0.000259832])
141461  , -79047.7    , array([ 40.1041    ,  9.39845    ,  2.49308e-87,  0.00794914 ,  0.000259832])
141462  , -79047.7    , array([ 40.1041    ,  9.39845    ,  2.49059e-87,  0.00795709 ,  0.000259832])
141463  , -79047.6    , array([ 40.1041    ,  9.39845    ,  2.49059e-87,  0.00794914 ,  0.000260092])
141464  , -71027.8    , array([ 23.15      ,  0.988364   ,  2.49059e-87,  0.00794591 ,  0.00710579 ])
141465  , -71027.8    , array([ 23.15      ,  0.988364   ,  2.49059e-87,  0.00794591 ,  0.00710579 ])
141466  , -71028      , array([ 23.1732    ,  0.988364   ,  2.49059e-87,  0.00794591 ,  0.00710579 ])
141467  , -71035.1    , array([ 23.15      ,  0.989353   ,  2.49059e-87,  0.00794591 ,  0.00710579 ])
141468  , -71027.8    , array([ 23.15      ,  0.988364   ,  2.49308e-87,  0.00794591 ,  0.00710579 ])
141469  , -71027.8    , array([ 23.15      ,  0.988364   ,  2.49059e-87,  0.00795385 ,  0.00710579 ])
141470  , -71020.4    , array([ 23.15      ,  0.988364   ,  2.49059e-87,  0.00794591 ,  0.0071129  ])
141478  , -70983      , array([ 23.1362    ,  0.985936   ,  2.49059e-87,  0.0079459  ,  0.00713151 ])
141479  , -70983      , array([ 23.1362    ,  0.985936   ,  2.49059e-87,  0.0079459  ,  0.00713151 ])
141480  , -70983.2    , array([ 23.1593    ,  0.985936   ,  2.49059e-87,  0.0079459  ,  0.00713151 ])
141481  , -70990.3    , array([ 23.1362    ,  0.986922   ,  2.49059e-87,  0.0079459  ,  0.00713151 ])
141482  , -70983      , array([ 23.1362    ,  0.985936   ,  2.49308e-87,  0.0079459  ,  0.00713151 ])
141483  , -70983      , array([ 23.1362    ,  0.985936   ,  2.49059e-87,  0.00795385 ,  0.00713151 ])
141484  , -70975.5    , array([ 23.1362    ,  0.985936   ,  2.49059e-87,  0.0079459  ,  0.00713865 ])
141485  , -70937.7    , array([ 23.1222    ,  0.983502   ,  2.49059e-87,  0.0079459  ,  0.00715745 ])
141486  , -70937.7    , array([ 23.1222    ,  0.983502   ,  2.49059e-87,  0.0079459  ,  0.00715745 ])
141487  , -70937.9    , array([ 23.1453    ,  0.983502   ,  2.49059e-87,  0.0079459  ,  0.00715745 ])
141488  , -70945      , array([ 23.1222    ,  0.984486   ,  2.49059e-87,  0.0079459  ,  0.00715745 ])
141489  , -70937.7    , array([ 23.1222    ,  0.983502   ,  2.49308e-87,  0.0079459  ,  0.00715745 ])
141490  , -70937.7    , array([ 23.1222    ,  0.983502   ,  2.49059e-87,  0.00795385 ,  0.00715745 ])
141491  , -70930.2    , array([ 23.1222    ,  0.983502   ,  2.49059e-87,  0.0079459  ,  0.00716461 ])
141499  , -70926.3    , array([ 23.1187    ,  0.982892   ,  2.49059e-87,  0.0079459  ,  0.00716398 ])
141500  , -70926.3    , array([ 23.1187    ,  0.982892   ,  2.49059e-87,  0.0079459  ,  0.00716398 ])
141501  , -70926.5    , array([ 23.1418    ,  0.982892   ,  2.49059e-87,  0.0079459  ,  0.00716398 ])
141502  , -70933.6    , array([ 23.1187    ,  0.983875   ,  2.49059e-87,  0.0079459  ,  0.00716398 ])
141503  , -70926.3    , array([ 23.1187    ,  0.982892   ,  2.49308e-87,  0.0079459  ,  0.00716398 ])
141504  , -70926.3    , array([ 23.1187    ,  0.982892   ,  2.49059e-87,  0.00795385 ,  0.00716398 ])
141505  , -70918.8    , array([ 23.1187    ,  0.982892   ,  2.49059e-87,  0.0079459  ,  0.00717115 ])
141506  , -70914.8    , array([ 23.1152    ,  0.982281   ,  2.49059e-87,  0.0079459  ,  0.00717052 ])
141507  , -70914.8    , array([ 23.1152    ,  0.982281   ,  2.49059e-87,  0.0079459  ,  0.00717052 ])
141508  , -70915      , array([ 23.1383    ,  0.982281   ,  2.49059e-87,  0.0079459  ,  0.00717052 ])
141509  , -70922.2    , array([ 23.1152    ,  0.983264   ,  2.49059e-87,  0.0079459  ,  0.00717052 ])
141510  , -70914.8    , array([ 23.1152    ,  0.982281   ,  2.49308e-87,  0.0079459  ,  0.00717052 ])
141511  , -70914.8    , array([ 23.1152    ,  0.982281   ,  2.49059e-87,  0.00795385 ,  0.00717052 ])
141512  , -70907.3    , array([ 23.1152    ,  0.982281   ,  2.49059e-87,  0.0079459  ,  0.0071777  ])
141513  , -56531.9    , array([ 13.3493    ,  0.103491   ,  2.49059e-87,  0.00794267 ,  0.195564   ])
141514  , -56531.9    , array([ 13.3493    ,  0.103491   ,  2.49059e-87,  0.00794267 ,  0.195564   ])
141515  , -56533.6    , array([ 13.3626    ,  0.103491   ,  2.49059e-87,  0.00794267 ,  0.195564   ])
141516  , -56466.6    , array([ 13.3493    ,  0.103594   ,  2.49059e-87,  0.00794267 ,  0.195564   ])
141517  , -56531.9    , array([ 13.3493    ,  0.103491   ,  2.49308e-87,  0.00794267 ,  0.195564   ])
141518  , -56531.6    , array([ 13.3493    ,  0.103491   ,  2.49059e-87,  0.00795061 ,  0.195564   ])
141519  , -56606.5    , array([ 13.3493    ,  0.103491   ,  2.49059e-87,  0.00794267 ,  0.195759   ])
141520  , -65957.6    , array([ 21.9348    ,  0.79237    ,  2.49059e-87,  0.00794559 ,  0.00983158 ])
141521  , -65957.6    , array([ 21.9348    ,  0.79237    ,  2.49059e-87,  0.00794559 ,  0.00983158 ])
141522  , -65957.9    , array([ 21.9567    ,  0.79237    ,  2.49059e-87,  0.00794559 ,  0.00983158 ])
141523  , -65969      , array([ 21.9348    ,  0.793163   ,  2.49059e-87,  0.00794559 ,  0.00983158 ])
141524  , -65957.6    , array([ 21.9348    ,  0.79237    ,  2.49308e-87,  0.00794559 ,  0.00983158 ])
141525  , -65957.6    , array([ 21.9348    ,  0.79237    ,  2.49059e-87,  0.00795354 ,  0.00983158 ])
141526  , -65946.2    , array([ 21.9348    ,  0.79237    ,  2.49059e-87,  0.00794559 ,  0.00984142 ])
141527  , -4005.19    , array([ 15.8243    ,  0.207813   ,  2.49059e-87,  0.00794367 ,  0.0702277  ])
141528  , -4005.19    , array([ 15.8243    ,  0.207813   ,  2.49059e-87,  0.00794367 ,  0.0702277  ])
141529  , -4005.54    , array([ 15.8401    ,  0.207813   ,  2.49059e-87,  0.00794367 ,  0.0702277  ])
141530  , -4008.75    , array([ 15.8243    ,  0.208021   ,  2.49059e-87,  0.00794367 ,  0.0702277  ])
141531  , -4005.19    , array([ 15.8243    ,  0.207813   ,  2.49308e-87,  0.00794367 ,  0.0702277  ])
141532  , -4005.19    , array([ 15.8243    ,  0.207813   ,  2.49059e-87,  0.00795162 ,  0.0702277  ])
141533  , -4006.01    , array([ 15.8243    ,  0.207813   ,  2.49059e-87,  0.00794367 ,  0.0702979  ])
141534  , -3989.33    , array([ 15.7668    ,  0.204737   ,  2.49059e-87,  0.00794365 ,  0.071783   ])
141535  , -3989.33    , array([ 15.7668    ,  0.204737   ,  2.49059e-87,  0.00794365 ,  0.071783   ])
141536  , -3989.7     , array([ 15.7826    ,  0.204737   ,  2.49059e-87,  0.00794365 ,  0.071783   ])
141537  , -3991.82    , array([ 15.7668    ,  0.204942   ,  2.49059e-87,  0.00794365 ,  0.071783   ])
141538  , -3989.33    , array([ 15.7668    ,  0.204737   ,  2.49308e-87,  0.00794365 ,  0.071783   ])
141539  , -3989.34    , array([ 15.7668    ,  0.204737   ,  2.49059e-87,  0.00795159 ,  0.071783   ])
141540  , -3991.32    , array([ 15.7668    ,  0.204737   ,  2.49059e-87,  0.00794365 ,  0.0718548  ])
141541  , -3989.04    , array([ 15.7738    ,  0.205111   ,  2.49059e-87,  0.00794365 ,  0.0715907  ])
141542  , -3989.04    , array([ 15.7738    ,  0.205111   ,  2.49059e-87,  0.00794365 ,  0.0715907  ])
141543  , -3989.4     , array([ 15.7896    ,  0.205111   ,  2.49059e-87,  0.00794365 ,  0.0715907  ])
141544  , -3991.66    , array([ 15.7738    ,  0.205316   ,  2.49059e-87,  0.00794365 ,  0.0715907  ])
141545  , -3989.04    , array([ 15.7738    ,  0.205111   ,  2.49308e-87,  0.00794365 ,  0.0715907  ])
141546  , -3989.04    , array([ 15.7738    ,  0.205111   ,  2.49059e-87,  0.0079516  ,  0.0715907  ])
141547  , -3990.88    , array([ 15.7738    ,  0.205111   ,  2.49059e-87,  0.00794365 ,  0.0716624  ])
141555  , -248996     , array([ 10.9979    ,  0.0465909  ,  2.49059e-87,  0.00794151 ,  0.61952    ])
141556  , -248996     , array([ 10.9979    ,  0.0465909  ,  2.49059e-87,  0.00794151 ,  0.61952    ])
141557  , -249006     , array([ 11.0089    ,  0.0465909  ,  2.49059e-87,  0.00794151 ,  0.61952    ])
141558  , -248956     , array([ 10.9979    ,  0.0466375  ,  2.49059e-87,  0.00794151 ,  0.61952    ])
141559  , -248996     , array([ 10.9979    ,  0.0465909  ,  2.49308e-87,  0.00794151 ,  0.61952    ])
141560  , -248962     , array([ 10.9979    ,  0.0465909  ,  2.49059e-87,  0.00794945 ,  0.61952    ])
