2018    , -65246.8    , array([ 0.772718   ,  0.250118   ,  3.74551e-43,  5.38963e-12,  0.00275606 ])
2019    , -65248.9    , array([ 0.773492   ,  0.250118   ,  3.74551e-43,  5.38963e-12,  0.00275606 ])
2020    , -65256.8    , array([ 0.772718   ,  0.250368   ,  3.74551e-43,  5.38963e-12,  0.00275606 ])
2021    , -65246.8    , array([ 0.772718   ,  0.250118   ,  3.74925e-43,  5.38963e-12,  0.00275606 ])
2022    , -65246.8    , array([ 0.772718   ,  0.250118   ,  3.74551e-43,  5.39502e-12,  0.00275606 ])
2023    , -65234.7    , array([ 0.772718   ,  0.250118   ,  3.74551e-43,  5.38963e-12,  0.00275881 ])
2024    , -65246.8    , array([ 0.772718   ,  0.250118   ,  3.74551e-43,  5.38963e-12,  0.00275606 ])
2025    , -40088.6    , array([ 0.677193   ,  0.132209   ,  3.74551e-43,  5.38963e-12,  0.00596526 ])
2026    , -40088.6    , array([ 0.677193   ,  0.132209   ,  3.74551e-43,  5.38963e-12,  0.00596526 ])
2027    , -40091      , array([ 0.677871   ,  0.132209   ,  3.74551e-43,  5.38963e-12,  0.00596526 ])
2028    , -40111.1    , array([ 0.677193   ,  0.132341   ,  3.74551e-43,  5.38963e-12,  0.00596526 ])
2029    , -40088.6    , array([ 0.677193   ,  0.132209   ,  3.74925e-43,  5.38963e-12,  0.00596526 ])
2030    , -40088.6    , array([ 0.677193   ,  0.132209   ,  3.74551e-43,  5.39502e-12,  0.00596526 ])
2031    , -40063.6    , array([ 0.677193   ,  0.132209   ,  3.74551e-43,  5.38963e-12,  0.00597123 ])
2032    , -439325     , array([ 0.399465   ,  0.0103211  ,  3.74551e-43,  5.38963e-12,  0.130916   ])
2033    , -439325     , array([ 0.399465   ,  0.0103211  ,  3.74551e-43,  5.38963e-12,  0.130916   ])
2034    , -439312     , array([ 0.399864   ,  0.0103211  ,  3.74551e-43,  5.38963e-12,  0.130916   ])
2035    , -438882     , array([ 0.399465   ,  0.0103314  ,  3.74551e-43,  5.38963e-12,  0.130916   ])
2036    , -439325     , array([ 0.399465   ,  0.0103211  ,  3.74925e-43,  5.38963e-12,  0.130916   ])
2037    , -439325     , array([ 0.399465   ,  0.0103211  ,  3.74551e-43,  5.39502e-12,  0.130916   ])
2038    , -439777     , array([ 0.399465   ,  0.0103211  ,  3.74551e-43,  5.38963e-12,  0.131047   ])
2039    , -3045.5     , array([ 0.573922   ,  0.0594394  ,  3.74551e-43,  5.38963e-12,  0.0157078  ])
