244378  , -4752.1     , array([ 7.3797     ,  0.0139889  ,  2.30118e-20,  1.77845e-28,  0.0032836  ])
244379  , -4752.12    , array([ 7.38708    ,  0.0139889  ,  2.30118e-20,  1.77845e-28,  0.0032836  ])
244380  , -4763.64    , array([ 7.3797     ,  0.0140029  ,  2.30118e-20,  1.77845e-28,  0.0032836  ])
244381  , -4752.1     , array([ 7.3797     ,  0.0139889  ,  2.30349e-20,  1.77845e-28,  0.0032836  ])
244382  , -4752.1     , array([ 7.3797     ,  0.0139889  ,  2.30118e-20,  1.78023e-28,  0.0032836  ])
244383  , -4740.44    , array([ 7.3797     ,  0.0139889  ,  2.30118e-20,  1.77845e-28,  0.00328688 ])
244384  , -4752.1     , array([ 7.3797     ,  0.0139889  ,  2.30118e-20,  1.77845e-28,  0.0032836  ])
244385  , -20687.7    , array([ 7.37118    ,  0.00687537 ,  2.30118e-20,  1.77845e-28,  0.00673255 ])
244386  , -20687.7    , array([ 7.37118    ,  0.00687537 ,  2.30118e-20,  1.77845e-28,  0.00673255 ])
244387  , -20687.7    , array([ 7.37855    ,  0.00687537 ,  2.30118e-20,  1.77845e-28,  0.00673255 ])
244388  , -20650.2    , array([ 7.37118    ,  0.00688225 ,  2.30118e-20,  1.77845e-28,  0.00673255 ])
244389  , -20687.7    , array([ 7.37118    ,  0.00687537 ,  2.30349e-20,  1.77845e-28,  0.00673255 ])
244390  , -20687.7    , array([ 7.37118    ,  0.00687537 ,  2.30118e-20,  1.78023e-28,  0.00673255 ])
244391  , -20724      , array([ 7.37118    ,  0.00687537 ,  2.30118e-20,  1.77845e-28,  0.00673928 ])
244392  , -2372.41    , array([ 7.37743    ,  0.0115843  ,  2.30118e-20,  1.77845e-28,  0.00397331 ])
244393  , -2372.41    , array([ 7.37743    ,  0.0115843  ,  2.30118e-20,  1.77845e-28,  0.00397331 ])
244394  , -2372.42    , array([ 7.38481    ,  0.0115843  ,  2.30118e-20,  1.77845e-28,  0.00397331 ])
244395  , -2372.88    , array([ 7.37743    ,  0.0115959  ,  2.30118e-20,  1.77845e-28,  0.00397331 ])
244396  , -2372.41    , array([ 7.37743    ,  0.0115843  ,  2.30349e-20,  1.77845e-28,  0.00397331 ])
244397  , -2372.41    , array([ 7.37743    ,  0.0115843  ,  2.30118e-20,  1.78023e-28,  0.00397331 ])
244398  , -2371.68    , array([ 7.37743    ,  0.0115843  ,  2.30118e-20,  1.77845e-28,  0.00397729 ])
244406  , -2372.36    , array([ 7.37733    ,  0.011586   ,  2.30118e-20,  1.77845e-28,  0.0039739  ])
244407  , -2372.36    , array([ 7.37733    ,  0.011586   ,  2.30118e-20,  1.77845e-28,  0.0039739  ])
244408  , -2372.38    , array([ 7.38471    ,  0.011586   ,  2.30118e-20,  1.77845e-28,  0.0039739  ])
244409  , -2372.84    , array([ 7.37733    ,  0.0115975  ,  2.30118e-20,  1.77845e-28,  0.0039739  ])
244410  , -2372.36    , array([ 7.37733    ,  0.011586   ,  2.30349e-20,  1.77845e-28,  0.0039739  ])
244411  , -2372.36    , array([ 7.37733    ,  0.011586   ,  2.30118e-20,  1.78023e-28,  0.0039739  ])
244412  , -2371.64    , array([ 7.37733    ,  0.011586   ,  2.30118e-20,  1.77845e-28,  0.00397788 ])
244413  , -2372.32    , array([ 7.37722    ,  0.0115876  ,  2.30118e-20,  1.77845e-28,  0.00397449 ])
244414  , -2372.32    , array([ 7.37722    ,  0.0115876  ,  2.30118e-20,  1.77845e-28,  0.00397449 ])
244415  , -2372.33    , array([ 7.3846     ,  0.0115876  ,  2.30118e-20,  1.77845e-28,  0.00397449 ])
244416  , -2372.79    , array([ 7.37722    ,  0.0115992  ,  2.30118e-20,  1.77845e-28,  0.00397449 ])
244417  , -2372.32    , array([ 7.37722    ,  0.0115876  ,  2.30349e-20,  1.77845e-28,  0.00397449 ])
244418  , -2372.32    , array([ 7.37722    ,  0.0115876  ,  2.30118e-20,  1.78023e-28,  0.00397449 ])
244419  , -2371.59    , array([ 7.37722    ,  0.0115876  ,  2.30118e-20,  1.77845e-28,  0.00397847 ])
244427  , -2372.31    , array([ 7.37719    ,  0.0115881  ,  2.30118e-20,  1.77845e-28,  0.00397464 ])
244428  , -2372.31    , array([ 7.37719    ,  0.0115881  ,  2.30118e-20,  1.77845e-28,  0.00397464 ])
244429  , -2372.32    , array([ 7.38458    ,  0.0115881  ,  2.30118e-20,  1.77845e-28,  0.00397464 ])
244430  , -2372.78    , array([ 7.37719    ,  0.0115997  ,  2.30118e-20,  1.77845e-28,  0.00397464 ])
244431  , -2372.31    , array([ 7.37719    ,  0.0115881  ,  2.30349e-20,  1.77845e-28,  0.00397464 ])
244432  , -2372.31    , array([ 7.37719    ,  0.0115881  ,  2.30118e-20,  1.78023e-28,  0.00397464 ])
244433  , -2371.58    , array([ 7.37719    ,  0.0115881  ,  2.30118e-20,  1.77845e-28,  0.00397861 ])
244434  , -2372.3     , array([ 7.37717    ,  0.0115885  ,  2.30118e-20,  1.77845e-28,  0.00397478 ])
244435  , -2372.3     , array([ 7.37717    ,  0.0115885  ,  2.30118e-20,  1.77845e-28,  0.00397478 ])
244436  , -2372.31    , array([ 7.38455    ,  0.0115885  ,  2.30118e-20,  1.77845e-28,  0.00397478 ])
244437  , -2372.77    , array([ 7.37717    ,  0.0116001  ,  2.30118e-20,  1.77845e-28,  0.00397478 ])
244438  , -2372.3     , array([ 7.37717    ,  0.0115885  ,  2.30349e-20,  1.77845e-28,  0.00397478 ])
244439  , -2372.3     , array([ 7.37717    ,  0.0115885  ,  2.30118e-20,  1.78023e-28,  0.00397478 ])
244440  , -2371.57    , array([ 7.37717    ,  0.0115885  ,  2.30118e-20,  1.77845e-28,  0.00397876 ])
244441  , -20064.8    , array([ 4.71051    ,  1.1082     ,  2.30118e-20,  1.77845e-28,  0.401248   ])
244442  , -20064.8    , array([ 4.71051    ,  1.1082     ,  2.30118e-20,  1.77845e-28,  0.401248   ])
244443  , -20066.2    , array([ 4.71523    ,  1.1082     ,  2.30118e-20,  1.77845e-28,  0.401248   ])
244444  , -20067      , array([ 4.71051    ,  1.10931    ,  2.30118e-20,  1.77845e-28,  0.401248   ])
244445  , -20064.8    , array([ 4.71051    ,  1.1082     ,  2.30349e-20,  1.77845e-28,  0.401248   ])
244446  , -20064.8    , array([ 4.71051    ,  1.1082     ,  2.30118e-20,  1.78023e-28,  0.401248   ])
244447  , -20080.4    , array([ 4.71051    ,  1.1082     ,  2.30118e-20,  1.77845e-28,  0.401649   ])
244448  , -2005.26    , array([ 6.68651    ,  0.0314792  ,  2.30118e-20,  1.77845e-28,  0.010926   ])
244449  , -2005.26    , array([ 6.68651    ,  0.0314792  ,  2.30118e-20,  1.77845e-28,  0.010926   ])
244450  , -2005.3     , array([ 6.6932     ,  0.0314792  ,  2.30118e-20,  1.77845e-28,  0.010926   ])
244451  , -2005.91    , array([ 6.68651    ,  0.0315107  ,  2.30118e-20,  1.77845e-28,  0.010926   ])
244452  , -2005.26    , array([ 6.68651    ,  0.0314792  ,  2.30349e-20,  1.77845e-28,  0.010926   ])
244453  , -2005.26    , array([ 6.68651    ,  0.0314792  ,  2.30118e-20,  1.78023e-28,  0.010926   ])
244454  , -2004.27    , array([ 6.68651    ,  0.0314792  ,  2.30118e-20,  1.77845e-28,  0.010937   ])
244455  , -1847.68    , array([ 6.14847    ,  0.0738587  ,  2.30118e-20,  1.77845e-28,  0.0258962  ])
244456  , -1847.68    , array([ 6.14847    ,  0.0738587  ,  2.30118e-20,  1.77845e-28,  0.0258962  ])
