Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-399.08	806.16	608.25	16045.21	30.0,0.4601,2.4827,0.9999
our_model	Round_1_Replicate_2	-393.3	794.6	597.52	7200.64	29.9988,1.0331,29.9842,3.354
our_model	Round_1_Replicate_3	-394.39	796.78	599.43	62752.7	0.9943,0.1184,0.01,0.2815
our_model	Round_1_Replicate_4	-395.73	799.46	602.09	19154.76	2.5293,0.3869,30.0,0.8024
our_model	Round_1_Replicate_5	-397.02	802.04	604.48	10981.38	30.0,0.6738,5.1924,1.5827
our_model	Round_1_Replicate_6	-396.01	800.02	602.45	24441.38	1.914,0.3033,29.9994,0.6167
our_model	Round_1_Replicate_7	-395.94	799.88	602.18	44971.93	1.0514,0.165,29.9966,0.3377
our_model	Round_1_Replicate_8	-394.25	796.5	599.31	5102.26	16.293,1.4556,29.9998,3.6563
our_model	Round_1_Replicate_9	-393.77	795.54	598.95	134426.01	0.4579,0.0552,0.8142,0.1411
our_model	Round_1_Replicate_10	-393.76	795.52	598.39	7261.67	29.9396,1.0236,18.7316,3.0147
our_model	Round_2_Replicate_1	-396.71	801.42	603.91	6770.24	6.4886,1.0933,30.0,2.1269
our_model	Round_2_Replicate_2	-392.95	793.9	596.85	42221.83	29.8392,0.1763,28.745,0.8873
our_model	Round_2_Replicate_3	-394.64	797.28	599.13	17502.15	6.3483,0.4258,5.569,1.0815
our_model	Round_2_Replicate_4	-394.29	796.58	599.4	4027.91	29.9998,1.8437,29.9992,4.8269
our_model	Round_2_Replicate_5	-397.54	803.08	605.44	2558.59	30.0,2.8901,29.3172,6.0106
our_model	Round_2_Replicate_6	-394.22	796.44	599.25	7953.97	10.8876,0.9338,18.4416,2.3658
our_model	Round_2_Replicate_7	-397.03	802.06	604.48	3807.8	12.6577,1.9431,30.0,3.8048
our_model	Round_2_Replicate_8	-395.2	798.4	601.1	3555.07	22.5746,2.0861,29.9999,4.8446
our_model	Round_2_Replicate_9	-396.47	800.94	603.46	5274.92	8.8085,1.4036,30.0,2.7896
our_model	Round_2_Replicate_10	-393.65	795.3	598.18	5372.56	29.8039,1.3838,29.6815,4.0468
