88103   , -14825.4    , array([ 2.58463    ,  0.649347   ,  0.00263715 ,  9.97811e-57,  0.0905246  ])
88228   , -1631.94    , array([ 1.4328     ,  0.0671347  ,  0.0191018  ,  9.97811e-57,  0.0241423  ])
88229   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.06948    ,  9.97811e-57,  0.0235833  ])
88230   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.06948    ,  9.97811e-57,  0.0235833  ])
88231   , -1594.07    , array([ 1.42522    ,  0.0648984  ,  1.06948    ,  9.97811e-57,  0.0235833  ])
88232   , -1594.02    , array([ 1.42379    ,  0.0649633  ,  1.06948    ,  9.97811e-57,  0.0235833  ])
88233   , -1593.98    , array([ 1.42379    ,  0.0648984  ,  1.07055    ,  9.97811e-57,  0.0235833  ])
88234   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.06948    ,  9.98809e-57,  0.0235833  ])
88235   , -1593.81    , array([ 1.42379    ,  0.0648984  ,  1.06948    ,  9.97811e-57,  0.0236069  ])
88243   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.06949    ,  9.97811e-57,  0.0235833  ])
88244   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.06949    ,  9.97811e-57,  0.0235833  ])
88245   , -1594.07    , array([ 1.42522    ,  0.0648984  ,  1.06949    ,  9.97811e-57,  0.0235833  ])
88246   , -1594.02    , array([ 1.42379    ,  0.0649633  ,  1.06949    ,  9.97811e-57,  0.0235833  ])
88247   , -1593.98    , array([ 1.42379    ,  0.0648984  ,  1.07056    ,  9.97811e-57,  0.0235833  ])
88248   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.06949    ,  9.98809e-57,  0.0235833  ])
88249   , -1593.81    , array([ 1.42379    ,  0.0648984  ,  1.06949    ,  9.97811e-57,  0.0236069  ])
88257   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88258   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88259   , -1594.07    , array([ 1.42522    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88260   , -1594.02    , array([ 1.42379    ,  0.0649633  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88261   , -1593.98    , array([ 1.42379    ,  0.0648984  ,  1.07057    ,  9.97811e-57,  0.0235833  ])
88262   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.98809e-57,  0.0235833  ])
88263   , -1593.81    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0236069  ])
88271   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88272   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88273   , -1594.07    , array([ 1.42522    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88274   , -1594.02    , array([ 1.42379    ,  0.0649633  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88275   , -1593.98    , array([ 1.42379    ,  0.0648984  ,  1.07057    ,  9.97811e-57,  0.0235833  ])
88276   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.98809e-57,  0.0235833  ])
88277   , -1593.81    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0236069  ])
88285   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88286   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88287   , -1594.07    , array([ 1.42522    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88288   , -1594.02    , array([ 1.42379    ,  0.0649633  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88289   , -1593.98    , array([ 1.42379    ,  0.0648984  ,  1.07057    ,  9.97811e-57,  0.0235833  ])
88290   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.98809e-57,  0.0235833  ])
88291   , -1593.81    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0236069  ])
88299   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88300   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88301   , -1594.07    , array([ 1.42522    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88302   , -1594.02    , array([ 1.42379    ,  0.0649633  ,  1.0695     ,  9.97811e-57,  0.0235833  ])
88303   , -1593.98    , array([ 1.42379    ,  0.0648984  ,  1.07057    ,  9.97811e-57,  0.0235833  ])
88304   , -1594.01    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.98809e-57,  0.0235833  ])
88305   , -1593.81    , array([ 1.42379    ,  0.0648984  ,  1.0695     ,  9.97811e-57,  0.0236069  ])
88306   , -1904.15    , array([ 1.4193     ,  0.0638063  ,  8.03264    ,  9.97811e-57,  0.0233199  ])
88307   , -1904.15    , array([ 1.4193     ,  0.0638063  ,  8.03264    ,  9.97811e-57,  0.0233199  ])
88308   , -1904.54    , array([ 1.42072    ,  0.0638063  ,  8.03264    ,  9.97811e-57,  0.0233199  ])
88309   , -1906.64    , array([ 1.4193     ,  0.0638702  ,  8.03264    ,  9.97811e-57,  0.0233199  ])
88310   , -1904.97    , array([ 1.4193     ,  0.0638063  ,  8.04068    ,  9.97811e-57,  0.0233199  ])
88311   , -1904.15    , array([ 1.4193     ,  0.0638063  ,  8.03264    ,  9.98809e-57,  0.0233199  ])
88312   , -1901.71    , array([ 1.4193     ,  0.0638063  ,  8.03264    ,  9.97811e-57,  0.0233432  ])
88313   , -1582.11    , array([ 1.4226     ,  0.0646075  ,  1.82391    ,  9.97811e-57,  0.0235133  ])
88314   , -1582.11    , array([ 1.4226     ,  0.0646075  ,  1.82391    ,  9.97811e-57,  0.0235133  ])
88315   , -1582.22    , array([ 1.42402    ,  0.0646075  ,  1.82391    ,  9.97811e-57,  0.0235133  ])
88316   , -1582.4     , array([ 1.4226     ,  0.0646721  ,  1.82391    ,  9.97811e-57,  0.0235133  ])
88317   , -1582.1     , array([ 1.4226     ,  0.0646075  ,  1.82573    ,  9.97811e-57,  0.0235133  ])
88318   , -1582.11    , array([ 1.4226     ,  0.0646075  ,  1.82391    ,  9.98809e-57,  0.0235133  ])
88319   , -1581.57    , array([ 1.4226     ,  0.0646075  ,  1.82391    ,  9.97811e-57,  0.0235368  ])
88320   , -1581.14    , array([ 1.42216    ,  0.0645     ,  2.22308    ,  9.97811e-57,  0.0234874  ])
88321   , -1581.14    , array([ 1.42216    ,  0.0645     ,  2.22308    ,  9.97811e-57,  0.0234874  ])
88322   , -1581.27    , array([ 1.42358    ,  0.0645     ,  2.22308    ,  9.97811e-57,  0.0234874  ])
88323   , -1581.58    , array([ 1.42216    ,  0.0645645  ,  2.22308    ,  9.97811e-57,  0.0234874  ])
88324   , -1581.15    , array([ 1.42216    ,  0.0645     ,  2.2253     ,  9.97811e-57,  0.0234874  ])
88325   , -1581.14    , array([ 1.42216    ,  0.0645     ,  2.22308    ,  9.98809e-57,  0.0234874  ])
88326   , -1580.43    , array([ 1.42216    ,  0.0645     ,  2.22308    ,  9.97811e-57,  0.0235109  ])
88327   , -1581.06    , array([ 1.42227    ,  0.0645271  ,  2.11469    ,  9.97811e-57,  0.0234939  ])
88328   , -1581.06    , array([ 1.42227    ,  0.0645271  ,  2.11469    ,  9.97811e-57,  0.0234939  ])
88329   , -1581.17    , array([ 1.42369    ,  0.0645271  ,  2.11469    ,  9.97811e-57,  0.0234939  ])
88330   , -1581.45    , array([ 1.42227    ,  0.0645917  ,  2.11469    ,  9.97811e-57,  0.0234939  ])
88331   , -1581.05    , array([ 1.42227    ,  0.0645271  ,  2.1168     ,  9.97811e-57,  0.0234939  ])
88332   , -1581.06    , array([ 1.42227    ,  0.0645271  ,  2.11469    ,  9.98809e-57,  0.0234939  ])
88333   , -1580.39    , array([ 1.42227    ,  0.0645271  ,  2.11469    ,  9.97811e-57,  0.0235174  ])
88334   , -1581.05    , array([ 1.42225    ,  0.0645222  ,  2.1339     ,  9.97811e-57,  0.0234927  ])
88335   , -1581.05    , array([ 1.42225    ,  0.0645222  ,  2.1339     ,  9.97811e-57,  0.0234927  ])
88336   , -1581.17    , array([ 1.42367    ,  0.0645222  ,  2.1339     ,  9.97811e-57,  0.0234927  ])
88337   , -1581.45    , array([ 1.42225    ,  0.0645867  ,  2.1339     ,  9.97811e-57,  0.0234927  ])
88338   , -1581.05    , array([ 1.42225    ,  0.0645222  ,  2.13604    ,  9.97811e-57,  0.0234927  ])
88339   , -1581.05    , array([ 1.42225    ,  0.0645222  ,  2.1339     ,  9.98809e-57,  0.0234927  ])
88340   , -1580.38    , array([ 1.42225    ,  0.0645222  ,  2.1339     ,  9.97811e-57,  0.0235162  ])
88348   , -1581.05    , array([ 1.42225    ,  0.0645222  ,  2.13401    ,  9.97811e-57,  0.0234927  ])
88349   , -1581.05    , array([ 1.42225    ,  0.0645222  ,  2.13401    ,  9.97811e-57,  0.0234927  ])
88350   , -1581.17    , array([ 1.42367    ,  0.0645222  ,  2.13401    ,  9.97811e-57,  0.0234927  ])
88351   , -1581.45    , array([ 1.42225    ,  0.0645867  ,  2.13401    ,  9.97811e-57,  0.0234927  ])
88352   , -1581.05    , array([ 1.42225    ,  0.0645222  ,  2.13615    ,  9.97811e-57,  0.0234927  ])
88353   , -1581.05    , array([ 1.42225    ,  0.0645222  ,  2.13401    ,  9.98809e-57,  0.0234927  ])
88354   , -1580.38    , array([ 1.42225    ,  0.0645222  ,  2.13401    ,  9.97811e-57,  0.0235162  ])
88355   , -1581.05    , array([ 1.42224    ,  0.0645205  ,  2.14129    ,  9.97811e-57,  0.0234923  ])
88356   , -1581.05    , array([ 1.42224    ,  0.0645205  ,  2.14129    ,  9.97811e-57,  0.0234923  ])
88357   , -1581.17    , array([ 1.42366    ,  0.0645205  ,  2.14129    ,  9.97811e-57,  0.0234923  ])
88358   , -1581.46    , array([ 1.42224    ,  0.064585   ,  2.14129    ,  9.97811e-57,  0.0234923  ])
88359   , -1581.05    , array([ 1.42224    ,  0.0645205  ,  2.14343    ,  9.97811e-57,  0.0234923  ])
88360   , -1581.05    , array([ 1.42224    ,  0.0645205  ,  2.14129    ,  9.98809e-57,  0.0234923  ])
88361   , -1580.38    , array([ 1.42224    ,  0.0645205  ,  2.14129    ,  9.97811e-57,  0.0235158  ])
88362   , -1581.05    , array([ 1.42224    ,  0.0645205  ,  2.1413     ,  9.97811e-57,  0.0234924  ])
88363   , -1581.05    , array([ 1.42224    ,  0.0645205  ,  2.1413     ,  9.97811e-57,  0.0234924  ])
88364   , -1581.17    , array([ 1.42366    ,  0.0645205  ,  2.1413     ,  9.97811e-57,  0.0234924  ])
88365   , -1581.46    , array([ 1.42224    ,  0.064585   ,  2.1413     ,  9.97811e-57,  0.0234924  ])
88366   , -1581.05    , array([ 1.42224    ,  0.0645205  ,  2.14344    ,  9.97811e-57,  0.0234924  ])
88367   , -1581.05    , array([ 1.42224    ,  0.0645205  ,  2.1413     ,  9.98809e-57,  0.0234924  ])
88368   , -1580.38    , array([ 1.42224    ,  0.0645205  ,  2.1413     ,  9.97811e-57,  0.0235159  ])
88369   , -1581.05    , array([ 1.42224    ,  0.0645206  ,  2.14132    ,  9.97811e-57,  0.0234924  ])
88370   , -1581.05    , array([ 1.42224    ,  0.0645206  ,  2.14132    ,  9.97811e-57,  0.0234924  ])
88371   , -1581.17    , array([ 1.42366    ,  0.0645206  ,  2.14132    ,  9.97811e-57,  0.0234924  ])
88372   , -1581.46    , array([ 1.42224    ,  0.0645852  ,  2.14132    ,  9.97811e-57,  0.0234924  ])
88373   , -1581.05    , array([ 1.42224    ,  0.0645206  ,  2.14346    ,  9.97811e-57,  0.0234924  ])
88374   , -1581.05    , array([ 1.42224    ,  0.0645206  ,  2.14132    ,  9.98809e-57,  0.0234924  ])
88375   , -1580.38    , array([ 1.42224    ,  0.0645206  ,  2.14132    ,  9.97811e-57,  0.0235159  ])
88376   , -1581.05    , array([ 1.42222    ,  0.0645212  ,  2.14139    ,  9.97811e-57,  0.0234927  ])
88377   , -1581.05    , array([ 1.42222    ,  0.0645212  ,  2.14139    ,  9.97811e-57,  0.0234927  ])
88378   , -1581.17    , array([ 1.42365    ,  0.0645212  ,  2.14139    ,  9.97811e-57,  0.0234927  ])
88379   , -1581.45    , array([ 1.42222    ,  0.0645857  ,  2.14139    ,  9.97811e-57,  0.0234927  ])
88380   , -1581.05    , array([ 1.42222    ,  0.0645212  ,  2.14353    ,  9.97811e-57,  0.0234927  ])
88381   , -1581.05    , array([ 1.42222    ,  0.0645212  ,  2.14139    ,  9.98809e-57,  0.0234927  ])
88382   , -1580.37    , array([ 1.42222    ,  0.0645212  ,  2.14139    ,  9.97811e-57,  0.0235162  ])
88383   , -1581.03    , array([ 1.42217    ,  0.0645234  ,  2.14169    ,  9.97811e-57,  0.0234936  ])
