26580   , -645.975    , array([ 0.0835215  ,  39.0146    ,  0.0353275  ,  0.0130652  ])
26581   , -645.89     , array([ 0.083605   ,  39.0146    ,  0.0353275  ,  0.0130652  ])
26582   , -645.971    , array([ 0.0835215  ,  39.0536    ,  0.0353275  ,  0.0130652  ])
26583   , -645.719    , array([ 0.0835215  ,  39.0146    ,  0.0353628  ,  0.0130652  ])
26584   , -645.122    , array([ 0.0835215  ,  39.0146    ,  0.0353275  ,  0.0130783  ])
26585   , -645.975    , array([ 0.0835215  ,  39.0146    ,  0.0353275  ,  0.0130652  ])
26586   , -193.589    , array([ 0.0919242  ,  39.2026    ,  0.0471879  ,  0.0342199  ])
26587   , -193.589    , array([ 0.0919242  ,  39.2026    ,  0.0471879  ,  0.0342199  ])
26588   , -193.529    , array([ 0.0920162  ,  39.2026    ,  0.0471879  ,  0.0342199  ])
26589   , -193.599    , array([ 0.0919242  ,  39.2419    ,  0.0471879  ,  0.0342199  ])
26590   , -193.689    , array([ 0.0919242  ,  39.2026    ,  0.0472351  ,  0.0342199  ])
26591   , -194.12     , array([ 0.0919242  ,  39.2026    ,  0.0471879  ,  0.0342542  ])
26598   , -193.588    , array([ 0.0919256  ,  39.2026    ,  0.0471882  ,  0.0342199  ])
26599   , -193.588    , array([ 0.0919256  ,  39.2026    ,  0.0471882  ,  0.0342199  ])
26600   , -193.528    , array([ 0.0920176  ,  39.2026    ,  0.0471882  ,  0.0342199  ])
26601   , -193.598    , array([ 0.0919256  ,  39.2418    ,  0.0471882  ,  0.0342199  ])
26602   , -193.687    , array([ 0.0919256  ,  39.2026    ,  0.0472355  ,  0.0342199  ])
26603   , -194.119    , array([ 0.0919256  ,  39.2026    ,  0.0471882  ,  0.0342541  ])
26604   , -193.584    , array([ 0.0919292  ,  39.2025    ,  0.0471892  ,  0.0342197  ])
26605   , -193.584    , array([ 0.0919292  ,  39.2025    ,  0.0471892  ,  0.0342197  ])
26606   , -193.524    , array([ 0.0920212  ,  39.2025    ,  0.0471892  ,  0.0342197  ])
26607   , -193.594    , array([ 0.0919292  ,  39.2417    ,  0.0471892  ,  0.0342197  ])
26608   , -193.684    , array([ 0.0919292  ,  39.2025    ,  0.0472364  ,  0.0342197  ])
26609   , -194.115    , array([ 0.0919292  ,  39.2025    ,  0.0471892  ,  0.0342539  ])
26610   , -17010.4    , array([ 13.8286    ,  28.073     ,  0.559336   ,  0.0161663  ])
26611   , -17010.4    , array([ 13.8286    ,  28.073     ,  0.559336   ,  0.0161663  ])
26612   , -17014.4    , array([ 13.8425    ,  28.073     ,  0.559336   ,  0.0161663  ])
26613   , -17010.5    , array([ 13.8286    ,  28.1011    ,  0.559336   ,  0.0161663  ])
26614   , -17019.2    , array([ 13.8286    ,  28.073     ,  0.559896   ,  0.0161663  ])
26615   , -17010.7    , array([ 13.8286    ,  28.073     ,  0.559336   ,  0.0161825  ])
26616   , -189.699    , array([ 0.100714   ,  38.9649    ,  0.0493618  ,  0.0337557  ])
26617   , -189.699    , array([ 0.100714   ,  38.9649    ,  0.0493618  ,  0.0337557  ])
26618   , -189.792    , array([ 0.100815   ,  38.9649    ,  0.0493618  ,  0.0337557  ])
26619   , -189.708    , array([ 0.100714   ,  39.0039    ,  0.0493618  ,  0.0337557  ])
26620   , -189.673    , array([ 0.100714   ,  38.9649    ,  0.0494112  ,  0.0337557  ])
26621   , -190.174    , array([ 0.100714   ,  38.9649    ,  0.0493618  ,  0.0337895  ])
26622   , -182.193    , array([ 0.107162   ,  38.6869    ,  0.0538116  ,  0.0329608  ])
26623   , -182.193    , array([ 0.107162   ,  38.6869    ,  0.0538116  ,  0.0329608  ])
26624   , -182.279    , array([ 0.107269   ,  38.6869    ,  0.0538116  ,  0.0329608  ])
26625   , -182.201    , array([ 0.107162   ,  38.7256    ,  0.0538116  ,  0.0329608  ])
26626   , -182.176    , array([ 0.107162   ,  38.6869    ,  0.0538654  ,  0.0329608  ])
26627   , -182.646    , array([ 0.107162   ,  38.6869    ,  0.0538116  ,  0.0329938  ])
26628   , -168.03     , array([ 0.106144   ,  30.3716    ,  0.0540688  ,  0.0320805  ])
26629   , -168.03     , array([ 0.106144   ,  30.3716    ,  0.0540688  ,  0.0320805  ])
26630   , -168.101    , array([ 0.10625    ,  30.3716    ,  0.0540688  ,  0.0320805  ])
26631   , -168.039    , array([ 0.106144   ,  30.402     ,  0.0540688  ,  0.0320805  ])
26632   , -168.013    , array([ 0.106144   ,  30.3716    ,  0.0541229  ,  0.0320805  ])
26633   , -168.409    , array([ 0.106144   ,  30.3716    ,  0.0540688  ,  0.0321126  ])
26634   , -128.491    , array([ 0.104054   ,  5.59581    ,  0.054541   ,  0.0311185  ])
26635   , -128.491    , array([ 0.104054   ,  5.59581    ,  0.054541   ,  0.0311185  ])
26636   , -128.577    , array([ 0.104158   ,  5.59581    ,  0.054541   ,  0.0311185  ])
26637   , -128.516    , array([ 0.104054   ,  5.60141    ,  0.054541   ,  0.0311185  ])
26638   , -128.426    , array([ 0.104054   ,  5.59581    ,  0.0545955  ,  0.0311185  ])
