173406  , -79089.4    , array([ 0.0429733  ,  0.813862   ,  4.29474e-08,  2.1826e-25 ,  3.05132e-09])
173407  , -79089.4    , array([ 0.0430163  ,  0.813862   ,  4.29474e-08,  2.1826e-25 ,  3.05132e-09])
173408  , -79089.4    , array([ 0.0429733  ,  0.814677   ,  4.29474e-08,  2.1826e-25 ,  3.05132e-09])
173409  , -79089.4    , array([ 0.0429733  ,  0.813862   ,  4.29904e-08,  2.1826e-25 ,  3.05132e-09])
173410  , -79089.4    , array([ 0.0429733  ,  0.813862   ,  4.29474e-08,  2.18478e-25,  3.05132e-09])
173411  , -79089.4    , array([ 0.0429733  ,  0.813862   ,  4.29474e-08,  2.1826e-25 ,  3.05437e-09])
173412  , -79089.4    , array([ 0.0429733  ,  0.813862   ,  4.29474e-08,  2.1826e-25 ,  3.05132e-09])
173413  , -79089.4    , array([ 0.0406054  ,  0.810287   ,  4.29474e-08,  2.1826e-25 ,  3.24387e-09])
173414  , -79089.4    , array([ 0.0406054  ,  0.810287   ,  4.29474e-08,  2.1826e-25 ,  3.24387e-09])
173415  , -79089.4    , array([ 0.040646   ,  0.810287   ,  4.29474e-08,  2.1826e-25 ,  3.24387e-09])
173416  , -79089.4    , array([ 0.0406054  ,  0.811098   ,  4.29474e-08,  2.1826e-25 ,  3.24387e-09])
173417  , -79089.4    , array([ 0.0406054  ,  0.810287   ,  4.29904e-08,  2.1826e-25 ,  3.24387e-09])
173418  , -79089.4    , array([ 0.0406054  ,  0.810287   ,  4.29474e-08,  2.18478e-25,  3.24387e-09])
173419  , -79089.4    , array([ 0.0406054  ,  0.810287   ,  4.29474e-08,  2.1826e-25 ,  3.24712e-09])
173420  , -79089.3    , array([ 0.0323686  ,  0.796141   ,  4.29474e-08,  2.1826e-25 ,  4.14348e-09])
173421  , -79089.3    , array([ 0.0323686  ,  0.796141   ,  4.29474e-08,  2.1826e-25 ,  4.14348e-09])
173422  , -79089.3    , array([ 0.032401   ,  0.796141   ,  4.29474e-08,  2.1826e-25 ,  4.14348e-09])
173423  , -79089.3    , array([ 0.0323686  ,  0.796938   ,  4.29474e-08,  2.1826e-25 ,  4.14348e-09])
173424  , -79089.3    , array([ 0.0323686  ,  0.796141   ,  4.29904e-08,  2.1826e-25 ,  4.14348e-09])
173425  , -79089.3    , array([ 0.0323686  ,  0.796141   ,  4.29474e-08,  2.18478e-25,  4.14348e-09])
173426  , -79089.3    , array([ 0.0323686  ,  0.796141   ,  4.29474e-08,  2.1826e-25 ,  4.14763e-09])
173427  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173428  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173429  , -79088.8    , array([ 0.0130834  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173430  , -79088.8    , array([ 0.0130703  ,  0.742727   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173431  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29904e-08,  2.1826e-25 ,  1.103e-08  ])
173432  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.18478e-25,  1.103e-08  ])
173433  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.1041e-08 ])
173441  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173442  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173443  , -79088.8    , array([ 0.0130834  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173444  , -79088.8    , array([ 0.0130703  ,  0.742727   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173445  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29904e-08,  2.1826e-25 ,  1.103e-08  ])
173446  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.18478e-25,  1.103e-08  ])
173447  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.1041e-08 ])
173448  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173449  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173450  , -79088.8    , array([ 0.0130834  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173451  , -79088.8    , array([ 0.0130703  ,  0.742727   ,  4.29474e-08,  2.1826e-25 ,  1.103e-08  ])
173452  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29904e-08,  2.1826e-25 ,  1.103e-08  ])
173453  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.18478e-25,  1.103e-08  ])
173454  , -79088.8    , array([ 0.0130703  ,  0.741985   ,  4.29474e-08,  2.1826e-25 ,  1.1041e-08 ])
173455  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.8161e-08 ])
173456  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.8161e-08 ])
173457  , -79060.1    , array([ 0.00213327 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.8161e-08 ])
173458  , -79060      , array([ 0.00213114 ,  0.645119   ,  4.29474e-08,  2.1826e-25 ,  7.8161e-08 ])
173459  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29904e-08,  2.1826e-25 ,  7.8161e-08 ])
173460  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.18478e-25,  7.8161e-08 ])
173461  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.82392e-08])
173462  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173463  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173464  , -79060.1    , array([ 0.00213327 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173465  , -79060      , array([ 0.00213114 ,  0.645119   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173466  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29904e-08,  2.1826e-25 ,  7.81611e-08])
173467  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.18478e-25,  7.81611e-08])
173468  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.82393e-08])
173469  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173470  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173471  , -79060.1    , array([ 0.00213327 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173472  , -79060      , array([ 0.00213114 ,  0.645119   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173473  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29904e-08,  2.1826e-25 ,  7.81611e-08])
173474  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.18478e-25,  7.81611e-08])
173475  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.82393e-08])
173483  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173484  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173485  , -79060.1    , array([ 0.00213327 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173486  , -79060      , array([ 0.00213114 ,  0.645119   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173487  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29904e-08,  2.1826e-25 ,  7.81611e-08])
173488  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.18478e-25,  7.81611e-08])
173489  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.82393e-08])
173490  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173491  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173492  , -79060.1    , array([ 0.00213327 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173493  , -79060      , array([ 0.00213114 ,  0.645119   ,  4.29474e-08,  2.1826e-25 ,  7.81611e-08])
173494  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29904e-08,  2.1826e-25 ,  7.81611e-08])
173495  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.18478e-25,  7.81611e-08])
173496  , -79060      , array([ 0.00213114 ,  0.644474   ,  4.29474e-08,  2.1826e-25 ,  7.82393e-08])
173497  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173498  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173499  , -79014.2    , array([ 0.00135559 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173500  , -79014.1    , array([ 0.00135423 ,  0.622791   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173501  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29904e-08,  2.1826e-25 ,  1.27525e-07])
173502  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.18478e-25,  1.27525e-07])
173503  , -79014      , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27652e-07])
173504  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173505  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173506  , -79014.2    , array([ 0.00135559 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173507  , -79014.1    , array([ 0.00135423 ,  0.622791   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173508  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29904e-08,  2.1826e-25 ,  1.27525e-07])
173509  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.18478e-25,  1.27525e-07])
173510  , -79014      , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27652e-07])
173511  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173512  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173513  , -79014.2    , array([ 0.00135559 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173514  , -79014.1    , array([ 0.00135423 ,  0.622791   ,  4.29474e-08,  2.1826e-25 ,  1.27525e-07])
173515  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29904e-08,  2.1826e-25 ,  1.27525e-07])
173516  , -79014.1    , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.18478e-25,  1.27525e-07])
173517  , -79014      , array([ 0.00135423 ,  0.622168   ,  4.29474e-08,  2.1826e-25 ,  1.27652e-07])
173518  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173519  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173520  , -78969      , array([ 0.00108061 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173521  , -78968.9    , array([ 0.00107953 ,  0.611918   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173522  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29904e-08,  2.1826e-25 ,  1.62891e-07])
173523  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.18478e-25,  1.62891e-07])
173524  , -78968.8    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.63054e-07])
173525  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173526  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173527  , -78969      , array([ 0.00108061 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173528  , -78968.9    , array([ 0.00107953 ,  0.611918   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173529  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29904e-08,  2.1826e-25 ,  1.62891e-07])
173530  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.18478e-25,  1.62891e-07])
173531  , -78968.8    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.63054e-07])
173532  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173533  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173534  , -78969      , array([ 0.00108061 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173535  , -78968.9    , array([ 0.00107953 ,  0.611918   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173536  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29904e-08,  2.1826e-25 ,  1.62891e-07])
173537  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.18478e-25,  1.62891e-07])
173538  , -78968.8    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.63054e-07])
173546  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173547  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173548  , -78969      , array([ 0.00108061 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173549  , -78968.9    , array([ 0.00107953 ,  0.611918   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173550  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29904e-08,  2.1826e-25 ,  1.62891e-07])
173551  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.18478e-25,  1.62891e-07])
173552  , -78968.8    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.63054e-07])
173553  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173554  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173555  , -78969      , array([ 0.00108061 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173556  , -78968.9    , array([ 0.00107953 ,  0.611918   ,  4.29474e-08,  2.1826e-25 ,  1.62891e-07])
173557  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29904e-08,  2.1826e-25 ,  1.62891e-07])
173558  , -78968.9    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.18478e-25,  1.62891e-07])
173559  , -78968.8    , array([ 0.00107953 ,  0.611307   ,  4.29474e-08,  2.1826e-25 ,  1.63054e-07])
173560  , -78953.9    , array([ 0.00102004 ,  0.608621   ,  4.29474e-08,  2.1826e-25 ,  1.7317e-07 ])
173561  , -78953.9    , array([ 0.00102004 ,  0.608621   ,  4.29474e-08,  2.1826e-25 ,  1.7317e-07 ])
173562  , -78954      , array([ 0.00102107 ,  0.608621   ,  4.29474e-08,  2.1826e-25 ,  1.7317e-07 ])
173563  , -78953.9    , array([ 0.00102004 ,  0.60923    ,  4.29474e-08,  2.1826e-25 ,  1.7317e-07 ])
173564  , -78953.9    , array([ 0.00102004 ,  0.608621   ,  4.29904e-08,  2.1826e-25 ,  1.7317e-07 ])
173565  , -78953.9    , array([ 0.00102004 ,  0.608621   ,  4.29474e-08,  2.18478e-25,  1.7317e-07 ])
173566  , -78953.7    , array([ 0.00102004 ,  0.608621   ,  4.29474e-08,  2.1826e-25 ,  1.73343e-07])
173567  , -78953.9    , array([ 0.00102004 ,  0.608621   ,  4.29474e-08,  2.1826e-25 ,  1.7317e-07 ])
173568  , -78953.9    , array([ 0.00102004 ,  0.608621   ,  4.29474e-08,  2.1826e-25 ,  1.7317e-07 ])
173569  , -78954      , array([ 0.00102107 ,  0.608621   ,  4.29474e-08,  2.1826e-25 ,  1.7317e-07 ])
173570  , -78953.9    , array([ 0.00102004 ,  0.60923    ,  4.29474e-08,  2.1826e-25 ,  1.7317e-07 ])
173571  , -78953.9    , array([ 0.00102004 ,  0.608621   ,  4.29904e-08,  2.1826e-25 ,  1.7317e-07 ])
173572  , -78953.9    , array([ 0.00102004 ,  0.608621   ,  4.29474e-08,  2.18478e-25,  1.7317e-07 ])
173573  , -78953.7    , array([ 0.00102004 ,  0.608621   ,  4.29474e-08,  2.1826e-25 ,  1.73343e-07])
173574  , -78953.9    , array([ 0.00102004 ,  0.608621   ,  4.29474e-08,  2.1826e-25 ,  1.7317e-07 ])
173575  , -78953.9    , array([ 0.00102004 ,  0.608621   ,  4.29474e-08,  2.1826e-25 ,  1.7317e-07 ])
