271108  , -23074.9    , array([ 0.798854   ,  1.2532     ,  1.09395e-05,  6.89197e-17,  0.115563   ])
271109  , -23068.1    , array([ 0.799654   ,  1.2532     ,  1.09395e-05,  6.89197e-17,  0.115563   ])
271110  , -23089.1    , array([ 0.798854   ,  1.25445    ,  1.09395e-05,  6.89197e-17,  0.115563   ])
271111  , -23074.9    , array([ 0.798854   ,  1.2532     ,  1.09505e-05,  6.89197e-17,  0.115563   ])
271112  , -23074.9    , array([ 0.798854   ,  1.2532     ,  1.09395e-05,  6.89886e-17,  0.115563   ])
271113  , -23070.5    , array([ 0.798854   ,  1.2532     ,  1.09395e-05,  6.89197e-17,  0.115679   ])
271114  , -23074.9    , array([ 0.798854   ,  1.2532     ,  1.09395e-05,  6.89197e-17,  0.115563   ])
271115  , -9610.6     , array([ 1.21313    ,  0.520535   ,  1.09395e-05,  6.89197e-17,  0.151587   ])
271116  , -9610.6     , array([ 1.21313    ,  0.520535   ,  1.09395e-05,  6.89197e-17,  0.151587   ])
271117  , -9604.67    , array([ 1.21435    ,  0.520535   ,  1.09395e-05,  6.89197e-17,  0.151587   ])
271118  , -9616.25    , array([ 1.21313    ,  0.521055   ,  1.09395e-05,  6.89197e-17,  0.151587   ])
271119  , -9610.6     , array([ 1.21313    ,  0.520535   ,  1.09505e-05,  6.89197e-17,  0.151587   ])
271120  , -9610.6     , array([ 1.21313    ,  0.520535   ,  1.09395e-05,  6.89886e-17,  0.151587   ])
271121  , -9617.07    , array([ 1.21313    ,  0.520535   ,  1.09395e-05,  6.89197e-17,  0.151738   ])
271122  , -2018.36    , array([ 5.54986    ,  0.102991   ,  1.09396e-05,  6.89197e-17,  0.0375091  ])
271123  , -2018.36    , array([ 5.54986    ,  0.102991   ,  1.09396e-05,  6.89197e-17,  0.0375091  ])
271124  , -2018.6     , array([ 5.55541    ,  0.102991   ,  1.09396e-05,  6.89197e-17,  0.0375091  ])
271125  , -2018.61    , array([ 5.54986    ,  0.103094   ,  1.09396e-05,  6.89197e-17,  0.0375091  ])
271126  , -2018.36    , array([ 5.54986    ,  0.102991   ,  1.09506e-05,  6.89197e-17,  0.0375091  ])
271127  , -2018.36    , array([ 5.54986    ,  0.102991   ,  1.09396e-05,  6.89886e-17,  0.0375091  ])
271128  , -2019.12    , array([ 5.54986    ,  0.102991   ,  1.09396e-05,  6.89197e-17,  0.0375466  ])
271136  , -2017.98    , array([ 5.54694    ,  0.102955   ,  1.09396e-05,  6.89197e-17,  0.0375002  ])
271137  , -2017.98    , array([ 5.54694    ,  0.102955   ,  1.09396e-05,  6.89197e-17,  0.0375002  ])
271138  , -2018.22    , array([ 5.55249    ,  0.102955   ,  1.09396e-05,  6.89197e-17,  0.0375002  ])
271139  , -2018.22    , array([ 5.54694    ,  0.103058   ,  1.09396e-05,  6.89197e-17,  0.0375002  ])
271140  , -2017.98    , array([ 5.54694    ,  0.102955   ,  1.09506e-05,  6.89197e-17,  0.0375002  ])
271141  , -2017.98    , array([ 5.54694    ,  0.102955   ,  1.09396e-05,  6.89886e-17,  0.0375002  ])
271142  , -2018.74    , array([ 5.54694    ,  0.102955   ,  1.09396e-05,  6.89197e-17,  0.0375377  ])
271143  , -1911.63    , array([ 4.12825    ,  0.0845389  ,  1.09396e-05,  6.89197e-17,  0.0328282  ])
271144  , -1911.63    , array([ 4.12825    ,  0.0845389  ,  1.09396e-05,  6.89197e-17,  0.0328282  ])
271145  , -1911.84    , array([ 4.13238    ,  0.0845389  ,  1.09396e-05,  6.89197e-17,  0.0328282  ])
271146  , -1909.67    , array([ 4.12825    ,  0.0846235  ,  1.09396e-05,  6.89197e-17,  0.0328282  ])
271147  , -1911.63    , array([ 4.12825    ,  0.0845389  ,  1.09506e-05,  6.89197e-17,  0.0328282  ])
271148  , -1911.63    , array([ 4.12825    ,  0.0845389  ,  1.09396e-05,  6.89886e-17,  0.0328282  ])
271149  , -1914.12    , array([ 4.12825    ,  0.0845389  ,  1.09396e-05,  6.89197e-17,  0.0328611  ])
271150  , -1751.96    , array([ 3.17531    ,  0.0746699  ,  1.0918e-05 ,  6.89197e-17,  0.0278853  ])
271151  , -1751.96    , array([ 3.17531    ,  0.0746699  ,  1.0918e-05 ,  6.89197e-17,  0.0278853  ])
271152  , -1752.14    , array([ 3.17849    ,  0.0746699  ,  1.0918e-05 ,  6.89197e-17,  0.0278853  ])
271153  , -1751.01    , array([ 3.17531    ,  0.0747446  ,  1.0918e-05 ,  6.89197e-17,  0.0278853  ])
271154  , -1751.96    , array([ 3.17531    ,  0.0746699  ,  1.0929e-05 ,  6.89197e-17,  0.0278853  ])
271155  , -1751.96    , array([ 3.17531    ,  0.0746699  ,  1.0918e-05 ,  6.89886e-17,  0.0278853  ])
271156  , -1753.11    , array([ 3.17531    ,  0.0746699  ,  1.0918e-05 ,  6.89197e-17,  0.0279132  ])
271157  , -1665.19    , array([ 2.05212    ,  0.0630902  ,  1.09011e-05,  6.89197e-17,  0.0227263  ])
271158  , -1665.19    , array([ 2.05212    ,  0.0630902  ,  1.09011e-05,  6.89197e-17,  0.0227263  ])
271159  , -1665.31    , array([ 2.05417    ,  0.0630902  ,  1.09011e-05,  6.89197e-17,  0.0227263  ])
271160  , -1665.07    , array([ 2.05212    ,  0.0631534  ,  1.09011e-05,  6.89197e-17,  0.0227263  ])
271161  , -1665.19    , array([ 2.05212    ,  0.0630902  ,  1.0912e-05 ,  6.89197e-17,  0.0227263  ])
271162  , -1665.19    , array([ 2.05212    ,  0.0630902  ,  1.09011e-05,  6.89886e-17,  0.0227263  ])
271163  , -1665.2     , array([ 2.05212    ,  0.0630902  ,  1.09011e-05,  6.89197e-17,  0.0227491  ])
271164  , -1653.2     , array([ 1.64066    ,  0.0594188  ,  1.09052e-05,  6.89197e-17,  0.0212775  ])
271165  , -1653.2     , array([ 1.64066    ,  0.0594188  ,  1.09052e-05,  6.89197e-17,  0.0212775  ])
271166  , -1653.27    , array([ 1.6423     ,  0.0594188  ,  1.09052e-05,  6.89197e-17,  0.0212775  ])
271167  , -1653.16    , array([ 1.64066    ,  0.0594783  ,  1.09052e-05,  6.89197e-17,  0.0212775  ])
271168  , -1653.2     , array([ 1.64066    ,  0.0594188  ,  1.09161e-05,  6.89197e-17,  0.0212775  ])
271169  , -1653.2     , array([ 1.64066    ,  0.0594188  ,  1.09052e-05,  6.89886e-17,  0.0212775  ])
271170  , -1653.08    , array([ 1.64066    ,  0.0594188  ,  1.09052e-05,  6.89197e-17,  0.0212988  ])
271171  , -1647.99    , array([ 1.46302    ,  0.0591318  ,  1.09176e-05,  6.89197e-17,  0.0211436  ])
271172  , -1647.99    , array([ 1.46302    ,  0.0591318  ,  1.09176e-05,  6.89197e-17,  0.0211436  ])
271173  , -1648.03    , array([ 1.46448    ,  0.0591318  ,  1.09176e-05,  6.89197e-17,  0.0211436  ])
271174  , -1647.96    , array([ 1.46302    ,  0.059191   ,  1.09176e-05,  6.89197e-17,  0.0211436  ])
271175  , -1647.99    , array([ 1.46302    ,  0.0591318  ,  1.09285e-05,  6.89197e-17,  0.0211436  ])
271176  , -1647.99    , array([ 1.46302    ,  0.0591318  ,  1.09176e-05,  6.89886e-17,  0.0211436  ])
271177  , -1647.87    , array([ 1.46302    ,  0.0591318  ,  1.09176e-05,  6.89197e-17,  0.0211648  ])
271178  , -1640.9     , array([ 1.35831    ,  0.0613923  ,  1.09428e-05,  6.89197e-17,  0.0219435  ])
