29229   , -2333.35    , array([ 2.0545     ,  0.755538   ,  9.05493e-59,  0.000556797])
29230   , -2333.35    , array([ 2.05656    ,  0.755538   ,  9.05493e-59,  0.000556797])
29231   , -2333.37    , array([ 2.0545     ,  0.756294   ,  9.05493e-59,  0.000556797])
29232   , -2333.35    , array([ 2.0545     ,  0.755538   ,  9.06399e-59,  0.000556797])
29233   , -2333.35    , array([ 2.0545     ,  0.755538   ,  9.05493e-59,  0.000557354])
29234   , -2333.35    , array([ 2.0545     ,  0.755538   ,  9.05493e-59,  0.000556797])
29235   , -2303.29    , array([ 2.0545     ,  0.28327    ,  9.05493e-59,  0.000707943])
29236   , -2303.29    , array([ 2.0545     ,  0.28327    ,  9.05493e-59,  0.000707943])
29237   , -2303.29    , array([ 2.05656    ,  0.28327    ,  9.05493e-59,  0.000707943])
29238   , -2303.34    , array([ 2.0545     ,  0.283553   ,  9.05493e-59,  0.000707943])
29239   , -2303.29    , array([ 2.0545     ,  0.28327    ,  9.06399e-59,  0.000707943])
29240   , -2303.26    , array([ 2.0545     ,  0.28327    ,  9.05493e-59,  0.000708652])
29241   , -3042.06    , array([ 2.0545     ,  0.00559725 ,  9.05493e-59,  0.00185014 ])
29242   , -3042.06    , array([ 2.0545     ,  0.00559725 ,  9.05493e-59,  0.00185014 ])
29243   , -3042.06    , array([ 2.05656    ,  0.00559725 ,  9.05493e-59,  0.00185014 ])
29244   , -3039.7     , array([ 2.0545     ,  0.00560285 ,  9.05493e-59,  0.00185014 ])
29245   , -3042.06    , array([ 2.0545     ,  0.00559725 ,  9.06399e-59,  0.00185014 ])
29246   , -3044.33    , array([ 2.0545     ,  0.00559725 ,  9.05493e-59,  0.00185199 ])
29247   , -2121.11    , array([ 2.0545     ,  0.0684226  ,  9.05493e-59,  0.00100241 ])
29248   , -2121.11    , array([ 2.0545     ,  0.0684226  ,  9.05493e-59,  0.00100241 ])
29249   , -2121.11    , array([ 2.05656    ,  0.0684226  ,  9.05493e-59,  0.00100241 ])
29250   , -2121.3     , array([ 2.0545     ,  0.068491   ,  9.05493e-59,  0.00100241 ])
29251   , -2121.11    , array([ 2.0545     ,  0.0684226  ,  9.06399e-59,  0.00100241 ])
29252   , -2120.93    , array([ 2.0545     ,  0.0684226  ,  9.05493e-59,  0.00100341 ])
29253   , -1783.53    , array([ 2.0545     ,  0.0179086  ,  9.05493e-59,  0.00139173 ])
29254   , -1783.53    , array([ 2.0545     ,  0.0179086  ,  9.05493e-59,  0.00139173 ])
29255   , -1783.53    , array([ 2.05656    ,  0.0179086  ,  9.05493e-59,  0.00139173 ])
29256   , -1783.57    , array([ 2.0545     ,  0.0179266  ,  9.05493e-59,  0.00139173 ])
29257   , -1783.53    , array([ 2.0545     ,  0.0179086  ,  9.06399e-59,  0.00139173 ])
29258   , -1783.48    , array([ 2.0545     ,  0.0179086  ,  9.05493e-59,  0.00139312 ])
29259   , -1782.47    , array([ 2.0545     ,  0.0166014  ,  9.05493e-59,  0.0014178  ])
29260   , -1782.47    , array([ 2.0545     ,  0.0166014  ,  9.05493e-59,  0.0014178  ])
29261   , -1782.47    , array([ 2.05656    ,  0.0166014  ,  9.05493e-59,  0.0014178  ])
29262   , -1782.45    , array([ 2.0545     ,  0.016618   ,  9.05493e-59,  0.0014178  ])
29263   , -1782.47    , array([ 2.0545     ,  0.0166014  ,  9.06399e-59,  0.0014178  ])
29264   , -1782.48    , array([ 2.0545     ,  0.0166014  ,  9.05493e-59,  0.00141922 ])
29265   , -1782.2     , array([ 2.0545     ,  0.017011   ,  9.05493e-59,  0.00140936 ])
29266   , -1782.2     , array([ 2.0545     ,  0.017011   ,  9.05493e-59,  0.00140936 ])
29267   , -1782.2     , array([ 2.05656    ,  0.017011   ,  9.05493e-59,  0.00140936 ])
29268   , -1782.19    , array([ 2.0545     ,  0.0170281  ,  9.05493e-59,  0.00140936 ])
29269   , -1782.2     , array([ 2.0545     ,  0.017011   ,  9.06399e-59,  0.00140936 ])
29270   , -1782.18    , array([ 2.0545     ,  0.017011   ,  9.05493e-59,  0.00141077 ])
