259907  , -72790.7    , array([ 0.400231   ,  0.563198   ,  3.68203e-36,  5.9659e-23 ,  0.00165113 ])
259908  , -72793.4    , array([ 0.400632   ,  0.563198   ,  3.68203e-36,  5.9659e-23 ,  0.00165113 ])
259909  , -72793.7    , array([ 0.400231   ,  0.563762   ,  3.68203e-36,  5.9659e-23 ,  0.00165113 ])
259910  , -72790.7    , array([ 0.400231   ,  0.563198   ,  3.68572e-36,  5.9659e-23 ,  0.00165113 ])
259911  , -72790.7    , array([ 0.400231   ,  0.563198   ,  3.68203e-36,  5.97187e-23,  0.00165113 ])
259912  , -72784.8    , array([ 0.400231   ,  0.563198   ,  3.68203e-36,  5.9659e-23 ,  0.00165278 ])
259913  , -72790.7    , array([ 0.400231   ,  0.563198   ,  3.68203e-36,  5.9659e-23 ,  0.00165113 ])
259914  , -60591.4    , array([ 0.271314   ,  0.365837   ,  3.68203e-36,  5.9659e-23 ,  0.00377268 ])
259915  , -60591.4    , array([ 0.271314   ,  0.365837   ,  3.68203e-36,  5.9659e-23 ,  0.00377268 ])
259916  , -60597.5    , array([ 0.271585   ,  0.365837   ,  3.68203e-36,  5.9659e-23 ,  0.00377268 ])
259917  , -60599.7    , array([ 0.271314   ,  0.366203   ,  3.68203e-36,  5.9659e-23 ,  0.00377268 ])
259918  , -60591.4    , array([ 0.271314   ,  0.365837   ,  3.68572e-36,  5.9659e-23 ,  0.00377268 ])
259919  , -60591.4    , array([ 0.271314   ,  0.365837   ,  3.68203e-36,  5.97187e-23,  0.00377268 ])
259920  , -60576.7    , array([ 0.271314   ,  0.365837   ,  3.68203e-36,  5.9659e-23 ,  0.00377645 ])
259921  , -126668     , array([ 0.0572948  ,  0.0651314  ,  3.68203e-36,  5.9659e-23 ,  0.102831   ])
259922  , -126668     , array([ 0.0572948  ,  0.0651314  ,  3.68203e-36,  5.9659e-23 ,  0.102831   ])
259923  , -126576     , array([ 0.0573522  ,  0.0651314  ,  3.68203e-36,  5.9659e-23 ,  0.102831   ])
259924  , -126632     , array([ 0.0572948  ,  0.0651966  ,  3.68203e-36,  5.9659e-23 ,  0.102831   ])
259925  , -126668     , array([ 0.0572948  ,  0.0651314  ,  3.68572e-36,  5.9659e-23 ,  0.102831   ])
259926  , -126668     , array([ 0.0572948  ,  0.0651314  ,  3.68203e-36,  5.97187e-23,  0.102831   ])
259927  , -126786     , array([ 0.0572948  ,  0.0651314  ,  3.68203e-36,  5.9659e-23 ,  0.102934   ])
259928  , -24639.9    , array([ 0.145061   ,  0.182606   ,  3.68203e-36,  5.9659e-23 ,  0.0142765  ])
259929  , -24639.9    , array([ 0.145061   ,  0.182606   ,  3.68203e-36,  5.9659e-23 ,  0.0142765  ])
259930  , -24633.9    , array([ 0.145206   ,  0.182606   ,  3.68203e-36,  5.9659e-23 ,  0.0142765  ])
259931  , -24656.6    , array([ 0.145061   ,  0.182788   ,  3.68203e-36,  5.9659e-23 ,  0.0142765  ])
259932  , -24639.9    , array([ 0.145061   ,  0.182606   ,  3.68572e-36,  5.9659e-23 ,  0.0142765  ])
259933  , -24639.9    , array([ 0.145061   ,  0.182606   ,  3.68203e-36,  5.97187e-23,  0.0142765  ])
259934  , -24627.8    , array([ 0.145061   ,  0.182606   ,  3.68203e-36,  5.9659e-23 ,  0.0142908  ])
259935  , -21331.3    , array([ 0.120022   ,  0.147976   ,  3.68203e-36,  5.9659e-23 ,  0.0213565  ])
259936  , -21331.3    , array([ 0.120022   ,  0.147976   ,  3.68203e-36,  5.9659e-23 ,  0.0213565  ])
259937  , -21312.7    , array([ 0.120142   ,  0.147976   ,  3.68203e-36,  5.9659e-23 ,  0.0213565  ])
259938  , -21345.8    , array([ 0.120022   ,  0.148124   ,  3.68203e-36,  5.9659e-23 ,  0.0213565  ])
259939  , -21331.3    , array([ 0.120022   ,  0.147976   ,  3.68572e-36,  5.9659e-23 ,  0.0213565  ])
259940  , -21331.3    , array([ 0.120022   ,  0.147976   ,  3.68203e-36,  5.97187e-23,  0.0213565  ])
