19891   , -14958.9    , array([ 8.13377    ,  0.0552141  ,  0.631871   ,  7.07859e-24])
19892   , -14964.7    , array([ 8.14191    ,  0.0552141  ,  0.631871   ,  7.07859e-24])
19893   , -14958.9    , array([ 8.13377    ,  0.0552694  ,  0.631871   ,  7.07859e-24])
19894   , -14965.3    , array([ 8.13377    ,  0.0552141  ,  0.632503   ,  7.07859e-24])
19895   , -14958.9    , array([ 8.13377    ,  0.0552141  ,  0.631871   ,  7.08567e-24])
19896   , -14958.9    , array([ 8.13377    ,  0.0552141  ,  0.631871   ,  7.07859e-24])
19897   , -7859.96    , array([ 4.14939    ,  0.0552141  ,  0.297565   ,  7.07859e-24])
19898   , -7859.96    , array([ 4.14939    ,  0.0552141  ,  0.297565   ,  7.07859e-24])
19899   , -7863.61    , array([ 4.15354    ,  0.0552141  ,  0.297565   ,  7.07859e-24])
19900   , -7859.96    , array([ 4.14939    ,  0.0552694  ,  0.297565   ,  7.07859e-24])
19901   , -7863.85    , array([ 4.14939    ,  0.0552141  ,  0.297863   ,  7.07859e-24])
19902   , -7859.96    , array([ 4.14939    ,  0.0552141  ,  0.297565   ,  7.08567e-24])
19909   , -7859.61    , array([ 4.14628    ,  0.0552141  ,  0.297748   ,  7.07859e-24])
19910   , -7859.61    , array([ 4.14628    ,  0.0552141  ,  0.297748   ,  7.07859e-24])
19911   , -7863.27    , array([ 4.15043    ,  0.0552141  ,  0.297748   ,  7.07859e-24])
19912   , -7859.61    , array([ 4.14628    ,  0.0552694  ,  0.297748   ,  7.07859e-24])
19913   , -7863.5     , array([ 4.14628    ,  0.0552141  ,  0.298046   ,  7.07859e-24])
19914   , -7859.61    , array([ 4.14628    ,  0.0552141  ,  0.297748   ,  7.08567e-24])
19915   , -7859.26    , array([ 4.14314    ,  0.0552141  ,  0.297933   ,  7.07859e-24])
19916   , -7859.26    , array([ 4.14314    ,  0.0552141  ,  0.297933   ,  7.07859e-24])
19917   , -7862.92    , array([ 4.14729    ,  0.0552141  ,  0.297933   ,  7.07859e-24])
19918   , -7859.26    , array([ 4.14314    ,  0.0552694  ,  0.297933   ,  7.07859e-24])
19919   , -7863.15    , array([ 4.14314    ,  0.0552141  ,  0.298231   ,  7.07859e-24])
19920   , -7859.26    , array([ 4.14314    ,  0.0552141  ,  0.297933   ,  7.08567e-24])
19927   , -7859.17    , array([ 4.14235    ,  0.0552141  ,  0.29798    ,  7.07859e-24])
19928   , -7859.17    , array([ 4.14235    ,  0.0552141  ,  0.29798    ,  7.07859e-24])
19929   , -7862.83    , array([ 4.1465     ,  0.0552141  ,  0.29798    ,  7.07859e-24])
19930   , -7859.17    , array([ 4.14235    ,  0.0552694  ,  0.29798    ,  7.07859e-24])
19931   , -7863.06    , array([ 4.14235    ,  0.0552141  ,  0.298278   ,  7.07859e-24])
19932   , -7859.17    , array([ 4.14235    ,  0.0552141  ,  0.29798    ,  7.08567e-24])
19933   , -7859.08    , array([ 4.14156    ,  0.0552141  ,  0.298027   ,  7.07859e-24])
19934   , -7859.08    , array([ 4.14156    ,  0.0552141  ,  0.298027   ,  7.07859e-24])
19935   , -7862.74    , array([ 4.1457     ,  0.0552141  ,  0.298027   ,  7.07859e-24])
19936   , -7859.08    , array([ 4.14156    ,  0.0552694  ,  0.298027   ,  7.07859e-24])
19937   , -7862.97    , array([ 4.14156    ,  0.0552141  ,  0.298325   ,  7.07859e-24])
19938   , -7859.08    , array([ 4.14156    ,  0.0552141  ,  0.298027   ,  7.08567e-24])
19945   , -7859.06    , array([ 4.14136    ,  0.0552141  ,  0.298038   ,  7.07859e-24])
19946   , -7859.06    , array([ 4.14136    ,  0.0552141  ,  0.298038   ,  7.07859e-24])
19947   , -7862.72    , array([ 4.1455     ,  0.0552141  ,  0.298038   ,  7.07859e-24])
19948   , -7859.06    , array([ 4.14136    ,  0.0552694  ,  0.298038   ,  7.07859e-24])
19949   , -7862.95    , array([ 4.14136    ,  0.0552141  ,  0.298337   ,  7.07859e-24])
19950   , -7859.06    , array([ 4.14136    ,  0.0552141  ,  0.298038   ,  7.08567e-24])
19951   , -7859.04    , array([ 4.14116    ,  0.0552141  ,  0.29805    ,  7.07859e-24])
19952   , -7859.04    , array([ 4.14116    ,  0.0552141  ,  0.29805    ,  7.07859e-24])
19953   , -7862.69    , array([ 4.1453     ,  0.0552141  ,  0.29805    ,  7.07859e-24])
19954   , -7859.04    , array([ 4.14116    ,  0.0552694  ,  0.29805    ,  7.07859e-24])
19955   , -7862.92    , array([ 4.14116    ,  0.0552141  ,  0.298348   ,  7.07859e-24])
19956   , -7859.04    , array([ 4.14116    ,  0.0552141  ,  0.29805    ,  7.08567e-24])
19963   , -7859.03    , array([ 4.14111    ,  0.0552141  ,  0.298053   ,  7.07859e-24])
19964   , -7859.03    , array([ 4.14111    ,  0.0552141  ,  0.298053   ,  7.07859e-24])
19965   , -7862.69    , array([ 4.14525    ,  0.0552141  ,  0.298053   ,  7.07859e-24])
19966   , -7859.03    , array([ 4.14111    ,  0.0552694  ,  0.298053   ,  7.07859e-24])
19967   , -7862.92    , array([ 4.14111    ,  0.0552141  ,  0.298351   ,  7.07859e-24])
19968   , -7859.03    , array([ 4.14111    ,  0.0552141  ,  0.298053   ,  7.08567e-24])
19969   , -7859.03    , array([ 4.14106    ,  0.0552141  ,  0.298056   ,  7.07859e-24])
19970   , -7859.03    , array([ 4.14106    ,  0.0552141  ,  0.298056   ,  7.07859e-24])
19971   , -7862.68    , array([ 4.1452     ,  0.0552141  ,  0.298056   ,  7.07859e-24])
19972   , -7859.03    , array([ 4.14106    ,  0.0552694  ,  0.298056   ,  7.07859e-24])
19973   , -7862.91    , array([ 4.14106    ,  0.0552141  ,  0.298354   ,  7.07859e-24])
19974   , -7859.03    , array([ 4.14106    ,  0.0552141  ,  0.298056   ,  7.08567e-24])
19975   , -1876.24    , array([ 0.58388    ,  0.0552141  ,  1.48564    ,  7.07859e-24])
