27764   , -79089.4    , array([ 0.439629   ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27765   , -79089.4    , array([ 0.439629   ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27766   , -79089.4    , array([ 1.43963    ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27767   , -79089.4    , array([ 3.05766    ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27768   , -79089.4    , array([ 1.43963    ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27769   , -79089.4    , array([ 2.05766    ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27770   , -79089.4    , array([ 2.43963    ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27771   , -79089.4    , array([ 2.6757     ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27772   , -79089.4    , array([ 2.82159    ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27773   , -79089.4    , array([ 2.91176    ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27774   , -79089.4    , array([ 2.96749    ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27775   , -79089.4    , array([ 3.00193    ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27776   , -79089.4    , array([ 3.02756    ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27777   , -79089.4    , array([ 3.02756    ,  0.189845   ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27778   , -79089.4    , array([ 3.02756    ,  1.18984    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27779   , -79089.4    , array([ 3.02756    ,  2.80788    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27780   , -79089.4    , array([ 3.02756    ,  1.18984    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27781   , -79089.4    , array([ 3.02756    ,  1.80788    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27782   , -79089.4    , array([ 3.02756    ,  2.18984    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27783   , -79089.4    , array([ 3.02756    ,  2.42591    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27784   , -79089.4    , array([ 3.02756    ,  2.57181    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27785   , -79089.4    , array([ 3.02756    ,  2.66198    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27786   , -79089.4    , array([ 3.02756    ,  2.71771    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27787   , -79089.4    , array([ 3.02756    ,  2.75215    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27788   , -79089.4    , array([ 3.02756    ,  2.77777    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27789   , -79089.4    , array([ 3.02756    ,  2.77777    ,  4.2759e-42 ,  8.0773e-44 ,  7.88997e-52])
27790   , -79089.4    , array([ 3.02756    ,  2.77777    ,  1          ,  8.0773e-44 ,  7.88997e-52])
