39940   , -2218.78    , array([ 0.225356   ,  0.213811   ,  4.3635e-52 ,  0.00184052 ])
39941   , -2218.78    , array([ 0.225581   ,  0.213811   ,  4.3635e-52 ,  0.00184052 ])
39942   , -2218.92    , array([ 0.225356   ,  0.214025   ,  4.3635e-52 ,  0.00184052 ])
39943   , -2218.78    , array([ 0.225356   ,  0.213811   ,  4.36786e-52,  0.00184052 ])
39944   , -2218.67    , array([ 0.225356   ,  0.213811   ,  4.3635e-52 ,  0.00184236 ])
39945   , -2218.78    , array([ 0.225356   ,  0.213811   ,  4.3635e-52 ,  0.00184052 ])
39946   , -1930.32    , array([ 0.225356   ,  0.0968179  ,  4.3635e-52 ,  0.0034435  ])
39947   , -1930.32    , array([ 0.225356   ,  0.0968179  ,  4.3635e-52 ,  0.0034435  ])
39948   , -1930.32    , array([ 0.225581   ,  0.0968179  ,  4.3635e-52 ,  0.0034435  ])
39949   , -1930.59    , array([ 0.225356   ,  0.0969147  ,  4.3635e-52 ,  0.0034435  ])
39950   , -1930.32    , array([ 0.225356   ,  0.0968179  ,  4.36786e-52,  0.0034435  ])
39951   , -1930.06    , array([ 0.225356   ,  0.0968179  ,  4.3635e-52 ,  0.00344694 ])
39952   , -2268.26    , array([ 0.225356   ,  0.0040706  ,  4.3635e-52 ,  0.0421923  ])
39953   , -2268.26    , array([ 0.225356   ,  0.0040706  ,  4.3635e-52 ,  0.0421923  ])
39954   , -2268.26    , array([ 0.225581   ,  0.0040706  ,  4.3635e-52 ,  0.0421923  ])
39955   , -2267.62    , array([ 0.225356   ,  0.00407468 ,  4.3635e-52 ,  0.0421923  ])
39956   , -2268.26    , array([ 0.225356   ,  0.0040706  ,  4.36786e-52,  0.0421923  ])
39957   , -2268.96    , array([ 0.225356   ,  0.0040706  ,  4.3635e-52 ,  0.0422345  ])
39958   , -3594.43    , array([ 0.225356   ,  0.0225433  ,  4.3635e-52 ,  0.0109009  ])
39959   , -3594.43    , array([ 0.225356   ,  0.0225433  ,  4.3635e-52 ,  0.0109009  ])
39960   , -3594.43    , array([ 0.225581   ,  0.0225433  ,  4.3635e-52 ,  0.0109009  ])
39961   , -3591.36    , array([ 0.225356   ,  0.0225658  ,  4.3635e-52 ,  0.0109009  ])
39962   , -3594.43    , array([ 0.225356   ,  0.0225433  ,  4.36786e-52,  0.0109009  ])
39963   , -3596.9     , array([ 0.225356   ,  0.0225433  ,  4.3635e-52 ,  0.0109118  ])
39964   , -1766.34    , array([ 0.225356   ,  0.066083   ,  4.3635e-52 ,  0.00465746 ])
39965   , -1766.34    , array([ 0.225356   ,  0.066083   ,  4.3635e-52 ,  0.00465746 ])
39966   , -1766.34    , array([ 0.225581   ,  0.066083   ,  4.3635e-52 ,  0.00465746 ])
39967   , -1766.5     , array([ 0.225356   ,  0.0661492  ,  4.3635e-52 ,  0.00465746 ])
