13647   , -79089.4    , array([ 0.24032    ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13648   , -79089.4    , array([ 0.24032    ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13649   , -79089.4    , array([ 1.24032    ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13651   , -79089.4    , array([ 0.24032    ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13653   , -79089.4    , array([ 0.622286   ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13654   , -79089.4    , array([ 0.431303   ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13656   , -79089.4    , array([ 0.150151   ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13657   , -79089.4    , array([ 0.0944225  ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13658   , -79089.4    , array([ 0.0599806  ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13659   , -79089.4    , array([ 0.0386944  ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13660   , -79089.4    , array([ 0.0255387  ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13661   , -79089.4    , array([ 0.0174081  ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13662   , -79089.4    , array([ 0.0123831  ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13664   , -79089.4    , array([ 0.0146625  ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13665   , -79089.4    , array([ 0.0123831  ,  6.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13666   , -79089.4    , array([ 0.0123831  ,  7.60054    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13667   , -79089.4    , array([ 0.0123831  ,  4.98251    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13668   , -79089.4    , array([ 0.0123831  ,  2.36447    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13670   , -79089.4    , array([ 0.0123831  ,  2.36447    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13671   , -79089.4    , array([ 0.0123831  ,  0.74644    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13673   , -79089.4    , array([ 0.0123831  ,  1.55546    ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13674   , -79089.4    , array([ 0.0123831  ,  0.364474   ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13675   , -79089.4    , array([ 0.0123831  ,  0.128406   ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13677   , -79089.4    , array([ 0.0123831  ,  0.218576   ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13678   , -79089.4    , array([ 0.0123831  ,  0.063685   ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13679   , -79089.4    , array([ 0.0123831  ,  0.063685   ,  1.29999e-06,  5.81052e-26,  7.179e-10  ])
13680   , -79089.4    , array([ 0.0123831  ,  0.063685   ,  1          ,  5.81052e-26,  7.179e-10  ])
13681   , -79089.4    , array([ 0.0123831  ,  0.063685   ,  2.61804    ,  5.81052e-26,  7.179e-10  ])
13682   , -79089.4    , array([ 0.0123831  ,  0.063685   ,  5.23607    ,  5.81052e-26,  7.179e-10  ])
13684   , -79089.4    , array([ 0.0123831  ,  0.063685   ,  5.23607    ,  5.81052e-26,  7.179e-10  ])
