20688   , -1735.62    , array([ 16.4331    ,  0.0175576  ,  3.43934e-64,  0.0561832  ])
20689   , -1735.62    , array([ 16.4496    ,  0.0175576  ,  3.43934e-64,  0.0561832  ])
20690   , -1740.5     , array([ 16.4331    ,  0.0175752  ,  3.43934e-64,  0.0561832  ])
20691   , -1735.62    , array([ 16.4331    ,  0.0175576  ,  3.44278e-64,  0.0561832  ])
20692   , -1728.45    , array([ 16.4331    ,  0.0175576  ,  3.43934e-64,  0.0562394  ])
20693   , -1735.62    , array([ 16.4331    ,  0.0175576  ,  3.43934e-64,  0.0561832  ])
20694   , -2334.83    , array([ 16.4331    ,  0.00994445 ,  3.43934e-64,  0.129469   ])
20695   , -2334.83    , array([ 16.4331    ,  0.00994445 ,  3.43934e-64,  0.129469   ])
20696   , -2334.83    , array([ 16.4496    ,  0.00994445 ,  3.43934e-64,  0.129469   ])
20697   , -2334.8     , array([ 16.4331    ,  0.0099544  ,  3.43934e-64,  0.129469   ])
20698   , -2334.83    , array([ 16.4331    ,  0.00994445 ,  3.44278e-64,  0.129469   ])
20699   , -2334.85    , array([ 16.4331    ,  0.00994445 ,  3.43934e-64,  0.129599   ])
20700   , -443.089    , array([ 16.4331    ,  0.0148572  ,  3.43934e-64,  0.0717989  ])
20701   , -443.089    , array([ 16.4331    ,  0.0148572  ,  3.43934e-64,  0.0717989  ])
20702   , -443.089    , array([ 16.4496    ,  0.0148572  ,  3.43934e-64,  0.0717989  ])
20703   , -441.728    , array([ 16.4331    ,  0.0148721  ,  3.43934e-64,  0.0717989  ])
20704   , -443.089    , array([ 16.4331    ,  0.0148572  ,  3.44278e-64,  0.0717989  ])
20705   , -444.836    , array([ 16.4331    ,  0.0148572  ,  3.43934e-64,  0.0718707  ])
20712   , -443.076    , array([ 16.4331    ,  0.0148584  ,  3.43934e-64,  0.071803   ])
20713   , -443.076    , array([ 16.4331    ,  0.0148584  ,  3.43934e-64,  0.071803   ])
20714   , -443.076    , array([ 16.4496    ,  0.0148584  ,  3.43934e-64,  0.071803   ])
20715   , -441.715    , array([ 16.4331    ,  0.0148733  ,  3.43934e-64,  0.071803   ])
20716   , -443.076    , array([ 16.4331    ,  0.0148584  ,  3.44278e-64,  0.071803   ])
20717   , -444.823    , array([ 16.4331    ,  0.0148584  ,  3.43934e-64,  0.0718749  ])
20718   , -443.067    , array([ 16.4331    ,  0.0148593  ,  3.43934e-64,  0.0718059  ])
20719   , -443.067    , array([ 16.4331    ,  0.0148593  ,  3.43934e-64,  0.0718059  ])
20720   , -443.067    , array([ 16.4496    ,  0.0148593  ,  3.43934e-64,  0.0718059  ])
20721   , -441.706    , array([ 16.4331    ,  0.0148742  ,  3.43934e-64,  0.0718059  ])
20722   , -443.067    , array([ 16.4331    ,  0.0148593  ,  3.44278e-64,  0.0718059  ])
20723   , -444.814    , array([ 16.4331    ,  0.0148593  ,  3.43934e-64,  0.0718778  ])
20730   , -443.063    , array([ 16.4331    ,  0.0148596  ,  3.43934e-64,  0.071807   ])
20731   , -443.063    , array([ 16.4331    ,  0.0148596  ,  3.43934e-64,  0.071807   ])
20732   , -443.063    , array([ 16.4496    ,  0.0148596  ,  3.43934e-64,  0.071807   ])
20733   , -441.703    , array([ 16.4331    ,  0.0148745  ,  3.43934e-64,  0.071807   ])
20734   , -443.063    , array([ 16.4331    ,  0.0148596  ,  3.44278e-64,  0.071807   ])
20735   , -444.811    , array([ 16.4331    ,  0.0148596  ,  3.43934e-64,  0.0718788  ])
20736   , -443.061    , array([ 16.4331    ,  0.0148598  ,  3.43934e-64,  0.0718077  ])
20737   , -443.061    , array([ 16.4331    ,  0.0148598  ,  3.43934e-64,  0.0718077  ])
20738   , -443.061    , array([ 16.4496    ,  0.0148598  ,  3.43934e-64,  0.0718077  ])
20739   , -441.7      , array([ 16.4331    ,  0.0148747  ,  3.43934e-64,  0.0718077  ])
20740   , -443.061    , array([ 16.4331    ,  0.0148598  ,  3.44278e-64,  0.0718077  ])
20741   , -444.808    , array([ 16.4331    ,  0.0148598  ,  3.43934e-64,  0.0718795  ])
20742   , -3675.26    , array([ 16.4331    ,  1.63613    ,  3.43934e-64,  1.92326    ])
20743   , -3675.26    , array([ 16.4331    ,  1.63613    ,  3.43934e-64,  1.92326    ])
20744   , -3675.26    , array([ 16.4496    ,  1.63613    ,  3.43934e-64,  1.92326    ])
20745   , -3679.64    , array([ 16.4331    ,  1.63777    ,  3.43934e-64,  1.92326    ])
20746   , -3675.26    , array([ 16.4331    ,  1.63613    ,  3.44278e-64,  1.92326    ])
20747   , -3673.61    , array([ 16.4331    ,  1.63613    ,  3.43934e-64,  1.92518    ])
20748   , -394.09     , array([ 16.4331    ,  0.0475591  ,  3.43934e-64,  0.161987   ])
20749   , -394.09     , array([ 16.4331    ,  0.0475591  ,  3.43934e-64,  0.161987   ])
20750   , -394.09     , array([ 16.4496    ,  0.0475591  ,  3.43934e-64,  0.161987   ])
20751   , -393.967    , array([ 16.4331    ,  0.0476067  ,  3.43934e-64,  0.161987   ])
20752   , -394.09     , array([ 16.4331    ,  0.0475591  ,  3.44278e-64,  0.161987   ])
20753   , -394.282    , array([ 16.4331    ,  0.0475591  ,  3.43934e-64,  0.162149   ])
20754   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20755   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20756   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20757   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20758   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20759   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20760   , -393.269    , array([ 16.4331    ,  0.0319392  ,  3.43934e-64,  0.120315   ])
20761   , -393.269    , array([ 16.4331    ,  0.0319392  ,  3.43934e-64,  0.120315   ])
20762   , -393.269    , array([ 16.4496    ,  0.0319392  ,  3.43934e-64,  0.120315   ])
20763   , -393.352    , array([ 16.4331    ,  0.0319711  ,  3.43934e-64,  0.120315   ])
20764   , -393.269    , array([ 16.4331    ,  0.0319392  ,  3.44278e-64,  0.120315   ])
20765   , -393.175    , array([ 16.4331    ,  0.0319392  ,  3.43934e-64,  0.120436   ])
20766   , -393.135    , array([ 16.4331    ,  0.0367168  ,  3.43934e-64,  0.133283   ])
20767   , -393.135    , array([ 16.4331    ,  0.0367168  ,  3.43934e-64,  0.133283   ])
20768   , -393.135    , array([ 16.4496    ,  0.0367168  ,  3.43934e-64,  0.133283   ])
20769   , -393.183    , array([ 16.4331    ,  0.0367535  ,  3.43934e-64,  0.133283   ])
20770   , -393.135    , array([ 16.4331    ,  0.0367168  ,  3.44278e-64,  0.133283   ])
20771   , -393.085    , array([ 16.4331    ,  0.0367168  ,  3.43934e-64,  0.133416   ])
20772   , -393.112    , array([ 16.4331    ,  0.037646   ,  3.43934e-64,  0.135751   ])
20773   , -393.112    , array([ 16.4331    ,  0.037646   ,  3.43934e-64,  0.135751   ])
20774   , -393.112    , array([ 16.4496    ,  0.037646   ,  3.43934e-64,  0.135751   ])
20775   , -393.151    , array([ 16.4331    ,  0.0376837  ,  3.43934e-64,  0.135751   ])
20776   , -393.112    , array([ 16.4331    ,  0.037646   ,  3.44278e-64,  0.135751   ])
20777   , -393.073    , array([ 16.4331    ,  0.037646   ,  3.43934e-64,  0.135887   ])
20778   , -393.108    , array([ 16.4331    ,  0.0378255  ,  3.43934e-64,  0.136226   ])
20779   , -393.108    , array([ 16.4331    ,  0.0378255  ,  3.43934e-64,  0.136226   ])
20780   , -393.108    , array([ 16.4496    ,  0.0378255  ,  3.43934e-64,  0.136226   ])
20781   , -393.146    , array([ 16.4331    ,  0.0378634  ,  3.43934e-64,  0.136226   ])
20782   , -393.108    , array([ 16.4331    ,  0.0378255  ,  3.44278e-64,  0.136226   ])
20783   , -393.072    , array([ 16.4331    ,  0.0378255  ,  3.43934e-64,  0.136363   ])
20784   , -393.107    , array([ 16.4331    ,  0.0378602  ,  3.43934e-64,  0.136318   ])
20785   , -393.107    , array([ 16.4331    ,  0.0378602  ,  3.43934e-64,  0.136318   ])
20786   , -393.107    , array([ 16.4496    ,  0.0378602  ,  3.43934e-64,  0.136318   ])
20787   , -393.145    , array([ 16.4331    ,  0.0378981  ,  3.43934e-64,  0.136318   ])
20788   , -393.107    , array([ 16.4331    ,  0.0378602  ,  3.44278e-64,  0.136318   ])
20789   , -393.071    , array([ 16.4331    ,  0.0378602  ,  3.43934e-64,  0.136454   ])
20790   , -393.107    , array([ 16.4331    ,  0.0378669  ,  3.43934e-64,  0.136336   ])
20791   , -393.107    , array([ 16.4331    ,  0.0378669  ,  3.43934e-64,  0.136336   ])
20792   , -393.107    , array([ 16.4496    ,  0.0378669  ,  3.43934e-64,  0.136336   ])
20793   , -393.145    , array([ 16.4331    ,  0.0379048  ,  3.43934e-64,  0.136336   ])
20794   , -393.107    , array([ 16.4331    ,  0.0378669  ,  3.44278e-64,  0.136336   ])
20795   , -393.071    , array([ 16.4331    ,  0.0378669  ,  3.43934e-64,  0.136472   ])
20796   , -393.107    , array([ 16.4331    ,  0.0378682  ,  3.43934e-64,  0.136339   ])
20797   , -393.107    , array([ 16.4331    ,  0.0378682  ,  3.43934e-64,  0.136339   ])
20798   , -393.107    , array([ 16.4496    ,  0.0378682  ,  3.43934e-64,  0.136339   ])
20799   , -393.145    , array([ 16.4331    ,  0.0379061  ,  3.43934e-64,  0.136339   ])
20800   , -393.107    , array([ 16.4331    ,  0.0378682  ,  3.44278e-64,  0.136339   ])
20801   , -393.071    , array([ 16.4331    ,  0.0378682  ,  3.43934e-64,  0.136476   ])
20802   , -393.107    , array([ 16.4331    ,  0.0378684  ,  3.43934e-64,  0.13634    ])
20803   , -393.107    , array([ 16.4331    ,  0.0378684  ,  3.43934e-64,  0.13634    ])
20804   , -393.107    , array([ 16.4496    ,  0.0378684  ,  3.43934e-64,  0.13634    ])
20805   , -393.145    , array([ 16.4331    ,  0.0379063  ,  3.43934e-64,  0.13634    ])
20806   , -393.107    , array([ 16.4331    ,  0.0378684  ,  3.44278e-64,  0.13634    ])
20807   , -393.071    , array([ 16.4331    ,  0.0378684  ,  3.43934e-64,  0.136476   ])
20808   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20809   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20810   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20811   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20812   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20813   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20814   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20815   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20816   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20817   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20818   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20819   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20820   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20821   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20822   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20823   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20824   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20825   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20826   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20827   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20828   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20829   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20830   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20831   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20832   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20833   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20834   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20835   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20836   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20837   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20838   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20839   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20840   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20841   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20842   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20843   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20844   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20845   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20846   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20847   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20848   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20849   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20850   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20851   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20852   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20853   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20854   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20855   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20856   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20857   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20858   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20859   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20860   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20861   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20862   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20863   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20864   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20865   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20866   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20867   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20868   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20869   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20870   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20871   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20872   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20873   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20874   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20875   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20876   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20877   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20878   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20879   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20880   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20881   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20882   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20883   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20884   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20885   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20886   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20887   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20888   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20889   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20890   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20891   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20892   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20893   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20894   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20895   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20896   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20897   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20898   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20899   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20900   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20901   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20902   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20903   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20904   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20905   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20906   , -393.107    , array([ 16.4496    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20907   , -393.145    , array([ 16.4331    ,  0.0379064  ,  3.43934e-64,  0.13634    ])
20908   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.44278e-64,  0.13634    ])
20909   , -393.071    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.136476   ])
20910   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
20911   , -393.107    , array([ 16.4331    ,  0.0378685  ,  3.43934e-64,  0.13634    ])
